287628  , -90263      , array([ 0.105882   ,  0.170411   ,  4.65175e-68,  4.36581e-22,  0.146465   ])
287629  , -90187.9    , array([ 0.105988   ,  0.170411   ,  4.65175e-68,  4.36581e-22,  0.146465   ])
287630  , -90255.5    , array([ 0.105882   ,  0.170582   ,  4.65175e-68,  4.36581e-22,  0.146465   ])
287631  , -90263      , array([ 0.105882   ,  0.170411   ,  4.6564e-68 ,  4.36581e-22,  0.146465   ])
287632  , -90263      , array([ 0.105882   ,  0.170411   ,  4.65175e-68,  4.37018e-22,  0.146465   ])
287633  , -90340      , array([ 0.105882   ,  0.170411   ,  4.65175e-68,  4.36581e-22,  0.146611   ])
287634  , -90263      , array([ 0.105882   ,  0.170411   ,  4.65175e-68,  4.36581e-22,  0.146465   ])
287635  , -23328.5    , array([ 0.213904   ,  0.182824   ,  4.65175e-68,  4.36581e-22,  0.0711798  ])
287636  , -23328.5    , array([ 0.213904   ,  0.182824   ,  4.65175e-68,  4.36581e-22,  0.0711798  ])
287637  , -23300.4    , array([ 0.214118   ,  0.182824   ,  4.65175e-68,  4.36581e-22,  0.0711798  ])
287638  , -23330.9    , array([ 0.213904   ,  0.183007   ,  4.65175e-68,  4.36581e-22,  0.0711798  ])
287639  , -23328.5    , array([ 0.213904   ,  0.182824   ,  4.6564e-68 ,  4.36581e-22,  0.0711798  ])
287640  , -23328.5    , array([ 0.213904   ,  0.182824   ,  4.65175e-68,  4.37018e-22,  0.0711798  ])
287641  , -23351.5    , array([ 0.213904   ,  0.182824   ,  4.65175e-68,  4.36581e-22,  0.071251   ])
287649  , -23298.2    , array([ 0.214285   ,  0.182387   ,  4.65175e-68,  4.36581e-22,  0.0712587  ])
287650  , -23298.2    , array([ 0.214285   ,  0.182387   ,  4.65175e-68,  4.36581e-22,  0.0712587  ])
287651  , -23270.1    , array([ 0.2145     ,  0.182387   ,  4.65175e-68,  4.36581e-22,  0.0712587  ])
287652  , -23300.5    , array([ 0.214285   ,  0.182569   ,  4.65175e-68,  4.36581e-22,  0.0712587  ])
287653  , -23298.2    , array([ 0.214285   ,  0.182387   ,  4.6564e-68 ,  4.36581e-22,  0.0712587  ])
287654  , -23298.2    , array([ 0.214285   ,  0.182387   ,  4.65175e-68,  4.37018e-22,  0.0712587  ])
287655  , -23321.2    , array([ 0.214285   ,  0.182387   ,  4.65175e-68,  4.36581e-22,  0.07133    ])
287656  , -22885.3    , array([ 0.22004    ,  0.176006   ,  4.65175e-68,  4.36581e-22,  0.0724423  ])
287657  , -22885.3    , array([ 0.22004    ,  0.176006   ,  4.65175e-68,  4.36581e-22,  0.0724423  ])
287658  , -22857.8    , array([ 0.22026    ,  0.176006   ,  4.65175e-68,  4.36581e-22,  0.0724423  ])
287659  , -22886.4    , array([ 0.22004    ,  0.176182   ,  4.65175e-68,  4.36581e-22,  0.0724423  ])
287660  , -22885.3    , array([ 0.22004    ,  0.176006   ,  4.6564e-68 ,  4.36581e-22,  0.0724423  ])
287661  , -22885.3    , array([ 0.22004    ,  0.176006   ,  4.65175e-68,  4.37018e-22,  0.0724423  ])
287662  , -22909      , array([ 0.22004    ,  0.176006   ,  4.65175e-68,  4.36581e-22,  0.0725148  ])
287663  , -26778.5    , array([ 0.704547   ,  0.668475   ,  4.65175e-68,  4.36581e-22,  0.252737   ])
287664  , -26778.5    , array([ 0.704547   ,  0.668475   ,  4.65175e-68,  4.36581e-22,  0.252737   ])
287665  , -26754.1    , array([ 0.705252   ,  0.668475   ,  4.65175e-68,  4.36581e-22,  0.252737   ])
287666  , -26781.7    , array([ 0.704547   ,  0.669144   ,  4.65175e-68,  4.36581e-22,  0.252737   ])
287667  , -26778.5    , array([ 0.704547   ,  0.668475   ,  4.6564e-68 ,  4.36581e-22,  0.252737   ])
287668  , -26778.5    , array([ 0.704547   ,  0.668475   ,  4.65175e-68,  4.37018e-22,  0.252737   ])
287669  , -26806.9    , array([ 0.704547   ,  0.668475   ,  4.65175e-68,  4.36581e-22,  0.25299    ])
287670  , -22808.8    , array([ 0.254484   ,  0.207947   ,  4.65175e-68,  4.36581e-22,  0.0846852  ])
287671  , -22808.8    , array([ 0.254484   ,  0.207947   ,  4.65175e-68,  4.36581e-22,  0.0846852  ])
287672  , -22781.6    , array([ 0.254738   ,  0.207947   ,  4.65175e-68,  4.36581e-22,  0.0846852  ])
