Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11771.2	23558.4	1168.17	18789.32	1.5947,0.6515,0.7777,0.723,2.2886,0.01,0.1701,0.0381
our_model	Round_1_Replicate_2	-13962.26	27940.52	5470.95	5833.06	3.1353,0.7514,1.7147,0.5059,0.3845,3.9582,3.9168,2.4308
our_model	Round_1_Replicate_3	-13999.93	28015.86	5493.07	9628.14	1.8155,0.5062,0.9959,0.712,0.7408,6.1081,1.966,1.3444
our_model	Round_1_Replicate_4	-14036.83	28089.66	5629.38	7615.84	2.3974,0.6011,1.2099,0.4645,0.6804,5.2309,2.7233,1.8935
our_model	Round_1_Replicate_5	-11195.57	22407.14	34.84	20110.97	1.4738,0.4956,0.8631,0.3884,1.1277,3.727,0.0982,0.0515
our_model	Round_1_Replicate_6	-13743.85	27503.7	5324.09	15798.88	2.04,0.905,0.8623,0.8894,2.024,3.1942,0.2633,0.0561
our_model	Round_1_Replicate_7	-13965.35	27946.7	5464.13	7744.63	2.3559,0.5896,1.2311,0.6006,0.5795,5.1814,2.6945,1.7756
our_model	Round_1_Replicate_8	-13982.32	27980.64	5496.16	10929.55	1.6749,0.4409,0.8179,0.6789,0.9708,7.2271,1.5457,1.2453
our_model	Round_1_Replicate_9	-13985.39	27986.78	5492.98	10277.95	1.7744,0.4736,0.8659,0.6486,0.915,6.7651,1.7339,1.3008
our_model	Round_1_Replicate_10	-11373.72	22763.44	387.25	20250.26	1.4284,0.536,0.7776,0.5474,1.9157,0.7536,0.122,0.0369
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-13971.47	27958.94	5465.62	10052.48	1.8152,0.4748,0.9067,0.6833,0.8451,6.6483,1.8022,1.3387
our_model	Round_1_Replicate_2	-13983.59	27983.18	5488.32	11628.32	1.563,0.4241,0.7541,0.7036,1.0589,7.6211,1.3629,1.1941
our_model	Round_1_Replicate_3	-13950.44	27916.88	5425.56	10314.8	1.7728,0.4506,0.9148,0.7731,0.7936,6.8372,1.7263,1.3163
our_model	Round_1_Replicate_4	-11319.28	22654.56	284.6	20356.49	1.4348,0.5188,0.7405,0.3552,1.6779,2.2743,0.1092,0.0415
our_model	Round_1_Replicate_5	-11583.88	23183.76	812.8	20959.45	1.2656,0.3723,0.5437,0.1197,1.5328,9.288,0.0648,0.0834
our_model	Round_1_Replicate_6	-11394.77	22805.54	421.88	20292.38	1.412,0.3553,0.6916,0.4366,0.7465,8.733,0.0536,0.0976
our_model	Round_1_Replicate_7	-11529.12	23074.24	689.27	19697.31	1.488,0.5779,0.7629,0.6662,2.1465,0.01,0.1435,0.0363
our_model	Round_1_Replicate_8	-11368.8	22753.6	373.71	20516.0	1.3849,0.3675,0.6854,0.369,0.8302,8.3716,0.0588,0.0861
our_model	Round_1_Replicate_9	-11860.82	23737.64	1372.27	20217.78	1.3333,0.275,0.5343,0.6378,0.8075,11.5448,0.0166,0.1659
our_model	Round_1_Replicate_10	-11620.54	23257.08	871.32	20331.83	1.3239,0.3325,0.5409,0.2877,1.1655,10.2911,0.041,0.128
our_model	Round_2_Replicate_1	-11289.68	22595.36	220.42	19688.08	1.5203,0.5834,0.9227,0.5955,1.6356,0.01,0.1256,0.0386
our_model	Round_2_Replicate_2	-11287.18	22590.36	215.79	19699.37	1.5206,0.5837,0.9154,0.5759,1.6267,0.01,0.125,0.0386
our_model	Round_2_Replicate_3	-11243.94	22503.88	133.96	20410.03	1.4747,0.5048,1.1284,0.4259,0.8841,0.0939,0.0973,0.0395
our_model	Round_2_Replicate_4	-11203.89	22423.78	51.5	20017.17	1.4882,0.5398,1.0161,0.512,1.2357,0.6303,0.1112,0.0406
our_model	Round_2_Replicate_5	-11190.54	22397.08	24.7	20133.52	1.5085,0.5035,1.0735,0.5743,0.9924,1.7491,0.1028,0.044
our_model	Round_2_Replicate_6	-11206.65	22429.3	57.73	20042.16	1.4943,0.5406,1.0537,0.532,1.2194,0.0342,0.1106,0.0395
our_model	Round_2_Replicate_7	-11204.28	22424.56	51.39	20138.21	1.4638,0.4633,0.8478,0.3811,0.9331,5.1319,0.0872,0.0603
our_model	Round_2_Replicate_8	-11195.79	22407.58	35.2	20100.01	1.5005,0.4868,1.0704,0.4945,0.8226,3.0493,0.0921,0.0509
our_model	Round_2_Replicate_9	-11186.35	22388.7	16.14	20023.31	1.4943,0.5171,0.9678,0.4933,1.1566,2.2227,0.1052,0.0459
our_model	Round_2_Replicate_10	-11404.54	22825.08	451.92	20019.15	1.4699,0.5778,0.7453,0.5044,2.0197,0.01,0.1248,0.0354
our_model	Round_2_Replicate_11	-11240.79	22497.58	126.71	20112.89	1.5318,0.5162,1.2882,0.5065,0.7839,0.4607,0.0967,0.0423
our_model	Round_2_Replicate_12	-11321.39	22658.78	292.07	20736.8	1.4403,0.4842,1.0819,0.3401,0.8004,0.01,0.0906,0.0381
our_model	Round_2_Replicate_13	-11205.83	22427.66	54.42	20089.44	1.4796,0.4497,0.895,0.466,0.8205,5.3358,0.0847,0.0631
our_model	Round_2_Replicate_14	-11262.73	22541.46	171.83	20577.42	1.4446,0.4955,1.0833,0.4141,0.926,0.0546,0.0956,0.0386
our_model	Round_2_Replicate_15	-11207.38	22430.76	57.58	20093.47	1.4676,0.4487,0.9268,0.5195,0.8199,5.2186,0.0845,0.063
our_model	Round_2_Replicate_16	-11182.79	22381.58	9.01	20098.11	1.485,0.478,0.9691,0.4885,0.9178,3.8735,0.0938,0.0536
our_model	Round_2_Replicate_17	-11184.56	22385.12	12.5	20076.98	1.4809,0.4731,0.9523,0.5047,0.9304,4.1795,0.0933,0.0556
our_model	Round_2_Replicate_18	-11179.62	22375.24	2.67	20014.66	1.4966,0.4907,0.964,0.4753,0.98,3.5841,0.0972,0.0526
our_model	Round_2_Replicate_19	-11248.45	22512.9	139.69	19726.52	1.5234,0.5739,0.984,0.5815,1.4699,0.01,0.1216,0.0393
our_model	Round_2_Replicate_20	-11194.23	22404.46	31.83	20071.99	1.4958,0.4677,0.961,0.4798,0.8363,4.478,0.0883,0.0576
