12513   , -232956     , array([ 0.00346185 ,  0.0546875  ,  1.03441e-08,  3.57054e-24,  0.0101128  ])
12514   , -232783     , array([ 0.00346532 ,  0.0546875  ,  1.03441e-08,  3.57054e-24,  0.0101128  ])
12515   , -232976     , array([ 0.00346185 ,  0.0547422  ,  1.03441e-08,  3.57054e-24,  0.0101128  ])
12516   , -232956     , array([ 0.00346185 ,  0.0546875  ,  1.03544e-08,  3.57054e-24,  0.0101128  ])
12517   , -232956     , array([ 0.00346185 ,  0.0546875  ,  1.03441e-08,  3.57411e-24,  0.0101128  ])
12518   , -233093     , array([ 0.00346185 ,  0.0546875  ,  1.03441e-08,  3.57054e-24,  0.0101229  ])
12519   , -232956     , array([ 0.00346185 ,  0.0546875  ,  1.03441e-08,  3.57054e-24,  0.0101128  ])
12520   , -90570.9    , array([ 0.00761197 ,  0.0499527  ,  1.03441e-08,  3.57054e-24,  0.00541099 ])
12521   , -90570.9    , array([ 0.00761197 ,  0.0499527  ,  1.03441e-08,  3.57054e-24,  0.00541099 ])
12522   , -90498.6    , array([ 0.00761959 ,  0.0499527  ,  1.03441e-08,  3.57054e-24,  0.00541099 ])
12523   , -90589.9    , array([ 0.00761197 ,  0.0500027  ,  1.03441e-08,  3.57054e-24,  0.00541099 ])
12524   , -90570.9    , array([ 0.00761197 ,  0.0499527  ,  1.03544e-08,  3.57054e-24,  0.00541099 ])
12525   , -90570.9    , array([ 0.00761197 ,  0.0499527  ,  1.03441e-08,  3.57411e-24,  0.00541099 ])
12526   , -90620.3    , array([ 0.00761197 ,  0.0499527  ,  1.03441e-08,  3.57054e-24,  0.00541641 ])
12534   , -90432.9    , array([ 0.00762781 ,  0.0496696  ,  1.03441e-08,  3.57054e-24,  0.0054242  ])
12535   , -90432.9    , array([ 0.00762781 ,  0.0496696  ,  1.03441e-08,  3.57054e-24,  0.0054242  ])
12536   , -90360.5    , array([ 0.00763544 ,  0.0496696  ,  1.03441e-08,  3.57054e-24,  0.0054242  ])
12537   , -90451.9    , array([ 0.00762781 ,  0.0497193  ,  1.03441e-08,  3.57054e-24,  0.0054242  ])
12538   , -90432.9    , array([ 0.00762781 ,  0.0496696  ,  1.03544e-08,  3.57054e-24,  0.0054242  ])
12539   , -90432.9    , array([ 0.00762781 ,  0.0496696  ,  1.03441e-08,  3.57411e-24,  0.0054242  ])
12540   , -90482.2    , array([ 0.00762781 ,  0.0496696  ,  1.03441e-08,  3.57054e-24,  0.00542963 ])
12541   , -90294.4    , array([ 0.00764369 ,  0.0493878  ,  1.03441e-08,  3.57054e-24,  0.00543746 ])
12542   , -90294.4    , array([ 0.00764369 ,  0.0493878  ,  1.03441e-08,  3.57054e-24,  0.00543746 ])
12543   , -90222.1    , array([ 0.00765134 ,  0.0493878  ,  1.03441e-08,  3.57054e-24,  0.00543746 ])
12544   , -90313.4    , array([ 0.00764369 ,  0.0494372  ,  1.03441e-08,  3.57054e-24,  0.00543746 ])
12545   , -90294.4    , array([ 0.00764369 ,  0.0493878  ,  1.03544e-08,  3.57054e-24,  0.00543746 ])
12546   , -90294.4    , array([ 0.00764369 ,  0.0493878  ,  1.03441e-08,  3.57411e-24,  0.00543746 ])
12547   , -90343.7    , array([ 0.00764369 ,  0.0493878  ,  1.03441e-08,  3.57054e-24,  0.0054429  ])
12555   , -90259.7    , array([ 0.00764768 ,  0.0493175  ,  1.03441e-08,  3.57054e-24,  0.00544079 ])
12556   , -90259.7    , array([ 0.00764768 ,  0.0493175  ,  1.03441e-08,  3.57054e-24,  0.00544079 ])
12557   , -90187.4    , array([ 0.00765533 ,  0.0493175  ,  1.03441e-08,  3.57054e-24,  0.00544079 ])
12558   , -90278.7    , array([ 0.00764768 ,  0.0493668  ,  1.03441e-08,  3.57054e-24,  0.00544079 ])
12559   , -90259.7    , array([ 0.00764768 ,  0.0493175  ,  1.03544e-08,  3.57054e-24,  0.00544079 ])
12560   , -90259.7    , array([ 0.00764768 ,  0.0493175  ,  1.03441e-08,  3.57411e-24,  0.00544079 ])
12561   , -90308.9    , array([ 0.00764768 ,  0.0493175  ,  1.03441e-08,  3.57054e-24,  0.00544623 ])
12562   , -90224.9    , array([ 0.00765166 ,  0.0492472  ,  1.03441e-08,  3.57054e-24,  0.00544411 ])
12563   , -90224.9    , array([ 0.00765166 ,  0.0492472  ,  1.03441e-08,  3.57054e-24,  0.00544411 ])
12564   , -90152.6    , array([ 0.00765932 ,  0.0492472  ,  1.03441e-08,  3.57054e-24,  0.00544411 ])
12565   , -90244      , array([ 0.00765166 ,  0.0492965  ,  1.03441e-08,  3.57054e-24,  0.00544411 ])
12566   , -90224.9    , array([ 0.00765166 ,  0.0492472  ,  1.03544e-08,  3.57054e-24,  0.00544411 ])
12567   , -90224.9    , array([ 0.00765166 ,  0.0492472  ,  1.03441e-08,  3.57411e-24,  0.00544411 ])
12568   , -90274.2    , array([ 0.00765166 ,  0.0492472  ,  1.03441e-08,  3.57054e-24,  0.00544956 ])
12569   , -302198     , array([ 0.0225942  ,  0.00254807 ,  1.03441e-08,  3.57054e-24,  0.0193956  ])
12570   , -302198     , array([ 0.0225942  ,  0.00254807 ,  1.03441e-08,  3.57054e-24,  0.0193956  ])
12571   , -302153     , array([ 0.0226168  ,  0.00254807 ,  1.03441e-08,  3.57054e-24,  0.0193956  ])
12572   , -301927     , array([ 0.0225942  ,  0.00255062 ,  1.03441e-08,  3.57054e-24,  0.0193956  ])
12573   , -302198     , array([ 0.0225942  ,  0.00254807 ,  1.03544e-08,  3.57054e-24,  0.0193956  ])
12574   , -302198     , array([ 0.0225942  ,  0.00254807 ,  1.03441e-08,  3.57411e-24,  0.0193956  ])
12575   , -302506     , array([ 0.0225942  ,  0.00254807 ,  1.03441e-08,  3.57054e-24,  0.019415   ])
12576   , -70244.6    , array([ 0.0104916  ,  0.0207699  ,  1.03441e-08,  3.57054e-24,  0.00788465 ])
12577   , -70244.6    , array([ 0.0104916  ,  0.0207699  ,  1.03441e-08,  3.57054e-24,  0.00788465 ])
12578   , -70178.7    , array([ 0.0105021  ,  0.0207699  ,  1.03441e-08,  3.57054e-24,  0.00788465 ])
