162788  , -79089.1    , array([ 24.1691    ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162789  , -79089.1    , array([ 24.1691    ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162790  , -79089.1    , array([ 25.1691    ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162791  , -79089.1    , array([ 22.5511    ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162792  , -79089.1    , array([ 19.9331    ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162793  , -79089.1    , array([ 15.697     ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162794  , -79089      , array([ 8.8429     ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162796  , -79089      , array([ 8.8429     ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162797  , -79088.8    , array([ 4.60683    ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162798  , -79088.4    , array([ 1.9888     ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162799  , -79084.9    , array([ 0.370764   ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162801  , -79087.6    , array([ 0.988798   ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162803  , -79086.6    , array([ 0.608747   ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162804  , -79084.9    , array([ 0.370764   ,  10.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162805  , -79084.9    , array([ 0.370764   ,  11.1254    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162806  , -79084.8    , array([ 0.370764   ,  8.5074     ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162807  , -79084.7    , array([ 0.370764   ,  5.88937    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162808  , -79083.7    , array([ 0.370764   ,  1.6533     ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162810  , -79083.7    , array([ 0.370764   ,  1.6533     ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162812  , -79084.4    , array([ 0.370764   ,  3.27134    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162813  , -79084.2    , array([ 0.370764   ,  2.46232    ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162814  , -79081.5    , array([ 0.370764   ,  0.653301   ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162815  , -79018.8    , array([ 0.370764   ,  0.0352671  ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162817  , -79076.5    , array([ 0.370764   ,  0.271335   ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162819  , -79067.9    , array([ 0.370764   ,  0.136169   ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162820  , -79018.8    , array([ 0.370764   ,  0.0352671  ,  1.23423e-25,  7.82738e-76,  1.993e-06  ])
162821  , -79018.8    , array([ 0.370764   ,  0.0352671  ,  1          ,  7.82738e-76,  1.993e-06  ])
162822  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  2.61803    ,  7.82738e-76,  1.993e-06  ])
162824  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  2.61803    ,  7.82738e-76,  1.993e-06  ])
162828  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  6.3722     ,  7.82738e-76,  1.993e-06  ])
162829  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  4.49511    ,  7.82738e-76,  1.993e-06  ])
162830  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  8.6924     ,  7.82738e-76,  1.993e-06  ])
162832  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  7.80616    ,  7.82738e-76,  1.993e-06  ])
162833  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.24012    ,  7.82738e-76,  1.993e-06  ])
162834  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.57863    ,  7.82738e-76,  1.993e-06  ])
162835  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.78784    ,  7.82738e-76,  1.993e-06  ])
162836  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  7.82738e-76,  1.993e-06  ])
162838  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  7.82738e-76,  1.993e-06  ])
162839  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  1          ,  1.993e-06  ])
162841  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  7.82738e-76,  1.993e-06  ])
162843  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  0.381966   ,  1.993e-06  ])
162844  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  0.190983   ,  1.993e-06  ])
162847  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  0.072949   ,  1.993e-06  ])
162849  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  0.027864   ,  1.993e-06  ])
162851  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  0.0106431  ,  1.993e-06  ])
162853  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  0.00406531 ,  1.993e-06  ])
162855  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  0.00155281 ,  1.993e-06  ])
162857  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  0.000593121,  1.993e-06  ])
162859  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  0.000226552,  1.993e-06  ])
162861  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  8.65351e-05,  1.993e-06  ])
162863  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  3.30535e-05,  1.993e-06  ])
162865  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  1.26253e-05,  1.993e-06  ])
162867  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  4.82244e-06,  1.993e-06  ])
162869  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  1.84201e-06,  1.993e-06  ])
162871  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  7.03584e-07,  1.993e-06  ])
162873  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  2.68745e-07,  1.993e-06  ])
162875  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  1.02652e-07,  1.993e-06  ])
162877  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  3.92094e-08,  1.993e-06  ])
162878  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  1.60529e-08,  1.993e-06  ])
162881  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  6.13168e-09,  1.993e-06  ])
162883  , -79018.7    , array([ 0.370764   ,  0.0352671  ,  9.91715    ,  2.34209e-09,  1.993e-06  ])
