90832   , -78561      , array([ 22.0884    ,  13.1851    ,  1.83091e-32,  1.02403e-30,  0.00404502 ])
90833   , -78561.1    , array([ 22.1105    ,  13.1851    ,  1.83091e-32,  1.02403e-30,  0.00404502 ])
90834   , -78561.3    , array([ 22.0884    ,  13.1983    ,  1.83091e-32,  1.02403e-30,  0.00404502 ])
90835   , -78561      , array([ 22.0884    ,  13.1851    ,  1.83275e-32,  1.02403e-30,  0.00404502 ])
90836   , -78561      , array([ 22.0884    ,  13.1851    ,  1.83091e-32,  1.02505e-30,  0.00404502 ])
90837   , -78560.5    , array([ 22.0884    ,  13.1851    ,  1.83091e-32,  1.02403e-30,  0.00404906 ])
90838   , -78561      , array([ 22.0884    ,  13.1851    ,  1.83091e-32,  1.02403e-30,  0.00404502 ])
90839   , -77332      , array([ 17.3715    ,  7.38085    ,  1.83091e-32,  1.02403e-30,  0.00892214 ])
90840   , -77332      , array([ 17.3715    ,  7.38085    ,  1.83091e-32,  1.02403e-30,  0.00892214 ])
90841   , -77332.4    , array([ 17.3889    ,  7.38085    ,  1.83091e-32,  1.02403e-30,  0.00892214 ])
90842   , -77333.4    , array([ 17.3715    ,  7.38824    ,  1.83091e-32,  1.02403e-30,  0.00892214 ])
90843   , -77332      , array([ 17.3715    ,  7.38085    ,  1.83275e-32,  1.02403e-30,  0.00892214 ])
90844   , -77332      , array([ 17.3715    ,  7.38085    ,  1.83091e-32,  1.02505e-30,  0.00892214 ])
90845   , -77330.4    , array([ 17.3715    ,  7.38085    ,  1.83091e-32,  1.02403e-30,  0.00893107 ])
90846   , -12682.9    , array([ 6.64555    ,  0.724762   ,  1.83091e-32,  1.02403e-30,  0.211186   ])
90847   , -12682.9    , array([ 6.64555    ,  0.724762   ,  1.83091e-32,  1.02403e-30,  0.211186   ])
90848   , -12685.4    , array([ 6.6522     ,  0.724762   ,  1.83091e-32,  1.02403e-30,  0.211186   ])
90849   , -12690.8    , array([ 6.64555    ,  0.725487   ,  1.83091e-32,  1.02403e-30,  0.211186   ])
90850   , -12682.9    , array([ 6.64555    ,  0.724762   ,  1.83275e-32,  1.02403e-30,  0.211186   ])
90851   , -12682.9    , array([ 6.64555    ,  0.724762   ,  1.83091e-32,  1.02505e-30,  0.211186   ])
90852   , -12686.8    , array([ 6.64555    ,  0.724762   ,  1.83091e-32,  1.02403e-30,  0.211397   ])
90860   , -12681.1    , array([ 6.64413    ,  0.724389   ,  1.83091e-32,  1.02403e-30,  0.211334   ])
90861   , -12681.1    , array([ 6.64413    ,  0.724389   ,  1.83091e-32,  1.02403e-30,  0.211334   ])
90862   , -12683.6    , array([ 6.65078    ,  0.724389   ,  1.83091e-32,  1.02403e-30,  0.211334   ])
90863   , -12688.9    , array([ 6.64413    ,  0.725114   ,  1.83091e-32,  1.02403e-30,  0.211334   ])
90864   , -12681.1    , array([ 6.64413    ,  0.724389   ,  1.83275e-32,  1.02403e-30,  0.211334   ])
90865   , -12681.1    , array([ 6.64413    ,  0.724389   ,  1.83091e-32,  1.02505e-30,  0.211334   ])
90866   , -12685      , array([ 6.64413    ,  0.724389   ,  1.83091e-32,  1.02403e-30,  0.211546   ])
90867   , -12670      , array([ 6.63485    ,  0.721947   ,  1.83091e-32,  1.02403e-30,  0.212309   ])
90868   , -12670      , array([ 6.63485    ,  0.721947   ,  1.83091e-32,  1.02403e-30,  0.212309   ])
90869   , -12672.5    , array([ 6.64149    ,  0.721947   ,  1.83091e-32,  1.02403e-30,  0.212309   ])
90870   , -12677.7    , array([ 6.63485    ,  0.722669   ,  1.83091e-32,  1.02403e-30,  0.212309   ])
90871   , -12670      , array([ 6.63485    ,  0.721947   ,  1.83275e-32,  1.02403e-30,  0.212309   ])
90872   , -12670      , array([ 6.63485    ,  0.721947   ,  1.83091e-32,  1.02505e-30,  0.212309   ])
90873   , -12674.2    , array([ 6.63485    ,  0.721947   ,  1.83091e-32,  1.02403e-30,  0.212522   ])
90881   , -12669.7    , array([ 6.63455    ,  0.721869   ,  1.83091e-32,  1.02403e-30,  0.212341   ])
90882   , -12669.7    , array([ 6.63455    ,  0.721869   ,  1.83091e-32,  1.02403e-30,  0.212341   ])
90883   , -12672.2    , array([ 6.64119    ,  0.721869   ,  1.83091e-32,  1.02403e-30,  0.212341   ])
90884   , -12677.4    , array([ 6.63455    ,  0.722592   ,  1.83091e-32,  1.02403e-30,  0.212341   ])
90885   , -12669.7    , array([ 6.63455    ,  0.721869   ,  1.83275e-32,  1.02403e-30,  0.212341   ])
90886   , -12669.7    , array([ 6.63455    ,  0.721869   ,  1.83091e-32,  1.02505e-30,  0.212341   ])
90887   , -12673.9    , array([ 6.63455    ,  0.721869   ,  1.83091e-32,  1.02403e-30,  0.212553   ])
90888   , -12667.7    , array([ 6.63266    ,  0.721372   ,  1.83091e-32,  1.02403e-30,  0.21254    ])
90889   , -12667.7    , array([ 6.63266    ,  0.721372   ,  1.83091e-32,  1.02403e-30,  0.21254    ])
90890   , -12670.2    , array([ 6.6393     ,  0.721372   ,  1.83091e-32,  1.02403e-30,  0.21254    ])
90891   , -12675.3    , array([ 6.63266    ,  0.722094   ,  1.83091e-32,  1.02403e-30,  0.21254    ])
90892   , -12667.7    , array([ 6.63266    ,  0.721372   ,  1.83275e-32,  1.02403e-30,  0.21254    ])
90893   , -12667.7    , array([ 6.63266    ,  0.721372   ,  1.83091e-32,  1.02505e-30,  0.21254    ])
90894   , -12671.9    , array([ 6.63266    ,  0.721372   ,  1.83091e-32,  1.02403e-30,  0.212753   ])
90902   , -12667.6    , array([ 6.63259    ,  0.721353   ,  1.83091e-32,  1.02403e-30,  0.212548   ])
90903   , -12667.6    , array([ 6.63259    ,  0.721353   ,  1.83091e-32,  1.02403e-30,  0.212548   ])
90904   , -12670.1    , array([ 6.63923    ,  0.721353   ,  1.83091e-32,  1.02403e-30,  0.212548   ])
90905   , -12675.2    , array([ 6.63259    ,  0.722075   ,  1.83091e-32,  1.02403e-30,  0.212548   ])
90906   , -12667.6    , array([ 6.63259    ,  0.721353   ,  1.83275e-32,  1.02403e-30,  0.212548   ])
90907   , -12667.6    , array([ 6.63259    ,  0.721353   ,  1.83091e-32,  1.02505e-30,  0.212548   ])
90908   , -12671.9    , array([ 6.63259    ,  0.721353   ,  1.83091e-32,  1.02403e-30,  0.21276    ])
90909   , -12667.1    , array([ 6.63214    ,  0.721235   ,  1.83091e-32,  1.02403e-30,  0.212595   ])
90910   , -12667.1    , array([ 6.63214    ,  0.721235   ,  1.83091e-32,  1.02403e-30,  0.212595   ])
90911   , -12669.6    , array([ 6.63877    ,  0.721235   ,  1.83091e-32,  1.02403e-30,  0.212595   ])
90912   , -12674.8    , array([ 6.63214    ,  0.721956   ,  1.83091e-32,  1.02403e-30,  0.212595   ])
