100070  , -79086.6    , array([ 3.2126     ,  0.570431   ,  5.38682e-52,  8.97715e-09,  1.216e-06  ])
100071  , -79086.6    , array([ 3.21581    ,  0.570431   ,  5.38682e-52,  8.97715e-09,  1.216e-06  ])
100072  , -79086.6    , array([ 3.2126     ,  0.571002   ,  5.38682e-52,  8.97715e-09,  1.216e-06  ])
100073  , -79086.6    , array([ 3.2126     ,  0.570431   ,  5.39221e-52,  8.97715e-09,  1.216e-06  ])
100074  , -79086.6    , array([ 3.2126     ,  0.570431   ,  5.38682e-52,  8.98614e-09,  1.216e-06  ])
100075  , -79086.6    , array([ 3.2126     ,  0.570431   ,  5.38682e-52,  8.97715e-09,  1.21722e-06])
100076  , -79086.6    , array([ 3.2126     ,  0.570431   ,  5.38682e-52,  8.97715e-09,  1.216e-06  ])
100077  , -79078.3    , array([ 2.96403    ,  0.292697   ,  5.38682e-52,  8.97715e-09,  2.58437e-06])
100078  , -79078.3    , array([ 2.96403    ,  0.292697   ,  5.38682e-52,  8.97715e-09,  2.58437e-06])
100079  , -79078.3    , array([ 2.967      ,  0.292697   ,  5.38682e-52,  8.97715e-09,  2.58437e-06])
100080  , -79078.3    , array([ 2.96403    ,  0.292989   ,  5.38682e-52,  8.97715e-09,  2.58437e-06])
100081  , -79078.3    , array([ 2.96403    ,  0.292697   ,  5.39221e-52,  8.97715e-09,  2.58437e-06])
100082  , -79078.3    , array([ 2.96403    ,  0.292697   ,  5.38682e-52,  8.98614e-09,  2.58437e-06])
100083  , -79078.3    , array([ 2.96403    ,  0.292697   ,  5.38682e-52,  8.97715e-09,  2.58695e-06])
100084  , -76094.8    , array([ 2.14778    ,  0.0202897  ,  5.38682e-52,  8.97715e-09,  5.27271e-05])
100085  , -76094.8    , array([ 2.14778    ,  0.0202897  ,  5.38682e-52,  8.97715e-09,  5.27271e-05])
100086  , -76094.8    , array([ 2.14993    ,  0.0202897  ,  5.38682e-52,  8.97715e-09,  5.27271e-05])
