7896    , -78331.8    , array([ 0.0467371  ,  8.74531    ,  1.09355e-09,  0.0117461  ,  4.45766e-05])
7897    , -78332.5    , array([ 0.0467839  ,  8.74531    ,  1.09355e-09,  0.0117461  ,  4.45766e-05])
7898    , -78331.8    , array([ 0.0467371  ,  8.75406    ,  1.09355e-09,  0.0117461  ,  4.45766e-05])
7899    , -78331.8    , array([ 0.0467371  ,  8.74531    ,  1.09464e-09,  0.0117461  ,  4.45766e-05])
7900    , -78331.8    , array([ 0.0467371  ,  8.74531    ,  1.09355e-09,  0.0117579  ,  4.45766e-05])
7901    , -78331      , array([ 0.0467371  ,  8.74531    ,  1.09355e-09,  0.0117461  ,  4.46212e-05])
7902    , -78331.8    , array([ 0.0467371  ,  8.74531    ,  1.09355e-09,  0.0117461  ,  4.45766e-05])
7903    , -76079.8    , array([ 0.0229658  ,  8.69589    ,  1.09355e-09,  0.0117461  ,  9.13766e-05])
7904    , -76079.8    , array([ 0.0229658  ,  8.69589    ,  1.09355e-09,  0.0117461  ,  9.13766e-05])
7905    , -76082.6    , array([ 0.0229887  ,  8.69589    ,  1.09355e-09,  0.0117461  ,  9.13766e-05])
7906    , -76079.8    , array([ 0.0229658  ,  8.70459    ,  1.09355e-09,  0.0117461  ,  9.13766e-05])
7907    , -76079.8    , array([ 0.0229658  ,  8.69589    ,  1.09464e-09,  0.0117461  ,  9.13766e-05])
7908    , -76079.8    , array([ 0.0229658  ,  8.69589    ,  1.09355e-09,  0.0117578  ,  9.13766e-05])
7909    , -76077      , array([ 0.0229658  ,  8.69589    ,  1.09355e-09,  0.0117461  ,  9.14681e-05])
7910    , -173614     , array([ 0.00133892 ,  8.50099    ,  1.09355e-09,  0.011746   ,  0.00161342 ])
7911    , -173614     , array([ 0.00133892 ,  8.50099    ,  1.09355e-09,  0.011746   ,  0.00161342 ])
7912    , -173510     , array([ 0.00134026 ,  8.50099    ,  1.09355e-09,  0.011746   ,  0.00161342 ])
7913    , -173614     , array([ 0.00133892 ,  8.5095     ,  1.09355e-09,  0.011746   ,  0.00161342 ])
7914    , -173614     , array([ 0.00133892 ,  8.50099    ,  1.09464e-09,  0.011746   ,  0.00161342 ])
7915    , -173614     , array([ 0.00133892 ,  8.50099    ,  1.09355e-09,  0.0117578  ,  0.00161342 ])
7916    , -173714     , array([ 0.00133892 ,  8.50099    ,  1.09355e-09,  0.011746   ,  0.00161503 ])
7917    , -67040.4    , array([ 0.0103161  ,  8.64057    ,  1.09355e-09,  0.0117461  ,  0.00020509 ])
7918    , -67040.4    , array([ 0.0103161  ,  8.64057    ,  1.09355e-09,  0.0117461  ,  0.00020509 ])
7919    , -67049.3    , array([ 0.0103264  ,  8.64057    ,  1.09355e-09,  0.0117461  ,  0.00020509 ])
7920    , -67040.4    , array([ 0.0103161  ,  8.64921    ,  1.09355e-09,  0.0117461  ,  0.00020509 ])
7921    , -67040.4    , array([ 0.0103161  ,  8.64057    ,  1.09464e-09,  0.0117461  ,  0.00020509 ])
7922    , -67040.4    , array([ 0.0103161  ,  8.64057    ,  1.09355e-09,  0.0117578  ,  0.00020509 ])
7923    , -67031.5    , array([ 0.0103161  ,  8.64057    ,  1.09355e-09,  0.0117461  ,  0.000205296])
7924    , -55365.1    , array([ 0.00532089 ,  8.59506    ,  1.09355e-09,  0.0117461  ,  0.000400321])
7925    , -55365.1    , array([ 0.00532089 ,  8.59506    ,  1.09355e-09,  0.0117461  ,  0.000400321])
7926    , -55369.3    , array([ 0.00532621 ,  8.59506    ,  1.09355e-09,  0.0117461  ,  0.000400321])
7927    , -55365.1    , array([ 0.00532089 ,  8.60366    ,  1.09355e-09,  0.0117461  ,  0.000400321])
