Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-397.71	803.42	605.75	7657.73	30.0,0.9654,7.5992,2.1879
our_model	Round_1_Replicate_2	-396.74	801.48	603.95	7515.06	5.8009,0.9849,30.0,1.9112
our_model	Round_1_Replicate_3	-399.03	806.06	608.16	21275.78	30.0,0.347,1.5143,0.7436
our_model	Round_1_Replicate_4	-394.16	796.32	599.74	101581.1	0.5755,0.073,1.1123,0.1756
our_model	Round_1_Replicate_5	-395.5	799.0	601.66	50066.41	0.9897,0.1481,0.01,0.3129
our_model	Round_1_Replicate_6	-397.49	802.98	605.34	40630.66	0.8363,0.182,0.01,0.338
our_model	Round_1_Replicate_7	-394.59	797.18	599.18	8019.83	10.5462,0.9287,15.7734,2.2873
our_model	Round_1_Replicate_8	-393.16	794.32	597.25	9076.85	29.8358,0.8197,29.7455,2.8551
our_model	Round_1_Replicate_9	-398.75	805.5	607.65	8458.46	30.0,0.8731,6.1798,1.9189
our_model	Round_1_Replicate_10	-395.18	798.36	600.43	58992.54	0.4769,0.1261,0.2732,0.2529
our_model	Round_2_Replicate_1	-393.78	795.56	598.42	4946.87	30.0,1.5025,29.9986,4.2735
our_model	Round_2_Replicate_2	-398.97	805.94	608.05	2296.3	30.0,3.2156,30.0,6.3155
our_model	Round_2_Replicate_3	-395.26	798.52	600.47	6922.83	8.5152,1.0746,21.2626,2.3876
our_model	Round_2_Replicate_4	-396.03	800.06	602.65	17347.68	2.6883,0.427,30.0,0.8662
our_model	Round_2_Replicate_5	-394.11	796.22	599.06	5119.22	21.0754,1.4511,26.6888,3.8214
our_model	Round_2_Replicate_6	-394.57	797.14	600.01	8474.94	18.1943,0.8755,11.6598,2.2854
our_model	Round_2_Replicate_7	-397.34	802.68	605.08	6425.99	30.0,1.151,9.7108,2.623
our_model	Round_2_Replicate_8	-394.3	796.6	599.4	4025.56	30.0,1.8448,29.9977,4.8285
our_model	Round_2_Replicate_9	-394.75	797.5	600.26	3575.85	29.9988,2.0753,29.9983,5.1559
our_model	Round_2_Replicate_10	-394.99	797.98	599.69	5258.7	23.3332,1.417,18.7603,3.5539
our_model	Round_3_Replicate_1	-395.14	798.28	600.99	3306.49	30.0,2.2431,30.0,5.3729
our_model	Round_3_Replicate_2	-393.5	795.0	597.9	7132.51	29.9998,1.0426,23.4405,3.2138
our_model	Round_3_Replicate_3	-396.52	801.04	603.55	10138.09	4.366,0.7303,30.0,1.4342
our_model	Round_3_Replicate_4	-395.24	798.48	601.17	5524.49	10.1436,1.3424,30.0,2.9391
our_model	Round_3_Replicate_5	-393.33	794.66	597.56	6987.23	29.977,1.0646,30.0,3.4223
our_model	Round_3_Replicate_6	-393.72	795.44	598.31	10114.57	9.0302,0.7349,22.6641,1.9937
our_model	Round_3_Replicate_7	-393.37	794.74	597.64	9409.52	14.8305,0.7905,25.5897,2.4162
our_model	Round_3_Replicate_8	-393.16	794.32	597.24	14918.03	10.595,0.4988,29.8958,1.6574
our_model	Round_3_Replicate_9	-393.68	795.36	598.24	5234.46	29.938,1.4202,29.8993,4.1224
our_model	Round_3_Replicate_10	-396.92	801.84	604.29	2962.95	30.0,2.4974,25.8529,5.4137
our_model	Round_3_Replicate_11	-393.29	794.58	597.5	8060.17	21.4598,0.9229,29.8172,2.9439
our_model	Round_3_Replicate_12	-393.18	794.36	597.29	12355.99	29.9957,0.6022,19.0979,2.1215
our_model	Round_3_Replicate_13	-396.15	800.3	602.87	7545.26	6.1551,0.9816,30.0,1.9785
our_model	Round_3_Replicate_14	-393.44	794.88	597.78	8391.1	16.0066,0.8863,25.9339,2.6503
our_model	Round_3_Replicate_15	-394.0	796.0	598.85	6480.8	14.657,1.1464,24.4051,3.0086
our_model	Round_3_Replicate_16	-396.65	801.3	603.8	8569.74	5.1074,0.8638,30.0,1.683
our_model	Round_3_Replicate_17	-394.9	797.8	600.54	3461.86	29.9997,2.1432,29.9997,5.2458
our_model	Round_3_Replicate_18	-393.27	794.54	597.46	7523.6	30.0,0.9888,29.7304,3.2511
our_model	Round_3_Replicate_19	-396.14	800.28	602.85	9767.73	4.7234,0.7583,30.0,1.5269
our_model	Round_3_Replicate_20	-397.61	803.22	605.57	2875.97	30.0,2.5709,24.9714,5.4177
