5189    , -2256.46    , array([ 1.66502    ,  0.0973843  ,  7.99449e-59,  0.000482313])
5190    , -2256.46    , array([ 1.66668    ,  0.0973843  ,  7.99449e-59,  0.000482313])
5191    , -2256.54    , array([ 1.66502    ,  0.0974818  ,  7.99449e-59,  0.000482313])
5192    , -2256.46    , array([ 1.66502    ,  0.0973843  ,  8.00249e-59,  0.000482313])
5193    , -2256.39    , array([ 1.66502    ,  0.0973843  ,  7.99449e-59,  0.000482795])
5194    , -2256.46    , array([ 1.66502    ,  0.0973843  ,  7.99449e-59,  0.000482313])
5195    , -2050.21    , array([ 1.66502    ,  0.046042   ,  7.99449e-59,  0.000949597])
5196    , -2050.21    , array([ 1.66502    ,  0.046042   ,  7.99449e-59,  0.000949597])
5197    , -2050.21    , array([ 1.66668    ,  0.046042   ,  7.99449e-59,  0.000949597])
5198    , -2050.43    , array([ 1.66502    ,  0.0460881  ,  7.99449e-59,  0.000949597])
5199    , -2050.21    , array([ 1.66502    ,  0.046042   ,  8.00249e-59,  0.000949597])
5200    , -2050       , array([ 1.66502    ,  0.046042   ,  7.99449e-59,  0.000950547])
5201    , -439.573    , array([ 1.66502    ,  0.00230046 ,  7.99449e-59,  0.0142686  ])
5202    , -439.573    , array([ 1.66502    ,  0.00230046 ,  7.99449e-59,  0.0142686  ])
5203    , -439.573    , array([ 1.66668    ,  0.00230046 ,  7.99449e-59,  0.0142686  ])
5204    , -441.71     , array([ 1.66502    ,  0.00230276 ,  7.99449e-59,  0.0142686  ])
5205    , -439.573    , array([ 1.66502    ,  0.00230046 ,  8.00249e-59,  0.0142686  ])
5206    , -437.089    , array([ 1.66502    ,  0.00230046 ,  7.99449e-59,  0.0142829  ])
5213    , -435.081    , array([ 1.66502    ,  0.00229804 ,  7.99449e-59,  0.0142822  ])
5214    , -435.081    , array([ 1.66502    ,  0.00229804 ,  7.99449e-59,  0.0142822  ])
5215    , -435.081    , array([ 1.66668    ,  0.00229804 ,  7.99449e-59,  0.0142822  ])
5216    , -437.113    , array([ 1.66502    ,  0.00230034 ,  7.99449e-59,  0.0142822  ])
5217    , -435.081    , array([ 1.66502    ,  0.00229804 ,  8.00249e-59,  0.0142822  ])
5218    , -432.722    , array([ 1.66502    ,  0.00229804 ,  7.99449e-59,  0.0142964  ])
5219    , -409.427    , array([ 1.66502    ,  0.00228069 ,  7.99449e-59,  0.0143804  ])
5220    , -409.427    , array([ 1.66502    ,  0.00228069 ,  7.99449e-59,  0.0143804  ])
5221    , -409.427    , array([ 1.66668    ,  0.00228069 ,  7.99449e-59,  0.0143804  ])
5222    , -410.704    , array([ 1.66502    ,  0.00228297 ,  7.99449e-59,  0.0143804  ])
5223    , -409.427    , array([ 1.66502    ,  0.00228069 ,  8.00249e-59,  0.0143804  ])
5224    , -407.973    , array([ 1.66502    ,  0.00228069 ,  7.99449e-59,  0.0143948  ])
5231    , -409.027    , array([ 1.66502    ,  0.00228034 ,  7.99449e-59,  0.0143824  ])
5232    , -409.027    , array([ 1.66502    ,  0.00228034 ,  7.99449e-59,  0.0143824  ])
5233    , -409.027    , array([ 1.66668    ,  0.00228034 ,  7.99449e-59,  0.0143824  ])
5234    , -410.288    , array([ 1.66502    ,  0.00228262 ,  7.99449e-59,  0.0143824  ])
5235    , -409.027    , array([ 1.66502    ,  0.00228034 ,  8.00249e-59,  0.0143824  ])
5236    , -407.591    , array([ 1.66502    ,  0.00228034 ,  7.99449e-59,  0.0143968  ])
5237    , -406.35     , array([ 1.66502    ,  0.00227785 ,  7.99449e-59,  0.0143966  ])
5238    , -406.35     , array([ 1.66502    ,  0.00227785 ,  7.99449e-59,  0.0143966  ])
5239    , -406.35     , array([ 1.66668    ,  0.00227785 ,  7.99449e-59,  0.0143966  ])
5240    , -407.503    , array([ 1.66502    ,  0.00228013 ,  7.99449e-59,  0.0143966  ])
5241    , -406.35     , array([ 1.66502    ,  0.00227785 ,  8.00249e-59,  0.0143966  ])
5242    , -405.044    , array([ 1.66502    ,  0.00227785 ,  7.99449e-59,  0.014411   ])
5249    , -406.269    , array([ 1.66502    ,  0.00227777 ,  7.99449e-59,  0.0143971  ])
5250    , -406.269    , array([ 1.66502    ,  0.00227777 ,  7.99449e-59,  0.0143971  ])
5251    , -406.269    , array([ 1.66668    ,  0.00227777 ,  7.99449e-59,  0.0143971  ])
5252    , -407.418    , array([ 1.66502    ,  0.00228005 ,  7.99449e-59,  0.0143971  ])
5253    , -406.269    , array([ 1.66502    ,  0.00227777 ,  8.00249e-59,  0.0143971  ])
5254    , -404.966    , array([ 1.66502    ,  0.00227777 ,  7.99449e-59,  0.0144115  ])
5255    , -405.706    , array([ 1.66502    ,  0.00227722 ,  7.99449e-59,  0.0144002  ])
5256    , -405.706    , array([ 1.66502    ,  0.00227722 ,  7.99449e-59,  0.0144002  ])
5257    , -405.706    , array([ 1.66668    ,  0.00227722 ,  7.99449e-59,  0.0144002  ])
5258    , -406.832    , array([ 1.66502    ,  0.0022795  ,  7.99449e-59,  0.0144002  ])
5259    , -405.706    , array([ 1.66502    ,  0.00227722 ,  8.00249e-59,  0.0144002  ])
5260    , -404.433    , array([ 1.66502    ,  0.00227722 ,  7.99449e-59,  0.0144146  ])
5267    , -405.687    , array([ 1.66502    ,  0.0022772  ,  7.99449e-59,  0.0144003  ])
5268    , -405.687    , array([ 1.66502    ,  0.0022772  ,  7.99449e-59,  0.0144003  ])
5269    , -405.687    , array([ 1.66668    ,  0.0022772  ,  7.99449e-59,  0.0144003  ])
5270    , -406.811    , array([ 1.66502    ,  0.00227948 ,  7.99449e-59,  0.0144003  ])
5271    , -405.687    , array([ 1.66502    ,  0.0022772  ,  8.00249e-59,  0.0144003  ])
5272    , -404.414    , array([ 1.66502    ,  0.0022772  ,  7.99449e-59,  0.0144147  ])
5273    , -405.552    , array([ 1.66502    ,  0.00227706 ,  7.99449e-59,  0.0144011  ])
5274    , -405.552    , array([ 1.66502    ,  0.00227706 ,  7.99449e-59,  0.0144011  ])
5275    , -405.552    , array([ 1.66668    ,  0.00227706 ,  7.99449e-59,  0.0144011  ])
5276    , -406.671    , array([ 1.66502    ,  0.00227934 ,  7.99449e-59,  0.0144011  ])
5277    , -405.552    , array([ 1.66502    ,  0.00227706 ,  8.00249e-59,  0.0144011  ])
5278    , -404.286    , array([ 1.66502    ,  0.00227706 ,  7.99449e-59,  0.0144155  ])
5279    , -2336.8     , array([ 1.66502    ,  0.00107742 ,  7.99449e-59,  0.028333   ])
5280    , -2336.8     , array([ 1.66502    ,  0.00107742 ,  7.99449e-59,  0.028333   ])
5281    , -2336.8     , array([ 1.66668    ,  0.00107742 ,  7.99449e-59,  0.028333   ])
5282    , -2336.8     , array([ 1.66502    ,  0.0010785  ,  7.99449e-59,  0.028333   ])
5283    , -2336.8     , array([ 1.66502    ,  0.00107742 ,  8.00249e-59,  0.028333   ])
5284    , -2336.8     , array([ 1.66502    ,  0.00107742 ,  7.99449e-59,  0.0283614  ])
5285    , -746.624    , array([ 1.66502    ,  0.00211035 ,  7.99449e-59,  0.0154261  ])
5286    , -746.624    , array([ 1.66502    ,  0.00211035 ,  7.99449e-59,  0.0154261  ])
5287    , -746.624    , array([ 1.66668    ,  0.00211035 ,  7.99449e-59,  0.0154261  ])
5288    , -741.961    , array([ 1.66502    ,  0.00211246 ,  7.99449e-59,  0.0154261  ])
5289    , -746.624    , array([ 1.66502    ,  0.00211035 ,  8.00249e-59,  0.0154261  ])
5290    , -752.048    , array([ 1.66502    ,  0.00211035 ,  7.99449e-59,  0.0154416  ])
5291    , -392.967    , array([ 1.66502    ,  0.0022529  ,  7.99449e-59,  0.0145407  ])
5292    , -392.967    , array([ 1.66502    ,  0.0022529  ,  7.99449e-59,  0.0145407  ])
5293    , -392.967    , array([ 1.66668    ,  0.0022529  ,  7.99449e-59,  0.0145407  ])
5294    , -393.039    , array([ 1.66502    ,  0.00225516 ,  7.99449e-59,  0.0145407  ])
5295    , -392.967    , array([ 1.66502    ,  0.0022529  ,  8.00249e-59,  0.0145407  ])
5296    , -392.942    , array([ 1.66502    ,  0.0022529  ,  7.99449e-59,  0.0145553  ])
5303    , -392.955    , array([ 1.66502    ,  0.00225212 ,  7.99449e-59,  0.01454    ])
5304    , -392.955    , array([ 1.66502    ,  0.00225212 ,  7.99449e-59,  0.01454    ])
5305    , -392.955    , array([ 1.66668    ,  0.00225212 ,  7.99449e-59,  0.01454    ])
