120210  , -102452     , array([ 0.101534   ,  0.823821   ,  0.00476078 ,  4.58337e-39,  0.135901   ])
120211  , -102371     , array([ 0.101635   ,  0.823821   ,  0.00476078 ,  4.58337e-39,  0.135901   ])
120212  , -102467     , array([ 0.101534   ,  0.824645   ,  0.00476078 ,  4.58337e-39,  0.135901   ])
120213  , -102452     , array([ 0.101534   ,  0.823821   ,  0.00476555 ,  4.58337e-39,  0.135901   ])
120214  , -102452     , array([ 0.101534   ,  0.823821   ,  0.00476078 ,  4.58796e-39,  0.135901   ])
120215  , -102511     , array([ 0.101534   ,  0.823821   ,  0.00476078 ,  4.58337e-39,  0.136037   ])
120216  , -102452     , array([ 0.101534   ,  0.823821   ,  0.00476078 ,  4.58337e-39,  0.135901   ])
120217  , -36352.1    , array([ 0.228137   ,  0.709721   ,  0.00476643 ,  4.58337e-39,  0.0756939  ])
120218  , -36352.1    , array([ 0.228137   ,  0.709721   ,  0.00476643 ,  4.58337e-39,  0.0756939  ])
120219  , -36321.1    , array([ 0.228365   ,  0.709721   ,  0.00476643 ,  4.58337e-39,  0.0756939  ])
120220  , -36365.4    , array([ 0.228137   ,  0.710431   ,  0.00476643 ,  4.58337e-39,  0.0756939  ])
120221  , -36352.1    , array([ 0.228137   ,  0.709721   ,  0.0047712  ,  4.58337e-39,  0.0756939  ])
120222  , -36352.1    , array([ 0.228137   ,  0.709721   ,  0.00476643 ,  4.58796e-39,  0.0756939  ])
120223  , -36366      , array([ 0.228137   ,  0.709721   ,  0.00476643 ,  4.58337e-39,  0.0757697  ])
120224  , -1.67216e+06, array([ 7.00437    ,  0.00122482 ,  0.0046757  ,  4.58337e-39,  4.54427    ])
120225  , -1.67216e+06, array([ 7.00437    ,  0.00122482 ,  0.0046757  ,  4.58337e-39,  4.54427    ])
120226  , -1.67235e+06, array([ 7.01138    ,  0.00122482 ,  0.0046757  ,  4.58337e-39,  4.54427    ])
120227  , -1.6719e+06 , array([ 7.00437    ,  0.00122604 ,  0.0046757  ,  4.58337e-39,  4.54427    ])
120228  , -1.67212e+06, array([ 7.00437    ,  0.00122482 ,  0.00468037 ,  4.58337e-39,  4.54427    ])
120229  , -1.67215e+06, array([ 7.00437    ,  0.00122482 ,  0.0046757  ,  4.58796e-39,  4.54427    ])
120230  , -1.67218e+06, array([ 7.00437    ,  0.00122482 ,  0.0046757  ,  4.58337e-39,  4.54881    ])
120231  , -33109.8    , array([ 0.248073   ,  0.607422   ,  0.00476419 ,  4.58337e-39,  0.08367    ])
120232  , -33109.8    , array([ 0.248073   ,  0.607422   ,  0.00476419 ,  4.58337e-39,  0.08367    ])
120233  , -33078.8    , array([ 0.248321   ,  0.607422   ,  0.00476419 ,  4.58337e-39,  0.08367    ])
120234  , -33122.9    , array([ 0.248073   ,  0.60803    ,  0.00476419 ,  4.58337e-39,  0.08367    ])
