208952  , -184108     , array([ 0.192167   ,  0.794234   ,  2.10934e-12,  8.07487e-26,  0.6311     ])
208953  , -183958     , array([ 0.192359   ,  0.794234   ,  2.10934e-12,  8.07487e-26,  0.6311     ])
208954  , -184108     , array([ 0.192167   ,  0.795028   ,  2.10934e-12,  8.07487e-26,  0.6311     ])
208955  , -184108     , array([ 0.192167   ,  0.794234   ,  2.11145e-12,  8.07487e-26,  0.6311     ])
208956  , -184108     , array([ 0.192167   ,  0.794234   ,  2.10934e-12,  8.08295e-26,  0.6311     ])
208957  , -184267     , array([ 0.192167   ,  0.794234   ,  2.10934e-12,  8.07487e-26,  0.631731   ])
208958  , -184108     , array([ 0.192167   ,  0.794234   ,  2.10934e-12,  8.07487e-26,  0.6311     ])
208959  , -56411.5    , array([ 0.383338   ,  0.793378   ,  2.10934e-12,  8.07487e-26,  0.301998   ])
208960  , -56411.5    , array([ 0.383338   ,  0.793378   ,  2.10934e-12,  8.07487e-26,  0.301998   ])
208961  , -56361.8    , array([ 0.383721   ,  0.793378   ,  2.10934e-12,  8.07487e-26,  0.301998   ])
208962  , -56419.1    , array([ 0.383338   ,  0.794172   ,  2.10934e-12,  8.07487e-26,  0.301998   ])
208963  , -56411.5    , array([ 0.383338   ,  0.793378   ,  2.11145e-12,  8.07487e-26,  0.301998   ])
208964  , -56411.5    , array([ 0.383338   ,  0.793378   ,  2.10934e-12,  8.08295e-26,  0.301998   ])
208965  , -56459.2    , array([ 0.383338   ,  0.793378   ,  2.10934e-12,  8.07487e-26,  0.3023     ])
208973  , -56301.6    , array([ 0.384586   ,  0.786947   ,  2.10934e-12,  8.07487e-26,  0.302712   ])
208974  , -56301.6    , array([ 0.384586   ,  0.786947   ,  2.10934e-12,  8.07487e-26,  0.302712   ])
208975  , -56252      , array([ 0.38497    ,  0.786947   ,  2.10934e-12,  8.07487e-26,  0.302712   ])
208976  , -56309      , array([ 0.384586   ,  0.787735   ,  2.10934e-12,  8.07487e-26,  0.302712   ])
208977  , -56301.6    , array([ 0.384586   ,  0.786947   ,  2.11145e-12,  8.07487e-26,  0.302712   ])
208978  , -56301.6    , array([ 0.384586   ,  0.786947   ,  2.10934e-12,  8.08295e-26,  0.302712   ])
208979  , -56349.3    , array([ 0.384586   ,  0.786947   ,  2.10934e-12,  8.07487e-26,  0.303015   ])
208980  , -54933      , array([ 0.40327    ,  0.698807   ,  2.10934e-12,  8.07487e-26,  0.313334   ])
208981  , -54933      , array([ 0.40327    ,  0.698807   ,  2.10934e-12,  8.07487e-26,  0.313334   ])
208982  , -54885.1    , array([ 0.403673   ,  0.698807   ,  2.10934e-12,  8.07487e-26,  0.313334   ])
208983  , -54937.7    , array([ 0.40327    ,  0.699506   ,  2.10934e-12,  8.07487e-26,  0.313334   ])
208984  , -54933      , array([ 0.40327    ,  0.698807   ,  2.11145e-12,  8.07487e-26,  0.313334   ])
208985  , -54933      , array([ 0.40327    ,  0.698807   ,  2.10934e-12,  8.08295e-26,  0.313334   ])
208986  , -54982.2    , array([ 0.40327    ,  0.698807   ,  2.10934e-12,  8.07487e-26,  0.313648   ])
208987  , -53981.9    , array([ 0.232497   ,  0.365943   ,  2.10934e-12,  8.07487e-26,  0.183713   ])
208988  , -53981.9    , array([ 0.232497   ,  0.365943   ,  2.10934e-12,  8.07487e-26,  0.183713   ])
208989  , -53931.5    , array([ 0.232729   ,  0.365943   ,  2.10934e-12,  8.07487e-26,  0.183713   ])
208990  , -53984.5    , array([ 0.232497   ,  0.366309   ,  2.10934e-12,  8.07487e-26,  0.183713   ])
208991  , -53981.9    , array([ 0.232497   ,  0.365943   ,  2.11145e-12,  8.07487e-26,  0.183713   ])
208992  , -53981.9    , array([ 0.232497   ,  0.365943   ,  2.10934e-12,  8.08295e-26,  0.183713   ])
208993  , -54029.1    , array([ 0.232497   ,  0.365943   ,  2.10934e-12,  8.07487e-26,  0.183897   ])
208994  , -52088.1    , array([ 0.239731   ,  0.363326   ,  2.10934e-12,  8.07487e-26,  0.182328   ])
208995  , -52088.1    , array([ 0.239731   ,  0.363326   ,  2.10934e-12,  8.07487e-26,  0.182328   ])
208996  , -52039.1    , array([ 0.239971   ,  0.363326   ,  2.10934e-12,  8.07487e-26,  0.182328   ])
208997  , -52090.4    , array([ 0.239731   ,  0.36369    ,  2.10934e-12,  8.07487e-26,  0.182328   ])
208998  , -52088.1    , array([ 0.239731   ,  0.363326   ,  2.11145e-12,  8.07487e-26,  0.182328   ])
208999  , -52088.1    , array([ 0.239731   ,  0.363326   ,  2.10934e-12,  8.08295e-26,  0.182328   ])
209000  , -52134.3    , array([ 0.239731   ,  0.363326   ,  2.10934e-12,  8.07487e-26,  0.182511   ])
209001  , -45049.6    , array([ 0.270991   ,  0.353046   ,  2.10934e-12,  8.07487e-26,  0.176893   ])
209002  , -45049.6    , array([ 0.270991   ,  0.353046   ,  2.10934e-12,  8.07487e-26,  0.176893   ])
209003  , -45006.3    , array([ 0.271263   ,  0.353046   ,  2.10934e-12,  8.07487e-26,  0.176893   ])
209004  , -45050.7    , array([ 0.270991   ,  0.353399   ,  2.10934e-12,  8.07487e-26,  0.176893   ])
209005  , -45049.6    , array([ 0.270991   ,  0.353046   ,  2.11145e-12,  8.07487e-26,  0.176893   ])
209006  , -45049.6    , array([ 0.270991   ,  0.353046   ,  2.10934e-12,  8.08295e-26,  0.176893   ])
209007  , -45091.8    , array([ 0.270991   ,  0.353046   ,  2.10934e-12,  8.07487e-26,  0.17707    ])
209008  , -29567.6    , array([ 0.341789   ,  0.340883   ,  2.10934e-12,  8.07487e-26,  0.146563   ])
209009  , -29567.6    , array([ 0.341789   ,  0.340883   ,  2.10934e-12,  8.07487e-26,  0.146563   ])
209010  , -29536      , array([ 0.342131   ,  0.340883   ,  2.10934e-12,  8.07487e-26,  0.146563   ])
