39524   , -79089.4    , array([ 1.30505    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39525   , -79089.4    , array([ 1.30505    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39526   , -79089.4    , array([ 2.30505    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39527   , -79089.4    , array([ 3.92308    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39528   , -79089.4    , array([ 2.30505    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39529   , -79089.4    , array([ 2.92308    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39530   , -79089.4    , array([ 3.30505    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39531   , -79089.4    , array([ 3.54112    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39532   , -79089.4    , array([ 3.68702    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39533   , -79089.4    , array([ 3.77719    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39534   , -79089.4    , array([ 3.83291    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39535   , -79089.4    , array([ 3.86736    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39536   , -79089.4    , array([ 3.89298    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39537   , -79089.4    , array([ 3.89298    ,  0.847126   ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39538   , -79089.4    , array([ 3.89298    ,  1.84713    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39539   , -79089.4    , array([ 3.89298    ,  3.46516    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39540   , -79089.4    , array([ 3.89298    ,  1.84713    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39541   , -79089.4    , array([ 3.89298    ,  2.46516    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39542   , -79089.4    , array([ 3.89298    ,  2.84713    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39543   , -79089.4    , array([ 3.89298    ,  3.08319    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39544   , -79089.4    , array([ 3.89298    ,  3.22909    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39545   , -79089.4    , array([ 3.89298    ,  3.31926    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39546   , -79089.4    , array([ 3.89298    ,  3.37499    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39547   , -79089.4    , array([ 3.89298    ,  3.40943    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39548   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39549   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.93753e-38,  0.00062325 ,  5.15977e-34])
39550   , -79089.4    , array([ 3.89298    ,  3.43506    ,  1          ,  0.00062325 ,  5.15977e-34])
39551   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.61803    ,  0.00062325 ,  5.15977e-34])
39552   , -79089.4    , array([ 3.89298    ,  3.43506    ,  1          ,  0.00062325 ,  5.15977e-34])
39553   , -79089.4    , array([ 3.89298    ,  3.43506    ,  1.61803    ,  0.00062325 ,  5.15977e-34])
39554   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2          ,  0.00062325 ,  5.15977e-34])
39555   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.23607    ,  0.00062325 ,  5.15977e-34])
39556   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.38197    ,  0.00062325 ,  5.15977e-34])
39557   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.47214    ,  0.00062325 ,  5.15977e-34])
39558   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.52786    ,  0.00062325 ,  5.15977e-34])
39559   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.56231    ,  0.00062325 ,  5.15977e-34])
39560   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  0.00062325 ,  5.15977e-34])
39561   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  0.00062325 ,  5.15977e-34])
39562   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  1.00062    ,  5.15977e-34])
39563   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.61866    ,  5.15977e-34])
39564   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  1.00062    ,  5.15977e-34])
39565   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  1.61866    ,  5.15977e-34])
39566   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.00062    ,  5.15977e-34])
39567   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.23669    ,  5.15977e-34])
39568   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.38259    ,  5.15977e-34])
39569   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.47276    ,  5.15977e-34])
39570   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.52849    ,  5.15977e-34])
39571   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.56293    ,  5.15977e-34])
39572   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  5.15977e-34])
39573   , -79089.4    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  5.15977e-34])
39574   , -62798.3    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  1          ])
39575   , -60677.7    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  2.61803    ])
39576   , -62276.6    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  1.92354    ])
39578   , -60677.7    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  2.61803    ])
39579   , -58035.5    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  3.61803    ])
39580   , -56408.8    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.23607    ])
39581   , -55441.5    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.61803    ])
39582   , -54864.7    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.8541     ])
39584   , -55082.9    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.76393    ])
39585   , -54731.2    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.90983    ])
39587   , -54731.2    , array([ 3.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.90983    ])
39588   , -57295.8    , array([ 4.89298    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.90983    ])
39589   , -49501      , array([ 2.27495    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.90983    ])
39591   , -49501      , array([ 2.27495    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.90983    ])
39592   , -46772.9    , array([ 1.27495    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.90983    ])
39593   , -49951.9    , array([ 0.656912   ,  3.43506    ,  2.58793    ,  2.58855    ,  4.90983    ])
39594   , -47098.7    , array([ 1.49457    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.90983    ])
39595   , -46923.3    , array([ 1.03888    ,  3.43506    ,  2.58793    ,  2.58855    ,  4.90983    ])
