764     , -79089.4    , array([ 11.4894    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
765     , -79089.4    , array([ 11.4894    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
766     , -79089.4    , array([ 12.4894    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
767     , -79089.4    , array([ 14.1074    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
768     , -79089.4    , array([ 12.4894    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
769     , -79089.4    , array([ 13.1074    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
770     , -79089.4    , array([ 13.4894    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
771     , -79089.4    , array([ 13.7255    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
772     , -79089.4    , array([ 13.8714    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
773     , -79089.4    , array([ 13.9615    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
774     , -79089.4    , array([ 14.0173    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
775     , -79089.4    , array([ 14.0517    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
776     , -79089.4    , array([ 14.0773    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
777     , -79089.4    , array([ 14.0773    ,  3.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
778     , -79089.4    , array([ 14.0773    ,  4.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
779     , -79089.4    , array([ 14.0773    ,  6.23953    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
780     , -79089.4    , array([ 14.0773    ,  4.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
781     , -79089.4    , array([ 14.0773    ,  5.23953    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
782     , -79089.4    , array([ 14.0773    ,  5.62149    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
783     , -79089.4    , array([ 14.0773    ,  5.85756    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
784     , -79089.4    , array([ 14.0773    ,  6.00346    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
785     , -79089.4    , array([ 14.0773    ,  6.09363    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
786     , -79089.4    , array([ 14.0773    ,  6.14936    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
787     , -79089.4    , array([ 14.0773    ,  6.1838     ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
788     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
789     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.37691e-30,  1.59749e-13,  1.4822e-84 ])
790     , -79089.4    , array([ 14.0773    ,  6.20942    ,  1          ,  1.59749e-13,  1.4822e-84 ])
791     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.61803    ,  1.59749e-13,  1.4822e-84 ])
792     , -79089.4    , array([ 14.0773    ,  6.20942    ,  1          ,  1.59749e-13,  1.4822e-84 ])
793     , -79089.4    , array([ 14.0773    ,  6.20942    ,  1.61803    ,  1.59749e-13,  1.4822e-84 ])
794     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2          ,  1.59749e-13,  1.4822e-84 ])
795     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.23607    ,  1.59749e-13,  1.4822e-84 ])
796     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.38197    ,  1.59749e-13,  1.4822e-84 ])
797     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.47214    ,  1.59749e-13,  1.4822e-84 ])
798     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.52786    ,  1.59749e-13,  1.4822e-84 ])
799     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.56231    ,  1.59749e-13,  1.4822e-84 ])
800     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  1.59749e-13,  1.4822e-84 ])
801     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  1.59749e-13,  1.4822e-84 ])
802     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  1          ,  1.4822e-84 ])
803     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.61803    ,  1.4822e-84 ])
804     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  1          ,  1.4822e-84 ])
805     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  1.61803    ,  1.4822e-84 ])
806     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2          ,  1.4822e-84 ])
807     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.23607    ,  1.4822e-84 ])
808     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.38197    ,  1.4822e-84 ])
809     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.47214    ,  1.4822e-84 ])
810     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.52786    ,  1.4822e-84 ])
811     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.56231    ,  1.4822e-84 ])
812     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  1.4822e-84 ])
813     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  1.4822e-84 ])
814     , -93772.1    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  1          ])
816     , -79089.4    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  1.4822e-84 ])
818     , -82794.9    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.381966   ])
819     , -75357      , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.190953   ])
820     , -74102.1    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.159305   ])
821     , -72848.8    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.121778   ])
822     , -72192.5    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.075263   ])
823     , -72261.6    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.0677912  ])
824     , -72184.5    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.0822163  ])
825     , -72181.7    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.0797652  ])
826     , -72182      , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.0805628  ])
827     , -72182.1    , array([ 14.0773    ,  6.20942    ,  2.58793    ,  2.58793    ,  0.0789675  ])
