5107    , -2472.87    , array([ 1.47724    ,  3.51133    ,  5.25935e-69,  0.00904336 ])
5108    , -2472.87    , array([ 1.47872    ,  3.51133    ,  5.25935e-69,  0.00904336 ])
5109    , -2472.93    , array([ 1.47724    ,  3.51484    ,  5.25935e-69,  0.00904336 ])
5110    , -2472.87    , array([ 1.47724    ,  3.51133    ,  5.26461e-69,  0.00904336 ])
5111    , -2473.02    , array([ 1.47724    ,  3.51133    ,  5.25935e-69,  0.00905241 ])
5112    , -2472.87    , array([ 1.47724    ,  3.51133    ,  5.25935e-69,  0.00904336 ])
5113    , -2377.92    , array([ 1.47724    ,  2.40782    ,  5.25935e-69,  0.00354358 ])
5114    , -2377.92    , array([ 1.47724    ,  2.40782    ,  5.25935e-69,  0.00354358 ])
5115    , -2377.92    , array([ 1.47872    ,  2.40782    ,  5.25935e-69,  0.00354358 ])
5116    , -2377.95    , array([ 1.47724    ,  2.41023    ,  5.25935e-69,  0.00354358 ])
5117    , -2377.92    , array([ 1.47724    ,  2.40782    ,  5.26461e-69,  0.00354358 ])
5118    , -2377.96    , array([ 1.47724    ,  2.40782    ,  5.25935e-69,  0.00354713 ])
5125    , -2377.92    , array([ 1.47724    ,  2.40782    ,  5.25935e-69,  0.00354359 ])
5126    , -2377.92    , array([ 1.47724    ,  2.40782    ,  5.25935e-69,  0.00354359 ])
5127    , -2377.92    , array([ 1.47872    ,  2.40782    ,  5.25935e-69,  0.00354359 ])
5128    , -2377.95    , array([ 1.47724    ,  2.41023    ,  5.25935e-69,  0.00354359 ])
5129    , -2377.92    , array([ 1.47724    ,  2.40782    ,  5.26461e-69,  0.00354359 ])
5130    , -2377.96    , array([ 1.47724    ,  2.40782    ,  5.25935e-69,  0.00354713 ])
5131    , -2377.92    , array([ 1.47724    ,  2.40781    ,  5.25935e-69,  0.00354359 ])
5132    , -2377.92    , array([ 1.47724    ,  2.40781    ,  5.25935e-69,  0.00354359 ])
5133    , -2377.92    , array([ 1.47872    ,  2.40781    ,  5.25935e-69,  0.00354359 ])
5134    , -2377.95    , array([ 1.47724    ,  2.41022    ,  5.25935e-69,  0.00354359 ])
5135    , -2377.92    , array([ 1.47724    ,  2.40781    ,  5.26461e-69,  0.00354359 ])
5136    , -2377.96    , array([ 1.47724    ,  2.40781    ,  5.25935e-69,  0.00354714 ])
5137    , -4710.12    , array([ 1.47724    ,  0.0176366  ,  5.25935e-69,  0.0120884  ])
5138    , -4710.12    , array([ 1.47724    ,  0.0176366  ,  5.25935e-69,  0.0120884  ])
5139    , -4710.12    , array([ 1.47872    ,  0.0176366  ,  5.25935e-69,  0.0120884  ])
5140    , -4706.48    , array([ 1.47724    ,  0.0176542  ,  5.25935e-69,  0.0120884  ])
5141    , -4710.12    , array([ 1.47724    ,  0.0176366  ,  5.26461e-69,  0.0120884  ])
5142    , -4712.94    , array([ 1.47724    ,  0.0176366  ,  5.25935e-69,  0.0121005  ])
5143    , -2264.22    , array([ 1.47724    ,  0.561469   ,  5.25935e-69,  0.00509633 ])
5144    , -2264.22    , array([ 1.47724    ,  0.561469   ,  5.25935e-69,  0.00509633 ])
5145    , -2264.22    , array([ 1.47872    ,  0.561469   ,  5.25935e-69,  0.00509633 ])
5146    , -2264.38    , array([ 1.47724    ,  0.562031   ,  5.25935e-69,  0.00509633 ])
5147    , -2264.22    , array([ 1.47724    ,  0.561469   ,  5.26461e-69,  0.00509633 ])
5148    , -2264.15    , array([ 1.47724    ,  0.561469   ,  5.25935e-69,  0.00510143 ])
5149    , -1731.89    , array([ 1.47724    ,  0.100866   ,  5.25935e-69,  0.00782253 ])
5150    , -1731.89    , array([ 1.47724    ,  0.100866   ,  5.25935e-69,  0.00782253 ])
5151    , -1731.89    , array([ 1.47872    ,  0.100866   ,  5.25935e-69,  0.00782253 ])
5152    , -1732.07    , array([ 1.47724    ,  0.100967   ,  5.25935e-69,  0.00782253 ])
5153    , -1731.89    , array([ 1.47724    ,  0.100866   ,  5.26461e-69,  0.00782253 ])
5154    , -1731.68    , array([ 1.47724    ,  0.100866   ,  5.25935e-69,  0.00783035 ])
5155    , -1707.04    , array([ 1.47724    ,  0.0868388  ,  5.25935e-69,  0.00812042 ])
5156    , -1707.04    , array([ 1.47724    ,  0.0868388  ,  5.25935e-69,  0.00812042 ])
5157    , -1707.04    , array([ 1.47872    ,  0.0868388  ,  5.25935e-69,  0.00812042 ])
5158    , -1707.1     , array([ 1.47724    ,  0.0869257  ,  5.25935e-69,  0.00812042 ])
5159    , -1707.04    , array([ 1.47724    ,  0.0868388  ,  5.26461e-69,  0.00812042 ])
5160    , -1706.9     , array([ 1.47724    ,  0.0868388  ,  5.25935e-69,  0.00812854 ])
5161    , -1702.83    , array([ 1.47724    ,  0.0795771  ,  5.25935e-69,  0.00829935 ])
5162    , -1702.83    , array([ 1.47724    ,  0.0795771  ,  5.25935e-69,  0.00829935 ])
5163    , -1702.83    , array([ 1.47872    ,  0.0795771  ,  5.25935e-69,  0.00829935 ])
5164    , -1702.81    , array([ 1.47724    ,  0.0796567  ,  5.25935e-69,  0.00829935 ])
5165    , -1702.83    , array([ 1.47724    ,  0.0795771  ,  5.26461e-69,  0.00829935 ])
5166    , -1702.76    , array([ 1.47724    ,  0.0795771  ,  5.25935e-69,  0.00830765 ])
5167    , -1595.68    , array([ 1.47724    ,  0.00421867 ,  5.25935e-69,  0.0328003  ])
5168    , -1595.68    , array([ 1.47724    ,  0.00421867 ,  5.25935e-69,  0.0328003  ])
5169    , -1595.68    , array([ 1.47872    ,  0.00421867 ,  5.25935e-69,  0.0328003  ])
5170    , -1591.62    , array([ 1.47724    ,  0.00422289 ,  5.25935e-69,  0.0328003  ])
5171    , -1595.68    , array([ 1.47724    ,  0.00421867 ,  5.26461e-69,  0.0328003  ])
5172    , -1600.32    , array([ 1.47724    ,  0.00421867 ,  5.25935e-69,  0.0328331  ])
5173    , -1702.78    , array([ 1.47724    ,  0.0790638  ,  5.25935e-69,  0.00832452 ])
5174    , -1702.78    , array([ 1.47724    ,  0.0790638  ,  5.25935e-69,  0.00832452 ])
5175    , -1702.78    , array([ 1.47872    ,  0.0790638  ,  5.25935e-69,  0.00832452 ])
5176    , -1702.75    , array([ 1.47724    ,  0.0791429  ,  5.25935e-69,  0.00832452 ])
5177    , -1702.78    , array([ 1.47724    ,  0.0790638  ,  5.26461e-69,  0.00832452 ])
5178    , -1702.71    , array([ 1.47724    ,  0.0790638  ,  5.25935e-69,  0.00833284 ])
5179    , -1702.67    , array([ 1.47724    ,  0.0791305  ,  5.25935e-69,  0.00833401 ])
5180    , -1702.67    , array([ 1.47724    ,  0.0791305  ,  5.25935e-69,  0.00833401 ])
5181    , -1702.67    , array([ 1.47872    ,  0.0791305  ,  5.25935e-69,  0.00833401 ])
5182    , -1702.64    , array([ 1.47724    ,  0.0792097  ,  5.25935e-69,  0.00833401 ])
5183    , -1702.67    , array([ 1.47724    ,  0.0791305  ,  5.26461e-69,  0.00833401 ])
5184    , -1702.6     , array([ 1.47724    ,  0.0791305  ,  5.25935e-69,  0.00834235 ])
5185    , -1702.24    , array([ 1.47724    ,  0.0793979  ,  5.25935e-69,  0.00837212 ])
5186    , -1702.24    , array([ 1.47724    ,  0.0793979  ,  5.25935e-69,  0.00837212 ])
5187    , -1702.24    , array([ 1.47872    ,  0.0793979  ,  5.25935e-69,  0.00837212 ])
5188    , -1702.21    , array([ 1.47724    ,  0.0794773  ,  5.25935e-69,  0.00837212 ])
5189    , -1702.24    , array([ 1.47724    ,  0.0793979  ,  5.26461e-69,  0.00837212 ])
5190    , -1702.17    , array([ 1.47724    ,  0.0793979  ,  5.25935e-69,  0.0083805  ])
5191    , -1700.51    , array([ 1.47724    ,  0.0804764  ,  5.25935e-69,  0.00852629 ])
5192    , -1700.51    , array([ 1.47724    ,  0.0804764  ,  5.25935e-69,  0.00852629 ])
5193    , -1700.51    , array([ 1.47872    ,  0.0804764  ,  5.25935e-69,  0.00852629 ])
5194    , -1700.48    , array([ 1.47724    ,  0.080557   ,  5.25935e-69,  0.00852629 ])
5195    , -1700.51    , array([ 1.47724    ,  0.0804764  ,  5.26461e-69,  0.00852629 ])
5196    , -1700.44    , array([ 1.47724    ,  0.0804764  ,  5.25935e-69,  0.00853482 ])
5197    , -1693.24    , array([ 1.47724    ,  0.0849392  ,  5.25935e-69,  0.00917189 ])
5198    , -1693.24    , array([ 1.47724    ,  0.0849392  ,  5.25935e-69,  0.00917189 ])
5199    , -1693.24    , array([ 1.47872    ,  0.0849392  ,  5.25935e-69,  0.00917189 ])
5200    , -1693.21    , array([ 1.47724    ,  0.0850241  ,  5.25935e-69,  0.00917189 ])
5201    , -1693.24    , array([ 1.47724    ,  0.0849392  ,  5.26461e-69,  0.00917189 ])
5202    , -1693.16    , array([ 1.47724    ,  0.0849392  ,  5.25935e-69,  0.00918107 ])
5203    , -1658.19    , array([ 1.47724    ,  0.105406   ,  5.25935e-69,  0.0122816  ])
5204    , -1658.19    , array([ 1.47724    ,  0.105406   ,  5.25935e-69,  0.0122816  ])
5205    , -1658.19    , array([ 1.47872    ,  0.105406   ,  5.25935e-69,  0.0122816  ])
5206    , -1658.16    , array([ 1.47724    ,  0.105511   ,  5.25935e-69,  0.0122816  ])
