1609    , -150.861    , array([ 0.0128627  ,  2.0776     ,  0.00605011 ,  0.0485183  ])
1610    , -150.75     , array([ 0.0128755  ,  2.0776     ,  0.00605011 ,  0.0485183  ])
1611    , -151.015    , array([ 0.0128627  ,  2.07968    ,  0.00605011 ,  0.0485183  ])
1612    , -150.978    , array([ 0.0128627  ,  2.0776     ,  0.00605616 ,  0.0485183  ])
1613    , -151.257    , array([ 0.0128627  ,  2.0776     ,  0.00605011 ,  0.0485668  ])
1614    , -150.861    , array([ 0.0128627  ,  2.0776     ,  0.00605011 ,  0.0485183  ])
1615    , -706.766    , array([ 0.0164622  ,  1.47548    ,  0.00466144 ,  0.0201279  ])
1616    , -706.766    , array([ 0.0164622  ,  1.47548    ,  0.00466144 ,  0.0201279  ])
1617    , -707.079    , array([ 0.0164787  ,  1.47548    ,  0.00466144 ,  0.0201279  ])
1618    , -706.653    , array([ 0.0164622  ,  1.47696    ,  0.00466144 ,  0.0201279  ])
1619    , -706.421    , array([ 0.0164622  ,  1.47548    ,  0.00466611 ,  0.0201279  ])
1620    , -705.956    , array([ 0.0164622  ,  1.47548    ,  0.00466144 ,  0.020148   ])
1621    , -120.458    , array([ 0.0133509  ,  1.97297    ,  0.00581655 ,  0.0424828  ])
1622    , -120.458    , array([ 0.0133509  ,  1.97297    ,  0.00581655 ,  0.0424828  ])
1623    , -120.583    , array([ 0.0133642  ,  1.97297    ,  0.00581655 ,  0.0424828  ])
1624    , -120.51     , array([ 0.0133509  ,  1.97495    ,  0.00581655 ,  0.0424828  ])
1625    , -120.335    , array([ 0.0133509  ,  1.97297    ,  0.00582237 ,  0.0424828  ])
1626    , -120.472    , array([ 0.0133509  ,  1.97297    ,  0.00581655 ,  0.0425253  ])
1627    , -222.457    , array([ 0.0108965  ,  1.65926    ,  0.00707315 ,  0.0346846  ])
1628    , -222.457    , array([ 0.0108965  ,  1.65926    ,  0.00707315 ,  0.0346846  ])
1629    , -221.957    , array([ 0.0109074  ,  1.65926    ,  0.00707315 ,  0.0346846  ])
1630    , -222.515    , array([ 0.0108965  ,  1.66092    ,  0.00707315 ,  0.0346846  ])
1631    , -222.928    , array([ 0.0108965  ,  1.65926    ,  0.00708023 ,  0.0346846  ])
1632    , -222.155    , array([ 0.0108965  ,  1.65926    ,  0.00707315 ,  0.0347193  ])
1633    , -115.093    , array([ 0.0128927  ,  1.9151     ,  0.00601546 ,  0.0410272  ])
1634    , -115.093    , array([ 0.0128927  ,  1.9151     ,  0.00601546 ,  0.0410272  ])
1635    , -115.103    , array([ 0.0129056  ,  1.9151     ,  0.00601546 ,  0.0410272  ])
1636    , -115.14     , array([ 0.0128927  ,  1.91702    ,  0.00601546 ,  0.0410272  ])
1637    , -115.08     , array([ 0.0128927  ,  1.9151     ,  0.00602147 ,  0.0410272  ])
1638    , -115.039    , array([ 0.0128927  ,  1.9151     ,  0.00601546 ,  0.0410683  ])
1639    , -104.732    , array([ 0.0128291  ,  1.59655    ,  0.0060767  ,  0.04266    ])
1640    , -104.732    , array([ 0.0128291  ,  1.59655    ,  0.0060767  ,  0.04266    ])
1641    , -104.746    , array([ 0.012842   ,  1.59655    ,  0.0060767  ,  0.04266    ])
1642    , -104.772    , array([ 0.0128291  ,  1.59814    ,  0.0060767  ,  0.04266    ])
1643    , -104.717    , array([ 0.0128291  ,  1.59655    ,  0.00608278 ,  0.04266    ])
1644    , -104.678    , array([ 0.0128291  ,  1.59655    ,  0.0060767  ,  0.0427027  ])
1645    , -91.0311    , array([ 0.00623154 ,  1.07464    ,  0.00300169 ,  0.047556   ])
1646    , -91.0311    , array([ 0.00623154 ,  1.07464    ,  0.00300169 ,  0.047556   ])
1647    , -91.0776    , array([ 0.00623777 ,  1.07464    ,  0.00300169 ,  0.047556   ])
1648    , -91.0175    , array([ 0.00623154 ,  1.07571    ,  0.00300169 ,  0.047556   ])
