57743   , -79086.5    , array([ 0.0510027  ,  0.0107632  ,  0.657997   ,  4.58717e-83,  2.3188e-08 ])
57744   , -79086.5    , array([ 0.0510537  ,  0.0107632  ,  0.657997   ,  4.58717e-83,  2.3188e-08 ])
57745   , -79086.6    , array([ 0.0510027  ,  0.0107739  ,  0.657997   ,  4.58717e-83,  2.3188e-08 ])
57746   , -79086.5    , array([ 0.0510027  ,  0.0107632  ,  0.658656   ,  4.58717e-83,  2.3188e-08 ])
57747   , -79086.5    , array([ 0.0510027  ,  0.0107632  ,  0.657997   ,  4.59175e-83,  2.3188e-08 ])
57748   , -79086.5    , array([ 0.0510027  ,  0.0107632  ,  0.657997   ,  4.58717e-83,  2.32112e-08])
57749   , -79086.5    , array([ 0.0510027  ,  0.0107632  ,  0.657997   ,  4.58717e-83,  2.3188e-08 ])
57750   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.94479e-08])
57751   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.94479e-08])
57752   , -79078.1    , array([ 0.0464321  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.94479e-08])
57753   , -79078.1    , array([ 0.0463857  ,  0.00556003 ,  0.658005   ,  4.58717e-83,  4.94479e-08])
57754   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658663   ,  4.58717e-83,  4.94479e-08])
57755   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.59175e-83,  4.94479e-08])
57756   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.94974e-08])
57764   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.94479e-08])
57765   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.94479e-08])
57766   , -79078.1    , array([ 0.0464321  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.94479e-08])
57767   , -79078.1    , array([ 0.0463857  ,  0.00556003 ,  0.658005   ,  4.58717e-83,  4.94479e-08])
57768   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658663   ,  4.58717e-83,  4.94479e-08])
57769   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.59175e-83,  4.94479e-08])
57770   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.94974e-08])
57771   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.9448e-08 ])
57772   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.9448e-08 ])
57773   , -79078.1    , array([ 0.0464321  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.9448e-08 ])
57774   , -79078.1    , array([ 0.0463857  ,  0.00556003 ,  0.658005   ,  4.58717e-83,  4.9448e-08 ])
57775   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658663   ,  4.58717e-83,  4.9448e-08 ])
57776   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.59175e-83,  4.9448e-08 ])
57777   , -79078.1    , array([ 0.0463857  ,  0.00555447 ,  0.658005   ,  4.58717e-83,  4.94974e-08])
57778   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.24862e-07])
57779   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.24862e-07])
57780   , -78906.4    , array([ 0.0384062  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.24862e-07])
57781   , -78906.6    , array([ 0.0383678  ,  0.00148075 ,  0.658021   ,  4.58717e-83,  2.24862e-07])
57782   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658679   ,  4.58717e-83,  2.24862e-07])
57783   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.59175e-83,  2.24862e-07])
57784   , -78906.3    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.25087e-07])
57785   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.24862e-07])
57786   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.24862e-07])
57787   , -78906.4    , array([ 0.0384062  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.24862e-07])
57788   , -78906.6    , array([ 0.0383678  ,  0.00148075 ,  0.658021   ,  4.58717e-83,  2.24862e-07])
57789   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658679   ,  4.58717e-83,  2.24862e-07])
57790   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.59175e-83,  2.24862e-07])
57791   , -78906.3    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.25087e-07])
57792   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.24863e-07])
57793   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.24863e-07])
57794   , -78906.4    , array([ 0.0384062  ,  0.00147927 ,  0.658021   ,  4.58717e-83,  2.24863e-07])
57795   , -78906.6    , array([ 0.0383678  ,  0.00148075 ,  0.658021   ,  4.58717e-83,  2.24863e-07])
57796   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658679   ,  4.58717e-83,  2.24863e-07])
57797   , -78906.4    , array([ 0.0383678  ,  0.00147927 ,  0.658021   ,  4.59175e-83,  2.24863e-07])
