173510  , -79004.2    , array([ 0.0212999  ,  17.317     ,  7.58142e-61,  4.51205e-12,  2.2708e-06 ])
173511  , -79004.3    , array([ 0.0213212  ,  17.317     ,  7.58142e-61,  4.51205e-12,  2.2708e-06 ])
173512  , -79004.2    , array([ 0.0212999  ,  17.3344    ,  7.58142e-61,  4.51205e-12,  2.2708e-06 ])
173513  , -79004.2    , array([ 0.0212999  ,  17.317     ,  7.589e-61  ,  4.51205e-12,  2.2708e-06 ])
173514  , -79004.2    , array([ 0.0212999  ,  17.317     ,  7.58142e-61,  4.51657e-12,  2.2708e-06 ])
173515  , -79004.2    , array([ 0.0212999  ,  17.317     ,  7.58142e-61,  4.51205e-12,  2.27307e-06])
173516  , -79004.2    , array([ 0.0212999  ,  17.317     ,  7.58142e-61,  4.51205e-12,  2.2708e-06 ])
173517  , -78736.2    , array([ 0.0104405  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.64352e-06])
173518  , -78736.2    , array([ 0.0104405  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.64352e-06])
173519  , -78736.6    , array([ 0.0104509  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.64352e-06])
173520  , -78736.2    , array([ 0.0104405  ,  17.312     ,  7.58142e-61,  4.51205e-12,  4.64352e-06])
173521  , -78736.2    , array([ 0.0104405  ,  17.2947    ,  7.589e-61  ,  4.51205e-12,  4.64352e-06])
173522  , -78736.2    , array([ 0.0104405  ,  17.2947    ,  7.58142e-61,  4.51657e-12,  4.64352e-06])
173523  , -78735.9    , array([ 0.0104405  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.64816e-06])
173531  , -78736.2    , array([ 0.0104404  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.64356e-06])
173532  , -78736.2    , array([ 0.0104404  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.64356e-06])
173533  , -78736.6    , array([ 0.0104508  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.64356e-06])
173534  , -78736.2    , array([ 0.0104404  ,  17.312     ,  7.58142e-61,  4.51205e-12,  4.64356e-06])
173535  , -78736.2    , array([ 0.0104404  ,  17.2947    ,  7.589e-61  ,  4.51205e-12,  4.64356e-06])
173536  , -78736.2    , array([ 0.0104404  ,  17.2947    ,  7.58142e-61,  4.51657e-12,  4.64356e-06])
173537  , -78735.9    , array([ 0.0104404  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.64821e-06])
173538  , -78736.2    , array([ 0.0104403  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.6436e-06 ])
173539  , -78736.2    , array([ 0.0104403  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.6436e-06 ])
173540  , -78736.6    , array([ 0.0104507  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.6436e-06 ])
173541  , -78736.2    , array([ 0.0104403  ,  17.312     ,  7.58142e-61,  4.51205e-12,  4.6436e-06 ])
173542  , -78736.2    , array([ 0.0104403  ,  17.2947    ,  7.589e-61  ,  4.51205e-12,  4.6436e-06 ])
173543  , -78736.2    , array([ 0.0104403  ,  17.2947    ,  7.58142e-61,  4.51657e-12,  4.6436e-06 ])
173544  , -78735.9    , array([ 0.0104403  ,  17.2947    ,  7.58142e-61,  4.51205e-12,  4.64825e-06])
173545  , -73568.3    , array([ 0.00250843 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.94173e-05])
173546  , -73568.3    , array([ 0.00250843 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.94173e-05])
173547  , -73573.2    , array([ 0.00251094 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.94173e-05])
173548  , -73568.3    , array([ 0.00250843 ,  17.2673    ,  7.58142e-61,  4.51205e-12,  1.94173e-05])
173549  , -73568.3    , array([ 0.00250843 ,  17.25      ,  7.589e-61  ,  4.51205e-12,  1.94173e-05])
173550  , -73568.3    , array([ 0.00250843 ,  17.25      ,  7.58142e-61,  4.51657e-12,  1.94173e-05])
173551  , -73563.4    , array([ 0.00250843 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.94367e-05])
173552  , -73568      , array([ 0.00250835 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.9418e-05 ])
173553  , -73568      , array([ 0.00250835 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.9418e-05 ])
173554  , -73572.9    , array([ 0.00251086 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.9418e-05 ])
173555  , -73568      , array([ 0.00250835 ,  17.2673    ,  7.58142e-61,  4.51205e-12,  1.9418e-05 ])
173556  , -73568      , array([ 0.00250835 ,  17.25      ,  7.589e-61  ,  4.51205e-12,  1.9418e-05 ])
173557  , -73568      , array([ 0.00250835 ,  17.25      ,  7.58142e-61,  4.51657e-12,  1.9418e-05 ])
173558  , -73563      , array([ 0.00250835 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.94374e-05])
173559  , -73567.6    , array([ 0.00250826 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.94186e-05])
173560  , -73567.6    , array([ 0.00250826 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.94186e-05])
173561  , -73572.5    , array([ 0.00251077 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.94186e-05])
173562  , -73567.6    , array([ 0.00250826 ,  17.2673    ,  7.58142e-61,  4.51205e-12,  1.94186e-05])
173563  , -73567.6    , array([ 0.00250826 ,  17.25      ,  7.589e-61  ,  4.51205e-12,  1.94186e-05])
173564  , -73567.6    , array([ 0.00250826 ,  17.25      ,  7.58142e-61,  4.51657e-12,  1.94186e-05])
173565  , -73562.7    , array([ 0.00250826 ,  17.25      ,  7.58142e-61,  4.51205e-12,  1.9438e-05 ])
173566  , -62436.5    , array([ 0.00122951 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97073e-05])
173567  , -62436.5    , array([ 0.00122951 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97073e-05])
173568  , -62446.5    , array([ 0.00123074 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97073e-05])
173569  , -62436.5    , array([ 0.00122951 ,  17.245     ,  7.58142e-61,  4.51205e-12,  3.97073e-05])
173570  , -62436.5    , array([ 0.00122951 ,  17.2278    ,  7.589e-61  ,  4.51205e-12,  3.97073e-05])
173571  , -62436.5    , array([ 0.00122951 ,  17.2278    ,  7.58142e-61,  4.51657e-12,  3.97073e-05])
173572  , -62426.5    , array([ 0.00122951 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.9747e-05 ])
173573  , -62436.2    , array([ 0.00122949 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.9708e-05 ])
173574  , -62436.2    , array([ 0.00122949 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.9708e-05 ])
173575  , -62446.2    , array([ 0.00123072 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.9708e-05 ])
173576  , -62436.2    , array([ 0.00122949 ,  17.245     ,  7.58142e-61,  4.51205e-12,  3.9708e-05 ])
173577  , -62436.2    , array([ 0.00122949 ,  17.2278    ,  7.589e-61  ,  4.51205e-12,  3.9708e-05 ])
173578  , -62436.2    , array([ 0.00122949 ,  17.2278    ,  7.58142e-61,  4.51657e-12,  3.9708e-05 ])
173579  , -62426.2    , array([ 0.00122949 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97477e-05])
173580  , -62435.8    , array([ 0.00122947 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97086e-05])
173581  , -62435.8    , array([ 0.00122947 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97086e-05])
173582  , -62445.8    , array([ 0.0012307  ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97086e-05])
173583  , -62435.8    , array([ 0.00122947 ,  17.245     ,  7.58142e-61,  4.51205e-12,  3.97086e-05])
173584  , -62435.8    , array([ 0.00122947 ,  17.2278    ,  7.589e-61  ,  4.51205e-12,  3.97086e-05])
173585  , -62435.8    , array([ 0.00122947 ,  17.2278    ,  7.58142e-61,  4.51657e-12,  3.97086e-05])
173586  , -62425.9    , array([ 0.00122947 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97484e-05])
173594  , -62435.8    , array([ 0.00122947 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97088e-05])
173595  , -62435.8    , array([ 0.00122947 ,  17.2278    ,  7.58142e-61,  4.51205e-12,  3.97088e-05])
