168659  , -261665     , array([ 0.0172638  ,  0.667554   ,  0.0194499  ,  3.85673e-60,  0.0716458  ])
168932  , -1957.19    , array([ 9.19424    ,  0.0376749  ,  8.38483e-152,  3.85673e-60,  0.0130655  ])
168933  , -1957.19    , array([ 9.19424    ,  0.0376749  ,  8.38483e-152,  3.85673e-60,  0.0130655  ])
168934  , -1957.23    , array([ 9.20344    ,  0.0376749  ,  8.38483e-152,  3.85673e-60,  0.0130655  ])
168935  , -1958.01    , array([ 9.19424    ,  0.0377126  ,  8.38483e-152,  3.85673e-60,  0.0130655  ])
168936  , -1957.19    , array([ 9.19424    ,  0.0376749  ,  8.39322e-152,  3.85673e-60,  0.0130655  ])
168937  , -1957.19    , array([ 9.19424    ,  0.0376749  ,  8.38483e-152,  3.86059e-60,  0.0130655  ])
168938  , -1956.09    , array([ 9.19424    ,  0.0376749  ,  8.38483e-152,  3.85673e-60,  0.0130786  ])
168946  , -1957.19    , array([ 9.19446    ,  0.0376754  ,  8.37936e-152,  3.85673e-60,  0.0130657  ])
168947  , -1957.19    , array([ 9.19446    ,  0.0376754  ,  8.37936e-152,  3.85673e-60,  0.0130657  ])
168948  , -1957.23    , array([ 9.20366    ,  0.0376754  ,  8.37936e-152,  3.85673e-60,  0.0130657  ])
168949  , -1958.01    , array([ 9.19446    ,  0.0377131  ,  8.37936e-152,  3.85673e-60,  0.0130657  ])
168950  , -1957.19    , array([ 9.19446    ,  0.0376754  ,  8.38775e-152,  3.85673e-60,  0.0130657  ])
168951  , -1957.19    , array([ 9.19446    ,  0.0376754  ,  8.37936e-152,  3.86059e-60,  0.0130657  ])
168952  , -1956.08    , array([ 9.19446    ,  0.0376754  ,  8.37936e-152,  3.85673e-60,  0.0130788  ])
168953  , -1957.19    , array([ 9.19461    ,  0.0376757  ,  8.37568e-152,  3.85673e-60,  0.0130658  ])
168954  , -1957.19    , array([ 9.19461    ,  0.0376757  ,  8.37568e-152,  3.85673e-60,  0.0130658  ])
168955  , -1957.23    , array([ 9.20381    ,  0.0376757  ,  8.37568e-152,  3.85673e-60,  0.0130658  ])
168956  , -1958.01    , array([ 9.19461    ,  0.0377134  ,  8.37568e-152,  3.85673e-60,  0.0130658  ])
168957  , -1957.19    , array([ 9.19461    ,  0.0376757  ,  8.38406e-152,  3.85673e-60,  0.0130658  ])
168958  , -1957.19    , array([ 9.19461    ,  0.0376757  ,  8.37568e-152,  3.86059e-60,  0.0130658  ])
168959  , -1956.08    , array([ 9.19461    ,  0.0376757  ,  8.37568e-152,  3.85673e-60,  0.0130789  ])
168967  , -1957.19    , array([ 9.19466    ,  0.0376758  ,  8.37431e-152,  3.85673e-60,  0.0130658  ])
168968  , -1957.19    , array([ 9.19466    ,  0.0376758  ,  8.37431e-152,  3.85673e-60,  0.0130658  ])
168969  , -1957.23    , array([ 9.20386    ,  0.0376758  ,  8.37431e-152,  3.85673e-60,  0.0130658  ])
168970  , -1958.01    , array([ 9.19466    ,  0.0377135  ,  8.37431e-152,  3.85673e-60,  0.0130658  ])
168971  , -1957.19    , array([ 9.19466    ,  0.0376758  ,  8.38269e-152,  3.85673e-60,  0.0130658  ])
168972  , -1957.19    , array([ 9.19466    ,  0.0376758  ,  8.37431e-152,  3.86059e-60,  0.0130658  ])
168973  , -1956.08    , array([ 9.19466    ,  0.0376758  ,  8.37431e-152,  3.85673e-60,  0.0130789  ])
168974  , -1957.18    , array([ 9.1947     ,  0.0376759  ,  8.37339e-152,  3.85673e-60,  0.0130659  ])
168975  , -1957.18    , array([ 9.1947     ,  0.0376759  ,  8.37339e-152,  3.85673e-60,  0.0130659  ])
168976  , -1957.23    , array([ 9.2039     ,  0.0376759  ,  8.37339e-152,  3.85673e-60,  0.0130659  ])
168977  , -1958.01    , array([ 9.1947     ,  0.0377136  ,  8.37339e-152,  3.85673e-60,  0.0130659  ])
168978  , -1957.18    , array([ 9.1947     ,  0.0376759  ,  8.38177e-152,  3.85673e-60,  0.0130659  ])
168979  , -1957.18    , array([ 9.1947     ,  0.0376759  ,  8.37339e-152,  3.86059e-60,  0.0130659  ])
168980  , -1956.08    , array([ 9.1947     ,  0.0376759  ,  8.37339e-152,  3.85673e-60,  0.0130789  ])
168988  , -1957.18    , array([ 9.19471    ,  0.0376759  ,  8.37305e-152,  3.85673e-60,  0.0130659  ])
168989  , -1957.18    , array([ 9.19471    ,  0.0376759  ,  8.37305e-152,  3.85673e-60,  0.0130659  ])
168990  , -1957.23    , array([ 9.20391    ,  0.0376759  ,  8.37305e-152,  3.85673e-60,  0.0130659  ])
168991  , -1958.01    , array([ 9.19471    ,  0.0377136  ,  8.37305e-152,  3.85673e-60,  0.0130659  ])
168992  , -1957.18    , array([ 9.19471    ,  0.0376759  ,  8.38142e-152,  3.85673e-60,  0.0130659  ])
168993  , -1957.18    , array([ 9.19471    ,  0.0376759  ,  8.37305e-152,  3.86059e-60,  0.0130659  ])
168994  , -1956.08    , array([ 9.19471    ,  0.0376759  ,  8.37305e-152,  3.85673e-60,  0.013079   ])
168995  , -1957.18    , array([ 9.19472    ,  0.0376759  ,  8.37282e-152,  3.85673e-60,  0.0130659  ])
168996  , -1957.18    , array([ 9.19472    ,  0.0376759  ,  8.37282e-152,  3.85673e-60,  0.0130659  ])
168997  , -1957.23    , array([ 9.20392    ,  0.0376759  ,  8.37282e-152,  3.85673e-60,  0.0130659  ])
168998  , -1958.01    , array([ 9.19472    ,  0.0377136  ,  8.37282e-152,  3.85673e-60,  0.0130659  ])
168999  , -1957.18    , array([ 9.19472    ,  0.0376759  ,  8.38119e-152,  3.85673e-60,  0.0130659  ])
169000  , -1957.18    , array([ 9.19472    ,  0.0376759  ,  8.37282e-152,  3.86059e-60,  0.0130659  ])
169001  , -1956.08    , array([ 9.19472    ,  0.0376759  ,  8.37282e-152,  3.85673e-60,  0.013079   ])
169002  , -2023.1     , array([ 38.7222    ,  0.0789201  ,  5.7339e-169,  3.85673e-60,  0.0274957  ])
169003  , -2023.1     , array([ 38.7222    ,  0.0789201  ,  5.7339e-169,  3.85673e-60,  0.0274957  ])
169004  , -2023.13    , array([ 38.7609    ,  0.0789201  ,  5.7339e-169,  3.85673e-60,  0.0274957  ])
169005  , -2024.56    , array([ 38.7222    ,  0.0789991  ,  5.7339e-169,  3.85673e-60,  0.0274957  ])
169006  , -2023.1     , array([ 38.7222    ,  0.0789201  ,  5.73963e-169,  3.85673e-60,  0.0274957  ])
169007  , -2023.1     , array([ 38.7222    ,  0.0789201  ,  5.7339e-169,  3.86059e-60,  0.0274957  ])
169008  , -2022.26    , array([ 38.7222    ,  0.0789201  ,  5.7339e-169,  3.85673e-60,  0.0275232  ])
169009  , -1911.09    , array([ 16.7028    ,  0.0512142  ,  6.2579e-159,  3.85673e-60,  0.0177949  ])
169010  , -1911.09    , array([ 16.7028    ,  0.0512142  ,  6.2579e-159,  3.85673e-60,  0.0177949  ])
169011  , -1911.13    , array([ 16.7195    ,  0.0512142  ,  6.2579e-159,  3.85673e-60,  0.0177949  ])
169012  , -1912.15    , array([ 16.7028    ,  0.0512654  ,  6.2579e-159,  3.85673e-60,  0.0177949  ])
169013  , -1911.09    , array([ 16.7028    ,  0.0512142  ,  6.26416e-159,  3.85673e-60,  0.0177949  ])
169014  , -1911.09    , array([ 16.7028    ,  0.0512142  ,  6.2579e-159,  3.86059e-60,  0.0177949  ])
169015  , -1909.97    , array([ 16.7028    ,  0.0512142  ,  6.2579e-159,  3.85673e-60,  0.0178128  ])
169016  , -1915.96    , array([ 26.9707    ,  0.0638574  ,  1.55755e-164,  3.85673e-60,  0.0228901  ])
169017  , -1915.96    , array([ 26.9707    ,  0.0638574  ,  1.55755e-164,  3.85673e-60,  0.0228901  ])
169018  , -1915.99    , array([ 26.9977    ,  0.0638574  ,  1.55755e-164,  3.85673e-60,  0.0228901  ])
169019  , -1916.31    , array([ 26.9707    ,  0.0639213  ,  1.55755e-164,  3.85673e-60,  0.0228901  ])
169020  , -1915.96    , array([ 26.9707    ,  0.0638574  ,  1.55911e-164,  3.85673e-60,  0.0228901  ])
169021  , -1915.96    , array([ 26.9707    ,  0.0638574  ,  1.55755e-164,  3.86059e-60,  0.0228901  ])
169022  , -1915.83    , array([ 26.9707    ,  0.0638574  ,  1.55755e-164,  3.85673e-60,  0.022913   ])
169023  , -1901.7     , array([ 20.9122    ,  0.0567983  ,  1.47191e-161,  3.85673e-60,  0.0200257  ])
169024  , -1901.7     , array([ 20.9122    ,  0.0567983  ,  1.47191e-161,  3.85673e-60,  0.0200257  ])
169025  , -1901.74    , array([ 20.9331    ,  0.0567983  ,  1.47191e-161,  3.85673e-60,  0.0200257  ])
169026  , -1902.42    , array([ 20.9122    ,  0.0568551  ,  1.47191e-161,  3.85673e-60,  0.0200257  ])
169027  , -1901.7     , array([ 20.9122    ,  0.0567983  ,  1.47339e-161,  3.85673e-60,  0.0200257  ])
169028  , -1901.7     , array([ 20.9122    ,  0.0567983  ,  1.47191e-161,  3.86059e-60,  0.0200257  ])
169029  , -1901.03    , array([ 20.9122    ,  0.0567983  ,  1.47191e-161,  3.85673e-60,  0.0200457  ])
169030  , -1891.86    , array([ 18.7314    ,  0.0529554  ,  3.88016e-160,  3.85673e-60,  0.0189912  ])
169031  , -1891.86    , array([ 18.7314    ,  0.0529554  ,  3.88016e-160,  3.85673e-60,  0.0189912  ])
169032  , -1891.9     , array([ 18.7501    ,  0.0529554  ,  3.88016e-160,  3.85673e-60,  0.0189912  ])
169033  , -1891.99    , array([ 18.7314    ,  0.0530083  ,  3.88016e-160,  3.85673e-60,  0.0189912  ])
169034  , -1891.86    , array([ 18.7314    ,  0.0529554  ,  3.88404e-160,  3.85673e-60,  0.0189912  ])
169035  , -1891.86    , array([ 18.7314    ,  0.0529554  ,  3.88016e-160,  3.86059e-60,  0.0189912  ])
169036  , -1891.7     , array([ 18.7314    ,  0.0529554  ,  3.88016e-160,  3.85673e-60,  0.0190102  ])
169037  , -1890.59    , array([ 16.8635    ,  0.0510573  ,  2.06637e-158,  3.85673e-60,  0.0183703  ])
169038  , -1890.59    , array([ 16.8635    ,  0.0510573  ,  2.06637e-158,  3.85673e-60,  0.0183703  ])
169039  , -1890.63    , array([ 16.8803    ,  0.0510573  ,  2.06637e-158,  3.85673e-60,  0.0183703  ])
169040  , -1890.58    , array([ 16.8635    ,  0.0511084  ,  2.06637e-158,  3.85673e-60,  0.0183703  ])
169041  , -1890.59    , array([ 16.8635    ,  0.0510573  ,  2.06844e-158,  3.85673e-60,  0.0183703  ])
169042  , -1890.59    , array([ 16.8635    ,  0.0510573  ,  2.06637e-158,  3.86059e-60,  0.0183703  ])
169043  , -1890.53    , array([ 16.8635    ,  0.0510573  ,  2.06637e-158,  3.85673e-60,  0.0183887  ])
169044  , -1888.92    , array([ 15.1049    ,  0.0499043  ,  2.66939e-156,  3.85673e-60,  0.0179855  ])
169045  , -1888.92    , array([ 15.1049    ,  0.0499043  ,  2.66939e-156,  3.85673e-60,  0.0179855  ])
169046  , -1888.96    , array([ 15.1201    ,  0.0499043  ,  2.66939e-156,  3.85673e-60,  0.0179855  ])
169047  , -1888.83    , array([ 15.1049    ,  0.0499543  ,  2.66939e-156,  3.85673e-60,  0.0179855  ])
169048  , -1888.92    , array([ 15.1049    ,  0.0499043  ,  2.67206e-156,  3.85673e-60,  0.0179855  ])
169049  , -1888.92    , array([ 15.1049    ,  0.0499043  ,  2.66939e-156,  3.86059e-60,  0.0179855  ])
169050  , -1888.91    , array([ 15.1049    ,  0.0499043  ,  2.66939e-156,  3.85673e-60,  0.0180035  ])
169051  , -1886.25    , array([ 13.1622    ,  0.0488518  ,  1.6204e-153,  3.85673e-60,  0.0176304  ])
169052  , -1886.25    , array([ 13.1622    ,  0.0488518  ,  1.6204e-153,  3.85673e-60,  0.0176304  ])
169053  , -1886.29    , array([ 13.1754    ,  0.0488518  ,  1.6204e-153,  3.85673e-60,  0.0176304  ])
169054  , -1886.09    , array([ 13.1622    ,  0.0489007  ,  1.6204e-153,  3.85673e-60,  0.0176304  ])
169055  , -1886.25    , array([ 13.1622    ,  0.0488518  ,  1.62202e-153,  3.85673e-60,  0.0176304  ])
169056  , -1886.25    , array([ 13.1622    ,  0.0488518  ,  1.6204e-153,  3.86059e-60,  0.0176304  ])
169057  , -1886.28    , array([ 13.1622    ,  0.0488518  ,  1.6204e-153,  3.85673e-60,  0.017648   ])
169058  , -1876.01    , array([ 7.58879    ,  0.0448592  ,  2.20017e-142,  3.85673e-60,  0.0162788  ])
169059  , -1876.01    , array([ 7.58879    ,  0.0448592  ,  2.20017e-142,  3.85673e-60,  0.0162788  ])
169060  , -1876.07    , array([ 7.59638    ,  0.0448592  ,  2.20017e-142,  3.85673e-60,  0.0162788  ])
169061  , -1875.57    , array([ 7.58879    ,  0.044904   ,  2.20017e-142,  3.85673e-60,  0.0162788  ])
169062  , -1876.01    , array([ 7.58879    ,  0.0448592  ,  2.20237e-142,  3.85673e-60,  0.0162788  ])
169063  , -1876.01    , array([ 7.58879    ,  0.0448592  ,  2.20017e-142,  3.86059e-60,  0.0162788  ])
169064  , -1876.22    , array([ 7.58879    ,  0.0448592  ,  2.20017e-142,  3.85673e-60,  0.0162951  ])
169065  , -1888.81    , array([ 0.838579   ,  0.0318958  ,  7.47816e-98,  3.85673e-60,  0.0118322  ])
169066  , -1888.81    , array([ 0.838579   ,  0.0318958  ,  7.47816e-98,  3.85673e-60,  0.0118322  ])
169067  , -1888.75    , array([ 0.839418   ,  0.0318958  ,  7.47816e-98,  3.85673e-60,  0.0118322  ])
169068  , -1887.17    , array([ 0.838579   ,  0.0319277  ,  7.47816e-98,  3.85673e-60,  0.0118322  ])
169069  , -1888.81    , array([ 0.838579   ,  0.0318958  ,  7.48564e-98,  3.85673e-60,  0.0118322  ])
169070  , -1888.81    , array([ 0.838579   ,  0.0318958  ,  7.47816e-98,  3.86059e-60,  0.0118322  ])
169071  , -1890.08    , array([ 0.838579   ,  0.0318958  ,  7.47816e-98,  3.85673e-60,  0.011844   ])
169072  , -1853.51    , array([ 2.51118    ,  0.0377994  ,  5.01553e-120,  3.85673e-60,  0.0138694  ])
169073  , -1853.51    , array([ 2.51118    ,  0.0377994  ,  5.01553e-120,  3.85673e-60,  0.0138694  ])
169074  , -1853.6     , array([ 2.51369    ,  0.0377994  ,  5.01553e-120,  3.85673e-60,  0.0138694  ])
169075  , -1852.49    , array([ 2.51118    ,  0.0378373  ,  5.01553e-120,  3.85673e-60,  0.0138694  ])
169076  , -1853.51    , array([ 2.51118    ,  0.0377994  ,  5.02054e-120,  3.85673e-60,  0.0138694  ])
169077  , -1853.51    , array([ 2.51118    ,  0.0377994  ,  5.01553e-120,  3.86059e-60,  0.0138694  ])
169078  , -1854.13    , array([ 2.51118    ,  0.0377994  ,  5.01553e-120,  3.85673e-60,  0.0138833  ])
169079  , -1856.31    , array([ 1.21758    ,  0.0337916  ,  2.16178e-105,  3.85673e-60,  0.0124889  ])
169080  , -1856.31    , array([ 1.21758    ,  0.0337916  ,  2.16178e-105,  3.85673e-60,  0.0124889  ])
169081  , -1856.35    , array([ 1.2188     ,  0.0337916  ,  2.16178e-105,  3.85673e-60,  0.0124889  ])
169082  , -1854.88    , array([ 1.21758    ,  0.0338254  ,  2.16178e-105,  3.85673e-60,  0.0124889  ])
169083  , -1856.31    , array([ 1.21758    ,  0.0337916  ,  2.16395e-105,  3.85673e-60,  0.0124889  ])
169084  , -1856.31    , array([ 1.21758    ,  0.0337916  ,  2.16178e-105,  3.86059e-60,  0.0124889  ])
169085  , -1857.3     , array([ 1.21758    ,  0.0337916  ,  2.16178e-105,  3.85673e-60,  0.0125014  ])
169086  , -1849.77    , array([ 1.81464    ,  0.0359451  ,  1.8534e-113,  3.85673e-60,  0.0132319  ])
169087  , -1849.77    , array([ 1.81464    ,  0.0359451  ,  1.8534e-113,  3.85673e-60,  0.0132319  ])
169088  , -1849.85    , array([ 1.81646    ,  0.0359451  ,  1.8534e-113,  3.85673e-60,  0.0132319  ])
169089  , -1848.56    , array([ 1.81464    ,  0.0359811  ,  1.8534e-113,  3.85673e-60,  0.0132319  ])
169090  , -1849.77    , array([ 1.81464    ,  0.0359451  ,  1.85525e-113,  3.85673e-60,  0.0132319  ])
169091  , -1849.77    , array([ 1.81464    ,  0.0359451  ,  1.8534e-113,  3.86059e-60,  0.0132319  ])
169092  , -1850.53    , array([ 1.81464    ,  0.0359451  ,  1.8534e-113,  3.85673e-60,  0.0132452  ])
169093  , -12700.3    , array([ 0.0517031  ,  0.0225479  ,  4.49431e-40,  3.85673e-60,  0.00844533 ])
169094  , -12700.3    , array([ 0.0517031  ,  0.0225479  ,  4.49431e-40,  3.85673e-60,  0.00844533 ])
169095  , -12684.2    , array([ 0.0517548  ,  0.0225479  ,  4.49431e-40,  3.85673e-60,  0.00844533 ])
169096  , -12700.6    , array([ 0.0517031  ,  0.0225705  ,  4.49431e-40,  3.85673e-60,  0.00844533 ])
169097  , -12700.3    , array([ 0.0517031  ,  0.0225479  ,  4.49881e-40,  3.85673e-60,  0.00844533 ])
169098  , -12700.3    , array([ 0.0517031  ,  0.0225479  ,  4.49431e-40,  3.86059e-60,  0.00844533 ])
169099  , -12715      , array([ 0.0517031  ,  0.0225479  ,  4.49431e-40,  3.85673e-60,  0.00845378 ])
169100  , -1873.14    , array([ 0.862242   ,  0.032605   ,  4.11924e-98,  3.85673e-60,  0.012046   ])
169101  , -1873.14    , array([ 0.862242   ,  0.032605   ,  4.11924e-98,  3.85673e-60,  0.012046   ])
169102  , -1873.08    , array([ 0.863105   ,  0.032605   ,  4.11924e-98,  3.85673e-60,  0.012046   ])
169103  , -1871.63    , array([ 0.862242   ,  0.0326377  ,  4.11924e-98,  3.85673e-60,  0.012046   ])
169104  , -1873.14    , array([ 0.862242   ,  0.032605   ,  4.12337e-98,  3.85673e-60,  0.012046   ])
169105  , -1873.14    , array([ 0.862242   ,  0.032605   ,  4.11924e-98,  3.86059e-60,  0.012046   ])
169106  , -1874.26    , array([ 0.862242   ,  0.032605   ,  4.11924e-98,  3.85673e-60,  0.012058   ])
169107  , -1847.65    , array([ 1.50316    ,  0.0350688  ,  1.41892e-109,  3.85673e-60,  0.0129212  ])
169108  , -1847.65    , array([ 1.50316    ,  0.0350688  ,  1.41892e-109,  3.85673e-60,  0.0129212  ])
169109  , -1847.72    , array([ 1.50466    ,  0.0350688  ,  1.41892e-109,  3.85673e-60,  0.0129212  ])
169110  , -1846.38    , array([ 1.50316    ,  0.0351039  ,  1.41892e-109,  3.85673e-60,  0.0129212  ])
169111  , -1847.65    , array([ 1.50316    ,  0.0350688  ,  1.42034e-109,  3.85673e-60,  0.0129212  ])
169112  , -1847.65    , array([ 1.50316    ,  0.0350688  ,  1.41892e-109,  3.86059e-60,  0.0129212  ])
169113  , -1848.49    , array([ 1.50316    ,  0.0350688  ,  1.41892e-109,  3.85673e-60,  0.0129341  ])
169114  , -1843.3     , array([ 1.47484    ,  0.0352377  ,  4.80062e-109,  3.85673e-60,  0.0129708  ])
169115  , -1843.3     , array([ 1.47484    ,  0.0352377  ,  4.80062e-109,  3.85673e-60,  0.0129708  ])
169116  , -1843.36    , array([ 1.47631    ,  0.0352377  ,  4.80062e-109,  3.85673e-60,  0.0129708  ])
169117  , -1842.05    , array([ 1.47484    ,  0.035273   ,  4.80062e-109,  3.85673e-60,  0.0129708  ])
169118  , -1843.3     , array([ 1.47484    ,  0.0352377  ,  4.80542e-109,  3.85673e-60,  0.0129708  ])
169119  , -1843.3     , array([ 1.47484    ,  0.0352377  ,  4.80062e-109,  3.86059e-60,  0.0129708  ])
169120  , -1844.1     , array([ 1.47484    ,  0.0352377  ,  4.80062e-109,  3.85673e-60,  0.0129837  ])
169121  , -1826.66    , array([ 1.3668     ,  0.0359216  ,  6.29001e-107,  3.85673e-60,  0.0131711  ])
169122  , -1826.66    , array([ 1.3668     ,  0.0359216  ,  6.29001e-107,  3.85673e-60,  0.0131711  ])
169123  , -1826.72    , array([ 1.36816    ,  0.0359216  ,  6.29001e-107,  3.85673e-60,  0.0131711  ])
169124  , -1825.53    , array([ 1.3668     ,  0.0359576  ,  6.29001e-107,  3.85673e-60,  0.0131711  ])
169125  , -1826.66    , array([ 1.3668     ,  0.0359216  ,  6.2963e-107,  3.85673e-60,  0.0131711  ])
169126  , -1826.66    , array([ 1.3668     ,  0.0359216  ,  6.29001e-107,  3.86059e-60,  0.0131711  ])
169127  , -1827.35    , array([ 1.3668     ,  0.0359216  ,  6.29001e-107,  3.85673e-60,  0.0131843  ])
169128  , -1779.58    , array([ 1.00819    ,  0.0387926  ,  1.85381e-98,  3.85673e-60,  0.0140038  ])
169129  , -1779.58    , array([ 1.00819    ,  0.0387926  ,  1.85381e-98,  3.85673e-60,  0.0140038  ])
169130  , -1779.55    , array([ 1.0092     ,  0.0387926  ,  1.85381e-98,  3.85673e-60,  0.0140038  ])
169131  , -1778.91    , array([ 1.00819    ,  0.0388314  ,  1.85381e-98,  3.85673e-60,  0.0140038  ])
169132  , -1779.58    , array([ 1.00819    ,  0.0387926  ,  1.85567e-98,  3.85673e-60,  0.0140038  ])
169133  , -1779.58    , array([ 1.00819    ,  0.0387926  ,  1.85381e-98,  3.86059e-60,  0.0140038  ])
169134  , -1779.89    , array([ 1.00819    ,  0.0387926  ,  1.85381e-98,  3.85673e-60,  0.0140178  ])
169135  , -1669.33    , array([ 1.28996    ,  0.054439   ,  2.5369e-97 ,  3.85673e-60,  0.0191454  ])
169136  , -1669.33    , array([ 1.28996    ,  0.054439   ,  2.5369e-97 ,  3.85673e-60,  0.0191454  ])
169137  , -1669.33    , array([ 1.29126    ,  0.054439   ,  2.5369e-97 ,  3.85673e-60,  0.0191454  ])
169138  , -1669.69    , array([ 1.28996    ,  0.0544935  ,  2.5369e-97 ,  3.85673e-60,  0.0191454  ])
169139  , -1669.33    , array([ 1.28996    ,  0.054439   ,  2.53944e-97,  3.85673e-60,  0.0191454  ])
169140  , -1669.33    , array([ 1.28996    ,  0.054439   ,  2.5369e-97 ,  3.86059e-60,  0.0191454  ])
169141  , -1668.75    , array([ 1.28996    ,  0.054439   ,  2.5369e-97 ,  3.85673e-60,  0.0191645  ])
169142  , -1650.34    , array([ 1.44955    ,  0.0811088  ,  5.32929e-91,  3.85673e-60,  0.0287853  ])
169143  , -1650.34    , array([ 1.44955    ,  0.0811088  ,  5.32929e-91,  3.85673e-60,  0.0287853  ])
169144  , -1650.3     , array([ 1.451      ,  0.0811088  ,  5.32929e-91,  3.85673e-60,  0.0287853  ])
169145  , -1650.72    , array([ 1.44955    ,  0.08119    ,  5.32929e-91,  3.85673e-60,  0.0287853  ])
169146  , -1650.34    , array([ 1.44955    ,  0.0811088  ,  5.33463e-91,  3.85673e-60,  0.0287853  ])
169147  , -1650.34    , array([ 1.44955    ,  0.0811088  ,  5.32929e-91,  3.86059e-60,  0.0287853  ])
169148  , -1650.23    , array([ 1.44955    ,  0.0811088  ,  5.32929e-91,  3.85673e-60,  0.0288141  ])
169149  , -1637.27    , array([ 1.36298    ,  0.0657123  ,  2.44724e-94,  3.85673e-60,  0.0232094  ])
169150  , -1637.27    , array([ 1.36298    ,  0.0657123  ,  2.44724e-94,  3.85673e-60,  0.0232094  ])
169151  , -1637.26    , array([ 1.36434    ,  0.0657123  ,  2.44724e-94,  3.85673e-60,  0.0232094  ])
169152  , -1637.64    , array([ 1.36298    ,  0.065778   ,  2.44724e-94,  3.85673e-60,  0.0232094  ])
169153  , -1637.27    , array([ 1.36298    ,  0.0657123  ,  2.44969e-94,  3.85673e-60,  0.0232094  ])
169154  , -1637.27    , array([ 1.36298    ,  0.0657123  ,  2.44724e-94,  3.86059e-60,  0.0232094  ])
169155  , -1636.87    , array([ 1.36298    ,  0.0657123  ,  2.44724e-94,  3.85673e-60,  0.0232326  ])
169156  , -1632.92    , array([ 1.51601    ,  0.0689549  ,  1.69309e-95,  3.85673e-60,  0.0246326  ])
169157  , -1632.92    , array([ 1.51601    ,  0.0689549  ,  1.69309e-95,  3.85673e-60,  0.0246326  ])
169158  , -1632.95    , array([ 1.51753    ,  0.0689549  ,  1.69309e-95,  3.85673e-60,  0.0246326  ])
169159  , -1633.02    , array([ 1.51601    ,  0.0690239  ,  1.69309e-95,  3.85673e-60,  0.0246326  ])
169160  , -1632.92    , array([ 1.51601    ,  0.0689549  ,  1.69478e-95,  3.85673e-60,  0.0246326  ])
169161  , -1632.92    , array([ 1.51601    ,  0.0689549  ,  1.69309e-95,  3.86059e-60,  0.0246326  ])
169162  , -1632.83    , array([ 1.51601    ,  0.0689549  ,  1.69309e-95,  3.85673e-60,  0.0246573  ])
169163  , -1632.58    , array([ 1.40951    ,  0.0679815  ,  5.18798e-94,  3.85673e-60,  0.0243851  ])
169164  , -1632.58    , array([ 1.40951    ,  0.0679815  ,  5.18798e-94,  3.85673e-60,  0.0243851  ])
169165  , -1632.56    , array([ 1.41092    ,  0.0679815  ,  5.18798e-94,  3.85673e-60,  0.0243851  ])
169166  , -1632.52    , array([ 1.40951    ,  0.0680495  ,  5.18798e-94,  3.85673e-60,  0.0243851  ])
169167  , -1632.58    , array([ 1.40951    ,  0.0679815  ,  5.19317e-94,  3.85673e-60,  0.0243851  ])
169168  , -1632.58    , array([ 1.40951    ,  0.0679815  ,  5.18798e-94,  3.86059e-60,  0.0243851  ])
169169  , -1632.64    , array([ 1.40951    ,  0.0679815  ,  5.18798e-94,  3.85673e-60,  0.0244095  ])
169170  , -1632.64    , array([ 1.43769    ,  0.0674386  ,  1.0791e-94 ,  3.85673e-60,  0.0241483  ])
169171  , -1632.64    , array([ 1.43769    ,  0.0674386  ,  1.0791e-94 ,  3.85673e-60,  0.0241483  ])
169172  , -1632.64    , array([ 1.43913    ,  0.0674386  ,  1.0791e-94 ,  3.85673e-60,  0.0241483  ])
169173  , -1632.64    , array([ 1.43769    ,  0.0675061  ,  1.0791e-94 ,  3.85673e-60,  0.0241483  ])
169174  , -1632.64    , array([ 1.43769    ,  0.0674386  ,  1.08018e-94,  3.85673e-60,  0.0241483  ])
169175  , -1632.64    , array([ 1.43769    ,  0.0674386  ,  1.0791e-94 ,  3.86059e-60,  0.0241483  ])
169176  , -1632.63    , array([ 1.43769    ,  0.0674386  ,  1.0791e-94 ,  3.85673e-60,  0.0241724  ])
169177  , -1632.54    , array([ 1.41736    ,  0.0678288  ,  3.33937e-94,  3.85673e-60,  0.0243185  ])
169178  , -1632.54    , array([ 1.41736    ,  0.0678288  ,  3.33937e-94,  3.85673e-60,  0.0243185  ])
169179  , -1632.53    , array([ 1.41878    ,  0.0678288  ,  3.33937e-94,  3.85673e-60,  0.0243185  ])
169180  , -1632.5     , array([ 1.41736    ,  0.0678966  ,  3.33937e-94,  3.85673e-60,  0.0243185  ])
169181  , -1632.54    , array([ 1.41736    ,  0.0678288  ,  3.34271e-94,  3.85673e-60,  0.0243185  ])
169182  , -1632.54    , array([ 1.41736    ,  0.0678288  ,  3.33937e-94,  3.86059e-60,  0.0243185  ])
169183  , -1632.58    , array([ 1.41736    ,  0.0678288  ,  3.33937e-94,  3.85673e-60,  0.0243428  ])
169184  , -1632.51    , array([ 1.42484    ,  0.0677699  ,  2.34564e-94,  3.85673e-60,  0.024286   ])
169185  , -1632.51    , array([ 1.42484    ,  0.0677699  ,  2.34564e-94,  3.85673e-60,  0.024286   ])
169186  , -1632.5     , array([ 1.42626    ,  0.0677699  ,  2.34564e-94,  3.85673e-60,  0.024286   ])
169187  , -1632.49    , array([ 1.42484    ,  0.0678377  ,  2.34564e-94,  3.85673e-60,  0.024286   ])
169188  , -1632.51    , array([ 1.42484    ,  0.0677699  ,  2.34798e-94,  3.85673e-60,  0.024286   ])
