50875   , -79089.4    , array([ 36.4774    ,  0.275931   ,  2.12288    ,  8.09854e-35,  4.56593e-12])
50876   , -79089.4    , array([ 36.5139    ,  0.275931   ,  2.12288    ,  8.09854e-35,  4.56593e-12])
50877   , -79089.4    , array([ 36.4774    ,  0.276207   ,  2.12288    ,  8.09854e-35,  4.56593e-12])
50878   , -79089.4    , array([ 36.4774    ,  0.275931   ,  2.125      ,  8.09854e-35,  4.56593e-12])
50879   , -79089.4    , array([ 36.4774    ,  0.275931   ,  2.12288    ,  8.10664e-35,  4.56593e-12])
50880   , -79089.4    , array([ 36.4774    ,  0.275931   ,  2.12288    ,  8.09854e-35,  4.5705e-12 ])
50881   , -79089.4    , array([ 36.4774    ,  0.275931   ,  2.12288    ,  8.09854e-35,  4.56593e-12])
50882   , -79089.4    , array([ 36.4774    ,  0.275926   ,  2.12288    ,  8.09854e-35,  4.56603e-12])
50883   , -79089.4    , array([ 36.4774    ,  0.275926   ,  2.12288    ,  8.09854e-35,  4.56603e-12])
50884   , -79089.4    , array([ 36.5139    ,  0.275926   ,  2.12288    ,  8.09854e-35,  4.56603e-12])
50885   , -79089.4    , array([ 36.4774    ,  0.276202   ,  2.12288    ,  8.09854e-35,  4.56603e-12])
50886   , -79089.4    , array([ 36.4774    ,  0.275926   ,  2.12501    ,  8.09854e-35,  4.56603e-12])
50887   , -79089.4    , array([ 36.4774    ,  0.275926   ,  2.12288    ,  8.10664e-35,  4.56603e-12])
50888   , -79089.4    , array([ 36.4774    ,  0.275926   ,  2.12288    ,  8.09854e-35,  4.57059e-12])
50889   , -79089.4    , array([ 36.4774    ,  0.275904   ,  2.12288    ,  8.09854e-35,  4.56639e-12])
50890   , -79089.4    , array([ 36.4774    ,  0.275904   ,  2.12288    ,  8.09854e-35,  4.56639e-12])
50891   , -79089.4    , array([ 36.5139    ,  0.275904   ,  2.12288    ,  8.09854e-35,  4.56639e-12])
50892   , -79089.4    , array([ 36.4774    ,  0.27618    ,  2.12288    ,  8.09854e-35,  4.56639e-12])
50893   , -79089.4    , array([ 36.4774    ,  0.275904   ,  2.12501    ,  8.09854e-35,  4.56639e-12])
50894   , -79089.4    , array([ 36.4774    ,  0.275904   ,  2.12288    ,  8.10664e-35,  4.56639e-12])
50895   , -79089.4    , array([ 36.4774    ,  0.275904   ,  2.12288    ,  8.09854e-35,  4.57096e-12])
50896   , -79089.4    , array([ 36.4773    ,  0.275818   ,  2.1229     ,  8.09854e-35,  4.56787e-12])
50897   , -79089.4    , array([ 36.4773    ,  0.275818   ,  2.1229     ,  8.09854e-35,  4.56787e-12])
50898   , -79089.4    , array([ 36.5138    ,  0.275818   ,  2.1229     ,  8.09854e-35,  4.56787e-12])
50899   , -79089.4    , array([ 36.4773    ,  0.276094   ,  2.1229     ,  8.09854e-35,  4.56787e-12])
50900   , -79089.4    , array([ 36.4773    ,  0.275818   ,  2.12502    ,  8.09854e-35,  4.56787e-12])
50901   , -79089.4    , array([ 36.4773    ,  0.275818   ,  2.1229     ,  8.10664e-35,  4.56787e-12])
