7773    , -1271.55    , array([ 0.681283   ,  0.139665   ,  1.33565    ,  0.457634   ])
7774    , -1270.7     , array([ 0.681965   ,  0.139665   ,  1.33565    ,  0.457634   ])
7775    , -1270.04    , array([ 0.681283   ,  0.139804   ,  1.33565    ,  0.457634   ])
7776    , -1271.66    , array([ 0.681283   ,  0.139665   ,  1.33699    ,  0.457634   ])
7777    , -1273.97    , array([ 0.681283   ,  0.139665   ,  1.33565    ,  0.458092   ])
7778    , -1271.55    , array([ 0.681283   ,  0.139665   ,  1.33565    ,  0.457634   ])
7779    , -596.875    , array([ 0.908931   ,  0.23267    ,  1.28622    ,  0.201227   ])
7780    , -596.875    , array([ 0.908931   ,  0.23267    ,  1.28622    ,  0.201227   ])
7781    , -597.546    , array([ 0.909841   ,  0.23267    ,  1.28622    ,  0.201227   ])
7782    , -596.518    , array([ 0.908931   ,  0.232903   ,  1.28622    ,  0.201227   ])
7783    , -596.845    , array([ 0.908931   ,  0.23267    ,  1.28751    ,  0.201227   ])
7784    , -596.354    , array([ 0.908931   ,  0.23267    ,  1.28622    ,  0.201429   ])
7785    , -10495.6    , array([ 0.283981   ,  1.15006    ,  1.30794    ,  0.205687   ])
7786    , -10495.6    , array([ 0.283981   ,  1.15006    ,  1.30794    ,  0.205687   ])
7787    , -10484.4    , array([ 0.284265   ,  1.15006    ,  1.30794    ,  0.205687   ])
7788    , -10502.7    , array([ 0.283981   ,  1.15122    ,  1.30794    ,  0.205687   ])
7789    , -10497.4    , array([ 0.283981   ,  1.15006    ,  1.30925    ,  0.205687   ])
7790    , -10498.2    , array([ 0.283981   ,  1.15006    ,  1.30794    ,  0.205893   ])
7791    , -521.945    , array([ 0.836649   ,  0.260719   ,  1.28776    ,  0.201542   ])
7792    , -521.945    , array([ 0.836649   ,  0.260719   ,  1.28776    ,  0.201542   ])
7793    , -522.371    , array([ 0.837486   ,  0.260719   ,  1.28776    ,  0.201542   ])
7794    , -521.827    , array([ 0.836649   ,  0.26098    ,  1.28776    ,  0.201542   ])
7795    , -521.92     , array([ 0.836649   ,  0.260719   ,  1.28905    ,  0.201542   ])
7796    , -521.565    , array([ 0.836649   ,  0.260719   ,  1.28776    ,  0.201743   ])
7797    , -1287.41    , array([ 0.120936   ,  0.0850011  ,  1.83736    ,  0.0473545  ])
7798    , -1287.41    , array([ 0.120936   ,  0.0850011  ,  1.83736    ,  0.0473545  ])
7799    , -1285.14    , array([ 0.121057   ,  0.0850011  ,  1.83736    ,  0.0473545  ])
7800    , -1289.75    , array([ 0.120936   ,  0.0850861  ,  1.83736    ,  0.0473545  ])
7801    , -1287.41    , array([ 0.120936   ,  0.0850011  ,  1.8392     ,  0.0473545  ])
7802    , -1287.33    , array([ 0.120936   ,  0.0850011  ,  1.83736    ,  0.0474019  ])
7803    , -506.504    , array([ 0.701733   ,  0.23546    ,  1.33005    ,  0.176676   ])
7804    , -506.504    , array([ 0.701733   ,  0.23546    ,  1.33005    ,  0.176676   ])
7805    , -506.872    , array([ 0.702435   ,  0.23546    ,  1.33005    ,  0.176676   ])
7806    , -506.458    , array([ 0.701733   ,  0.235696   ,  1.33005    ,  0.176676   ])
7807    , -506.475    , array([ 0.701733   ,  0.23546    ,  1.33138    ,  0.176676   ])
7808    , -506.164    , array([ 0.701733   ,  0.23546    ,  1.33005    ,  0.176852   ])
7809    , -495.563    , array([ 0.606223   ,  0.216321   ,  1.3663     ,  0.158342   ])
7810    , -495.563    , array([ 0.606223   ,  0.216321   ,  1.3663     ,  0.158342   ])
7811    , -495.805    , array([ 0.60683    ,  0.216321   ,  1.3663     ,  0.158342   ])
7812    , -495.624    , array([ 0.606223   ,  0.216537   ,  1.3663     ,  0.158342   ])
7813    , -495.556    , array([ 0.606223   ,  0.216321   ,  1.36766    ,  0.158342   ])
7814    , -495.262    , array([ 0.606223   ,  0.216321   ,  1.3663     ,  0.158501   ])
7815    , -469.264    , array([ 0.264295   ,  0.131724   ,  0.480913   ,  0.0898554  ])
7816    , -469.264    , array([ 0.264295   ,  0.131724   ,  0.480913   ,  0.0898554  ])
7817    , -469.784    , array([ 0.264559   ,  0.131724   ,  0.480913   ,  0.0898554  ])
7818    , -469.048    , array([ 0.264295   ,  0.131856   ,  0.480913   ,  0.0898554  ])
7819    , -469.032    , array([ 0.264295   ,  0.131724   ,  0.481394   ,  0.0898554  ])
7820    , -469.023    , array([ 0.264295   ,  0.131724   ,  0.480913   ,  0.0899453  ])
7821    , -472.877    , array([ 0.401453   ,  0.1691     ,  0.813596   ,  0.11952    ])
7822    , -472.877    , array([ 0.401453   ,  0.1691     ,  0.813596   ,  0.11952    ])
7823    , -473.085    , array([ 0.401855   ,  0.1691     ,  0.813596   ,  0.11952    ])
7824    , -472.905    , array([ 0.401453   ,  0.169269   ,  0.813596   ,  0.11952    ])
7825    , -472.863    , array([ 0.401453   ,  0.1691     ,  0.81441    ,  0.11952    ])
7826    , -472.649    , array([ 0.401453   ,  0.1691     ,  0.813596   ,  0.119639   ])
7827    , -637.278    , array([ 0.161405   ,  0.0946216  ,  0.57236    ,  0.0606549  ])
7828    , -637.278    , array([ 0.161405   ,  0.0946216  ,  0.57236    ,  0.0606549  ])
7829    , -635.792    , array([ 0.161567   ,  0.0946216  ,  0.57236    ,  0.0606549  ])
7830    , -638.251    , array([ 0.161405   ,  0.0947163  ,  0.57236    ,  0.0606549  ])
7831    , -638.007    , array([ 0.161405   ,  0.0946216  ,  0.572932   ,  0.0606549  ])
7832    , -637.312    , array([ 0.161405   ,  0.0946216  ,  0.57236    ,  0.0607156  ])
7833    , -468.267    , array([ 0.348993   ,  0.154664   ,  0.770786   ,  0.107688   ])
7834    , -468.267    , array([ 0.348993   ,  0.154664   ,  0.770786   ,  0.107688   ])
7835    , -468.342    , array([ 0.349342   ,  0.154664   ,  0.770786   ,  0.107688   ])
7836    , -468.375    , array([ 0.348993   ,  0.154819   ,  0.770786   ,  0.107688   ])
7837    , -468.31     , array([ 0.348993   ,  0.154664   ,  0.771557   ,  0.107688   ])
7838    , -468.077    , array([ 0.348993   ,  0.154664   ,  0.770786   ,  0.107795   ])
7839    , -459.229    , array([ 0.285796   ,  0.13719    ,  0.62794    ,  0.0933411  ])
7840    , -459.229    , array([ 0.285796   ,  0.13719    ,  0.62794    ,  0.0933411  ])
7841    , -459.301    , array([ 0.286082   ,  0.13719    ,  0.62794    ,  0.0933411  ])
7842    , -459.307    , array([ 0.285796   ,  0.137327   ,  0.62794    ,  0.0933411  ])
7843    , -459.274    , array([ 0.285796   ,  0.13719    ,  0.628568   ,  0.0933411  ])
7844    , -459.067    , array([ 0.285796   ,  0.13719    ,  0.62794    ,  0.0934345  ])
7845    , -448.697    , array([ 0.128534   ,  0.0849278  ,  0.276602   ,  0.0526865  ])
7846    , -448.697    , array([ 0.128534   ,  0.0849278  ,  0.276602   ,  0.0526865  ])
7847    , -449.397    , array([ 0.128663   ,  0.0849278  ,  0.276602   ,  0.0526865  ])
7848    , -448.411    , array([ 0.128534   ,  0.0850128  ,  0.276602   ,  0.0526865  ])
7849    , -448.251    , array([ 0.128534   ,  0.0849278  ,  0.276879   ,  0.0526865  ])
7850    , -448.498    , array([ 0.128534   ,  0.0849278  ,  0.276602   ,  0.0527392  ])
7851    , -444.82     , array([ 0.206285   ,  0.11281    ,  0.449414   ,  0.0739159  ])
7852    , -444.82     , array([ 0.206285   ,  0.11281    ,  0.449414   ,  0.0739159  ])
7853    , -445.004    , array([ 0.206491   ,  0.11281    ,  0.449414   ,  0.0739159  ])
7854    , -444.793    , array([ 0.206285   ,  0.112923   ,  0.449414   ,  0.0739159  ])
7855    , -444.794    , array([ 0.206285   ,  0.11281    ,  0.449863   ,  0.0739159  ])
7856    , -444.679    , array([ 0.206285   ,  0.11281    ,  0.449414   ,  0.0739899  ])
7857    , -553.762    , array([ 0.0643536  ,  0.0561594  ,  0.144596   ,  0.03168    ])
7858    , -553.762    , array([ 0.0643536  ,  0.0561594  ,  0.144596   ,  0.03168    ])
7859    , -555.635    , array([ 0.0644179  ,  0.0561594  ,  0.144596   ,  0.03168    ])
7860    , -553.123    , array([ 0.0643536  ,  0.0562156  ,  0.144596   ,  0.03168    ])
7861    , -552.184    , array([ 0.0643536  ,  0.0561594  ,  0.14474    ,  0.03168    ])
7862    , -553.357    , array([ 0.0643536  ,  0.0561594  ,  0.144596   ,  0.0317117  ])
7863    , -438.149    , array([ 0.159632   ,  0.0967553  ,  0.350147   ,  0.0613412  ])
7864    , -438.149    , array([ 0.159632   ,  0.0967553  ,  0.350147   ,  0.0613412  ])
7865    , -438.495    , array([ 0.159792   ,  0.0967553  ,  0.350147   ,  0.0613412  ])
7866    , -438.024    , array([ 0.159632   ,  0.0968521  ,  0.350147   ,  0.0613412  ])
7867    , -437.997    , array([ 0.159632   ,  0.0967553  ,  0.350497   ,  0.0613412  ])
7868    , -438.005    , array([ 0.159632   ,  0.0967553  ,  0.350147   ,  0.0614026  ])
7869    , -426.822    , array([ 0.118631   ,  0.07975    ,  0.277838   ,  0.0499204  ])
7870    , -426.822    , array([ 0.118631   ,  0.07975    ,  0.277838   ,  0.0499204  ])
7871    , -427.174    , array([ 0.118749   ,  0.07975    ,  0.277838   ,  0.0499204  ])
7872    , -426.689    , array([ 0.118631   ,  0.0798298  ,  0.277838   ,  0.0499204  ])
7873    , -426.642    , array([ 0.118631   ,  0.07975    ,  0.278116   ,  0.0499204  ])
7874    , -426.702    , array([ 0.118631   ,  0.07975    ,  0.277838   ,  0.0499703  ])
7875    , -392.181    , array([ 0.0361825  ,  0.0368091  ,  0.110142   ,  0.0218967  ])
7876    , -392.181    , array([ 0.0361825  ,  0.0368091  ,  0.110142   ,  0.0218967  ])
7877    , -392.198    , array([ 0.0362187  ,  0.0368091  ,  0.110142   ,  0.0218967  ])
7878    , -392.139    , array([ 0.0361825  ,  0.036846   ,  0.110142   ,  0.0218967  ])
7879    , -392.228    , array([ 0.0361825  ,  0.0368091  ,  0.110252   ,  0.0218967  ])
7880    , -392.191    , array([ 0.0361825  ,  0.0368091  ,  0.110142   ,  0.0219186  ])
7881    , -651.19     , array([ 0.00253408 ,  0.00672064 ,  0.012766   ,  0.00334945 ])
7882    , -651.19     , array([ 0.00253408 ,  0.00672064 ,  0.012766   ,  0.00334945 ])
7883    , -644.599    , array([ 0.00253661 ,  0.00672064 ,  0.012766   ,  0.00334945 ])
7884    , -652.068    , array([ 0.00253408 ,  0.00672736 ,  0.012766   ,  0.00334945 ])
7885    , -657.537    , array([ 0.00253408 ,  0.00672064 ,  0.0127788  ,  0.00334945 ])
7886    , -651.887    , array([ 0.00253408 ,  0.00672064 ,  0.012766   ,  0.0033528  ])
7887    , -383.895    , array([ 0.0193671  ,  0.0246799  ,  0.0663666  ,  0.0140831  ])
7888    , -383.895    , array([ 0.0193671  ,  0.0246799  ,  0.0663666  ,  0.0140831  ])
7889    , -383.61     , array([ 0.0193865  ,  0.0246799  ,  0.0663666  ,  0.0140831  ])
7890    , -383.909    , array([ 0.0193671  ,  0.0247046  ,  0.0663666  ,  0.0140831  ])
7891    , -384.207    , array([ 0.0193671  ,  0.0246799  ,  0.066433   ,  0.0140831  ])
7892    , -383.97     , array([ 0.0193671  ,  0.0246799  ,  0.0663666  ,  0.0140972  ])
