203482  , -79089.4    , array([ 0.464597   ,  0.00294588 ,  7.69102e-25,  7.55586e-08,  7.059e-12  ])
203483  , -79089.4    , array([ 0.465062   ,  0.00294588 ,  7.69102e-25,  7.55586e-08,  7.059e-12  ])
203484  , -79089.4    , array([ 0.464597   ,  0.00294883 ,  7.69102e-25,  7.55586e-08,  7.059e-12  ])
203485  , -79089.4    , array([ 0.464597   ,  0.00294588 ,  7.69871e-25,  7.55586e-08,  7.059e-12  ])
203486  , -79089.4    , array([ 0.464597   ,  0.00294588 ,  7.69102e-25,  7.56342e-08,  7.059e-12  ])
203487  , -79089.4    , array([ 0.464597   ,  0.00294588 ,  7.69102e-25,  7.55586e-08,  7.06606e-12])
203488  , -79089.4    , array([ 0.464597   ,  0.00294588 ,  7.69102e-25,  7.55586e-08,  7.059e-12  ])
203489  , -79089.4    , array([ 0.464591   ,  0.00293761 ,  7.69102e-25,  7.55586e-08,  7.079e-12  ])
203490  , -79089.4    , array([ 0.464591   ,  0.00293761 ,  7.69102e-25,  7.55586e-08,  7.079e-12  ])
203491  , -79089.4    , array([ 0.465056   ,  0.00293761 ,  7.69102e-25,  7.55586e-08,  7.079e-12  ])
203492  , -79089.4    , array([ 0.464591   ,  0.00294054 ,  7.69102e-25,  7.55586e-08,  7.079e-12  ])
203493  , -79089.4    , array([ 0.464591   ,  0.00293761 ,  7.69871e-25,  7.55586e-08,  7.079e-12  ])
203494  , -79089.4    , array([ 0.464591   ,  0.00293761 ,  7.69102e-25,  7.56342e-08,  7.079e-12  ])
203495  , -79089.4    , array([ 0.464591   ,  0.00293761 ,  7.69102e-25,  7.55586e-08,  7.08608e-12])
203496  , -79089.4    , array([ 0.464568   ,  0.00290473 ,  7.69102e-25,  7.55586e-08,  7.15956e-12])
203497  , -79089.4    , array([ 0.464568   ,  0.00290473 ,  7.69102e-25,  7.55586e-08,  7.15956e-12])
203498  , -79089.4    , array([ 0.465033   ,  0.00290473 ,  7.69102e-25,  7.55586e-08,  7.15956e-12])
203499  , -79089.4    , array([ 0.464568   ,  0.00290763 ,  7.69102e-25,  7.55586e-08,  7.15956e-12])
203500  , -79089.4    , array([ 0.464568   ,  0.00290473 ,  7.69871e-25,  7.55586e-08,  7.15956e-12])
203501  , -79089.4    , array([ 0.464568   ,  0.00290473 ,  7.69102e-25,  7.56342e-08,  7.15956e-12])
