194674  , -79089      , array([ 0.00412933 ,  13.6237    ,  1.88354e-36,  1.81033e-76,  2.25883e-09])
194675  , -79089      , array([ 0.00413346 ,  13.6237    ,  1.88354e-36,  1.81033e-76,  2.25883e-09])
194676  , -79089      , array([ 0.00412933 ,  13.6373    ,  1.88354e-36,  1.81033e-76,  2.25883e-09])
194677  , -79089      , array([ 0.00412933 ,  13.6237    ,  1.88542e-36,  1.81033e-76,  2.25883e-09])
194678  , -79089      , array([ 0.00412933 ,  13.6237    ,  1.88354e-36,  1.81214e-76,  2.25883e-09])
194679  , -79089      , array([ 0.00412933 ,  13.6237    ,  1.88354e-36,  1.81033e-76,  2.26109e-09])
194680  , -79089      , array([ 0.00412933 ,  13.6237    ,  1.88354e-36,  1.81033e-76,  2.25883e-09])
194681  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194682  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194683  , -79088.4    , array([ 0.00267107 ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194684  , -79088.4    , array([ 0.0026684  ,  13.6347    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194685  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88542e-36,  1.81033e-76,  3.49787e-09])
194686  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81214e-76,  3.49787e-09])
194687  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.50137e-09])
194695  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194696  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194697  , -79088.4    , array([ 0.00267107 ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194698  , -79088.4    , array([ 0.0026684  ,  13.6347    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194699  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88542e-36,  1.81033e-76,  3.49787e-09])
194700  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81214e-76,  3.49787e-09])
194701  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.50137e-09])
194702  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194703  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194704  , -79088.4    , array([ 0.00267107 ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194705  , -79088.4    , array([ 0.0026684  ,  13.6347    ,  1.88354e-36,  1.81033e-76,  3.49787e-09])
194706  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88542e-36,  1.81033e-76,  3.49787e-09])
194707  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81214e-76,  3.49787e-09])
194708  , -79088.4    , array([ 0.0026684  ,  13.6211    ,  1.88354e-36,  1.81033e-76,  3.50137e-09])
194709  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194710  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194711  , -79083.4    , array([ 0.00111539 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194712  , -79083.4    , array([ 0.00111428 ,  13.6294    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194713  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88542e-36,  1.81033e-76,  8.38769e-09])
194714  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81214e-76,  8.38769e-09])
194715  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.39608e-09])
194716  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194717  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194718  , -79083.4    , array([ 0.00111539 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194719  , -79083.4    , array([ 0.00111428 ,  13.6294    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194720  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88542e-36,  1.81033e-76,  8.38769e-09])
194721  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81214e-76,  8.38769e-09])
194722  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.39608e-09])
194723  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194724  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194725  , -79083.4    , array([ 0.00111539 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194726  , -79083.4    , array([ 0.00111428 ,  13.6294    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194727  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88542e-36,  1.81033e-76,  8.38769e-09])
194728  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81214e-76,  8.38769e-09])
194729  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.39608e-09])
194737  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194738  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194739  , -79083.4    , array([ 0.00111539 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194740  , -79083.4    , array([ 0.00111428 ,  13.6294    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194741  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88542e-36,  1.81033e-76,  8.38769e-09])
194742  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81214e-76,  8.38769e-09])
194743  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.39608e-09])
194744  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194745  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194746  , -79083.4    , array([ 0.00111539 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194747  , -79083.4    , array([ 0.00111428 ,  13.6294    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194748  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88542e-36,  1.81033e-76,  8.38769e-09])
194749  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81214e-76,  8.38769e-09])
194750  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.39608e-09])
194758  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194759  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194760  , -79083.4    , array([ 0.00111539 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194761  , -79083.4    , array([ 0.00111428 ,  13.6294    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194762  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88542e-36,  1.81033e-76,  8.38769e-09])
194763  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81214e-76,  8.38769e-09])
194764  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.39608e-09])
194765  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194766  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194767  , -79083.4    , array([ 0.00111539 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194768  , -79083.4    , array([ 0.00111428 ,  13.6294    ,  1.88354e-36,  1.81033e-76,  8.38769e-09])
194769  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88542e-36,  1.81033e-76,  8.38769e-09])
194770  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81214e-76,  8.38769e-09])
194771  , -79083.4    , array([ 0.00111428 ,  13.6158    ,  1.88354e-36,  1.81033e-76,  8.39608e-09])
194774  , -79082      , array([ 0.00100005 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.35669e-09])
194779  , -79083      , array([ 0.00107482 ,  13.6155    ,  1.88354e-36,  1.81033e-76,  8.69604e-09])
194780  , -79083      , array([ 0.00107482 ,  13.6155    ,  1.88354e-36,  1.81033e-76,  8.69604e-09])
194781  , -79083      , array([ 0.0010759  ,  13.6155    ,  1.88354e-36,  1.81033e-76,  8.69604e-09])
194782  , -79083      , array([ 0.00107482 ,  13.6292    ,  1.88354e-36,  1.81033e-76,  8.69604e-09])
194783  , -79083      , array([ 0.00107482 ,  13.6155    ,  1.88542e-36,  1.81033e-76,  8.69604e-09])
194784  , -79083      , array([ 0.00107482 ,  13.6155    ,  1.88354e-36,  1.81214e-76,  8.69604e-09])
194785  , -79083      , array([ 0.00107482 ,  13.6155    ,  1.88354e-36,  1.81033e-76,  8.70474e-09])
194786  , -79082.3    , array([ 0.00102439 ,  13.6152    ,  1.88354e-36,  1.81033e-76,  9.12481e-09])
194787  , -79082.3    , array([ 0.00102439 ,  13.6152    ,  1.88354e-36,  1.81033e-76,  9.12481e-09])
194788  , -79082.3    , array([ 0.00102542 ,  13.6152    ,  1.88354e-36,  1.81033e-76,  9.12481e-09])
194789  , -79082.3    , array([ 0.00102439 ,  13.6289    ,  1.88354e-36,  1.81033e-76,  9.12481e-09])
194790  , -79082.3    , array([ 0.00102439 ,  13.6152    ,  1.88542e-36,  1.81033e-76,  9.12481e-09])
194791  , -79082.3    , array([ 0.00102439 ,  13.6152    ,  1.88354e-36,  1.81214e-76,  9.12481e-09])
194792  , -79082.3    , array([ 0.00102439 ,  13.6152    ,  1.88354e-36,  1.81033e-76,  9.13394e-09])
194793  , -79082.1    , array([ 0.00100815 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.27202e-09])
194794  , -79082.1    , array([ 0.00100815 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.27202e-09])
194795  , -79082.1    , array([ 0.00100916 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.27202e-09])
194796  , -79082.1    , array([ 0.00100815 ,  13.6288    ,  1.88354e-36,  1.81033e-76,  9.27202e-09])
194797  , -79082.1    , array([ 0.00100815 ,  13.6151    ,  1.88542e-36,  1.81033e-76,  9.27202e-09])
194798  , -79082.1    , array([ 0.00100815 ,  13.6151    ,  1.88354e-36,  1.81214e-76,  9.27202e-09])
194799  , -79082.1    , array([ 0.00100815 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.2813e-09 ])
194800  , -79082      , array([ 0.00100293 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.3204e-09 ])
194801  , -79082      , array([ 0.00100293 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.3204e-09 ])
194802  , -79082      , array([ 0.00100393 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.3204e-09 ])
194803  , -79082      , array([ 0.00100293 ,  13.6287    ,  1.88354e-36,  1.81033e-76,  9.3204e-09 ])
194804  , -79082      , array([ 0.00100293 ,  13.6151    ,  1.88542e-36,  1.81033e-76,  9.3204e-09 ])
194805  , -79082      , array([ 0.00100293 ,  13.6151    ,  1.88354e-36,  1.81214e-76,  9.3204e-09 ])
194806  , -79082      , array([ 0.00100293 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.32972e-09])
194807  , -79082      , array([ 0.00100172 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.33171e-09])
194808  , -79082      , array([ 0.00100172 ,  13.6151    ,  1.88354e-36,  1.81033e-76,  9.33171e-09])
