115748  , -100993     , array([ 0.0223215  ,  28.288     ,  1.91135e-35,  4.20627e-13,  0.0133212  ])
115749  , -100931     , array([ 0.0223438  ,  28.288     ,  1.91135e-35,  4.20627e-13,  0.0133212  ])
115750  , -100993     , array([ 0.0223215  ,  28.3163    ,  1.91135e-35,  4.20627e-13,  0.0133212  ])
115751  , -100993     , array([ 0.0223215  ,  28.288     ,  1.91326e-35,  4.20627e-13,  0.0133212  ])
115752  , -100993     , array([ 0.0223215  ,  28.288     ,  1.91135e-35,  4.21047e-13,  0.0133212  ])
115753  , -101045     , array([ 0.0223215  ,  28.288     ,  1.91135e-35,  4.20627e-13,  0.0133346  ])
115754  , -100993     , array([ 0.0223215  ,  28.288     ,  1.91135e-35,  4.20627e-13,  0.0133212  ])
115755  , -54597.8    , array([ 0.0483552  ,  28.2231    ,  1.91135e-35,  4.20627e-13,  0.00695414 ])
115756  , -54597.8    , array([ 0.0483552  ,  28.2231    ,  1.91135e-35,  4.20627e-13,  0.00695414 ])
115757  , -54588.1    , array([ 0.0484035  ,  28.2231    ,  1.91135e-35,  4.20627e-13,  0.00695414 ])
115758  , -54597.9    , array([ 0.0483552  ,  28.2514    ,  1.91135e-35,  4.20627e-13,  0.00695414 ])
115759  , -54597.8    , array([ 0.0483552  ,  28.2231    ,  1.91326e-35,  4.20627e-13,  0.00695414 ])
115760  , -54597.8    , array([ 0.0483552  ,  28.2231    ,  1.91135e-35,  4.21047e-13,  0.00695414 ])
115761  , -54605.1    , array([ 0.0483552  ,  28.2231    ,  1.91135e-35,  4.20627e-13,  0.0069611  ])
115769  , -54582.6    , array([ 0.0489353  ,  28.1497    ,  1.91135e-35,  4.20627e-13,  0.00705152 ])
115770  , -54582.6    , array([ 0.0489353  ,  28.1497    ,  1.91135e-35,  4.20627e-13,  0.00705152 ])
115771  , -54572.9    , array([ 0.0489843  ,  28.1497    ,  1.91135e-35,  4.20627e-13,  0.00705152 ])
115772  , -54582.7    , array([ 0.0489353  ,  28.1778    ,  1.91135e-35,  4.20627e-13,  0.00705152 ])
115773  , -54582.6    , array([ 0.0489353  ,  28.1497    ,  1.91326e-35,  4.20627e-13,  0.00705152 ])
115774  , -54582.6    , array([ 0.0489353  ,  28.1497    ,  1.91135e-35,  4.21047e-13,  0.00705152 ])
115775  , -54589.9    , array([ 0.0489353  ,  28.1497    ,  1.91135e-35,  4.20627e-13,  0.00705857 ])
115776  , -54566.8    , array([ 0.0495356  ,  28.0748    ,  1.91135e-35,  4.20627e-13,  0.00715247 ])
115777  , -54566.8    , array([ 0.0495356  ,  28.0748    ,  1.91135e-35,  4.20627e-13,  0.00715247 ])
115778  , -54557      , array([ 0.0495852  ,  28.0748    ,  1.91135e-35,  4.20627e-13,  0.00715247 ])
115779  , -54566.9    , array([ 0.0495356  ,  28.1029    ,  1.91135e-35,  4.20627e-13,  0.00715247 ])
115780  , -54566.8    , array([ 0.0495356  ,  28.0748    ,  1.91326e-35,  4.20627e-13,  0.00715247 ])
115781  , -54566.8    , array([ 0.0495356  ,  28.0748    ,  1.91135e-35,  4.21047e-13,  0.00715247 ])
115782  , -54574.1    , array([ 0.0495356  ,  28.0748    ,  1.91135e-35,  4.20627e-13,  0.00715962 ])
115790  , -54562.7    , array([ 0.0496903  ,  28.0557    ,  1.91135e-35,  4.20627e-13,  0.00717851 ])
115791  , -54562.7    , array([ 0.0496903  ,  28.0557    ,  1.91135e-35,  4.20627e-13,  0.00717851 ])
115792  , -54552.9    , array([ 0.04974    ,  28.0557    ,  1.91135e-35,  4.20627e-13,  0.00717851 ])
115793  , -54562.8    , array([ 0.0496903  ,  28.0837    ,  1.91135e-35,  4.20627e-13,  0.00717851 ])
115794  , -54562.7    , array([ 0.0496903  ,  28.0557    ,  1.91326e-35,  4.20627e-13,  0.00717851 ])
115795  , -54562.7    , array([ 0.0496903  ,  28.0557    ,  1.91135e-35,  4.21047e-13,  0.00717851 ])
115796  , -54570      , array([ 0.0496903  ,  28.0557    ,  1.91135e-35,  4.20627e-13,  0.00718569 ])
115797  , -54558.5    , array([ 0.0498463  ,  28.0365    ,  1.91135e-35,  4.20627e-13,  0.0072048  ])
115798  , -54558.5    , array([ 0.0498463  ,  28.0365    ,  1.91135e-35,  4.20627e-13,  0.0072048  ])
115799  , -54548.7    , array([ 0.0498961  ,  28.0365    ,  1.91135e-35,  4.20627e-13,  0.0072048  ])
