152070  , -79089.4    , array([ 0.430842   ,  0.355934   ,  0.000373439,  0.603766   ,  1.54189e-08])
152071  , -79089.4    , array([ 0.431273   ,  0.355934   ,  0.000373439,  0.603766   ,  1.54189e-08])
152072  , -79089.4    , array([ 0.430842   ,  0.356291   ,  0.000373439,  0.603766   ,  1.54189e-08])
152073  , -79089.4    , array([ 0.430842   ,  0.355934   ,  0.000373813,  0.603766   ,  1.54189e-08])
152074  , -79089.4    , array([ 0.430842   ,  0.355934   ,  0.000373439,  0.60437    ,  1.54189e-08])
152075  , -79089.4    , array([ 0.430842   ,  0.355934   ,  0.000373439,  0.603766   ,  1.54343e-08])
152076  , -79089.4    , array([ 0.430842   ,  0.355934   ,  0.000373439,  0.603766   ,  1.54189e-08])
152077  , -79089.4    , array([ 0.418709   ,  0.33828    ,  0.000373439,  0.603756   ,  1.66991e-08])
152078  , -79089.4    , array([ 0.418709   ,  0.33828    ,  0.000373439,  0.603756   ,  1.66991e-08])
152079  , -79089.4    , array([ 0.419128   ,  0.33828    ,  0.000373439,  0.603756   ,  1.66991e-08])
152080  , -79089.4    , array([ 0.418709   ,  0.338618   ,  0.000373439,  0.603756   ,  1.66991e-08])
152081  , -79089.4    , array([ 0.418709   ,  0.33828    ,  0.000373813,  0.603756   ,  1.66991e-08])
152082  , -79089.4    , array([ 0.418709   ,  0.33828    ,  0.000373439,  0.604361   ,  1.66991e-08])
152083  , -79089.4    , array([ 0.418709   ,  0.33828    ,  0.000373439,  0.603756   ,  1.67158e-08])
152084  , -79089.3    , array([ 0.373497   ,  0.275994   ,  0.000373439,  0.60372    ,  2.29747e-08])
152085  , -79089.3    , array([ 0.373497   ,  0.275994   ,  0.000373439,  0.60372    ,  2.29747e-08])
152086  , -79089.3    , array([ 0.373871   ,  0.275994   ,  0.000373439,  0.60372    ,  2.29747e-08])
152087  , -79089.3    , array([ 0.373497   ,  0.27627    ,  0.000373439,  0.60372    ,  2.29747e-08])
152088  , -79089.3    , array([ 0.373497   ,  0.275994   ,  0.000373813,  0.60372    ,  2.29747e-08])
152089  , -79089.3    , array([ 0.373497   ,  0.275994   ,  0.000373439,  0.604324   ,  2.29747e-08])
152090  , -79089.3    , array([ 0.373497   ,  0.275994   ,  0.000373439,  0.60372    ,  2.29977e-08])
152091  , -79088.4    , array([ 0.236476   ,  0.122291   ,  0.000373438,  0.603575   ,  8.23152e-08])
152092  , -79088.4    , array([ 0.236476   ,  0.122291   ,  0.000373438,  0.603575   ,  8.23152e-08])
152093  , -79088.4    , array([ 0.236712   ,  0.122291   ,  0.000373438,  0.603575   ,  8.23152e-08])
152094  , -79088.4    , array([ 0.236476   ,  0.122414   ,  0.000373438,  0.603575   ,  8.23152e-08])
152095  , -79088.4    , array([ 0.236476   ,  0.122291   ,  0.000373812,  0.603575   ,  8.23152e-08])
152096  , -79088.4    , array([ 0.236476   ,  0.122291   ,  0.000373438,  0.604179   ,  8.23152e-08])
152097  , -79088.4    , array([ 0.236476   ,  0.122291   ,  0.000373438,  0.603575   ,  8.23976e-08])
152098  , -75537.5    , array([ 0.0380002  ,  0.00471385 ,  0.000373436,  0.602994   ,  1.35645e-05])
152099  , -75537.5    , array([ 0.0380002  ,  0.00471385 ,  0.000373436,  0.602994   ,  1.35645e-05])
152100  , -75537.7    , array([ 0.0380382  ,  0.00471385 ,  0.000373436,  0.602994   ,  1.35645e-05])
152101  , -75540.6    , array([ 0.0380002  ,  0.00471857 ,  0.000373436,  0.602994   ,  1.35645e-05])
152102  , -75537.5    , array([ 0.0380002  ,  0.00471385 ,  0.00037381 ,  0.602994   ,  1.35645e-05])
152103  , -75537.5    , array([ 0.0380002  ,  0.00471385 ,  0.000373436,  0.603597   ,  1.35645e-05])
152104  , -75534      , array([ 0.0380002  ,  0.00471385 ,  0.000373436,  0.602994   ,  1.3578e-05 ])
