199982  , -79089.4    , array([ 11.7861    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199983  , -79089.4    , array([ 11.7861    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199984  , -79089.4    , array([ 12.7861    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199985  , -79089.4    , array([ 14.4042    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199986  , -79089.4    , array([ 12.7861    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199987  , -79089.4    , array([ 13.4042    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199988  , -79089.4    , array([ 13.7861    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199989  , -79089.4    , array([ 14.0222    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199990  , -79089.4    , array([ 14.1681    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199991  , -79089.4    , array([ 14.2583    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199992  , -79089.4    , array([ 14.314     ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199993  , -79089.4    , array([ 14.3485    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199994  , -79089.4    , array([ 14.3741    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199995  , -79089.4    , array([ 14.3741    ,  1.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199996  , -79089.4    , array([ 14.3741    ,  2.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199997  , -79089.4    , array([ 14.3741    ,  4.1777     ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199998  , -79089.4    , array([ 14.3741    ,  2.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
199999  , -79089.4    , array([ 14.3741    ,  3.1777     ,  1.01517    ,  9.63844e-20,  2.32362e-26])
200000  , -79089.4    , array([ 14.3741    ,  3.55966    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
200001  , -79089.4    , array([ 14.3741    ,  3.79573    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
200002  , -79089.4    , array([ 14.3741    ,  3.94163    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
200003  , -79089.4    , array([ 14.3741    ,  4.0318     ,  1.01517    ,  9.63844e-20,  2.32362e-26])
200004  , -79089.4    , array([ 14.3741    ,  4.08753    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
200005  , -79089.4    , array([ 14.3741    ,  4.12197    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
200006  , -79089.4    , array([ 14.3741    ,  4.14759    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
200007  , -79089.4    , array([ 14.3741    ,  4.14759    ,  1.01517    ,  9.63844e-20,  2.32362e-26])
200008  , -79089.4    , array([ 14.3741    ,  4.14759    ,  2.01517    ,  9.63844e-20,  2.32362e-26])
200009  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.63321    ,  9.63844e-20,  2.32362e-26])
200010  , -79089.4    , array([ 14.3741    ,  4.14759    ,  2.01517    ,  9.63844e-20,  2.32362e-26])
200011  , -79089.4    , array([ 14.3741    ,  4.14759    ,  2.63321    ,  9.63844e-20,  2.32362e-26])
200012  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.01517    ,  9.63844e-20,  2.32362e-26])
200013  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.25124    ,  9.63844e-20,  2.32362e-26])
200014  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.39714    ,  9.63844e-20,  2.32362e-26])
200015  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.48731    ,  9.63844e-20,  2.32362e-26])
200016  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.54304    ,  9.63844e-20,  2.32362e-26])
200017  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.57748    ,  9.63844e-20,  2.32362e-26])
200018  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.6031     ,  9.63844e-20,  2.32362e-26])
200019  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.6031     ,  9.63844e-20,  2.32362e-26])
200020  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.6031     ,  1          ,  2.32362e-26])
200021  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.6031     ,  2.61803    ,  2.32362e-26])
200022  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.6031     ,  1          ,  2.32362e-26])
200023  , -79089.4    , array([ 14.3741    ,  4.14759    ,  3.6031     ,  1.61803    ,  2.32362e-26])
