68965   , -78891.4    , array([ 0.634805   ,  0.171836   ,  8.92357e-14,  7.35189e-14,  2.4454e-05 ])
68966   , -78891.4    , array([ 0.63544    ,  0.171836   ,  8.92357e-14,  7.35189e-14,  2.4454e-05 ])
68967   , -78891.6    , array([ 0.634805   ,  0.172008   ,  8.92357e-14,  7.35189e-14,  2.4454e-05 ])
68968   , -78891.4    , array([ 0.634805   ,  0.171836   ,  8.93249e-14,  7.35189e-14,  2.4454e-05 ])
68969   , -78891.4    , array([ 0.634805   ,  0.171836   ,  8.92357e-14,  7.35924e-14,  2.4454e-05 ])
68970   , -78891.2    , array([ 0.634805   ,  0.171836   ,  8.92357e-14,  7.35189e-14,  2.44784e-05])
68971   , -78891.4    , array([ 0.634805   ,  0.171836   ,  8.92357e-14,  7.35189e-14,  2.4454e-05 ])
68972   , -78331.9    , array([ 0.563707   ,  0.0900591  ,  8.92357e-14,  7.35189e-14,  5.26666e-05])
68973   , -78331.9    , array([ 0.563707   ,  0.0900591  ,  8.92357e-14,  7.35189e-14,  5.26666e-05])
68974   , -78332      , array([ 0.56427    ,  0.0900591  ,  8.92357e-14,  7.35189e-14,  5.26666e-05])
68975   , -78332.6    , array([ 0.563707   ,  0.0901492  ,  8.92357e-14,  7.35189e-14,  5.26666e-05])
68976   , -78331.9    , array([ 0.563707   ,  0.0900591  ,  8.93249e-14,  7.35189e-14,  5.26666e-05])
68977   , -78331.9    , array([ 0.563707   ,  0.0900591  ,  8.92357e-14,  7.35924e-14,  5.26666e-05])
68978   , -78331.2    , array([ 0.563707   ,  0.0900591  ,  8.92357e-14,  7.35189e-14,  5.27193e-05])
68979   , -9963.54    , array([ 0.350514   ,  0.00679493 ,  8.92357e-14,  7.35189e-14,  0.00113313 ])
68980   , -9963.54    , array([ 0.350514   ,  0.00679493 ,  8.92357e-14,  7.35189e-14,  0.00113313 ])
68981   , -9963.74    , array([ 0.350865   ,  0.00679493 ,  8.92357e-14,  7.35189e-14,  0.00113313 ])
68982   , -9982.43    , array([ 0.350514   ,  0.00680172 ,  8.92357e-14,  7.35189e-14,  0.00113313 ])
68983   , -9963.54    , array([ 0.350514   ,  0.00679493 ,  8.93249e-14,  7.35189e-14,  0.00113313 ])
68984   , -9963.54    , array([ 0.350514   ,  0.00679493 ,  8.92357e-14,  7.35924e-14,  0.00113313 ])
68985   , -9944.43    , array([ 0.350514   ,  0.00679493 ,  8.92357e-14,  7.35189e-14,  0.00113427 ])
68993   , -9658.19    , array([ 0.350037   ,  0.00674485 ,  8.92357e-14,  7.35189e-14,  0.00114313 ])
68994   , -9658.19    , array([ 0.350037   ,  0.00674485 ,  8.92357e-14,  7.35189e-14,  0.00114313 ])
68995   , -9658.39    , array([ 0.350388   ,  0.00674485 ,  8.92357e-14,  7.35189e-14,  0.00114313 ])
68996   , -9676.78    , array([ 0.350037   ,  0.0067516  ,  8.92357e-14,  7.35189e-14,  0.00114313 ])
68997   , -9658.19    , array([ 0.350037   ,  0.00674485 ,  8.93249e-14,  7.35189e-14,  0.00114313 ])
68998   , -9658.19    , array([ 0.350037   ,  0.00674485 ,  8.92357e-14,  7.35924e-14,  0.00114313 ])
68999   , -9639.4     , array([ 0.350037   ,  0.00674485 ,  8.92357e-14,  7.35189e-14,  0.00114427 ])
69000   , -3096.38    , array([ 0.335311   ,  0.00533876 ,  8.92357e-14,  7.35189e-14,  0.00150891 ])
69001   , -3096.38    , array([ 0.335311   ,  0.00533876 ,  8.92357e-14,  7.35189e-14,  0.00150891 ])
69002   , -3096.46    , array([ 0.335646   ,  0.00533876 ,  8.92357e-14,  7.35189e-14,  0.00150891 ])
69003   , -3102.41    , array([ 0.335311   ,  0.0053441  ,  8.92357e-14,  7.35189e-14,  0.00150891 ])
69004   , -3096.38    , array([ 0.335311   ,  0.00533876 ,  8.93249e-14,  7.35189e-14,  0.00150891 ])
69005   , -3096.38    , array([ 0.335311   ,  0.00533876 ,  8.92357e-14,  7.35924e-14,  0.00150891 ])
69006   , -3090.2     , array([ 0.335311   ,  0.00533876 ,  8.92357e-14,  7.35189e-14,  0.00151042 ])
69014   , -3088.8     , array([ 0.335276   ,  0.00533573 ,  8.92357e-14,  7.35189e-14,  0.00150992 ])
69015   , -3088.8     , array([ 0.335276   ,  0.00533573 ,  8.92357e-14,  7.35189e-14,  0.00150992 ])
69016   , -3088.88    , array([ 0.335611   ,  0.00533573 ,  8.92357e-14,  7.35189e-14,  0.00150992 ])
69017   , -3094.79    , array([ 0.335276   ,  0.00534107 ,  8.92357e-14,  7.35189e-14,  0.00150992 ])
69018   , -3088.8     , array([ 0.335276   ,  0.00533573 ,  8.93249e-14,  7.35189e-14,  0.00150992 ])
69019   , -3088.8     , array([ 0.335276   ,  0.00533573 ,  8.92357e-14,  7.35924e-14,  0.00150992 ])
