Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1458.46	2926.92	285.97	19461.61	1.0508,0.1495,4.831,1.1902,0.0708
our_model	Round_1_Replicate_2	-1983.94	3977.88	1284.22	4959.93	4.0204,0.2999,0.7638,2.8606,30.0
our_model	Round_1_Replicate_3	-2033.82	4077.64	1390.02	9667.43	2.0021,0.1907,1.4519,4.4086,30.0
our_model	Round_1_Replicate_4	-2564.68	5139.36	2363.46	7672.67	2.2893,0.4086,1.146,1.9213,30.0
our_model	Round_1_Replicate_5	-1345.31	2700.62	67.71	20100.52	1.0001,0.0827,4.8215,4.5144,0.0445
our_model	Round_1_Replicate_6	-1361.81	2733.62	103.69	19947.44	0.9721,0.1206,5.4869,0.9277,0.0547
our_model	Round_1_Replicate_7	-2472.5	4955.0	2205.54	2875.35	6.2411,1.0228,0.4256,0.7765,30.0
our_model	Round_1_Replicate_8	-1359.33	2728.66	95.91	19547.81	1.3115,0.0973,4.2344,2.9412,0.0489
our_model	Round_1_Replicate_9	-1316.94	2643.88	11.99	19837.33	1.0805,0.1038,4.8606,2.2731,0.0516
our_model	Round_1_Replicate_10	-1979.78	3969.56	1271.56	8179.62	2.4648,0.1663,1.2781,5.2008,29.9992
our_model	Round_2_Replicate_1	-1517.87	3045.74	434.47	20273.57	1.0046,0.0485,3.2245,5.6602,0.0215
our_model	Round_2_Replicate_2	-1519.94	3049.88	432.95	20168.48	1.1247,0.0472,2.983,7.8342,0.023
our_model	Round_2_Replicate_3	-1373.55	2757.1	124.3	19622.54	1.331,0.0849,3.8985,3.9177,0.0438
our_model	Round_2_Replicate_4	-1663.58	3337.16	747.85	20154.71	1.2696,0.0351,0.415,8.0608,0.0149
our_model	Round_2_Replicate_5	-1770.18	3550.36	1015.87	20367.36	1.028,0.0277,0.0103,8.1138,0.0114
our_model	Round_2_Replicate_6	-1351.78	2713.56	83.57	20309.31	0.9307,0.0768,5.2911,3.8448,0.0389
our_model	Round_2_Replicate_7	-1312.63	2635.26	3.38	19964.46	1.0184,0.097,4.7478,2.5538,0.0476
our_model	Round_2_Replicate_8	-1354.37	2718.74	88.21	19962.98	1.116,0.0783,4.3876,3.4774,0.0368
our_model	Round_2_Replicate_9	-1376.52	2763.04	129.16	19998.11	0.9201,0.1324,5.5776,1.7042,0.07
our_model	Round_2_Replicate_10	-1319.95	2649.9	18.19	19973.3	0.9919,0.1078,5.1649,1.7328,0.0514
our_model	Round_3_Replicate_1	-1465.88	2941.76	318.97	20395.68	0.8769,0.056,4.059,5.1162,0.0258
our_model	Round_3_Replicate_2	-1380.49	2770.98	139.99	20463.5	0.8027,0.0812,5.2755,2.6432,0.0374
our_model	Round_3_Replicate_3	-1543.6	3097.2	492.1	20171.5	1.128,0.0477,2.6958,4.7051,0.0201
our_model	Round_3_Replicate_4	-1347.81	2705.62	72.91	19807.96	1.005,0.1253,5.0714,1.5239,0.0625
