234325  , -73747.8    , array([ 0.304587   ,  0.938035   ,  2.92871e-49,  0.059673   ,  0.327498   ])
234326  , -73685.3    , array([ 0.304892   ,  0.938035   ,  2.92871e-49,  0.059673   ,  0.327498   ])
234327  , -73759.4    , array([ 0.304587   ,  0.938974   ,  2.92871e-49,  0.059673   ,  0.327498   ])
234328  , -73747.8    , array([ 0.304587   ,  0.938035   ,  2.93164e-49,  0.059673   ,  0.327498   ])
234329  , -73746.6    , array([ 0.304587   ,  0.938035   ,  2.92871e-49,  0.0597327  ,  0.327498   ])
234330  , -73801.9    , array([ 0.304587   ,  0.938035   ,  2.92871e-49,  0.059673   ,  0.327826   ])
234331  , -73747.8    , array([ 0.304587   ,  0.938035   ,  2.92871e-49,  0.059673   ,  0.327498   ])
234332  , -21851.8    , array([ 0.649109   ,  0.815242   ,  2.92871e-49,  0.060568   ,  0.170291   ])
234333  , -21851.8    , array([ 0.649109   ,  0.815242   ,  2.92871e-49,  0.060568   ,  0.170291   ])
234334  , -21832.2    , array([ 0.649759   ,  0.815242   ,  2.92871e-49,  0.060568   ,  0.170291   ])
234335  , -21862.5    , array([ 0.649109   ,  0.816058   ,  2.92871e-49,  0.060568   ,  0.170291   ])
234336  , -21851.8    , array([ 0.649109   ,  0.815242   ,  2.93164e-49,  0.060568   ,  0.170291   ])
234337  , -21851.8    , array([ 0.649109   ,  0.815242   ,  2.92871e-49,  0.0606286  ,  0.170291   ])
234338  , -21864.7    , array([ 0.649109   ,  0.815242   ,  2.92871e-49,  0.060568   ,  0.170461   ])
234346  , -21833.5    , array([ 0.649379   ,  0.814016   ,  2.92871e-49,  0.0605642  ,  0.17037    ])
234347  , -21833.5    , array([ 0.649379   ,  0.814016   ,  2.92871e-49,  0.0605642  ,  0.17037    ])
234348  , -21813.9    , array([ 0.650029   ,  0.814016   ,  2.92871e-49,  0.0605642  ,  0.17037    ])
234349  , -21844.2    , array([ 0.649379   ,  0.81483    ,  2.92871e-49,  0.0605642  ,  0.17037    ])
234350  , -21833.5    , array([ 0.649379   ,  0.814016   ,  2.93164e-49,  0.0605642  ,  0.17037    ])
234351  , -21833.5    , array([ 0.649379   ,  0.814016   ,  2.92871e-49,  0.0606248  ,  0.17037    ])
