1       , -31856.1    , array([ 6.43622    ,  0.165087   ,  7.63084    ,  2.35343    ,  0.012509   ])
2       , -31856.5    , array([ 6.44266    ,  0.165087   ,  7.63084    ,  2.35343    ,  0.012509   ])
3       , -31882.5    , array([ 6.43622    ,  0.165252   ,  7.63084    ,  2.35343    ,  0.012509   ])
4       , -31858      , array([ 6.43622    ,  0.165087   ,  7.63847    ,  2.35343    ,  0.012509   ])
5       , -31856.9    , array([ 6.43622    ,  0.165087   ,  7.63084    ,  2.35578    ,  0.012509   ])
6       , -31832.4    , array([ 6.43622    ,  0.165087   ,  7.63084    ,  2.35343    ,  0.0125215  ])
7       , -31856.1    , array([ 6.43622    ,  0.165087   ,  7.63084    ,  2.35343    ,  0.012509   ])
8       , -3609.12    , array([ 6.35437    ,  0.078039   ,  7.22986    ,  2.29805    ,  0.0245578  ])
9       , -3609.12    , array([ 6.35437    ,  0.078039   ,  7.22986    ,  2.29805    ,  0.0245578  ])
10      , -3609.34    , array([ 6.36073    ,  0.078039   ,  7.22986    ,  2.29805    ,  0.0245578  ])
11      , -3618.45    , array([ 6.35437    ,  0.0781171  ,  7.22986    ,  2.29805    ,  0.0245578  ])
12      , -3610.6     , array([ 6.35437    ,  0.078039   ,  7.23709    ,  2.29805    ,  0.0245578  ])
13      , -3609.74    , array([ 6.35437    ,  0.078039   ,  7.22986    ,  2.30035    ,  0.0245578  ])
14      , -3601.91    , array([ 6.35437    ,  0.078039   ,  7.22986    ,  2.29805    ,  0.0245823  ])
22      , -3603.74    , array([ 6.35334    ,  0.0779348  ,  7.21626    ,  2.29629    ,  0.0245225  ])
23      , -3603.74    , array([ 6.35334    ,  0.0779348  ,  7.21626    ,  2.29629    ,  0.0245225  ])
24      , -3603.96    , array([ 6.3597     ,  0.0779348  ,  7.21626    ,  2.29629    ,  0.0245225  ])
25      , -3613.06    , array([ 6.35334    ,  0.0780128  ,  7.21626    ,  2.29629    ,  0.0245225  ])
26      , -3605.21    , array([ 6.35334    ,  0.0779348  ,  7.22348    ,  2.29629    ,  0.0245225  ])
27      , -3604.36    , array([ 6.35334    ,  0.0779348  ,  7.21626    ,  2.29859    ,  0.0245225  ])
28      , -3596.53    , array([ 6.35334    ,  0.0779348  ,  7.21626    ,  2.29629    ,  0.0245471  ])
29      , -2919.37    , array([ 6.14419    ,  0.0591572  ,  4.89505    ,  1.96004    ,  0.0182359  ])
30      , -2919.37    , array([ 6.14419    ,  0.0591572  ,  4.89505    ,  1.96004    ,  0.0182359  ])
31      , -2919.51    , array([ 6.15034    ,  0.0591572  ,  4.89505    ,  1.96004    ,  0.0182359  ])
