7825    , -2378.29    , array([ 9.5758     ,  0.395433   ,  0.00233314 ,  4.75639e-70])
7826    , -2378.29    , array([ 9.58538    ,  0.395433   ,  0.00233314 ,  4.75639e-70])
7827    , -2378.29    , array([ 9.5758     ,  0.395829   ,  0.00233314 ,  4.75639e-70])
7828    , -2378.33    , array([ 9.5758     ,  0.395433   ,  0.00233548 ,  4.75639e-70])
7829    , -2378.29    , array([ 9.5758     ,  0.395433   ,  0.00233314 ,  4.76115e-70])
7830    , -2378.29    , array([ 9.5758     ,  0.395433   ,  0.00233314 ,  4.75639e-70])
7831    , -2351.49    , array([ 8.51956    ,  0.395433   ,  0.00085556 ,  4.75639e-70])
7832    , -2351.49    , array([ 8.51956    ,  0.395433   ,  0.00085556 ,  4.75639e-70])
7833    , -2351.49    , array([ 8.52808    ,  0.395433   ,  0.00085556 ,  4.75639e-70])
7834    , -2351.49    , array([ 8.51956    ,  0.395829   ,  0.00085556 ,  4.75639e-70])
7835    , -2351.51    , array([ 8.51956    ,  0.395433   ,  0.000856416,  4.75639e-70])
7836    , -2351.49    , array([ 8.51956    ,  0.395433   ,  0.00085556 ,  4.76115e-70])
7837    , -2345.07    , array([ 5.54466    ,  0.395433   ,  0.000521055,  4.75639e-70])
7838    , -2345.07    , array([ 5.54466    ,  0.395433   ,  0.000521055,  4.75639e-70])
7839    , -2345.07    , array([ 5.5502     ,  0.395433   ,  0.000521055,  4.75639e-70])
7840    , -2345.07    , array([ 5.54466    ,  0.395829   ,  0.000521055,  4.75639e-70])
7841    , -2345.08    , array([ 5.54466    ,  0.395433   ,  0.000521577,  4.75639e-70])
7842    , -2345.07    , array([ 5.54466    ,  0.395433   ,  0.000521055,  4.76115e-70])
7843    , -2330.4     , array([ 0.437348   ,  0.395433   ,  0.00026025 ,  4.75639e-70])
7844    , -2330.4     , array([ 0.437348   ,  0.395433   ,  0.00026025 ,  4.75639e-70])
7845    , -2330.41    , array([ 0.437786   ,  0.395433   ,  0.00026025 ,  4.75639e-70])
7846    , -2330.4     , array([ 0.437348   ,  0.395829   ,  0.00026025 ,  4.75639e-70])
7847    , -2330.4     , array([ 0.437348   ,  0.395433   ,  0.00026051 ,  4.75639e-70])
7848    , -2330.4     , array([ 0.437348   ,  0.395433   ,  0.00026025 ,  4.76115e-70])
7855    , -2330.4     , array([ 0.437347   ,  0.395433   ,  0.00026025 ,  4.75639e-70])
7856    , -2330.4     , array([ 0.437347   ,  0.395433   ,  0.00026025 ,  4.75639e-70])
7857    , -2330.41    , array([ 0.437785   ,  0.395433   ,  0.00026025 ,  4.75639e-70])
7858    , -2330.4     , array([ 0.437347   ,  0.395829   ,  0.00026025 ,  4.75639e-70])
7859    , -2330.4     , array([ 0.437347   ,  0.395433   ,  0.00026051 ,  4.75639e-70])
7860    , -2330.4     , array([ 0.437347   ,  0.395433   ,  0.00026025 ,  4.76115e-70])
7861    , -2330.4     , array([ 0.437347   ,  0.395433   ,  0.00026025 ,  4.75639e-70])
7862    , -2330.4     , array([ 0.437347   ,  0.395433   ,  0.00026025 ,  4.75639e-70])
7863    , -2330.41    , array([ 0.437784   ,  0.395433   ,  0.00026025 ,  4.75639e-70])
7864    , -2330.4     , array([ 0.437347   ,  0.395829   ,  0.00026025 ,  4.75639e-70])
7865    , -2330.4     , array([ 0.437347   ,  0.395433   ,  0.00026051 ,  4.75639e-70])
7866    , -2330.4     , array([ 0.437347   ,  0.395433   ,  0.00026025 ,  4.76115e-70])
7867    , -2010.52    , array([ 0.00272102 ,  0.395433   ,  6.49238e-05,  4.75639e-70])
7868    , -2010.52    , array([ 0.00272102 ,  0.395433   ,  6.49238e-05,  4.75639e-70])
7869    , -2010.75    , array([ 0.00272374 ,  0.395433   ,  6.49238e-05,  4.75639e-70])
7870    , -2010.52    , array([ 0.00272102 ,  0.395829   ,  6.49238e-05,  4.75639e-70])
7871    , -2010.3     , array([ 0.00272102 ,  0.395433   ,  6.49887e-05,  4.75639e-70])
7872    , -2010.52    , array([ 0.00272102 ,  0.395433   ,  6.49238e-05,  4.76115e-70])
7873    , -2010.52    , array([ 0.002721   ,  0.395433   ,  6.49236e-05,  4.75639e-70])
7874    , -2010.52    , array([ 0.002721   ,  0.395433   ,  6.49236e-05,  4.75639e-70])
7875    , -2010.75    , array([ 0.00272372 ,  0.395433   ,  6.49236e-05,  4.75639e-70])
7876    , -2010.52    , array([ 0.002721   ,  0.395829   ,  6.49236e-05,  4.75639e-70])
7877    , -2010.3     , array([ 0.002721   ,  0.395433   ,  6.49886e-05,  4.75639e-70])
7878    , -2010.52    , array([ 0.002721   ,  0.395433   ,  6.49236e-05,  4.76115e-70])
7879    , -2010.52    , array([ 0.00272098 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7880    , -2010.52    , array([ 0.00272098 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7881    , -2010.75    , array([ 0.0027237  ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7882    , -2010.52    , array([ 0.00272098 ,  0.395829   ,  6.49235e-05,  4.75639e-70])
7883    , -2010.3     , array([ 0.00272098 ,  0.395433   ,  6.49885e-05,  4.75639e-70])
7884    , -2010.52    , array([ 0.00272098 ,  0.395433   ,  6.49235e-05,  4.76115e-70])
7891    , -2010.52    , array([ 0.00272098 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7892    , -2010.52    , array([ 0.00272098 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7893    , -2010.75    , array([ 0.0027237  ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7894    , -2010.52    , array([ 0.00272098 ,  0.395829   ,  6.49235e-05,  4.75639e-70])
7895    , -2010.3     , array([ 0.00272098 ,  0.395433   ,  6.49884e-05,  4.75639e-70])
7896    , -2010.52    , array([ 0.00272098 ,  0.395433   ,  6.49235e-05,  4.76115e-70])
7897    , -2010.52    , array([ 0.00272097 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7898    , -2010.52    , array([ 0.00272097 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7899    , -2010.75    , array([ 0.00272369 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7900    , -2010.52    , array([ 0.00272097 ,  0.395829   ,  6.49235e-05,  4.75639e-70])
7901    , -2010.3     , array([ 0.00272097 ,  0.395433   ,  6.49884e-05,  4.75639e-70])
7902    , -2010.52    , array([ 0.00272097 ,  0.395433   ,  6.49235e-05,  4.76115e-70])
7909    , -2010.52    , array([ 0.00272097 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7910    , -2010.52    , array([ 0.00272097 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7911    , -2010.75    , array([ 0.00272369 ,  0.395433   ,  6.49235e-05,  4.75639e-70])
7912    , -2010.52    , array([ 0.00272097 ,  0.395829   ,  6.49235e-05,  4.75639e-70])
7913    , -2010.3     , array([ 0.00272097 ,  0.395433   ,  6.49884e-05,  4.75639e-70])
7914    , -2010.52    , array([ 0.00272097 ,  0.395433   ,  6.49235e-05,  4.76115e-70])
7915    , -2010.52    , array([ 0.00272097 ,  0.395433   ,  6.49234e-05,  4.75639e-70])
7916    , -2010.52    , array([ 0.00272097 ,  0.395433   ,  6.49234e-05,  4.75639e-70])
7917    , -2010.75    , array([ 0.00272369 ,  0.395433   ,  6.49234e-05,  4.75639e-70])
7918    , -2010.52    , array([ 0.00272097 ,  0.395829   ,  6.49234e-05,  4.75639e-70])
7919    , -2010.3     , array([ 0.00272097 ,  0.395433   ,  6.49884e-05,  4.75639e-70])
7920    , -2010.52    , array([ 0.00272097 ,  0.395433   ,  6.49234e-05,  4.76115e-70])
7921    , -1904.65    , array([ 0.00144199 ,  0.395433   ,  5.45794e-05,  4.75639e-70])
7922    , -1904.65    , array([ 0.00144199 ,  0.395433   ,  5.45794e-05,  4.75639e-70])
7923    , -1904.88    , array([ 0.00144344 ,  0.395433   ,  5.45794e-05,  4.75639e-70])
7924    , -1904.65    , array([ 0.00144199 ,  0.395829   ,  5.45794e-05,  4.75639e-70])
7925    , -1904.43    , array([ 0.00144199 ,  0.395433   ,  5.4634e-05 ,  4.75639e-70])
7926    , -1904.65    , array([ 0.00144199 ,  0.395433   ,  5.45794e-05,  4.76115e-70])
7927    , -1904.65    , array([ 0.00144199 ,  0.395433   ,  5.45794e-05,  4.75639e-70])
7928    , -1904.65    , array([ 0.00144199 ,  0.395433   ,  5.45794e-05,  4.75639e-70])
7929    , -1904.88    , array([ 0.00144344 ,  0.395433   ,  5.45794e-05,  4.75639e-70])
7930    , -1904.65    , array([ 0.00144199 ,  0.395829   ,  5.45794e-05,  4.75639e-70])
7931    , -1904.43    , array([ 0.00144199 ,  0.395433   ,  5.4634e-05 ,  4.75639e-70])
7932    , -1904.65    , array([ 0.00144199 ,  0.395433   ,  5.45794e-05,  4.76115e-70])
7939    , -1904.65    , array([ 0.00144199 ,  0.395433   ,  5.45794e-05,  4.75639e-70])
7940    , -1904.65    , array([ 0.00144199 ,  0.395433   ,  5.45794e-05,  4.75639e-70])
7941    , -1904.88    , array([ 0.00144344 ,  0.395433   ,  5.45794e-05,  4.75639e-70])
7942    , -1904.65    , array([ 0.00144199 ,  0.395829   ,  5.45794e-05,  4.75639e-70])
7943    , -1904.43    , array([ 0.00144199 ,  0.395433   ,  5.4634e-05 ,  4.75639e-70])
7944    , -1904.65    , array([ 0.00144199 ,  0.395433   ,  5.45794e-05,  4.76115e-70])
7945    , -1861.67    , array([ 0.00109356 ,  0.395433   ,  5.06053e-05,  4.75639e-70])
7946    , -1861.67    , array([ 0.00109356 ,  0.395433   ,  5.06053e-05,  4.75639e-70])
7947    , -1861.87    , array([ 0.00109465 ,  0.395433   ,  5.06053e-05,  4.75639e-70])
7948    , -1861.67    , array([ 0.00109356 ,  0.395829   ,  5.06053e-05,  4.75639e-70])
7949    , -1861.47    , array([ 0.00109356 ,  0.395433   ,  5.06559e-05,  4.75639e-70])
7950    , -1861.67    , array([ 0.00109356 ,  0.395433   ,  5.06053e-05,  4.76115e-70])
7957    , -1861.67    , array([ 0.00109356 ,  0.395433   ,  5.06053e-05,  4.75639e-70])
7958    , -1861.67    , array([ 0.00109356 ,  0.395433   ,  5.06053e-05,  4.75639e-70])
7959    , -1861.87    , array([ 0.00109465 ,  0.395433   ,  5.06053e-05,  4.75639e-70])
7960    , -1861.67    , array([ 0.00109356 ,  0.395829   ,  5.06053e-05,  4.75639e-70])
7961    , -1861.47    , array([ 0.00109356 ,  0.395433   ,  5.06559e-05,  4.75639e-70])
7962    , -1861.67    , array([ 0.00109356 ,  0.395433   ,  5.06053e-05,  4.76115e-70])
7963    , -1852.85    , array([ 0.00102775 ,  0.395433   ,  4.97541e-05,  4.75639e-70])
7964    , -1852.85    , array([ 0.00102775 ,  0.395433   ,  4.97541e-05,  4.75639e-70])
7965    , -1853.05    , array([ 0.00102878 ,  0.395433   ,  4.97541e-05,  4.75639e-70])
7966    , -1852.85    , array([ 0.00102775 ,  0.395829   ,  4.97541e-05,  4.75639e-70])
7967    , -1852.66    , array([ 0.00102775 ,  0.395433   ,  4.98038e-05,  4.75639e-70])
7968    , -1852.85    , array([ 0.00102775 ,  0.395433   ,  4.97541e-05,  4.76115e-70])
7969    , -1849.95    , array([ 0.00100629 ,  0.395433   ,  4.94679e-05,  4.75639e-70])
7970    , -1849.95    , array([ 0.00100629 ,  0.395433   ,  4.94679e-05,  4.75639e-70])
7971    , -1850.14    , array([ 0.00100729 ,  0.395433   ,  4.94679e-05,  4.75639e-70])
7972    , -1849.95    , array([ 0.00100629 ,  0.395829   ,  4.94679e-05,  4.75639e-70])
