92032   , -19105.8    , array([ 0.441828   ,  0.116555   ,  4.91448e-55,  0.000252899,  0.0116892  ])
92033   , -19107.2    , array([ 0.44227    ,  0.116555   ,  4.91448e-55,  0.000252899,  0.0116892  ])
92034   , -19127.6    , array([ 0.441828   ,  0.116672   ,  4.91448e-55,  0.000252899,  0.0116892  ])
92035   , -19105.8    , array([ 0.441828   ,  0.116555   ,  4.9194e-55 ,  0.000252899,  0.0116892  ])
92036   , -19105.8    , array([ 0.441828   ,  0.116555   ,  4.91448e-55,  0.000253152,  0.0116892  ])
92037   , -19082.3    , array([ 0.441828   ,  0.116555   ,  4.91448e-55,  0.000252899,  0.0117009  ])
92038   , -19105.8    , array([ 0.441828   ,  0.116555   ,  4.91448e-55,  0.000252899,  0.0116892  ])
92039   , -3241.61    , array([ 0.421748   ,  0.0586647  ,  4.91448e-55,  0.000252898,  0.0244836  ])
92040   , -3241.61    , array([ 0.421748   ,  0.0586647  ,  4.91448e-55,  0.000252898,  0.0244836  ])
92041   , -3238.64    , array([ 0.422169   ,  0.0586647  ,  4.91448e-55,  0.000252898,  0.0244836  ])
92042   , -3236.96    , array([ 0.421748   ,  0.0587234  ,  4.91448e-55,  0.000252898,  0.0244836  ])
92043   , -3241.61    , array([ 0.421748   ,  0.0586647  ,  4.9194e-55 ,  0.000252898,  0.0244836  ])
92044   , -3241.61    , array([ 0.421748   ,  0.0586647  ,  4.91448e-55,  0.000253151,  0.0244836  ])
92045   , -3248.49    , array([ 0.421748   ,  0.0586647  ,  4.91448e-55,  0.000252898,  0.0245081  ])
92053   , -3239.91    , array([ 0.422029   ,  0.0586473  ,  4.91448e-55,  0.000252898,  0.0244797  ])
92054   , -3239.91    , array([ 0.422029   ,  0.0586473  ,  4.91448e-55,  0.000252898,  0.0244797  ])
92055   , -3236.94    , array([ 0.422451   ,  0.0586473  ,  4.91448e-55,  0.000252898,  0.0244797  ])
92056   , -3235.25    , array([ 0.422029   ,  0.058706   ,  4.91448e-55,  0.000252898,  0.0244797  ])
92057   , -3239.91    , array([ 0.422029   ,  0.0586473  ,  4.9194e-55 ,  0.000252898,  0.0244797  ])
92058   , -3239.91    , array([ 0.422029   ,  0.0586473  ,  4.91448e-55,  0.000253151,  0.0244797  ])
92059   , -3246.78    , array([ 0.422029   ,  0.0586473  ,  4.91448e-55,  0.000252898,  0.0245042  ])
92060   , -2863.77    , array([ 0.548949   ,  0.0521696  ,  4.91448e-55,  0.0002529  ,  0.0229743  ])
92061   , -2863.77    , array([ 0.548949   ,  0.0521696  ,  4.91448e-55,  0.0002529  ,  0.0229743  ])
92062   , -2862.21    , array([ 0.549498   ,  0.0521696  ,  4.91448e-55,  0.0002529  ,  0.0229743  ])
92063   , -2857.28    , array([ 0.548949   ,  0.0522218  ,  4.91448e-55,  0.0002529  ,  0.0229743  ])
92064   , -2863.77    , array([ 0.548949   ,  0.0521696  ,  4.9194e-55 ,  0.0002529  ,  0.0229743  ])
92065   , -2863.77    , array([ 0.548949   ,  0.0521696  ,  4.91448e-55,  0.000253153,  0.0229743  ])
92066   , -2871.19    , array([ 0.548949   ,  0.0521696  ,  4.91448e-55,  0.0002529  ,  0.0229973  ])
92067   , -5424.05    , array([ 2.37671    ,  0.258912   ,  4.91448e-55,  0.000253005,  0.114702   ])
92068   , -5424.05    , array([ 2.37671    ,  0.258912   ,  4.91448e-55,  0.000253005,  0.114702   ])
92069   , -5424.03    , array([ 2.37909    ,  0.258912   ,  4.91448e-55,  0.000253005,  0.114702   ])
92070   , -5419.28    , array([ 2.37671    ,  0.259171   ,  4.91448e-55,  0.000253005,  0.114702   ])
92071   , -5424.05    , array([ 2.37671    ,  0.258912   ,  4.9194e-55 ,  0.000253005,  0.114702   ])
92072   , -5424.05    , array([ 2.37671    ,  0.258912   ,  4.91448e-55,  0.000253258,  0.114702   ])
92073   , -5434.72    , array([ 2.37671    ,  0.258912   ,  4.91448e-55,  0.000253005,  0.114817   ])
92074   , -2747.14    , array([ 0.740724   ,  0.0723877  ,  4.91448e-55,  0.000252921,  0.0319169  ])
92075   , -2747.14    , array([ 0.740724   ,  0.0723877  ,  4.91448e-55,  0.000252921,  0.0319169  ])
92076   , -2745.69    , array([ 0.741465   ,  0.0723877  ,  4.91448e-55,  0.000252921,  0.0319169  ])
92077   , -2740.92    , array([ 0.740724   ,  0.0724601  ,  4.91448e-55,  0.000252921,  0.0319169  ])
92078   , -2747.14    , array([ 0.740724   ,  0.0723877  ,  4.9194e-55 ,  0.000252921,  0.0319169  ])
92079   , -2747.14    , array([ 0.740724   ,  0.0723877  ,  4.91448e-55,  0.000253174,  0.0319169  ])
92080   , -2754.53    , array([ 0.740724   ,  0.0723877  ,  4.91448e-55,  0.000252921,  0.0319488  ])
92081   , -2526.36    , array([ 0.755924   ,  0.0724931  ,  4.91448e-55,  0.000254885,  0.0310765  ])
92082   , -2526.36    , array([ 0.755924   ,  0.0724931  ,  4.91448e-55,  0.000254885,  0.0310765  ])
92083   , -2525.04    , array([ 0.75668    ,  0.0724931  ,  4.91448e-55,  0.000254885,  0.0310765  ])
92084   , -2520.98    , array([ 0.755924   ,  0.0725657  ,  4.91448e-55,  0.000254885,  0.0310765  ])
92085   , -2526.36    , array([ 0.755924   ,  0.0724931  ,  4.9194e-55 ,  0.000254885,  0.0310765  ])
92086   , -2526.36    , array([ 0.755924   ,  0.0724931  ,  4.91448e-55,  0.00025514 ,  0.0310765  ])
92087   , -2532.81    , array([ 0.755924   ,  0.0724931  ,  4.91448e-55,  0.000254885,  0.0311076  ])
92088   , -2143.49    , array([ 0.82379    ,  0.0736847  ,  4.91448e-55,  0.000258762,  0.0299195  ])
92089   , -2143.49    , array([ 0.82379    ,  0.0736847  ,  4.91448e-55,  0.000258762,  0.0299195  ])
92090   , -2142.5     , array([ 0.824614   ,  0.0736847  ,  4.91448e-55,  0.000258762,  0.0299195  ])
92091   , -2139.72    , array([ 0.82379    ,  0.0737584  ,  4.91448e-55,  0.000258762,  0.0299195  ])
92092   , -2143.49    , array([ 0.82379    ,  0.0736847  ,  4.9194e-55 ,  0.000258762,  0.0299195  ])
92093   , -2143.49    , array([ 0.82379    ,  0.0736847  ,  4.91448e-55,  0.00025902 ,  0.0299195  ])
92094   , -2148.09    , array([ 0.82379    ,  0.0736847  ,  4.91448e-55,  0.000258762,  0.0299495  ])
92095   , -1696.53    , array([ 1.01462    ,  0.0731336  ,  4.91448e-55,  0.000267826,  0.026288   ])
92096   , -1696.53    , array([ 1.01462    ,  0.0731336  ,  4.91448e-55,  0.000267826,  0.026288   ])
92097   , -1696.15    , array([ 1.01564    ,  0.0731336  ,  4.91448e-55,  0.000267826,  0.026288   ])
92098   , -1696.34    , array([ 1.01462    ,  0.0732068  ,  4.91448e-55,  0.000267826,  0.026288   ])
92099   , -1696.53    , array([ 1.01462    ,  0.0731336  ,  4.9194e-55 ,  0.000267826,  0.026288   ])
92100   , -1696.53    , array([ 1.01462    ,  0.0731336  ,  4.91448e-55,  0.000268094,  0.026288   ])
92101   , -1697.02    , array([ 1.01462    ,  0.0731336  ,  4.91448e-55,  0.000267826,  0.0263143  ])
92102   , -1658.16    , array([ 1.14482    ,  0.0727801  ,  4.91448e-55,  0.000273218,  0.0257521  ])
92103   , -1658.16    , array([ 1.14482    ,  0.0727801  ,  4.91448e-55,  0.000273218,  0.0257521  ])
92104   , -1657.96    , array([ 1.14597    ,  0.0727801  ,  4.91448e-55,  0.000273218,  0.0257521  ])
92105   , -1658.48    , array([ 1.14482    ,  0.0728529  ,  4.91448e-55,  0.000273218,  0.0257521  ])
92106   , -1658.16    , array([ 1.14482    ,  0.0727801  ,  4.9194e-55 ,  0.000273218,  0.0257521  ])
92107   , -1658.16    , array([ 1.14482    ,  0.0727801  ,  4.91448e-55,  0.000273492,  0.0257521  ])
92108   , -1658.04    , array([ 1.14482    ,  0.0727801  ,  4.91448e-55,  0.000273218,  0.0257779  ])
92109   , -1638.4     , array([ 1.28085    ,  0.0699477  ,  4.91448e-55,  0.000280775,  0.0247838  ])
92110   , -1638.4     , array([ 1.28085    ,  0.0699477  ,  4.91448e-55,  0.000280775,  0.0247838  ])
92111   , -1638.32    , array([ 1.28213    ,  0.0699477  ,  4.91448e-55,  0.000280775,  0.0247838  ])
92112   , -1638.69    , array([ 1.28085    ,  0.0700177  ,  4.91448e-55,  0.000280775,  0.0247838  ])
92113   , -1638.4     , array([ 1.28085    ,  0.0699477  ,  4.9194e-55 ,  0.000280775,  0.0247838  ])
92114   , -1638.4     , array([ 1.28085    ,  0.0699477  ,  4.91448e-55,  0.000281056,  0.0247838  ])
92115   , -1638.18    , array([ 1.28085    ,  0.0699477  ,  4.91448e-55,  0.000280775,  0.0248086  ])
92116   , -1632.72    , array([ 1.39337    ,  0.0684219  ,  4.91448e-55,  0.000289445,  0.024435   ])
92117   , -1632.72    , array([ 1.39337    ,  0.0684219  ,  4.91448e-55,  0.000289445,  0.024435   ])
92118   , -1632.7     , array([ 1.39477    ,  0.0684219  ,  4.91448e-55,  0.000289445,  0.024435   ])
92119   , -1632.8     , array([ 1.39337    ,  0.0684903  ,  4.91448e-55,  0.000289445,  0.024435   ])
92120   , -1632.72    , array([ 1.39337    ,  0.0684219  ,  4.9194e-55 ,  0.000289445,  0.024435   ])
92121   , -1632.72    , array([ 1.39337    ,  0.0684219  ,  4.91448e-55,  0.000289735,  0.024435   ])
92122   , -1632.66    , array([ 1.39337    ,  0.0684219  ,  4.91448e-55,  0.000289445,  0.0244594  ])
92123   , -1632.53    , array([ 1.42865    ,  0.0676717  ,  4.91448e-55,  0.000295872,  0.0242324  ])
92124   , -1632.53    , array([ 1.42865    ,  0.0676717  ,  4.91448e-55,  0.000295872,  0.0242324  ])
92125   , -1632.52    , array([ 1.43008    ,  0.0676717  ,  4.91448e-55,  0.000295872,  0.0242324  ])
92126   , -1632.53    , array([ 1.42865    ,  0.0677394  ,  4.91448e-55,  0.000295872,  0.0242324  ])
92127   , -1632.53    , array([ 1.42865    ,  0.0676717  ,  4.9194e-55 ,  0.000295872,  0.0242324  ])
92128   , -1632.53    , array([ 1.42865    ,  0.0676717  ,  4.91448e-55,  0.000296168,  0.0242324  ])
92129   , -1632.53    , array([ 1.42865    ,  0.0676717  ,  4.91448e-55,  0.000295872,  0.0242566  ])
92130   , -1632.51    , array([ 1.43596    ,  0.0676668  ,  4.91448e-55,  0.000300469,  0.0242349  ])
92131   , -1632.51    , array([ 1.43596    ,  0.0676668  ,  4.91448e-55,  0.000300469,  0.0242349  ])
