Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11269.24	22554.48	179.58	20405.88	1.3983,0.3976,0.8158,0.563,0.7689,6.7671,0.0729,0.0725
our_model	Round_1_Replicate_2	-11341.37	22698.74	324.41	20671.45	1.3337,0.4291,0.6882,0.4186,1.4456,6.3983,0.0882,0.0606
our_model	Round_1_Replicate_3	-13966.73	27949.46	5481.92	5669.38	3.233,0.776,1.7518,0.4806,0.3832,3.854,4.0621,2.4786
our_model	Round_1_Replicate_4	-14011.21	28038.42	5569.84	6392.21	2.8884,0.7241,1.4427,0.4333,0.5415,4.2648,3.4952,2.0881
our_model	Round_1_Replicate_5	-11412.9	22841.8	459.72	20626.18	1.3069,0.3484,0.6888,0.5371,0.8224,8.6755,0.0553,0.0925
our_model	Round_1_Replicate_6	-13981.29	27978.58	5496.47	12155.84	1.5103,0.3978,0.7292,0.7229,1.109,8.0665,1.2501,1.1405
our_model	Round_1_Replicate_7	-11380.57	22777.14	399.59	19499.99	1.5291,0.5905,0.8748,0.6209,1.8008,0.01,0.1383,0.0384
our_model	Round_1_Replicate_8	-11449.46	22914.92	546.54	21355.58	1.3165,0.4397,0.8874,0.3018,1.0038,1.238,0.0831,0.0381
our_model	Round_1_Replicate_9	-11762.22	23540.44	1180.94	19459.11	1.6108,0.6229,0.6515,0.6689,2.6665,0.2713,0.1502,0.0316
our_model	Round_1_Replicate_10	-11487.77	22991.54	614.5	21027.72	1.2559,0.3941,0.6197,0.3848,1.5819,7.6048,0.0806,0.0662
our_model	Round_2_Replicate_1	-11192.42	22400.84	27.94	20109.4	1.4776,0.4614,0.9033,0.4838,0.9289,4.8863,0.09,0.0587
our_model	Round_2_Replicate_2	-11208.68	22433.36	59.77	20083.93	1.4471,0.4477,0.8799,0.5109,0.9303,5.4986,0.087,0.0646
our_model	Round_2_Replicate_3	-11257.9	22531.8	156.33	20003.25	1.4978,0.4269,0.8194,0.4092,0.7146,6.5165,0.0739,0.075
our_model	Round_2_Replicate_4	-11200.82	22417.64	44.68	20043.13	1.5135,0.4697,0.8723,0.3781,0.9202,4.9993,0.0897,0.0587
our_model	Round_2_Replicate_5	-11219.31	22454.62	82.18	20098.97	1.5226,0.4399,0.9518,0.5894,0.777,5.2926,0.0864,0.0611
our_model	Round_2_Replicate_6	-11193.08	22402.16	29.24	20095.79	1.4828,0.4606,0.9085,0.4836,0.9061,4.9156,0.0895,0.0591
our_model	Round_2_Replicate_7	-11188.72	22393.44	21.09	19995.67	1.5068,0.528,1.0729,0.5097,1.0854,1.169,0.1067,0.043
our_model	Round_2_Replicate_8	-11290.22	22596.44	222.28	20056.24	1.5347,0.4006,0.8279,0.4731,0.6347,6.979,0.0688,0.0783
our_model	Round_2_Replicate_9	-11260.43	22536.86	162.15	20142.91	1.4701,0.4172,0.8292,0.435,0.6891,6.5478,0.0727,0.0735
our_model	Round_2_Replicate_10	-11190.31	22396.62	23.82	20105.84	1.4719,0.4671,0.9006,0.4951,0.9893,4.6984,0.0926,0.0573
our_model	Round_2_Replicate_11	-11250.9	22517.8	141.84	20067.7	1.4809,0.4181,0.8012,0.4572,0.8625,6.7424,0.0757,0.0754
our_model	Round_2_Replicate_12	-11386.78	22789.56	404.91	20154.93	1.4459,0.3658,0.6908,0.3824,0.7457,8.5631,0.0543,0.0981
our_model	Round_2_Replicate_13	-11199.8	22415.6	42.4	20133.78	1.4679,0.4539,0.8762,0.4569,0.908,5.2146,0.087,0.0612
our_model	Round_2_Replicate_14	-11265.49	22546.98	173.11	20377.48	1.4311,0.3972,0.8648,0.573,0.7315,6.6617,0.0725,0.0707
our_model	Round_2_Replicate_15	-11199.09	22414.18	41.21	20174.37	1.4639,0.4512,0.9001,0.4871,0.8741,5.0716,0.0868,0.0602
our_model	Round_2_Replicate_16	-11306.93	22629.86	256.51	20210.53	1.4634,0.3829,0.8709,0.6705,0.6,7.1149,0.069,0.0784
our_model	Round_2_Replicate_17	-11182.79	22381.58	8.99	19997.32	1.4851,0.4936,0.9272,0.48,1.0626,3.7367,0.099,0.0531
our_model	Round_2_Replicate_18	-11342.97	22701.94	333.81	20302.96	1.494,0.3735,0.8856,0.5989,0.4764,7.2394,0.0641,0.0771
our_model	Round_2_Replicate_19	-11180.88	22377.76	5.21	20030.7	1.4927,0.5072,0.9713,0.4734,1.0703,2.6855,0.1019,0.0482
our_model	Round_2_Replicate_20	-11181.48	22378.96	6.4	20034.31	1.4881,0.4909,0.9331,0.4719,1.036,3.6853,0.0984,0.0524
