83829   , -118606     , array([ 0.195726   ,  0.0335738  ,  0.174967   ,  1.90241e-21,  0.112967   ])
83830   , -118581     , array([ 0.195922   ,  0.0335738  ,  0.174967   ,  1.90241e-21,  0.112967   ])
83831   , -118491     , array([ 0.195726   ,  0.0336074  ,  0.174967   ,  1.90241e-21,  0.112967   ])
83832   , -118602     , array([ 0.195726   ,  0.0335738  ,  0.175142   ,  1.90241e-21,  0.112967   ])
83833   , -118606     , array([ 0.195726   ,  0.0335738  ,  0.174967   ,  1.90432e-21,  0.112967   ])
83834   , -118736     , array([ 0.195726   ,  0.0335738  ,  0.174967   ,  1.90241e-21,  0.11308    ])
83835   , -118606     , array([ 0.195726   ,  0.0335738  ,  0.174967   ,  1.90241e-21,  0.112967   ])
83836   , -22583.1    , array([ 0.225546   ,  0.0650208  ,  0.178234   ,  1.90241e-21,  0.0533518  ])
83837   , -22583.1    , array([ 0.225546   ,  0.0650208  ,  0.178234   ,  1.90241e-21,  0.0533518  ])
83838   , -22567.2    , array([ 0.225772   ,  0.0650208  ,  0.178234   ,  1.90241e-21,  0.0533518  ])
83839   , -22561.2    , array([ 0.225546   ,  0.0650858  ,  0.178234   ,  1.90241e-21,  0.0533518  ])
83840   , -22582.6    , array([ 0.225546   ,  0.0650208  ,  0.178412   ,  1.90241e-21,  0.0533518  ])
83841   , -22583.1    , array([ 0.225546   ,  0.0650208  ,  0.178234   ,  1.90432e-21,  0.0533518  ])
83842   , -22617.9    , array([ 0.225546   ,  0.0650208  ,  0.178234   ,  1.90241e-21,  0.0534051  ])
83850   , -22520.7    , array([ 0.226296   ,  0.0649105  ,  0.178218   ,  1.90241e-21,  0.0532796  ])
83851   , -22520.7    , array([ 0.226296   ,  0.0649105  ,  0.178218   ,  1.90241e-21,  0.0532796  ])
83852   , -22504.9    , array([ 0.226523   ,  0.0649105  ,  0.178218   ,  1.90241e-21,  0.0532796  ])
83853   , -22498.8    , array([ 0.226296   ,  0.0649754  ,  0.178218   ,  1.90241e-21,  0.0532796  ])
83854   , -22520.2    , array([ 0.226296   ,  0.0649105  ,  0.178397   ,  1.90241e-21,  0.0532796  ])
83855   , -22520.7    , array([ 0.226296   ,  0.0649105  ,  0.178218   ,  1.90432e-21,  0.0532796  ])
83856   , -22555.4    , array([ 0.226296   ,  0.0649105  ,  0.178218   ,  1.90241e-21,  0.0533329  ])
83857   , -16887.1    , array([ 0.377035   ,  0.0499922  ,  0.175893   ,  1.90241e-21,  0.0432721  ])
83858   , -16887.1    , array([ 0.377035   ,  0.0499922  ,  0.175893   ,  1.90241e-21,  0.0432721  ])
83859   , -16881      , array([ 0.377413   ,  0.0499922  ,  0.175893   ,  1.90241e-21,  0.0432721  ])
83860   , -16859.6    , array([ 0.377035   ,  0.0500423  ,  0.175893   ,  1.90241e-21,  0.0432721  ])
83861   , -16886.8    , array([ 0.377035   ,  0.0499922  ,  0.176069   ,  1.90241e-21,  0.0432721  ])
83862   , -16887.1    , array([ 0.377035   ,  0.0499922  ,  0.175893   ,  1.90432e-21,  0.0432721  ])
83863   , -16918.7    , array([ 0.377035   ,  0.0499922  ,  0.175893   ,  1.90241e-21,  0.0433154  ])
83864   , -5096.98    , array([ 0.0180318  ,  0.00138029 ,  1.67768e-07,  1.90241e-21,  0.000665382])
83865   , -5096.98    , array([ 0.0180318  ,  0.00138029 ,  1.67768e-07,  1.90241e-21,  0.000665382])
83866   , -5095.47    , array([ 0.0180498  ,  0.00138029 ,  1.67768e-07,  1.90241e-21,  0.000665382])
83867   , -5086.01    , array([ 0.0180318  ,  0.00138168 ,  1.67768e-07,  1.90241e-21,  0.000665382])
83868   , -5096.98    , array([ 0.0180318  ,  0.00138029 ,  1.67936e-07,  1.90241e-21,  0.000665382])
83869   , -5096.98    , array([ 0.0180318  ,  0.00138029 ,  1.67768e-07,  1.90432e-21,  0.000665382])
83870   , -5109.38    , array([ 0.0180318  ,  0.00138029 ,  1.67768e-07,  1.90241e-21,  0.000666047])
83878   , -5096.06    , array([ 0.0180177  ,  0.00137909 ,  1.67645e-07,  1.90241e-21,  0.000664754])
83879   , -5096.06    , array([ 0.0180177  ,  0.00137909 ,  1.67645e-07,  1.90241e-21,  0.000664754])
83880   , -5094.56    , array([ 0.0180358  ,  0.00137909 ,  1.67645e-07,  1.90241e-21,  0.000664754])
83881   , -5085.1     , array([ 0.0180177  ,  0.00138047 ,  1.67645e-07,  1.90241e-21,  0.000664754])
83882   , -5096.06    , array([ 0.0180177  ,  0.00137909 ,  1.67813e-07,  1.90241e-21,  0.000664754])
83883   , -5096.06    , array([ 0.0180177  ,  0.00137909 ,  1.67645e-07,  1.90432e-21,  0.000664754])
83884   , -5108.47    , array([ 0.0180177  ,  0.00137909 ,  1.67645e-07,  1.90241e-21,  0.000665419])
83892   , -5095.99    , array([ 0.0180166  ,  0.00137899 ,  1.67635e-07,  1.90241e-21,  0.000664702])
83893   , -5095.99    , array([ 0.0180166  ,  0.00137899 ,  1.67635e-07,  1.90241e-21,  0.000664702])
83894   , -5094.49    , array([ 0.0180346  ,  0.00137899 ,  1.67635e-07,  1.90241e-21,  0.000664702])
83895   , -5085.02    , array([ 0.0180166  ,  0.00138037 ,  1.67635e-07,  1.90241e-21,  0.000664702])
83896   , -5095.99    , array([ 0.0180166  ,  0.00137899 ,  1.67802e-07,  1.90241e-21,  0.000664702])
83897   , -5095.99    , array([ 0.0180166  ,  0.00137899 ,  1.67635e-07,  1.90432e-21,  0.000664702])
83898   , -5108.39    , array([ 0.0180166  ,  0.00137899 ,  1.67635e-07,  1.90241e-21,  0.000665367])
83906   , -5095.95    , array([ 0.0180161  ,  0.00137894 ,  1.6763e-07 ,  1.90241e-21,  0.000664679])
83907   , -5095.95    , array([ 0.0180161  ,  0.00137894 ,  1.6763e-07 ,  1.90241e-21,  0.000664679])
83908   , -5094.45    , array([ 0.0180341  ,  0.00137894 ,  1.6763e-07 ,  1.90241e-21,  0.000664679])
83909   , -5084.99    , array([ 0.0180161  ,  0.00138032 ,  1.6763e-07 ,  1.90241e-21,  0.000664679])
83910   , -5095.95    , array([ 0.0180161  ,  0.00137894 ,  1.67798e-07,  1.90241e-21,  0.000664679])
83911   , -5095.95    , array([ 0.0180161  ,  0.00137894 ,  1.6763e-07 ,  1.90432e-21,  0.000664679])
83912   , -5108.36    , array([ 0.0180161  ,  0.00137894 ,  1.6763e-07 ,  1.90241e-21,  0.000665344])
83920   , -5095.94    , array([ 0.0180158  ,  0.00137892 ,  1.67628e-07,  1.90241e-21,  0.000664669])
83921   , -5095.94    , array([ 0.0180158  ,  0.00137892 ,  1.67628e-07,  1.90241e-21,  0.000664669])
83922   , -5094.44    , array([ 0.0180339  ,  0.00137892 ,  1.67628e-07,  1.90241e-21,  0.000664669])
