120921  , -45430.1    , array([ 19.5244    ,  1.82457    ,  1.64218e-71,  1.5344e-09 ,  0.967532   ])
120922  , -45436.5    , array([ 19.544     ,  1.82457    ,  1.64218e-71,  1.5344e-09 ,  0.967532   ])
120923  , -45422.9    , array([ 19.5244    ,  1.8264     ,  1.64218e-71,  1.5344e-09 ,  0.967532   ])
120924  , -45430.1    , array([ 19.5244    ,  1.82457    ,  1.64382e-71,  1.5344e-09 ,  0.967532   ])
120925  , -45430.1    , array([ 19.5244    ,  1.82457    ,  1.64218e-71,  1.53594e-09,  0.967532   ])
120926  , -45461.7    , array([ 19.5244    ,  1.82457    ,  1.64218e-71,  1.5344e-09 ,  0.9685     ])
120927  , -45430.1    , array([ 19.5244    ,  1.82457    ,  1.64218e-71,  1.5344e-09 ,  0.967532   ])
120928  , -32961      , array([ 16.0635    ,  2.26957    ,  1.64218e-71,  1.5344e-09 ,  0.368008   ])
120929  , -32961      , array([ 16.0635    ,  2.26957    ,  1.64218e-71,  1.5344e-09 ,  0.368008   ])
120930  , -32966.1    , array([ 16.0796    ,  2.26957    ,  1.64218e-71,  1.5344e-09 ,  0.368008   ])
120931  , -32981.3    , array([ 16.0635    ,  2.27184    ,  1.64218e-71,  1.5344e-09 ,  0.368008   ])
120932  , -32961      , array([ 16.0635    ,  2.26957    ,  1.64382e-71,  1.5344e-09 ,  0.368008   ])
120933  , -32961      , array([ 16.0635    ,  2.26957    ,  1.64218e-71,  1.53594e-09,  0.368008   ])
120934  , -32958.9    , array([ 16.0635    ,  2.26957    ,  1.64218e-71,  1.5344e-09 ,  0.368376   ])
120935  , -13411.4    , array([ 8.95369    ,  0.691554   ,  1.64218e-71,  1.5344e-09 ,  0.142977   ])
120936  , -13411.4    , array([ 8.95369    ,  0.691554   ,  1.64218e-71,  1.5344e-09 ,  0.142977   ])
120937  , -13413.4    , array([ 8.96265    ,  0.691554   ,  1.64218e-71,  1.5344e-09 ,  0.142977   ])
120938  , -13427.4    , array([ 8.95369    ,  0.692246   ,  1.64218e-71,  1.5344e-09 ,  0.142977   ])
120939  , -13411.4    , array([ 8.95369    ,  0.691554   ,  1.64382e-71,  1.5344e-09 ,  0.142977   ])
120940  , -13411.4    , array([ 8.95369    ,  0.691554   ,  1.64218e-71,  1.53594e-09,  0.142977   ])
120941  , -13404.6    , array([ 8.95369    ,  0.691554   ,  1.64218e-71,  1.5344e-09 ,  0.14312    ])
120949  , -13408.8    , array([ 8.96872    ,  0.691131   ,  1.64218e-71,  1.5344e-09 ,  0.142897   ])
120950  , -13408.8    , array([ 8.96872    ,  0.691131   ,  1.64218e-71,  1.5344e-09 ,  0.142897   ])
120951  , -13410.8    , array([ 8.9777     ,  0.691131   ,  1.64218e-71,  1.5344e-09 ,  0.142897   ])
120952  , -13424.8    , array([ 8.96872    ,  0.691823   ,  1.64218e-71,  1.5344e-09 ,  0.142897   ])
120953  , -13408.8    , array([ 8.96872    ,  0.691131   ,  1.64382e-71,  1.5344e-09 ,  0.142897   ])
120954  , -13408.8    , array([ 8.96872    ,  0.691131   ,  1.64218e-71,  1.53594e-09,  0.142897   ])
120955  , -13402.1    , array([ 8.96872    ,  0.691131   ,  1.64218e-71,  1.5344e-09 ,  0.14304    ])
120956  , -13406.2    , array([ 8.98381    ,  0.690708   ,  1.64218e-71,  1.5344e-09 ,  0.142817   ])
120957  , -13406.2    , array([ 8.98381    ,  0.690708   ,  1.64218e-71,  1.5344e-09 ,  0.142817   ])
120958  , -13408.2    , array([ 8.9928     ,  0.690708   ,  1.64218e-71,  1.5344e-09 ,  0.142817   ])
120959  , -13422.2    , array([ 8.98381    ,  0.691399   ,  1.64218e-71,  1.5344e-09 ,  0.142817   ])
120960  , -13406.2    , array([ 8.98381    ,  0.690708   ,  1.64382e-71,  1.5344e-09 ,  0.142817   ])
120961  , -13406.2    , array([ 8.98381    ,  0.690708   ,  1.64218e-71,  1.53594e-09,  0.142817   ])
120962  , -13399.5    , array([ 8.98381    ,  0.690708   ,  1.64218e-71,  1.5344e-09 ,  0.14296    ])
120970  , -13405.5    , array([ 8.98759    ,  0.690602   ,  1.64218e-71,  1.5344e-09 ,  0.142797   ])
120971  , -13405.5    , array([ 8.98759    ,  0.690602   ,  1.64218e-71,  1.5344e-09 ,  0.142797   ])
120972  , -13407.6    , array([ 8.99658    ,  0.690602   ,  1.64218e-71,  1.5344e-09 ,  0.142797   ])
120973  , -13421.5    , array([ 8.98759    ,  0.691293   ,  1.64218e-71,  1.5344e-09 ,  0.142797   ])
120974  , -13405.5    , array([ 8.98759    ,  0.690602   ,  1.64382e-71,  1.5344e-09 ,  0.142797   ])
120975  , -13405.5    , array([ 8.98759    ,  0.690602   ,  1.64218e-71,  1.53594e-09,  0.142797   ])
120976  , -13398.8    , array([ 8.98759    ,  0.690602   ,  1.64218e-71,  1.5344e-09 ,  0.14294    ])
120977  , -13404.9    , array([ 8.99138    ,  0.690496   ,  1.64218e-71,  1.5344e-09 ,  0.142777   ])
120978  , -13404.9    , array([ 8.99138    ,  0.690496   ,  1.64218e-71,  1.5344e-09 ,  0.142777   ])
120979  , -13406.9    , array([ 9.00037    ,  0.690496   ,  1.64218e-71,  1.5344e-09 ,  0.142777   ])
120980  , -13420.9    , array([ 8.99138    ,  0.691187   ,  1.64218e-71,  1.5344e-09 ,  0.142777   ])
120981  , -13404.9    , array([ 8.99138    ,  0.690496   ,  1.64382e-71,  1.5344e-09 ,  0.142777   ])
120982  , -13404.9    , array([ 8.99138    ,  0.690496   ,  1.64218e-71,  1.53594e-09,  0.142777   ])
120983  , -13398.2    , array([ 8.99138    ,  0.690496   ,  1.64218e-71,  1.5344e-09 ,  0.14292    ])
120991  , -13404.7    , array([ 8.99232    ,  0.69047    ,  1.64218e-71,  1.5344e-09 ,  0.142772   ])
120992  , -13404.7    , array([ 8.99232    ,  0.69047    ,  1.64218e-71,  1.5344e-09 ,  0.142772   ])
120993  , -13406.8    , array([ 9.00132    ,  0.69047    ,  1.64218e-71,  1.5344e-09 ,  0.142772   ])
120994  , -13420.7    , array([ 8.99232    ,  0.69116    ,  1.64218e-71,  1.5344e-09 ,  0.142772   ])
120995  , -13404.7    , array([ 8.99232    ,  0.69047    ,  1.64382e-71,  1.5344e-09 ,  0.142772   ])
120996  , -13404.7    , array([ 8.99232    ,  0.69047    ,  1.64218e-71,  1.53594e-09,  0.142772   ])
120997  , -13398      , array([ 8.99232    ,  0.69047    ,  1.64218e-71,  1.5344e-09 ,  0.142915   ])
120998  , -13404.5    , array([ 8.99327    ,  0.690443   ,  1.64218e-71,  1.5344e-09 ,  0.142767   ])
120999  , -13404.5    , array([ 8.99327    ,  0.690443   ,  1.64218e-71,  1.5344e-09 ,  0.142767   ])
121000  , -13406.6    , array([ 9.00227    ,  0.690443   ,  1.64218e-71,  1.5344e-09 ,  0.142767   ])
121001  , -13420.6    , array([ 8.99327    ,  0.691134   ,  1.64218e-71,  1.5344e-09 ,  0.142767   ])
121002  , -13404.5    , array([ 8.99327    ,  0.690443   ,  1.64382e-71,  1.5344e-09 ,  0.142767   ])
121003  , -13404.5    , array([ 8.99327    ,  0.690443   ,  1.64218e-71,  1.53594e-09,  0.142767   ])
121004  , -13397.8    , array([ 8.99327    ,  0.690443   ,  1.64218e-71,  1.5344e-09 ,  0.14291    ])
121012  , -13404.5    , array([ 8.99351    ,  0.690436   ,  1.64218e-71,  1.5344e-09 ,  0.142766   ])
121013  , -13404.5    , array([ 8.99351    ,  0.690436   ,  1.64218e-71,  1.5344e-09 ,  0.142766   ])
121014  , -13406.6    , array([ 9.0025     ,  0.690436   ,  1.64218e-71,  1.5344e-09 ,  0.142766   ])
121015  , -13420.5    , array([ 8.99351    ,  0.691127   ,  1.64218e-71,  1.5344e-09 ,  0.142766   ])
121016  , -13404.5    , array([ 8.99351    ,  0.690436   ,  1.64382e-71,  1.5344e-09 ,  0.142766   ])
121017  , -13404.5    , array([ 8.99351    ,  0.690436   ,  1.64218e-71,  1.53594e-09,  0.142766   ])
121018  , -13397.8    , array([ 8.99351    ,  0.690436   ,  1.64218e-71,  1.5344e-09 ,  0.142909   ])
121019  , -13404.5    , array([ 8.99374    ,  0.69043    ,  1.64218e-71,  1.5344e-09 ,  0.142764   ])
121020  , -13404.5    , array([ 8.99374    ,  0.69043    ,  1.64218e-71,  1.5344e-09 ,  0.142764   ])
121021  , -13406.5    , array([ 9.00274    ,  0.69043    ,  1.64218e-71,  1.5344e-09 ,  0.142764   ])
121022  , -13420.5    , array([ 8.99374    ,  0.691121   ,  1.64218e-71,  1.5344e-09 ,  0.142764   ])
121023  , -13404.5    , array([ 8.99374    ,  0.69043    ,  1.64382e-71,  1.5344e-09 ,  0.142764   ])
121024  , -13404.5    , array([ 8.99374    ,  0.69043    ,  1.64218e-71,  1.53594e-09,  0.142764   ])
121025  , -13397.7    , array([ 8.99374    ,  0.69043    ,  1.64218e-71,  1.5344e-09 ,  0.142907   ])
121026  , -9693.4     , array([ 44.2279    ,  0.386311   ,  1.64218e-71,  1.5344e-09 ,  0.0839919  ])
121027  , -9693.4     , array([ 44.2279    ,  0.386311   ,  1.64218e-71,  1.5344e-09 ,  0.0839919  ])
121028  , -9693.68    , array([ 44.2721    ,  0.386311   ,  1.64218e-71,  1.5344e-09 ,  0.0839919  ])
121029  , -9709.18    , array([ 44.2279    ,  0.386697   ,  1.64218e-71,  1.5344e-09 ,  0.0839919  ])
121030  , -9693.4     , array([ 44.2279    ,  0.386311   ,  1.64382e-71,  1.5344e-09 ,  0.0839919  ])
121031  , -9693.4     , array([ 44.2279    ,  0.386311   ,  1.64218e-71,  1.53594e-09,  0.0839919  ])
121032  , -9684.46    , array([ 44.2279    ,  0.386311   ,  1.64218e-71,  1.5344e-09 ,  0.084076   ])
121033  , -9693.38    , array([ 44.2284    ,  0.386309   ,  1.64218e-71,  1.5344e-09 ,  0.0839916  ])
121034  , -9693.38    , array([ 44.2284    ,  0.386309   ,  1.64218e-71,  1.5344e-09 ,  0.0839916  ])
121035  , -9693.66    , array([ 44.2726    ,  0.386309   ,  1.64218e-71,  1.5344e-09 ,  0.0839916  ])
121036  , -9709.16    , array([ 44.2284    ,  0.386696   ,  1.64218e-71,  1.5344e-09 ,  0.0839916  ])
