17942   , -2197.39    , array([ 2.59277    ,  0.0432639  ,  2.96795e-34,  0.000370384])
17943   , -2197.39    , array([ 2.59536    ,  0.0432639  ,  2.96795e-34,  0.000370384])
17944   , -2197.52    , array([ 2.59277    ,  0.0433071  ,  2.96795e-34,  0.000370384])
17945   , -2197.39    , array([ 2.59277    ,  0.0432639  ,  2.97092e-34,  0.000370384])
17946   , -2197.27    , array([ 2.59277    ,  0.0432639  ,  2.96795e-34,  0.000370755])
17947   , -2197.39    , array([ 2.59277    ,  0.0432639  ,  2.96795e-34,  0.000370384])
17948   , -1919.56    , array([ 2.59277    ,  0.0208684  ,  2.96795e-34,  0.000745085])
17949   , -1919.56    , array([ 2.59277    ,  0.0208684  ,  2.96795e-34,  0.000745085])
17950   , -1919.56    , array([ 2.59536    ,  0.0208684  ,  2.96795e-34,  0.000745085])
17951   , -1919.8     , array([ 2.59277    ,  0.0208893  ,  2.96795e-34,  0.000745085])
17952   , -1919.56    , array([ 2.59277    ,  0.0208684  ,  2.97092e-34,  0.000745085])
17953   , -1919.33    , array([ 2.59277    ,  0.0208684  ,  2.96795e-34,  0.000745831])
17954   , -2180.41    , array([ 2.59277    ,  0.00112966 ,  2.96795e-34,  0.0122017  ])
17955   , -2180.41    , array([ 2.59277    ,  0.00112966 ,  2.96795e-34,  0.0122017  ])
17956   , -2180.41    , array([ 2.59536    ,  0.00112966 ,  2.96795e-34,  0.0122017  ])
17957   , -2178.91    , array([ 2.59277    ,  0.00113079 ,  2.96795e-34,  0.0122017  ])
17958   , -2180.41    , array([ 2.59277    ,  0.00112966 ,  2.97092e-34,  0.0122017  ])
17959   , -2182.02    , array([ 2.59277    ,  0.00112966 ,  2.96795e-34,  0.0122139  ])
17960   , -5386.62    , array([ 2.59277    ,  0.00460346 ,  2.96795e-34,  0.00317316 ])
17961   , -5386.62    , array([ 2.59277    ,  0.00460346 ,  2.96795e-34,  0.00317316 ])
17962   , -5386.62    , array([ 2.59536    ,  0.00460346 ,  2.96795e-34,  0.00317316 ])
17963   , -5382.59    , array([ 2.59277    ,  0.00460806 ,  2.96795e-34,  0.00317316 ])
17964   , -5386.62    , array([ 2.59277    ,  0.00460346 ,  2.97092e-34,  0.00317316 ])
17965   , -5390.4     , array([ 2.59277    ,  0.00460346 ,  2.96795e-34,  0.00317633 ])
17966   , -1822.4     , array([ 2.59277    ,  0.0165321  ,  2.96795e-34,  0.000931513])
