86491   , -3739.35    , array([ 0.0887896  ,  0.00316464 ,  7.7426e-29 ,  2.37071e-23,  0.00142752 ])
86492   , -3739.13    , array([ 0.0888785  ,  0.00316464 ,  7.7426e-29 ,  2.37071e-23,  0.00142752 ])
86493   , -3730.39    , array([ 0.0887896  ,  0.00316781 ,  7.7426e-29 ,  2.37071e-23,  0.00142752 ])
86494   , -3739.35    , array([ 0.0887896  ,  0.00316464 ,  7.75034e-29,  2.37071e-23,  0.00142752 ])
86495   , -3739.35    , array([ 0.0887896  ,  0.00316464 ,  7.7426e-29 ,  2.37308e-23,  0.00142752 ])
86496   , -3748.37    , array([ 0.0887896  ,  0.00316464 ,  7.7426e-29 ,  2.37071e-23,  0.00142895 ])
86497   , -3739.35    , array([ 0.0887896  ,  0.00316464 ,  7.7426e-29 ,  2.37071e-23,  0.00142752 ])
86498   , -19073      , array([ 0.0903327  ,  0.00644505 ,  7.7426e-29 ,  2.37071e-23,  0.000697029])
86499   , -19073      , array([ 0.0903327  ,  0.00644505 ,  7.7426e-29 ,  2.37071e-23,  0.000697029])
86500   , -19073.8    , array([ 0.090423   ,  0.00644505 ,  7.7426e-29 ,  2.37071e-23,  0.000697029])
86501   , -19097      , array([ 0.0903327  ,  0.00645149 ,  7.7426e-29 ,  2.37071e-23,  0.000697029])
86502   , -19073      , array([ 0.0903327  ,  0.00644505 ,  7.75034e-29,  2.37071e-23,  0.000697029])
86503   , -19073      , array([ 0.0903327  ,  0.00644505 ,  7.7426e-29 ,  2.37308e-23,  0.000697029])
86504   , -19048.3    , array([ 0.0903327  ,  0.00644505 ,  7.7426e-29 ,  2.37071e-23,  0.000697727])
86505   , -2516.19    , array([ 0.089075   ,  0.00361291 ,  7.7426e-29 ,  2.37071e-23,  0.0012491  ])
86506   , -2516.19    , array([ 0.089075   ,  0.00361291 ,  7.7426e-29 ,  2.37071e-23,  0.0012491  ])
86507   , -2516.05    , array([ 0.0891641  ,  0.00361291 ,  7.7426e-29 ,  2.37071e-23,  0.0012491  ])
86508   , -2515.9     , array([ 0.089075   ,  0.00361652 ,  7.7426e-29 ,  2.37071e-23,  0.0012491  ])
86509   , -2516.19    , array([ 0.089075   ,  0.00361291 ,  7.75034e-29,  2.37071e-23,  0.0012491  ])
86510   , -2516.19    , array([ 0.089075   ,  0.00361291 ,  7.7426e-29 ,  2.37308e-23,  0.0012491  ])
86511   , -2516.54    , array([ 0.089075   ,  0.00361291 ,  7.7426e-29 ,  2.37071e-23,  0.00125035 ])
86519   , -2516.18    , array([ 0.0890812  ,  0.00361286 ,  7.7426e-29 ,  2.37071e-23,  0.00124908 ])
86520   , -2516.18    , array([ 0.0890812  ,  0.00361286 ,  7.7426e-29 ,  2.37071e-23,  0.00124908 ])
86521   , -2516.04    , array([ 0.0891703  ,  0.00361286 ,  7.7426e-29 ,  2.37071e-23,  0.00124908 ])
86522   , -2515.89    , array([ 0.0890812  ,  0.00361648 ,  7.7426e-29 ,  2.37071e-23,  0.00124908 ])
86523   , -2516.18    , array([ 0.0890812  ,  0.00361286 ,  7.75034e-29,  2.37071e-23,  0.00124908 ])
86524   , -2516.18    , array([ 0.0890812  ,  0.00361286 ,  7.7426e-29 ,  2.37308e-23,  0.00124908 ])
86525   , -2516.53    , array([ 0.0890812  ,  0.00361286 ,  7.7426e-29 ,  2.37071e-23,  0.00125033 ])
86526   , -2500.45    , array([ 0.108729   ,  0.00348076 ,  7.7426e-29 ,  2.37071e-23,  0.00120563 ])
86527   , -2500.45    , array([ 0.108729   ,  0.00348076 ,  7.7426e-29 ,  2.37071e-23,  0.00120563 ])
