7359    , -61377.3    , array([ 0.0342417  ,  9.28147    ,  1.83358e-07,  5.28001e-28,  0.00119772 ])
7360    , -61387.4    , array([ 0.0342759  ,  9.28147    ,  1.83358e-07,  5.28001e-28,  0.00119772 ])
7361    , -61377.4    , array([ 0.0342417  ,  9.29076    ,  1.83358e-07,  5.28001e-28,  0.00119772 ])
7362    , -61377.3    , array([ 0.0342417  ,  9.28147    ,  1.83541e-07,  5.28001e-28,  0.00119772 ])
7363    , -61377.3    , array([ 0.0342417  ,  9.28147    ,  1.83358e-07,  5.28529e-28,  0.00119772 ])
7364    , -61367      , array([ 0.0342417  ,  9.28147    ,  1.83358e-07,  5.28001e-28,  0.00119892 ])
7365    , -61377.3    , array([ 0.0342417  ,  9.28147    ,  1.83358e-07,  5.28001e-28,  0.00119772 ])
7366    , -56396.7    , array([ 0.0169217  ,  9.21542    ,  1.83358e-07,  5.28001e-28,  0.00246891 ])
7367    , -56396.7    , array([ 0.0169217  ,  9.21542    ,  1.83358e-07,  5.28001e-28,  0.00246891 ])
7368    , -56385.2    , array([ 0.0169386  ,  9.21542    ,  1.83358e-07,  5.28001e-28,  0.00246891 ])
7369    , -56396.8    , array([ 0.0169217  ,  9.22464    ,  1.83358e-07,  5.28001e-28,  0.00246891 ])
7370    , -56396.7    , array([ 0.0169217  ,  9.21542    ,  1.83541e-07,  5.28001e-28,  0.00246891 ])
7371    , -56396.7    , array([ 0.0169217  ,  9.21542    ,  1.83358e-07,  5.28529e-28,  0.00246891 ])
7372    , -56407.1    , array([ 0.0169217  ,  9.21542    ,  1.83358e-07,  5.28001e-28,  0.00247138 ])
7373    , -55338.8    , array([ 0.0243771  ,  9.24957    ,  1.83358e-07,  5.28001e-28,  0.00169748 ])
7374    , -55338.8    , array([ 0.0243771  ,  9.24957    ,  1.83358e-07,  5.28001e-28,  0.00169748 ])
7375    , -55344.4    , array([ 0.0244015  ,  9.24957    ,  1.83358e-07,  5.28001e-28,  0.00169748 ])
7376    , -55338.9    , array([ 0.0243771  ,  9.25882    ,  1.83358e-07,  5.28001e-28,  0.00169748 ])
7377    , -55338.8    , array([ 0.0243771  ,  9.24957    ,  1.83541e-07,  5.28001e-28,  0.00169748 ])
7378    , -55338.8    , array([ 0.0243771  ,  9.24957    ,  1.83358e-07,  5.28529e-28,  0.00169748 ])
7379    , -55332.7    , array([ 0.0243771  ,  9.24957    ,  1.83358e-07,  5.28001e-28,  0.00169918 ])
7387    , -55338.6    , array([ 0.0243839  ,  9.24868    ,  1.83358e-07,  5.28001e-28,  0.00169798 ])
7388    , -55338.6    , array([ 0.0243839  ,  9.24868    ,  1.83358e-07,  5.28001e-28,  0.00169798 ])
7389    , -55344.2    , array([ 0.0244082  ,  9.24868    ,  1.83358e-07,  5.28001e-28,  0.00169798 ])
7390    , -55338.7    , array([ 0.0243839  ,  9.25793    ,  1.83358e-07,  5.28001e-28,  0.00169798 ])
7391    , -55338.6    , array([ 0.0243839  ,  9.24868    ,  1.83541e-07,  5.28001e-28,  0.00169798 ])
7392    , -55338.6    , array([ 0.0243839  ,  9.24868    ,  1.83358e-07,  5.28529e-28,  0.00169798 ])
7393    , -55332.5    , array([ 0.0243839  ,  9.24868    ,  1.83358e-07,  5.28001e-28,  0.00169968 ])
7394    , -55338.3    , array([ 0.0243906  ,  9.24779    ,  1.83358e-07,  5.28001e-28,  0.00169848 ])
7395    , -55338.3    , array([ 0.0243906  ,  9.24779    ,  1.83358e-07,  5.28001e-28,  0.00169848 ])
7396    , -55343.9    , array([ 0.024415   ,  9.24779    ,  1.83358e-07,  5.28001e-28,  0.00169848 ])
7397    , -55338.4    , array([ 0.0243906  ,  9.25704    ,  1.83358e-07,  5.28001e-28,  0.00169848 ])
7398    , -55338.3    , array([ 0.0243906  ,  9.24779    ,  1.83541e-07,  5.28001e-28,  0.00169848 ])
7399    , -55338.3    , array([ 0.0243906  ,  9.24779    ,  1.83358e-07,  5.28529e-28,  0.00169848 ])
7400    , -55332.2    , array([ 0.0243906  ,  9.24779    ,  1.83358e-07,  5.28001e-28,  0.00170018 ])
7401    , -136803     , array([ 22.9335    ,  0.867859   ,  1.83358e-07,  5.28001e-28,  2.38072    ])
7402    , -136803     , array([ 22.9335    ,  0.867859   ,  1.83358e-07,  5.28001e-28,  2.38072    ])
7403    , -136812     , array([ 22.9565    ,  0.867859   ,  1.83358e-07,  5.28001e-28,  2.38072    ])
7404    , -136710     , array([ 22.9335    ,  0.868727   ,  1.83358e-07,  5.28001e-28,  2.38072    ])
7405    , -136803     , array([ 22.9335    ,  0.867859   ,  1.83541e-07,  5.28001e-28,  2.38072    ])
7406    , -136803     , array([ 22.9335    ,  0.867859   ,  1.83358e-07,  5.28529e-28,  2.38072    ])
7407    , -136920     , array([ 22.9335    ,  0.867859   ,  1.83358e-07,  5.28001e-28,  2.3831     ])
7408    , -49675      , array([ 0.221458   ,  4.31438    ,  1.83358e-07,  5.28001e-28,  0.017539   ])
7409    , -49675      , array([ 0.221458   ,  4.31438    ,  1.83358e-07,  5.28001e-28,  0.017539   ])
7410    , -49680.4    , array([ 0.22168    ,  4.31438    ,  1.83358e-07,  5.28001e-28,  0.017539   ])
7411    , -49677.3    , array([ 0.221458   ,  4.3187     ,  1.83358e-07,  5.28001e-28,  0.017539   ])
7412    , -49675      , array([ 0.221458   ,  4.31438    ,  1.83541e-07,  5.28001e-28,  0.017539   ])
7413    , -49675      , array([ 0.221458   ,  4.31438    ,  1.83358e-07,  5.28529e-28,  0.017539   ])
7414    , -49665.3    , array([ 0.221458   ,  4.31438    ,  1.83358e-07,  5.28001e-28,  0.0175565  ])
7415    , -21663.1    , array([ 2.99214    ,  1.75444    ,  1.83358e-07,  5.28001e-28,  0.275827   ])
7416    , -21663.1    , array([ 2.99214    ,  1.75444    ,  1.83358e-07,  5.28001e-28,  0.275827   ])
7417    , -21664.5    , array([ 2.99513    ,  1.75444    ,  1.83358e-07,  5.28001e-28,  0.275827   ])
7418    , -21678      , array([ 2.99214    ,  1.7562     ,  1.83358e-07,  5.28001e-28,  0.275827   ])
7419    , -21663.1    , array([ 2.99214    ,  1.75444    ,  1.83541e-07,  5.28001e-28,  0.275827   ])
7420    , -21663.1    , array([ 2.99214    ,  1.75444    ,  1.83358e-07,  5.28529e-28,  0.275827   ])
7421    , -21661.8    , array([ 2.99214    ,  1.75444    ,  1.83358e-07,  5.28001e-28,  0.276102   ])
7422    , -22034.6    , array([ 4.34593    ,  1.54211    ,  1.83358e-07,  5.28001e-28,  0.40944    ])
7423    , -22034.6    , array([ 4.34593    ,  1.54211    ,  1.83358e-07,  5.28001e-28,  0.40944    ])
7424    , -22035.8    , array([ 4.35028    ,  1.54211    ,  1.83358e-07,  5.28001e-28,  0.40944    ])
7425    , -22043.2    , array([ 4.34593    ,  1.54365    ,  1.83358e-07,  5.28001e-28,  0.40944    ])
7426    , -22034.6    , array([ 4.34593    ,  1.54211    ,  1.83541e-07,  5.28001e-28,  0.40944    ])
7427    , -22034.6    , array([ 4.34593    ,  1.54211    ,  1.83358e-07,  5.28529e-28,  0.40944    ])
7428    , -22044.3    , array([ 4.34593    ,  1.54211    ,  1.83358e-07,  5.28001e-28,  0.40985    ])
7429    , -21201.6    , array([ 3.51918    ,  1.65877    ,  1.83358e-07,  5.28001e-28,  0.327495   ])
7430    , -21201.6    , array([ 3.51918    ,  1.65877    ,  1.83358e-07,  5.28001e-28,  0.327495   ])
7431    , -21202.8    , array([ 3.5227     ,  1.65877    ,  1.83358e-07,  5.28001e-28,  0.327495   ])
7432    , -21214.4    , array([ 3.51918    ,  1.66043    ,  1.83358e-07,  5.28001e-28,  0.327495   ])
7433    , -21201.6    , array([ 3.51918    ,  1.65877    ,  1.83541e-07,  5.28001e-28,  0.327495   ])
7434    , -21201.6    , array([ 3.51918    ,  1.65877    ,  1.83358e-07,  5.28529e-28,  0.327495   ])
7435    , -21204.6    , array([ 3.51918    ,  1.65877    ,  1.83358e-07,  5.28001e-28,  0.327823   ])
7443    , -21195      , array([ 3.55034    ,  1.65288    ,  1.83358e-07,  5.28001e-28,  0.330565   ])
7444    , -21195      , array([ 3.55034    ,  1.65288    ,  1.83358e-07,  5.28001e-28,  0.330565   ])
7445    , -21196.1    , array([ 3.55389    ,  1.65288    ,  1.83358e-07,  5.28001e-28,  0.330565   ])
7446    , -21207.6    , array([ 3.55034    ,  1.65454    ,  1.83358e-07,  5.28001e-28,  0.330565   ])
7447    , -21195      , array([ 3.55034    ,  1.65288    ,  1.83541e-07,  5.28001e-28,  0.330565   ])
7448    , -21195      , array([ 3.55034    ,  1.65288    ,  1.83358e-07,  5.28529e-28,  0.330565   ])
7449    , -21198.2    , array([ 3.55034    ,  1.65288    ,  1.83358e-07,  5.28001e-28,  0.330896   ])
7450    , -21181.7    , array([ 3.54388    ,  1.65159    ,  1.83358e-07,  5.28001e-28,  0.330414   ])
7451    , -21181.7    , array([ 3.54388    ,  1.65159    ,  1.83358e-07,  5.28001e-28,  0.330414   ])
7452    , -21182.8    , array([ 3.54743    ,  1.65159    ,  1.83358e-07,  5.28001e-28,  0.330414   ])
7453    , -21194.3    , array([ 3.54388    ,  1.65324    ,  1.83358e-07,  5.28001e-28,  0.330414   ])
7454    , -21181.7    , array([ 3.54388    ,  1.65159    ,  1.83542e-07,  5.28001e-28,  0.330414   ])
7455    , -21181.7    , array([ 3.54388    ,  1.65159    ,  1.83358e-07,  5.28529e-28,  0.330414   ])
7456    , -21184.9    , array([ 3.54388    ,  1.65159    ,  1.83358e-07,  5.28001e-28,  0.330745   ])
7457    , -21128.6    , array([ 3.51817    ,  1.64642    ,  1.83358e-07,  5.28001e-28,  0.329811   ])
7458    , -21128.6    , array([ 3.51817    ,  1.64642    ,  1.83358e-07,  5.28001e-28,  0.329811   ])
7459    , -21129.7    , array([ 3.52169    ,  1.64642    ,  1.83358e-07,  5.28001e-28,  0.329811   ])
7460    , -21141.2    , array([ 3.51817    ,  1.64806    ,  1.83358e-07,  5.28001e-28,  0.329811   ])
7461    , -21128.6    , array([ 3.51817    ,  1.64642    ,  1.83542e-07,  5.28001e-28,  0.329811   ])
7462    , -21128.6    , array([ 3.51817    ,  1.64642    ,  1.83358e-07,  5.28529e-28,  0.329811   ])
7463    , -21131.9    , array([ 3.51817    ,  1.64642    ,  1.83358e-07,  5.28001e-28,  0.330141   ])
7464    , -20921      , array([ 3.41717    ,  1.62589    ,  1.83359e-07,  5.28001e-28,  0.327408   ])
7465    , -20921      , array([ 3.41717    ,  1.62589    ,  1.83359e-07,  5.28001e-28,  0.327408   ])
7466    , -20921.8    , array([ 3.42058    ,  1.62589    ,  1.83359e-07,  5.28001e-28,  0.327408   ])
7467    , -20933.4    , array([ 3.41717    ,  1.62752    ,  1.83359e-07,  5.28001e-28,  0.327408   ])
7468    , -20921      , array([ 3.41717    ,  1.62589    ,  1.83542e-07,  5.28001e-28,  0.327408   ])
7469    , -20921      , array([ 3.41717    ,  1.62589    ,  1.83359e-07,  5.28529e-28,  0.327408   ])
7470    , -20924.5    , array([ 3.41717    ,  1.62589    ,  1.83359e-07,  5.28001e-28,  0.327736   ])
7471    , -20167      , array([ 3.04133    ,  1.54631    ,  1.83361e-07,  5.28001e-28,  0.317971   ])
7472    , -20167      , array([ 3.04133    ,  1.54631    ,  1.83361e-07,  5.28001e-28,  0.317971   ])
7473    , -20166.8    , array([ 3.04437    ,  1.54631    ,  1.83361e-07,  5.28001e-28,  0.317971   ])
7474    , -20178.9    , array([ 3.04133    ,  1.54786    ,  1.83361e-07,  5.28001e-28,  0.317971   ])
7475    , -20167      , array([ 3.04133    ,  1.54631    ,  1.83544e-07,  5.28001e-28,  0.317971   ])
7476    , -20167      , array([ 3.04133    ,  1.54631    ,  1.83361e-07,  5.28529e-28,  0.317971   ])
7477    , -20171.3    , array([ 3.04133    ,  1.54631    ,  1.83361e-07,  5.28001e-28,  0.318289   ])
7478    , -18286.1    , array([ 2.52335    ,  1.33145    ,  1.83412e-07,  5.28001e-28,  0.293268   ])
7479    , -18286.1    , array([ 2.52335    ,  1.33145    ,  1.83412e-07,  5.28001e-28,  0.293268   ])
7480    , -18284.2    , array([ 2.52588    ,  1.33145    ,  1.83412e-07,  5.28001e-28,  0.293268   ])
7481    , -18296.8    , array([ 2.52335    ,  1.33278    ,  1.83412e-07,  5.28001e-28,  0.293268   ])
7482    , -18286.1    , array([ 2.52335    ,  1.33145    ,  1.83596e-07,  5.28001e-28,  0.293268   ])
7483    , -18286.1    , array([ 2.52335    ,  1.33145    ,  1.83412e-07,  5.28529e-28,  0.293268   ])
7484    , -18291.8    , array([ 2.52335    ,  1.33145    ,  1.83412e-07,  5.28001e-28,  0.293562   ])
7485    , -14931.9    , array([ 1.98399    ,  0.97653    ,  1.83553e-07,  5.28001e-28,  0.247489   ])
7486    , -14931.9    , array([ 1.98399    ,  0.97653    ,  1.83553e-07,  5.28001e-28,  0.247489   ])
7487    , -14928.1    , array([ 1.98597    ,  0.97653    ,  1.83553e-07,  5.28001e-28,  0.247489   ])
7488    , -14940.3    , array([ 1.98399    ,  0.977507   ,  1.83553e-07,  5.28001e-28,  0.247489   ])
7489    , -14931.9    , array([ 1.98399    ,  0.97653    ,  1.83736e-07,  5.28001e-28,  0.247489   ])
7490    , -14931.9    , array([ 1.98399    ,  0.97653    ,  1.83553e-07,  5.28529e-28,  0.247489   ])
7491    , -14939.1    , array([ 1.98399    ,  0.97653    ,  1.83553e-07,  5.28001e-28,  0.247737   ])
7492    , -9615.34    , array([ 1.39674    ,  0.518076   ,  1.83851e-07,  5.28001e-28,  0.16841    ])
