66984   , -602525     , array([ 0.403069   ,  0.0218803  ,  0.000740972,  1.56249e-54,  2.20116    ])
66985   , -602554     , array([ 0.403473   ,  0.0218803  ,  0.000740972,  1.56249e-54,  2.20116    ])
66986   , -602389     , array([ 0.403069   ,  0.0219022  ,  0.000740972,  1.56249e-54,  2.20116    ])
66987   , -602489     , array([ 0.403069   ,  0.0218803  ,  0.000741713,  1.56249e-54,  2.20116    ])
66988   , -602525     , array([ 0.403069   ,  0.0218803  ,  0.000740972,  1.56405e-54,  2.20116    ])
66989   , -602580     , array([ 0.403069   ,  0.0218803  ,  0.000740972,  1.56249e-54,  2.20336    ])
66990   , -602525     , array([ 0.403069   ,  0.0218803  ,  0.000740972,  1.56249e-54,  2.20116    ])
66991   , -470415     , array([ 0.332426   ,  0.0533077  ,  0.000935067,  1.56249e-54,  1.52256    ])
66992   , -470415     , array([ 0.332426   ,  0.0533077  ,  0.000935067,  1.56249e-54,  1.52256    ])
66993   , -470409     , array([ 0.332759   ,  0.0533077  ,  0.000935067,  1.56249e-54,  1.52256    ])
66994   , -470319     , array([ 0.332426   ,  0.053361   ,  0.000935067,  1.56249e-54,  1.52256    ])
66995   , -470381     , array([ 0.332426   ,  0.0533077  ,  0.000936002,  1.56249e-54,  1.52256    ])
66996   , -470415     , array([ 0.332426   ,  0.0533077  ,  0.000935067,  1.56405e-54,  1.52256    ])
66997   , -470465     , array([ 0.332426   ,  0.0533077  ,  0.000935067,  1.56249e-54,  1.52408    ])
66998   , -49408.3    , array([ 2.24152    ,  0.237987   ,  0.00305082 ,  1.56249e-54,  0.371911   ])
66999   , -49408.3    , array([ 2.24152    ,  0.237987   ,  0.00305082 ,  1.56249e-54,  0.371911   ])
67000   , -49406.2    , array([ 2.24376    ,  0.237987   ,  0.00305082 ,  1.56249e-54,  0.371911   ])
67001   , -49357.7    , array([ 2.24152    ,  0.238225   ,  0.00305082 ,  1.56249e-54,  0.371911   ])
67002   , -49408.2    , array([ 2.24152    ,  0.237987   ,  0.00305387 ,  1.56249e-54,  0.371911   ])
67003   , -49408.3    , array([ 2.24152    ,  0.237987   ,  0.00305082 ,  1.56405e-54,  0.371911   ])
67004   , -49474.3    , array([ 2.24152    ,  0.237987   ,  0.00305082 ,  1.56249e-54,  0.372283   ])
67012   , -48219.1    , array([ 2.25859    ,  0.239067   ,  0.00305086 ,  1.56249e-54,  0.366559   ])
67013   , -48219.1    , array([ 2.25859    ,  0.239067   ,  0.00305086 ,  1.56249e-54,  0.366559   ])
67014   , -48217.1    , array([ 2.26085    ,  0.239067   ,  0.00305086 ,  1.56249e-54,  0.366559   ])
67015   , -48169.5    , array([ 2.25859    ,  0.239306   ,  0.00305086 ,  1.56249e-54,  0.366559   ])
67016   , -48219      , array([ 2.25859    ,  0.239067   ,  0.00305391 ,  1.56249e-54,  0.366559   ])
67017   , -48219.1    , array([ 2.25859    ,  0.239067   ,  0.00305086 ,  1.56405e-54,  0.366559   ])
67018   , -48283.9    , array([ 2.25859    ,  0.239067   ,  0.00305086 ,  1.56249e-54,  0.366926   ])
67019   , -10611.1    , array([ 3.34946    ,  0.302477   ,  0.00305285 ,  1.56249e-54,  0.172636   ])
67020   , -10611.1    , array([ 3.34946    ,  0.302477   ,  0.00305285 ,  1.56249e-54,  0.172636   ])
67021   , -10611.9    , array([ 3.35281    ,  0.302477   ,  0.00305285 ,  1.56249e-54,  0.172636   ])
67022   , -10599.1    , array([ 3.34946    ,  0.302779   ,  0.00305285 ,  1.56249e-54,  0.172636   ])
67023   , -10611.1    , array([ 3.34946    ,  0.302477   ,  0.00305591 ,  1.56249e-54,  0.172636   ])
67024   , -10611.1    , array([ 3.34946    ,  0.302477   ,  0.00305285 ,  1.56405e-54,  0.172636   ])
67025   , -10631.8    , array([ 3.34946    ,  0.302477   ,  0.00305285 ,  1.56249e-54,  0.172809   ])
67033   , -10600.9    , array([ 3.34536    ,  0.302066   ,  0.00306058 ,  1.56249e-54,  0.172423   ])
67034   , -10600.9    , array([ 3.34536    ,  0.302066   ,  0.00306058 ,  1.56249e-54,  0.172423   ])
67035   , -10601.7    , array([ 3.34871    ,  0.302066   ,  0.00306058 ,  1.56249e-54,  0.172423   ])
67036   , -10588.9    , array([ 3.34536    ,  0.302368   ,  0.00306058 ,  1.56249e-54,  0.172423   ])
67037   , -10600.9    , array([ 3.34536    ,  0.302066   ,  0.00306364 ,  1.56249e-54,  0.172423   ])
67038   , -10600.9    , array([ 3.34536    ,  0.302066   ,  0.00306058 ,  1.56405e-54,  0.172423   ])
67039   , -10621.6    , array([ 3.34536    ,  0.302066   ,  0.00306058 ,  1.56249e-54,  0.172596   ])
67040   , -7454.19    , array([ 1.6945     ,  0.141912   ,  0.0124619  ,  1.56249e-54,  0.0869142  ])
67041   , -7454.19    , array([ 1.6945     ,  0.141912   ,  0.0124619  ,  1.56249e-54,  0.0869142  ])
67042   , -7453.54    , array([ 1.69619    ,  0.141912   ,  0.0124619  ,  1.56249e-54,  0.0869142  ])
67043   , -7438.7     , array([ 1.6945     ,  0.142054   ,  0.0124619  ,  1.56249e-54,  0.0869142  ])
67044   , -7454.17    , array([ 1.6945     ,  0.141912   ,  0.0124743  ,  1.56249e-54,  0.0869142  ])
67045   , -7454.19    , array([ 1.6945     ,  0.141912   ,  0.0124619  ,  1.56405e-54,  0.0869142  ])
67046   , -7473.39    , array([ 1.6945     ,  0.141912   ,  0.0124619  ,  1.56249e-54,  0.0870012  ])
