137276  , -95755      , array([ 48.9818    ,  1.59859    ,  4.10723e-25,  4.6783e-21 ,  2.15991    ])
137277  , -95764.5    , array([ 49.0308    ,  1.59859    ,  4.10723e-25,  4.6783e-21 ,  2.15991    ])
137278  , -95712.1    , array([ 48.9818    ,  1.60019    ,  4.10723e-25,  4.6783e-21 ,  2.15991    ])
137279  , -95755      , array([ 48.9818    ,  1.59859    ,  4.11134e-25,  4.6783e-21 ,  2.15991    ])
137280  , -95755      , array([ 48.9818    ,  1.59859    ,  4.10723e-25,  4.68298e-21,  2.15991    ])
137281  , -95825.2    , array([ 48.9818    ,  1.59859    ,  4.10723e-25,  4.6783e-21 ,  2.16207    ])
137282  , -95755      , array([ 48.9818    ,  1.59859    ,  4.10723e-25,  4.6783e-21 ,  2.15991    ])
137283  , -49019.8    , array([ 43.6382    ,  2.69744    ,  4.10723e-25,  4.6783e-21 ,  0.917491   ])
137284  , -49019.8    , array([ 43.6382    ,  2.69744    ,  4.10723e-25,  4.6783e-21 ,  0.917491   ])
137285  , -49025.7    , array([ 43.6819    ,  2.69744    ,  4.10723e-25,  4.6783e-21 ,  0.917491   ])
137286  , -49026.3    , array([ 43.6382    ,  2.70013    ,  4.10723e-25,  4.6783e-21 ,  0.917491   ])
137287  , -49019.8    , array([ 43.6382    ,  2.69744    ,  4.11134e-25,  4.6783e-21 ,  0.917491   ])
137288  , -49019.8    , array([ 43.6382    ,  2.69744    ,  4.10723e-25,  4.68298e-21,  0.917491   ])
137289  , -49040.9    , array([ 43.6382    ,  2.69744    ,  4.10723e-25,  4.6783e-21 ,  0.918409   ])
137290  , -2255.47    , array([ 12.7579    ,  0.109457   ,  4.10723e-25,  4.6783e-21 ,  0.0398039  ])
137291  , -2255.47    , array([ 12.7579    ,  0.109457   ,  4.10723e-25,  4.6783e-21 ,  0.0398039  ])
137292  , -2255.62    , array([ 12.7707    ,  0.109457   ,  4.10723e-25,  4.6783e-21 ,  0.0398039  ])
137293  , -2255.97    , array([ 12.7579    ,  0.109566   ,  4.10723e-25,  4.6783e-21 ,  0.0398039  ])
137294  , -2255.47    , array([ 12.7579    ,  0.109457   ,  4.11134e-25,  4.6783e-21 ,  0.0398039  ])
137295  , -2255.47    , array([ 12.7579    ,  0.109457   ,  4.10723e-25,  4.68298e-21,  0.0398039  ])
137296  , -2256.41    , array([ 12.7579    ,  0.109457   ,  4.10723e-25,  4.6783e-21 ,  0.0398437  ])
137304  , -2254.76    , array([ 12.8203    ,  0.109369   ,  4.10723e-25,  4.6783e-21 ,  0.0397577  ])
137305  , -2254.76    , array([ 12.8203    ,  0.109369   ,  4.10723e-25,  4.6783e-21 ,  0.0397577  ])
137306  , -2254.91    , array([ 12.8332    ,  0.109369   ,  4.10723e-25,  4.6783e-21 ,  0.0397577  ])
137307  , -2255.27    , array([ 12.8203    ,  0.109478   ,  4.10723e-25,  4.6783e-21 ,  0.0397577  ])
137308  , -2254.76    , array([ 12.8203    ,  0.109369   ,  4.11134e-25,  4.6783e-21 ,  0.0397577  ])
137309  , -2254.76    , array([ 12.8203    ,  0.109369   ,  4.10723e-25,  4.68298e-21,  0.0397577  ])
137310  , -2255.69    , array([ 12.8203    ,  0.109369   ,  4.10723e-25,  4.6783e-21 ,  0.0397974  ])
137311  , -2228.29    , array([ 64.723     ,  0.0838384  ,  4.10723e-25,  4.6783e-21 ,  0.027049   ])
137312  , -2228.29    , array([ 64.723     ,  0.0838384  ,  4.10723e-25,  4.6783e-21 ,  0.027049   ])
