207558  , -563456     , array([ 0.00332866 ,  0.0831236  ,  2.74202e-58,  1.1892e-54 ,  0.0369905  ])
207559  , -562998     , array([ 0.003332   ,  0.0831236  ,  2.74202e-58,  1.1892e-54 ,  0.0369905  ])
207560  , -563465     , array([ 0.00332866 ,  0.0832068  ,  2.74202e-58,  1.1892e-54 ,  0.0369905  ])
207561  , -563456     , array([ 0.00332866 ,  0.0831236  ,  2.74476e-58,  1.1892e-54 ,  0.0369905  ])
207562  , -563456     , array([ 0.00332866 ,  0.0831236  ,  2.74202e-58,  1.19039e-54,  0.0369905  ])
207563  , -563877     , array([ 0.00332866 ,  0.0831236  ,  2.74202e-58,  1.1892e-54 ,  0.0370275  ])
207564  , -563456     , array([ 0.00332866 ,  0.0831236  ,  2.74202e-58,  1.1892e-54 ,  0.0369905  ])
207565  , -203877     , array([ 0.00700079 ,  0.081903   ,  2.74202e-58,  1.1892e-54 ,  0.0186747  ])
207566  , -203877     , array([ 0.00700079 ,  0.081903   ,  2.74202e-58,  1.1892e-54 ,  0.0186747  ])
207567  , -203723     , array([ 0.00700779 ,  0.081903   ,  2.74202e-58,  1.1892e-54 ,  0.0186747  ])
207568  , -203896     , array([ 0.00700079 ,  0.081985   ,  2.74202e-58,  1.1892e-54 ,  0.0186747  ])
207569  , -203877     , array([ 0.00700079 ,  0.081903   ,  2.74476e-58,  1.1892e-54 ,  0.0186747  ])
207570  , -203877     , array([ 0.00700079 ,  0.081903   ,  2.74202e-58,  1.19039e-54,  0.0186747  ])
207571  , -203996     , array([ 0.00700079 ,  0.081903   ,  2.74202e-58,  1.1892e-54 ,  0.0186934  ])
207579  , -202999     , array([ 0.00709726 ,  0.0804688  ,  2.74202e-58,  1.1892e-54 ,  0.0189226  ])
207580  , -202999     , array([ 0.00709726 ,  0.0804688  ,  2.74202e-58,  1.1892e-54 ,  0.0189226  ])
207581  , -202845     , array([ 0.00710437 ,  0.0804688  ,  2.74202e-58,  1.1892e-54 ,  0.0189226  ])
207582  , -203018     , array([ 0.00709726 ,  0.0805493  ,  2.74202e-58,  1.1892e-54 ,  0.0189226  ])
207583  , -202999     , array([ 0.00709726 ,  0.0804688  ,  2.74476e-58,  1.1892e-54 ,  0.0189226  ])
207584  , -202999     , array([ 0.00709726 ,  0.0804688  ,  2.74202e-58,  1.19039e-54,  0.0189226  ])
207585  , -203118     , array([ 0.00709726 ,  0.0804688  ,  2.74202e-58,  1.1892e-54 ,  0.0189415  ])
207586  , -194943     , array([ 0.00806685 ,  0.0682097  ,  2.74202e-58,  1.1892e-54 ,  0.0214069  ])
207587  , -194943     , array([ 0.00806685 ,  0.0682097  ,  2.74202e-58,  1.1892e-54 ,  0.0214069  ])
207588  , -194789     , array([ 0.00807492 ,  0.0682097  ,  2.74202e-58,  1.1892e-54 ,  0.0214069  ])
207589  , -194960     , array([ 0.00806685 ,  0.0682779  ,  2.74202e-58,  1.1892e-54 ,  0.0214069  ])
207590  , -194943     , array([ 0.00806685 ,  0.0682097  ,  2.74476e-58,  1.1892e-54 ,  0.0214069  ])
207591  , -194943     , array([ 0.00806685 ,  0.0682097  ,  2.74202e-58,  1.19039e-54,  0.0214069  ])
207592  , -195062     , array([ 0.00806685 ,  0.0682097  ,  2.74202e-58,  1.1892e-54 ,  0.0214283  ])
207600  , -194748     , array([ 0.00809257 ,  0.06793    ,  2.74202e-58,  1.1892e-54 ,  0.0214726  ])
207601  , -194748     , array([ 0.00809257 ,  0.06793    ,  2.74202e-58,  1.1892e-54 ,  0.0214726  ])
207602  , -194595     , array([ 0.00810067 ,  0.06793    ,  2.74202e-58,  1.1892e-54 ,  0.0214726  ])
207603  , -194766     , array([ 0.00809257 ,  0.0679979  ,  2.74202e-58,  1.1892e-54 ,  0.0214726  ])
207604  , -194748     , array([ 0.00809257 ,  0.06793    ,  2.74476e-58,  1.1892e-54 ,  0.0214726  ])
207605  , -194748     , array([ 0.00809257 ,  0.06793    ,  2.74202e-58,  1.19039e-54,  0.0214726  ])
207606  , -194868     , array([ 0.00809257 ,  0.06793    ,  2.74202e-58,  1.1892e-54 ,  0.0214941  ])
207607  , -192969     , array([ 0.00833405 ,  0.0654002  ,  2.74202e-58,  1.1892e-54 ,  0.0220895  ])
207608  , -192969     , array([ 0.00833405 ,  0.0654002  ,  2.74202e-58,  1.1892e-54 ,  0.0220895  ])
207609  , -192816     , array([ 0.00834239 ,  0.0654002  ,  2.74202e-58,  1.1892e-54 ,  0.0220895  ])
207610  , -192986     , array([ 0.00833405 ,  0.0654656  ,  2.74202e-58,  1.1892e-54 ,  0.0220895  ])
207611  , -192969     , array([ 0.00833405 ,  0.0654002  ,  2.74476e-58,  1.1892e-54 ,  0.0220895  ])
207612  , -192969     , array([ 0.00833405 ,  0.0654002  ,  2.74202e-58,  1.19039e-54,  0.0220895  ])
207613  , -193089     , array([ 0.00833405 ,  0.0654002  ,  2.74202e-58,  1.1892e-54 ,  0.0221116  ])
207614  , -2.147e+06  , array([ 0.13423    ,  0.00180995 ,  2.74202e-58,  1.1892e-54 ,  0.3213     ])
207615  , -2.147e+06  , array([ 0.13423    ,  0.00180995 ,  2.74202e-58,  1.1892e-54 ,  0.3213     ])
207616  , -2.14699e+06, array([ 0.134364   ,  0.00180995 ,  2.74202e-58,  1.1892e-54 ,  0.3213     ])
207617  , -2.22001e+06, array([ 0.13423    ,  0.00181176 ,  2.74202e-58,  1.1892e-54 ,  0.3213     ])
207618  , -2.147e+06  , array([ 0.13423    ,  0.00180995 ,  2.74476e-58,  1.1892e-54 ,  0.3213     ])
