2228    , -451.009    , array([ 0.287896   ,  7.94784    ,  0.428087   ,  1.4716e-13 ])
2229    , -451.076    , array([ 0.288184   ,  7.94784    ,  0.428087   ,  1.4716e-13 ])
2230    , -451.009    , array([ 0.287896   ,  7.95579    ,  0.428087   ,  1.4716e-13 ])
2231    , -451.426    , array([ 0.287896   ,  7.94784    ,  0.428516   ,  1.4716e-13 ])
2232    , -451.009    , array([ 0.287896   ,  7.94784    ,  0.428087   ,  1.47307e-13])
2233    , -451.009    , array([ 0.287896   ,  7.94784    ,  0.428087   ,  1.4716e-13 ])
2234    , -763.8      , array([ 0.245243   ,  7.94784    ,  0.157928   ,  1.4716e-13 ])
2235    , -763.8      , array([ 0.245243   ,  7.94784    ,  0.157928   ,  1.4716e-13 ])
2236    , -763.256    , array([ 0.245488   ,  7.94784    ,  0.157928   ,  1.4716e-13 ])
2237    , -763.8      , array([ 0.245243   ,  7.95579    ,  0.157928   ,  1.4716e-13 ])
2238    , -763.317    , array([ 0.245243   ,  7.94784    ,  0.158086   ,  1.4716e-13 ])
2239    , -763.8      , array([ 0.245243   ,  7.94784    ,  0.157928   ,  1.47307e-13])
2240    , -413.87     , array([ 0.27892    ,  7.94784    ,  0.351551   ,  1.4716e-13 ])
2241    , -413.87     , array([ 0.27892    ,  7.94784    ,  0.351551   ,  1.4716e-13 ])
2242    , -413.954    , array([ 0.279199   ,  7.94784    ,  0.351551   ,  1.4716e-13 ])
2243    , -413.87     , array([ 0.27892    ,  7.95579    ,  0.351551   ,  1.4716e-13 ])
2244    , -413.829    , array([ 0.27892    ,  7.94784    ,  0.351903   ,  1.4716e-13 ])
2245    , -413.87     , array([ 0.27892    ,  7.94784    ,  0.351551   ,  1.47307e-13])
2246    , -599.931    , array([ 0.1129     ,  7.94784    ,  0.3397     ,  1.4716e-13 ])
2247    , -599.931    , array([ 0.1129     ,  7.94784    ,  0.3397     ,  1.4716e-13 ])
2248    , -598.755    , array([ 0.113013   ,  7.94784    ,  0.3397     ,  1.4716e-13 ])
2249    , -599.931    , array([ 0.1129     ,  7.95579    ,  0.3397     ,  1.4716e-13 ])
2250    , -601.824    , array([ 0.1129     ,  7.94784    ,  0.34004    ,  1.4716e-13 ])
2251    , -599.931    , array([ 0.1129     ,  7.94784    ,  0.3397     ,  1.47307e-13])
2252    , -400.71     , array([ 0.213108   ,  7.94784    ,  0.347982   ,  1.4716e-13 ])
2253    , -400.71     , array([ 0.213108   ,  7.94784    ,  0.347982   ,  1.4716e-13 ])
2254    , -400.744    , array([ 0.213322   ,  7.94784    ,  0.347982   ,  1.4716e-13 ])
