9359    , -2336.8     , array([ 0.0225233  ,  0.0891525  ,  1.82616e-16,  1.85615e-10])
9360    , -2336.8     , array([ 0.0225458  ,  0.0891525  ,  1.82616e-16,  1.85615e-10])
9361    , -2336.8     , array([ 0.0225233  ,  0.0892417  ,  1.82616e-16,  1.85615e-10])
9362    , -2336.8     , array([ 0.0225233  ,  0.0891525  ,  1.82799e-16,  1.85615e-10])
9363    , -2336.8     , array([ 0.0225233  ,  0.0891525  ,  1.82616e-16,  1.85801e-10])
9364    , -2336.8     , array([ 0.0225233  ,  0.0891525  ,  1.82616e-16,  1.85615e-10])
9365    , -2336.8     , array([ 0.0225233  ,  0.0891489  ,  1.82616e-16,  1.85622e-10])
9366    , -2336.8     , array([ 0.0225233  ,  0.0891489  ,  1.82616e-16,  1.85622e-10])
9367    , -2336.8     , array([ 0.0225458  ,  0.0891489  ,  1.82616e-16,  1.85622e-10])
9368    , -2336.8     , array([ 0.0225233  ,  0.0892381  ,  1.82616e-16,  1.85622e-10])
9369    , -2336.8     , array([ 0.0225233  ,  0.0891489  ,  1.82799e-16,  1.85622e-10])
9370    , -2336.8     , array([ 0.0225233  ,  0.0891489  ,  1.82616e-16,  1.85807e-10])
9371    , -2336.8     , array([ 0.0225233  ,  0.0891346  ,  1.82616e-16,  1.85649e-10])
9372    , -2336.8     , array([ 0.0225233  ,  0.0891346  ,  1.82616e-16,  1.85649e-10])
9373    , -2336.8     , array([ 0.0225458  ,  0.0891346  ,  1.82616e-16,  1.85649e-10])
9374    , -2336.8     , array([ 0.0225233  ,  0.0892238  ,  1.82616e-16,  1.85649e-10])
9375    , -2336.8     , array([ 0.0225233  ,  0.0891346  ,  1.82799e-16,  1.85649e-10])
9376    , -2336.8     , array([ 0.0225233  ,  0.0891346  ,  1.82616e-16,  1.85834e-10])
9377    , -2336.8     , array([ 0.0225233  ,  0.0890776  ,  1.82616e-16,  1.85757e-10])
9378    , -2336.8     , array([ 0.0225233  ,  0.0890776  ,  1.82616e-16,  1.85757e-10])
9379    , -2336.8     , array([ 0.0225458  ,  0.0890776  ,  1.82616e-16,  1.85757e-10])
9380    , -2336.8     , array([ 0.0225233  ,  0.0891667  ,  1.82616e-16,  1.85757e-10])
9381    , -2336.8     , array([ 0.0225233  ,  0.0890776  ,  1.82799e-16,  1.85757e-10])
