265153  , -18519.7    , array([ 2.09452    ,  1.0544     ,  4.95285e-11,  7.6697e-27 ,  0.332229   ])
265154  , -18513.6    , array([ 2.09662    ,  1.0544     ,  4.95285e-11,  7.6697e-27 ,  0.332229   ])
265155  , -18524.4    , array([ 2.09452    ,  1.05545    ,  4.95285e-11,  7.6697e-27 ,  0.332229   ])
265156  , -18519.7    , array([ 2.09452    ,  1.0544     ,  4.95781e-11,  7.6697e-27 ,  0.332229   ])
265157  , -18519.7    , array([ 2.09452    ,  1.0544     ,  4.95285e-11,  7.67737e-27,  0.332229   ])
265158  , -18535.3    , array([ 2.09452    ,  1.0544     ,  4.95285e-11,  7.6697e-27 ,  0.332562   ])
265159  , -18519.7    , array([ 2.09452    ,  1.0544     ,  4.95285e-11,  7.6697e-27 ,  0.332229   ])
265160  , -13743.8    , array([ 2.97429    ,  0.800483   ,  4.95285e-11,  7.6697e-27 ,  0.134238   ])
265161  , -13743.8    , array([ 2.97429    ,  0.800483   ,  4.95285e-11,  7.6697e-27 ,  0.134238   ])
265162  , -13746.1    , array([ 2.97726    ,  0.800483   ,  4.95285e-11,  7.6697e-27 ,  0.134238   ])
265163  , -13760.4    , array([ 2.97429    ,  0.801284   ,  4.95285e-11,  7.6697e-27 ,  0.134238   ])
265164  , -13743.8    , array([ 2.97429    ,  0.800483   ,  4.95781e-11,  7.6697e-27 ,  0.134238   ])
265165  , -13743.8    , array([ 2.97429    ,  0.800483   ,  4.95285e-11,  7.67737e-27,  0.134238   ])
265166  , -13733.7    , array([ 2.97429    ,  0.800483   ,  4.95285e-11,  7.6697e-27 ,  0.134372   ])
265167  , -5831.12    , array([ 3.55029    ,  0.361534   ,  4.95285e-11,  7.6697e-27 ,  0.0988183  ])
265168  , -5831.12    , array([ 3.55029    ,  0.361534   ,  4.95285e-11,  7.6697e-27 ,  0.0988183  ])
265169  , -5832.23    , array([ 3.55384    ,  0.361534   ,  4.95285e-11,  7.6697e-27 ,  0.0988183  ])
265170  , -5839.66    , array([ 3.55029    ,  0.361896   ,  4.95285e-11,  7.6697e-27 ,  0.0988183  ])
265171  , -5831.12    , array([ 3.55029    ,  0.361534   ,  4.95781e-11,  7.6697e-27 ,  0.0988183  ])
265172  , -5831.12    , array([ 3.55029    ,  0.361534   ,  4.95285e-11,  7.67737e-27,  0.0988183  ])
265173  , -5827.77    , array([ 3.55029    ,  0.361534   ,  4.95285e-11,  7.6697e-27 ,  0.0989172  ])
265181  , -5830.7     , array([ 3.54925    ,  0.361513   ,  4.95285e-11,  7.6697e-27 ,  0.0988063  ])
265182  , -5830.7     , array([ 3.54925    ,  0.361513   ,  4.95285e-11,  7.6697e-27 ,  0.0988063  ])
265183  , -5831.8     , array([ 3.5528     ,  0.361513   ,  4.95285e-11,  7.6697e-27 ,  0.0988063  ])
265184  , -5839.24    , array([ 3.54925    ,  0.361874   ,  4.95285e-11,  7.6697e-27 ,  0.0988063  ])
265185  , -5830.7     , array([ 3.54925    ,  0.361513   ,  4.95781e-11,  7.6697e-27 ,  0.0988063  ])
265186  , -5830.7     , array([ 3.54925    ,  0.361513   ,  4.95285e-11,  7.67737e-27,  0.0988063  ])
265187  , -5827.34    , array([ 3.54925    ,  0.361513   ,  4.95285e-11,  7.6697e-27 ,  0.0989051  ])
265188  , -5488.57    , array([ 2.20765    ,  0.327766   ,  4.95285e-11,  7.6697e-27 ,  0.0810166  ])
265189  , -5488.57    , array([ 2.20765    ,  0.327766   ,  4.95285e-11,  7.6697e-27 ,  0.0810166  ])
265190  , -5489.13    , array([ 2.20986    ,  0.327766   ,  4.95285e-11,  7.6697e-27 ,  0.0810166  ])
265191  , -5498.71    , array([ 2.20765    ,  0.328094   ,  4.95285e-11,  7.6697e-27 ,  0.0810166  ])
265192  , -5488.57    , array([ 2.20765    ,  0.327766   ,  4.95781e-11,  7.6697e-27 ,  0.0810166  ])
265193  , -5488.57    , array([ 2.20765    ,  0.327766   ,  4.95285e-11,  7.67737e-27,  0.0810166  ])
265194  , -5482.21    , array([ 2.20765    ,  0.327766   ,  4.95285e-11,  7.6697e-27 ,  0.0810977  ])
265195  , -4829.69    , array([ 2.21384    ,  0.295601   ,  4.95285e-11,  7.6697e-27 ,  0.0766314  ])
265196  , -4829.69    , array([ 2.21384    ,  0.295601   ,  4.95285e-11,  7.6697e-27 ,  0.0766314  ])
265197  , -4830.19    , array([ 2.21606    ,  0.295601   ,  4.95285e-11,  7.6697e-27 ,  0.0766314  ])
265198  , -4838.83    , array([ 2.21384    ,  0.295897   ,  4.95285e-11,  7.6697e-27 ,  0.0766314  ])
265199  , -4829.69    , array([ 2.21384    ,  0.295601   ,  4.95781e-11,  7.6697e-27 ,  0.0766314  ])
265200  , -4829.69    , array([ 2.21384    ,  0.295601   ,  4.95285e-11,  7.67737e-27,  0.0766314  ])
265201  , -4824.07    , array([ 2.21384    ,  0.295601   ,  4.95285e-11,  7.6697e-27 ,  0.0767081  ])
265202  , -2867.07    , array([ 2.23879    ,  0.195557   ,  4.95285e-11,  7.6697e-27 ,  0.0613391  ])
265203  , -2867.07    , array([ 2.23879    ,  0.195557   ,  4.95285e-11,  7.6697e-27 ,  0.0613391  ])
265204  , -2867.37    , array([ 2.24103    ,  0.195557   ,  4.95285e-11,  7.6697e-27 ,  0.0613391  ])
265205  , -2871.55    , array([ 2.23879    ,  0.195753   ,  4.95285e-11,  7.6697e-27 ,  0.0613391  ])
265206  , -2867.07    , array([ 2.23879    ,  0.195557   ,  4.95781e-11,  7.6697e-27 ,  0.0613391  ])
265207  , -2867.07    , array([ 2.23879    ,  0.195557   ,  4.95285e-11,  7.67737e-27,  0.0613391  ])
265208  , -2865.03    , array([ 2.23879    ,  0.195557   ,  4.95285e-11,  7.6697e-27 ,  0.0614004  ])
265209  , -1873.96    , array([ 1.86252    ,  0.105199   ,  4.95285e-11,  7.6697e-27 ,  0.0403742  ])
265210  , -1873.96    , array([ 1.86252    ,  0.105199   ,  4.95285e-11,  7.6697e-27 ,  0.0403742  ])
265211  , -1874       , array([ 1.86438    ,  0.105199   ,  4.95285e-11,  7.6697e-27 ,  0.0403742  ])
265212  , -1872.34    , array([ 1.86252    ,  0.105304   ,  4.95285e-11,  7.6697e-27 ,  0.0403742  ])
265213  , -1873.96    , array([ 1.86252    ,  0.105199   ,  4.95781e-11,  7.6697e-27 ,  0.0403742  ])
265214  , -1873.96    , array([ 1.86252    ,  0.105199   ,  4.95285e-11,  7.67737e-27,  0.0403742  ])
265215  , -1876.47    , array([ 1.86252    ,  0.105199   ,  4.95285e-11,  7.6697e-27 ,  0.0404146  ])
265216  , -1729.19    , array([ 1.49167    ,  0.0941779  ,  4.95285e-11,  7.6697e-27 ,  0.034756   ])
265217  , -1729.19    , array([ 1.49167    ,  0.0941779  ,  4.95285e-11,  7.6697e-27 ,  0.034756   ])
265218  , -1729.08    , array([ 1.49316    ,  0.0941779  ,  4.95285e-11,  7.6697e-27 ,  0.034756   ])
265219  , -1728.54    , array([ 1.49167    ,  0.0942721  ,  4.95285e-11,  7.6697e-27 ,  0.034756   ])
265220  , -1729.19    , array([ 1.49167    ,  0.0941779  ,  4.95781e-11,  7.6697e-27 ,  0.034756   ])
265221  , -1729.19    , array([ 1.49167    ,  0.0941779  ,  4.95285e-11,  7.67737e-27,  0.034756   ])
265222  , -1730.44    , array([ 1.49167    ,  0.0941779  ,  4.95285e-11,  7.6697e-27 ,  0.0347908  ])
265223  , -1665.42    , array([ 1.2654     ,  0.0801832  ,  4.95285e-11,  7.6697e-27 ,  0.0290023  ])
265224  , -1665.42    , array([ 1.2654     ,  0.0801832  ,  4.95285e-11,  7.6697e-27 ,  0.0290023  ])
265225  , -1665.25    , array([ 1.26666    ,  0.0801832  ,  4.95285e-11,  7.6697e-27 ,  0.0290023  ])
265226  , -1665.19    , array([ 1.2654     ,  0.0802634  ,  4.95285e-11,  7.6697e-27 ,  0.0290023  ])
265227  , -1665.42    , array([ 1.2654     ,  0.0801832  ,  4.95781e-11,  7.6697e-27 ,  0.0290023  ])
265228  , -1665.42    , array([ 1.2654     ,  0.0801832  ,  4.95285e-11,  7.67737e-27,  0.0290023  ])
265229  , -1665.98    , array([ 1.2654     ,  0.0801832  ,  4.95285e-11,  7.6697e-27 ,  0.0290313  ])
265230  , -1647.32    , array([ 1.22239    ,  0.0724327  ,  4.95285e-11,  7.6697e-27 ,  0.026067   ])
265231  , -1647.32    , array([ 1.22239    ,  0.0724327  ,  4.95285e-11,  7.6697e-27 ,  0.026067   ])
265232  , -1647.17    , array([ 1.22361    ,  0.0724327  ,  4.95285e-11,  7.6697e-27 ,  0.026067   ])
265233  , -1647.16    , array([ 1.22239    ,  0.0725051  ,  4.95285e-11,  7.6697e-27 ,  0.026067   ])
265234  , -1647.32    , array([ 1.22239    ,  0.0724327  ,  4.95781e-11,  7.6697e-27 ,  0.026067   ])
265235  , -1647.32    , array([ 1.22239    ,  0.0724327  ,  4.95285e-11,  7.67737e-27,  0.026067   ])
265236  , -1647.64    , array([ 1.22239    ,  0.0724327  ,  4.95285e-11,  7.6697e-27 ,  0.026093   ])
265237  , -1638.97    , array([ 1.24833    ,  0.0674984  ,  4.95285e-11,  7.6697e-27 ,  0.0242089  ])
265238  , -1638.97    , array([ 1.24833    ,  0.0674984  ,  4.95285e-11,  7.6697e-27 ,  0.0242089  ])
265239  , -1638.88    , array([ 1.24958    ,  0.0674984  ,  4.95285e-11,  7.6697e-27 ,  0.0242089  ])
265240  , -1638.88    , array([ 1.24833    ,  0.0675659  ,  4.95285e-11,  7.6697e-27 ,  0.0242089  ])
265241  , -1638.97    , array([ 1.24833    ,  0.0674984  ,  4.95781e-11,  7.6697e-27 ,  0.0242089  ])
265242  , -1638.97    , array([ 1.24833    ,  0.0674984  ,  4.95285e-11,  7.67737e-27,  0.0242089  ])
265243  , -1639.11    , array([ 1.24833    ,  0.0674984  ,  4.95285e-11,  7.6697e-27 ,  0.0242331  ])
265244  , -1635.55    , array([ 1.31145    ,  0.0660549  ,  4.95285e-11,  7.6697e-27 ,  0.0236538  ])
265245  , -1635.55    , array([ 1.31145    ,  0.0660549  ,  4.95285e-11,  7.6697e-27 ,  0.0236538  ])
265246  , -1635.5     , array([ 1.31276    ,  0.0660549  ,  4.95285e-11,  7.6697e-27 ,  0.0236538  ])
265247  , -1635.5     , array([ 1.31145    ,  0.066121   ,  4.95285e-11,  7.6697e-27 ,  0.0236538  ])
265248  , -1635.55    , array([ 1.31145    ,  0.0660549  ,  4.95781e-11,  7.6697e-27 ,  0.0236538  ])
265249  , -1635.55    , array([ 1.31145    ,  0.0660549  ,  4.95285e-11,  7.67737e-27,  0.0236538  ])
265250  , -1635.59    , array([ 1.31145    ,  0.0660549  ,  4.95285e-11,  7.6697e-27 ,  0.0236774  ])
265251  , -1633.48    , array([ 1.38962    ,  0.0664207  ,  4.95285e-11,  7.6697e-27 ,  0.023776   ])
265252  , -1633.48    , array([ 1.38962    ,  0.0664207  ,  4.95285e-11,  7.6697e-27 ,  0.023776   ])
