60449   , -79088      , array([ 0.198606   ,  0.306153   ,  8.22285e-52,  8.50859e-23,  1.87788e-07])
60450   , -79088      , array([ 0.198805   ,  0.306153   ,  8.22285e-52,  8.50859e-23,  1.87788e-07])
60451   , -79088      , array([ 0.198606   ,  0.306459   ,  8.22285e-52,  8.50859e-23,  1.87788e-07])
60452   , -79088      , array([ 0.198606   ,  0.306153   ,  8.23108e-52,  8.50859e-23,  1.87788e-07])
60453   , -79088      , array([ 0.198606   ,  0.306153   ,  8.22285e-52,  8.5171e-23 ,  1.87788e-07])
60454   , -79088      , array([ 0.198606   ,  0.306153   ,  8.22285e-52,  8.50859e-23,  1.87976e-07])
60455   , -79088      , array([ 0.198606   ,  0.306153   ,  8.22285e-52,  8.50859e-23,  1.87788e-07])
60456   , -79084.4    , array([ 0.130359   ,  0.204842   ,  8.22285e-52,  8.50859e-23,  4.28699e-07])
60457   , -79084.4    , array([ 0.130359   ,  0.204842   ,  8.22285e-52,  8.50859e-23,  4.28699e-07])
60458   , -79084.4    , array([ 0.13049    ,  0.204842   ,  8.22285e-52,  8.50859e-23,  4.28699e-07])
60459   , -79084.4    , array([ 0.130359   ,  0.205047   ,  8.22285e-52,  8.50859e-23,  4.28699e-07])
60460   , -79084.4    , array([ 0.130359   ,  0.204842   ,  8.23108e-52,  8.50859e-23,  4.28699e-07])
60461   , -79084.4    , array([ 0.130359   ,  0.204842   ,  8.22285e-52,  8.5171e-23 ,  4.28699e-07])
60462   , -79084.3    , array([ 0.130359   ,  0.204842   ,  8.22285e-52,  8.50859e-23,  4.29128e-07])
60463   , -78377.8    , array([ 0.0241955  ,  0.0410526  ,  8.22285e-52,  8.50859e-23,  1.16437e-05])
60464   , -78377.8    , array([ 0.0241955  ,  0.0410526  ,  8.22285e-52,  8.50859e-23,  1.16437e-05])
60465   , -78378.2    , array([ 0.0242197  ,  0.0410526  ,  8.22285e-52,  8.50859e-23,  1.16437e-05])
60466   , -78378.1    , array([ 0.0241955  ,  0.0410936  ,  8.22285e-52,  8.50859e-23,  1.16437e-05])
60467   , -78377.8    , array([ 0.0241955  ,  0.0410526  ,  8.23108e-52,  8.50859e-23,  1.16437e-05])
60468   , -78377.8    , array([ 0.0241955  ,  0.0410526  ,  8.22285e-52,  8.5171e-23 ,  1.16437e-05])
60469   , -78377.1    , array([ 0.0241955  ,  0.0410526  ,  8.22285e-52,  8.50859e-23,  1.16553e-05])
60477   , -78377.5    , array([ 0.0241917  ,  0.0410464  ,  8.22285e-52,  8.50859e-23,  1.16472e-05])
60478   , -78377.5    , array([ 0.0241917  ,  0.0410464  ,  8.22285e-52,  8.50859e-23,  1.16472e-05])
60479   , -78377.8    , array([ 0.0242159  ,  0.0410464  ,  8.22285e-52,  8.50859e-23,  1.16472e-05])
60480   , -78377.8    , array([ 0.0241917  ,  0.0410875  ,  8.22285e-52,  8.50859e-23,  1.16472e-05])
60481   , -78377.5    , array([ 0.0241917  ,  0.0410464  ,  8.23108e-52,  8.50859e-23,  1.16472e-05])
60482   , -78377.5    , array([ 0.0241917  ,  0.0410464  ,  8.22285e-52,  8.5171e-23 ,  1.16472e-05])
60483   , -78376.7    , array([ 0.0241917  ,  0.0410464  ,  8.22285e-52,  8.50859e-23,  1.16589e-05])
60484   , -78377.1    , array([ 0.0241879  ,  0.0410403  ,  8.22285e-52,  8.50859e-23,  1.16508e-05])
60485   , -78377.1    , array([ 0.0241879  ,  0.0410403  ,  8.22285e-52,  8.50859e-23,  1.16508e-05])
60486   , -78377.5    , array([ 0.0242121  ,  0.0410403  ,  8.22285e-52,  8.50859e-23,  1.16508e-05])
60487   , -78377.5    , array([ 0.0241879  ,  0.0410813  ,  8.22285e-52,  8.50859e-23,  1.16508e-05])
60488   , -78377.1    , array([ 0.0241879  ,  0.0410403  ,  8.23108e-52,  8.50859e-23,  1.16508e-05])
60489   , -78377.1    , array([ 0.0241879  ,  0.0410403  ,  8.22285e-52,  8.5171e-23 ,  1.16508e-05])
60490   , -78376.4    , array([ 0.0241879  ,  0.0410403  ,  8.22285e-52,  8.50859e-23,  1.16625e-05])
60498   , -78377      , array([ 0.024187   ,  0.0410387  ,  8.22285e-52,  8.50859e-23,  1.16517e-05])
60499   , -78377      , array([ 0.024187   ,  0.0410387  ,  8.22285e-52,  8.50859e-23,  1.16517e-05])
60500   , -78377.4    , array([ 0.0242112  ,  0.0410387  ,  8.22285e-52,  8.50859e-23,  1.16517e-05])
60501   , -78377.4    , array([ 0.024187   ,  0.0410798  ,  8.22285e-52,  8.50859e-23,  1.16517e-05])
60502   , -78377      , array([ 0.024187   ,  0.0410387  ,  8.23108e-52,  8.50859e-23,  1.16517e-05])
60503   , -78377      , array([ 0.024187   ,  0.0410387  ,  8.22285e-52,  8.5171e-23 ,  1.16517e-05])
60504   , -78376.3    , array([ 0.024187   ,  0.0410387  ,  8.22285e-52,  8.50859e-23,  1.16634e-05])
