16724   , -1324.06    , array([ 0.106372   ,  0.216849   ,  0.429938   ,  4.14091e-65])
16725   , -1321.95    , array([ 0.106479   ,  0.216849   ,  0.429938   ,  4.14091e-65])
16726   , -1324.06    , array([ 0.106372   ,  0.217066   ,  0.429938   ,  4.14091e-65])
16727   , -1326.99    , array([ 0.106372   ,  0.216849   ,  0.430368   ,  4.14091e-65])
16728   , -1324.06    , array([ 0.106372   ,  0.216849   ,  0.429938   ,  4.14505e-65])
16729   , -1324.06    , array([ 0.106372   ,  0.216849   ,  0.429938   ,  4.14091e-65])
16730   , -804.495    , array([ 0.19228    ,  0.216849   ,  0.189679   ,  4.14091e-65])
16731   , -804.495    , array([ 0.19228    ,  0.216849   ,  0.189679   ,  4.14091e-65])
16732   , -803.945    , array([ 0.192473   ,  0.216849   ,  0.189679   ,  4.14091e-65])
16733   , -804.495    , array([ 0.19228    ,  0.217066   ,  0.189679   ,  4.14091e-65])
16734   , -803.673    , array([ 0.19228    ,  0.216849   ,  0.189869   ,  4.14091e-65])
16735   , -804.495    , array([ 0.19228    ,  0.216849   ,  0.189679   ,  4.14505e-65])
16736   , -1060.32    , array([ 0.621741   ,  0.216849   ,  0.309741   ,  4.14091e-65])
16737   , -1060.32    , array([ 0.621741   ,  0.216849   ,  0.309741   ,  4.14091e-65])
16738   , -1062.27    , array([ 0.622363   ,  0.216849   ,  0.309741   ,  4.14091e-65])
16739   , -1060.32    , array([ 0.621741   ,  0.217066   ,  0.309741   ,  4.14091e-65])
16740   , -1060.09    , array([ 0.621741   ,  0.216849   ,  0.310051   ,  4.14091e-65])
16741   , -1060.32    , array([ 0.621741   ,  0.216849   ,  0.309741   ,  4.14505e-65])
16742   , -520.146    , array([ 0.320247   ,  0.216849   ,  0.234747   ,  4.14091e-65])
16743   , -520.146    , array([ 0.320247   ,  0.216849   ,  0.234747   ,  4.14091e-65])
16744   , -520.205    , array([ 0.320567   ,  0.216849   ,  0.234747   ,  4.14091e-65])
16745   , -520.146    , array([ 0.320247   ,  0.217066   ,  0.234747   ,  4.14091e-65])
16746   , -519.779    , array([ 0.320247   ,  0.216849   ,  0.234981   ,  4.14091e-65])
16747   , -520.146    , array([ 0.320247   ,  0.216849   ,  0.234747   ,  4.14505e-65])
16748   , -489.18     , array([ 0.323137   ,  0.216849   ,  0.257622   ,  4.14091e-65])
16749   , -489.18     , array([ 0.323137   ,  0.216849   ,  0.257622   ,  4.14091e-65])
16750   , -489.279    , array([ 0.32346    ,  0.216849   ,  0.257622   ,  4.14091e-65])
16751   , -489.18     , array([ 0.323137   ,  0.217066   ,  0.257622   ,  4.14091e-65])
16752   , -488.869    , array([ 0.323137   ,  0.216849   ,  0.25788    ,  4.14091e-65])
16753   , -489.18     , array([ 0.323137   ,  0.216849   ,  0.257622   ,  4.14505e-65])
16754   , -438.085    , array([ 0.308543   ,  0.216849   ,  0.31036    ,  4.14091e-65])
