5781    , -3864.37    , array([ 2.39423    ,  2.85532    ,  0.0502843  ,  0.0482912  ])
5782    , -3865       , array([ 2.39662    ,  2.85532    ,  0.0502843  ,  0.0482912  ])
5783    , -3865.09    , array([ 2.39423    ,  2.85817    ,  0.0502843  ,  0.0482912  ])
5784    , -3865.08    , array([ 2.39423    ,  2.85532    ,  0.0503346  ,  0.0482912  ])
5785    , -3865.17    , array([ 2.39423    ,  2.85532    ,  0.0502843  ,  0.0483395  ])
5786    , -3864.37    , array([ 2.39423    ,  2.85532    ,  0.0502843  ,  0.0482912  ])
5787    , -2824.67    , array([ 1.53994    ,  1.71873    ,  0.0304812  ,  0.0274985  ])
5788    , -2824.67    , array([ 1.53994    ,  1.71873    ,  0.0304812  ,  0.0274985  ])
5789    , -2825.15    , array([ 1.54148    ,  1.71873    ,  0.0304812  ,  0.0274985  ])
5790    , -2825.12    , array([ 1.53994    ,  1.72045    ,  0.0304812  ,  0.0274985  ])
5791    , -2824.91    , array([ 1.53994    ,  1.71873    ,  0.0305117  ,  0.0274985  ])
5792    , -2824.93    , array([ 1.53994    ,  1.71873    ,  0.0304812  ,  0.0275261  ])
5793    , -555.431    , array([ 0.0535333  ,  0.161357   ,  0.0858973  ,  0.092992   ])
5794    , -555.431    , array([ 0.0535333  ,  0.161357   ,  0.0858973  ,  0.092992   ])
5795    , -553.663    , array([ 0.0535869  ,  0.161357   ,  0.0858973  ,  0.092992   ])
5796    , -556.068    , array([ 0.0535333  ,  0.161518   ,  0.0858973  ,  0.092992   ])
5797    , -557.065    , array([ 0.0535333  ,  0.161357   ,  0.0859832  ,  0.092992   ])
5798    , -556.038    , array([ 0.0535333  ,  0.161357   ,  0.0858973  ,  0.093085   ])
5799    , -2071.67    , array([ 0.70118    ,  0.987601   ,  0.0388518  ,  0.0365793  ])
5800    , -2071.67    , array([ 0.70118    ,  0.987601   ,  0.0388518  ,  0.0365793  ])
5801    , -2072.47    , array([ 0.701882   ,  0.987601   ,  0.0388518  ,  0.0365793  ])
5802    , -2072.24    , array([ 0.70118    ,  0.988589   ,  0.0388518  ,  0.0365793  ])
5803    , -2071.45    , array([ 0.70118    ,  0.987601   ,  0.0388907  ,  0.0365793  ])
5804    , -2071.69    , array([ 0.70118    ,  0.987601   ,  0.0388518  ,  0.0366159  ])
5805    , -456.307    , array([ 0.106869   ,  0.262557   ,  0.0694037  ,  0.072369   ])
5806    , -456.307    , array([ 0.106869   ,  0.262557   ,  0.0694037  ,  0.072369   ])
5807    , -456.733    , array([ 0.106976   ,  0.262557   ,  0.0694037  ,  0.072369   ])
5808    , -455.552    , array([ 0.106869   ,  0.26282    ,  0.0694037  ,  0.072369   ])
5809    , -455.908    , array([ 0.106869   ,  0.262557   ,  0.0694732  ,  0.072369   ])
5810    , -456.104    , array([ 0.106869   ,  0.262557   ,  0.0694037  ,  0.0724414  ])
5817    , -456.268    , array([ 0.10686    ,  0.262554   ,  0.0694052  ,  0.0723699  ])
5818    , -456.268    , array([ 0.10686    ,  0.262554   ,  0.0694052  ,  0.0723699  ])
5819    , -456.695    , array([ 0.106967   ,  0.262554   ,  0.0694052  ,  0.0723699  ])
5820    , -455.514    , array([ 0.10686    ,  0.262816   ,  0.0694052  ,  0.0723699  ])
5821    , -455.87     , array([ 0.10686    ,  0.262554   ,  0.0694746  ,  0.0723699  ])
5822    , -456.066    , array([ 0.10686    ,  0.262554   ,  0.0694052  ,  0.0724423  ])
5823    , -456.23     , array([ 0.106851   ,  0.26255    ,  0.0694067  ,  0.0723707  ])
5824    , -456.23     , array([ 0.106851   ,  0.26255    ,  0.0694067  ,  0.0723707  ])
5825    , -456.657    , array([ 0.106958   ,  0.26255    ,  0.0694067  ,  0.0723707  ])
5826    , -455.476    , array([ 0.106851   ,  0.262813   ,  0.0694067  ,  0.0723707  ])
5827    , -455.832    , array([ 0.106851   ,  0.26255    ,  0.0694761  ,  0.0723707  ])
5828    , -456.027    , array([ 0.106851   ,  0.26255    ,  0.0694067  ,  0.0724431  ])
