217810  , -37025.4    , array([ 0.548059   ,  1.61397    ,  5.19209e-60,  0.000246191,  0.0450923  ])
217811  , -37029      , array([ 0.548607   ,  1.61397    ,  5.19209e-60,  0.000246191,  0.0450923  ])
217812  , -37036      , array([ 0.548059   ,  1.61558    ,  5.19209e-60,  0.000246191,  0.0450923  ])
217813  , -37025.4    , array([ 0.548059   ,  1.61397    ,  5.19728e-60,  0.000246191,  0.0450923  ])
217814  , -37025.4    , array([ 0.548059   ,  1.61397    ,  5.19209e-60,  0.000246437,  0.0450923  ])
217815  , -37010.4    , array([ 0.548059   ,  1.61397    ,  5.19209e-60,  0.000246191,  0.0451374  ])
217816  , -37025.4    , array([ 0.548059   ,  1.61397    ,  5.19209e-60,  0.000246191,  0.0450923  ])
217817  , -25657.5    , array([ 0.45098    ,  0.90922    ,  5.19209e-60,  0.000246186,  0.101155   ])
217818  , -25657.5    , array([ 0.45098    ,  0.90922    ,  5.19209e-60,  0.000246186,  0.101155   ])
217819  , -25639.5    , array([ 0.451431   ,  0.90922    ,  5.19209e-60,  0.000246186,  0.101155   ])
217820  , -25670.8    , array([ 0.45098    ,  0.91013    ,  5.19209e-60,  0.000246186,  0.101155   ])
217821  , -25657.5    , array([ 0.45098    ,  0.90922    ,  5.19728e-60,  0.000246186,  0.101155   ])
217822  , -25657.5    , array([ 0.45098    ,  0.90922    ,  5.19209e-60,  0.000246432,  0.101155   ])
217823  , -25662.3    , array([ 0.45098    ,  0.90922    ,  5.19209e-60,  0.000246186,  0.101256   ])
217824  , -27323.7    , array([ 0.776171   ,  0.257013   ,  5.19209e-60,  0.000246177,  0.21852    ])
217825  , -27323.7    , array([ 0.776171   ,  0.257013   ,  5.19209e-60,  0.000246177,  0.21852    ])
217826  , -27308.9    , array([ 0.776948   ,  0.257013   ,  5.19209e-60,  0.000246177,  0.21852    ])
217827  , -27302.6    , array([ 0.776171   ,  0.25727    ,  5.19209e-60,  0.000246177,  0.21852    ])
217828  , -27323.7    , array([ 0.776171   ,  0.257013   ,  5.19728e-60,  0.000246177,  0.21852    ])
217829  , -27323.7    , array([ 0.776171   ,  0.257013   ,  5.19209e-60,  0.000246423,  0.21852    ])
217830  , -27365.3    , array([ 0.776171   ,  0.257013   ,  5.19209e-60,  0.000246177,  0.218739   ])
217831  , -17367.4    , array([ 0.595342   ,  0.47644    ,  5.19209e-60,  0.000246181,  0.149997   ])
217832  , -17367.4    , array([ 0.595342   ,  0.47644    ,  5.19209e-60,  0.000246181,  0.149997   ])
217833  , -17348.7    , array([ 0.595937   ,  0.47644    ,  5.19209e-60,  0.000246181,  0.149997   ])
217834  , -17372.4    , array([ 0.595342   ,  0.476917   ,  5.19209e-60,  0.000246181,  0.149997   ])
217835  , -17367.4    , array([ 0.595342   ,  0.47644    ,  5.19728e-60,  0.000246181,  0.149997   ])
217836  , -17367.4    , array([ 0.595342   ,  0.47644    ,  5.19209e-60,  0.000246428,  0.149997   ])
217837  , -17384      , array([ 0.595342   ,  0.47644    ,  5.19209e-60,  0.000246181,  0.150147   ])
217845  , -17366.9    , array([ 0.595258   ,  0.476354   ,  5.19209e-60,  0.000246182,  0.149977   ])
217846  , -17366.9    , array([ 0.595258   ,  0.476354   ,  5.19209e-60,  0.000246182,  0.149977   ])
217847  , -17348.3    , array([ 0.595853   ,  0.476354   ,  5.19209e-60,  0.000246182,  0.149977   ])
217848  , -17371.9    , array([ 0.595258   ,  0.476831   ,  5.19209e-60,  0.000246182,  0.149977   ])
217849  , -17366.9    , array([ 0.595258   ,  0.476354   ,  5.19728e-60,  0.000246182,  0.149977   ])
217850  , -17366.9    , array([ 0.595258   ,  0.476354   ,  5.19209e-60,  0.000246428,  0.149977   ])
