82178   , -107494     , array([ 0.0826474  ,  0.00988233 ,  5.95024e-28,  1.44088e-50,  0.0299944  ])
82179   , -107475     , array([ 0.0827301  ,  0.00988233 ,  5.95024e-28,  1.44088e-50,  0.0299944  ])
82180   , -107384     , array([ 0.0826474  ,  0.00989221 ,  5.95024e-28,  1.44088e-50,  0.0299944  ])
82181   , -107494     , array([ 0.0826474  ,  0.00988233 ,  5.95619e-28,  1.44088e-50,  0.0299944  ])
82182   , -107494     , array([ 0.0826474  ,  0.00988233 ,  5.95024e-28,  1.44233e-50,  0.0299944  ])
82183   , -107618     , array([ 0.0826474  ,  0.00988233 ,  5.95024e-28,  1.44088e-50,  0.0300244  ])
82184   , -107494     , array([ 0.0826474  ,  0.00988233 ,  5.95024e-28,  1.44088e-50,  0.0299944  ])
82185   , -17755.1    , array([ 0.0927021  ,  0.0192431  ,  5.95024e-28,  1.44088e-50,  0.0141653  ])
82186   , -17755.1    , array([ 0.0927021  ,  0.0192431  ,  5.95024e-28,  1.44088e-50,  0.0141653  ])
82187   , -17743.8    , array([ 0.0927949  ,  0.0192431  ,  5.95024e-28,  1.44088e-50,  0.0141653  ])
82188   , -17733.8    , array([ 0.0927021  ,  0.0192624  ,  5.95024e-28,  1.44088e-50,  0.0141653  ])
82189   , -17755.1    , array([ 0.0927021  ,  0.0192431  ,  5.95619e-28,  1.44088e-50,  0.0141653  ])
82190   , -17755.1    , array([ 0.0927021  ,  0.0192431  ,  5.95024e-28,  1.44233e-50,  0.0141653  ])
82191   , -17786      , array([ 0.0927021  ,  0.0192431  ,  5.95024e-28,  1.44088e-50,  0.0141795  ])
82199   , -17700.7    , array([ 0.0930957  ,  0.0192011  ,  5.95024e-28,  1.44088e-50,  0.0141407  ])
82200   , -17700.7    , array([ 0.0930957  ,  0.0192011  ,  5.95024e-28,  1.44088e-50,  0.0141407  ])
82201   , -17689.5    , array([ 0.0931888  ,  0.0192011  ,  5.95024e-28,  1.44088e-50,  0.0141407  ])
82202   , -17679.3    , array([ 0.0930957  ,  0.0192203  ,  5.95024e-28,  1.44088e-50,  0.0141407  ])
82203   , -17700.7    , array([ 0.0930957  ,  0.0192011  ,  5.95619e-28,  1.44088e-50,  0.0141407  ])
82204   , -17700.7    , array([ 0.0930957  ,  0.0192011  ,  5.95024e-28,  1.44233e-50,  0.0141407  ])
82205   , -17731.5    , array([ 0.0930957  ,  0.0192011  ,  5.95024e-28,  1.44088e-50,  0.0141549  ])
82206   , -14486.2    , array([ 0.142704   ,  0.0153996  ,  5.95024e-28,  1.44088e-50,  0.011868   ])
82207   , -14486.2    , array([ 0.142704   ,  0.0153996  ,  5.95024e-28,  1.44088e-50,  0.011868   ])
82208   , -14481.6    , array([ 0.142847   ,  0.0153996  ,  5.95024e-28,  1.44088e-50,  0.011868   ])
82209   , -14460.9    , array([ 0.142704   ,  0.015415   ,  5.95024e-28,  1.44088e-50,  0.011868   ])
82210   , -14486.2    , array([ 0.142704   ,  0.0153996  ,  5.95619e-28,  1.44088e-50,  0.011868   ])
82211   , -14486.2    , array([ 0.142704   ,  0.0153996  ,  5.95024e-28,  1.44233e-50,  0.011868   ])
82212   , -14514.9    , array([ 0.142704   ,  0.0153996  ,  5.95024e-28,  1.44088e-50,  0.0118799  ])
82220   , -14486.1    , array([ 0.14273    ,  0.0154025  ,  5.95024e-28,  1.44088e-50,  0.0118703  ])
82221   , -14486.1    , array([ 0.14273    ,  0.0154025  ,  5.95024e-28,  1.44088e-50,  0.0118703  ])
82222   , -14481.5    , array([ 0.142873   ,  0.0154025  ,  5.95024e-28,  1.44088e-50,  0.0118703  ])
82223   , -14460.8    , array([ 0.14273    ,  0.015418   ,  5.95024e-28,  1.44088e-50,  0.0118703  ])
82224   , -14486.1    , array([ 0.14273    ,  0.0154025  ,  5.95619e-28,  1.44088e-50,  0.0118703  ])
82225   , -14486.1    , array([ 0.14273    ,  0.0154025  ,  5.95024e-28,  1.44233e-50,  0.0118703  ])
82226   , -14514.8    , array([ 0.14273    ,  0.0154025  ,  5.95024e-28,  1.44088e-50,  0.0118822  ])
82227   , -14486.1    , array([ 0.142756   ,  0.0154055  ,  5.95024e-28,  1.44088e-50,  0.0118727  ])
82228   , -14486.1    , array([ 0.142756   ,  0.0154055  ,  5.95024e-28,  1.44088e-50,  0.0118727  ])
82229   , -14481.4    , array([ 0.142899   ,  0.0154055  ,  5.95024e-28,  1.44088e-50,  0.0118727  ])
82230   , -14460.7    , array([ 0.142756   ,  0.0154209  ,  5.95024e-28,  1.44088e-50,  0.0118727  ])
82231   , -14486.1    , array([ 0.142756   ,  0.0154055  ,  5.95619e-28,  1.44088e-50,  0.0118727  ])
82232   , -14486.1    , array([ 0.142756   ,  0.0154055  ,  5.95024e-28,  1.44233e-50,  0.0118727  ])
82233   , -14514.7    , array([ 0.142756   ,  0.0154055  ,  5.95024e-28,  1.44088e-50,  0.0118845  ])
82241   , -14486      , array([ 0.142763   ,  0.0154062  ,  5.95024e-28,  1.44088e-50,  0.0118732  ])
82242   , -14486      , array([ 0.142763   ,  0.0154062  ,  5.95024e-28,  1.44088e-50,  0.0118732  ])
82243   , -14481.4    , array([ 0.142906   ,  0.0154062  ,  5.95024e-28,  1.44088e-50,  0.0118732  ])
82244   , -14460.7    , array([ 0.142763   ,  0.0154216  ,  5.95024e-28,  1.44088e-50,  0.0118732  ])
82245   , -14486      , array([ 0.142763   ,  0.0154062  ,  5.95619e-28,  1.44088e-50,  0.0118732  ])
82246   , -14486      , array([ 0.142763   ,  0.0154062  ,  5.95024e-28,  1.44233e-50,  0.0118732  ])
82247   , -14514.7    , array([ 0.142763   ,  0.0154062  ,  5.95024e-28,  1.44088e-50,  0.0118851  ])
82248   , -14486      , array([ 0.142769   ,  0.0154069  ,  5.95024e-28,  1.44088e-50,  0.0118738  ])
82249   , -14486      , array([ 0.142769   ,  0.0154069  ,  5.95024e-28,  1.44088e-50,  0.0118738  ])
82250   , -14481.4    , array([ 0.142912   ,  0.0154069  ,  5.95024e-28,  1.44088e-50,  0.0118738  ])
82251   , -14460.7    , array([ 0.142769   ,  0.0154223  ,  5.95024e-28,  1.44088e-50,  0.0118738  ])
82252   , -14486      , array([ 0.142769   ,  0.0154069  ,  5.95619e-28,  1.44088e-50,  0.0118738  ])
82253   , -14486      , array([ 0.142769   ,  0.0154069  ,  5.95024e-28,  1.44233e-50,  0.0118738  ])
82254   , -14514.7    , array([ 0.142769   ,  0.0154069  ,  5.95024e-28,  1.44088e-50,  0.0118857  ])
82255   , -49550.9    , array([ 9.12634    ,  1.15426    ,  5.95024e-28,  1.44088e-50,  1.00181    ])
82256   , -49550.9    , array([ 9.12634    ,  1.15426    ,  5.95024e-28,  1.44088e-50,  1.00181    ])
82257   , -49554.7    , array([ 9.13547    ,  1.15426    ,  5.95024e-28,  1.44088e-50,  1.00181    ])
82258   , -49527.6    , array([ 9.12634    ,  1.15542    ,  5.95024e-28,  1.44088e-50,  1.00181    ])
82259   , -49550.9    , array([ 9.12634    ,  1.15426    ,  5.95619e-28,  1.44088e-50,  1.00181    ])
82260   , -49550.9    , array([ 9.12634    ,  1.15426    ,  5.95024e-28,  1.44233e-50,  1.00181    ])
82261   , -49598.1    , array([ 9.12634    ,  1.15426    ,  5.95024e-28,  1.44088e-50,  1.00281    ])
82262   , -14137.2    , array([ 0.25214    ,  0.0278068  ,  5.95024e-28,  1.44088e-50,  0.0217814  ])
82263   , -14137.2    , array([ 0.25214    ,  0.0278068  ,  5.95024e-28,  1.44088e-50,  0.0217814  ])
82264   , -14132.5    , array([ 0.252392   ,  0.0278068  ,  5.95024e-28,  1.44088e-50,  0.0217814  ])
82265   , -14111.9    , array([ 0.25214    ,  0.0278346  ,  5.95024e-28,  1.44088e-50,  0.0217814  ])
82266   , -14137.2    , array([ 0.25214    ,  0.0278068  ,  5.95619e-28,  1.44088e-50,  0.0217814  ])
82267   , -14137.2    , array([ 0.25214    ,  0.0278068  ,  5.95024e-28,  1.44233e-50,  0.0217814  ])
82268   , -14165.5    , array([ 0.25214    ,  0.0278068  ,  5.95024e-28,  1.44088e-50,  0.0218032  ])
82269   , -13827.7    , array([ 0.399066   ,  0.0447886  ,  5.95024e-28,  1.44088e-50,  0.0355468  ])
