9250    , -79089.4    , array([ 5.49794    ,  0.619876   ,  0.00114707 ,  3.5481e-16 ,  2.67405e-08])
9251    , -79089.4    , array([ 5.50344    ,  0.619876   ,  0.00114707 ,  3.5481e-16 ,  2.67405e-08])
9252    , -79089.4    , array([ 5.49794    ,  0.620496   ,  0.00114707 ,  3.5481e-16 ,  2.67405e-08])
9253    , -79089.4    , array([ 5.49794    ,  0.619876   ,  0.00114821 ,  3.5481e-16 ,  2.67405e-08])
9254    , -79089.4    , array([ 5.49794    ,  0.619876   ,  0.00114707 ,  3.55165e-16,  2.67405e-08])
9255    , -79089.4    , array([ 5.49794    ,  0.619876   ,  0.00114707 ,  3.5481e-16 ,  2.67673e-08])
9256    , -79089.4    , array([ 5.49794    ,  0.619876   ,  0.00114707 ,  3.5481e-16 ,  2.67405e-08])
9257    , -79089.4    , array([ 5.47664    ,  0.589255   ,  0.00114707 ,  3.5481e-16 ,  2.82536e-08])
9258    , -79089.4    , array([ 5.47664    ,  0.589255   ,  0.00114707 ,  3.5481e-16 ,  2.82536e-08])
9259    , -79089.4    , array([ 5.48212    ,  0.589255   ,  0.00114707 ,  3.5481e-16 ,  2.82536e-08])
9260    , -79089.4    , array([ 5.47664    ,  0.589844   ,  0.00114707 ,  3.5481e-16 ,  2.82536e-08])
9261    , -79089.4    , array([ 5.47664    ,  0.589255   ,  0.00114821 ,  3.5481e-16 ,  2.82536e-08])
9262    , -79089.4    , array([ 5.47664    ,  0.589255   ,  0.00114707 ,  3.55165e-16,  2.82536e-08])
9263    , -79089.4    , array([ 5.47664    ,  0.589255   ,  0.00114707 ,  3.5481e-16 ,  2.82819e-08])
9264    , -79089.4    , array([ 5.39225    ,  0.481167   ,  0.00114707 ,  3.5481e-16 ,  3.52121e-08])
9265    , -79089.4    , array([ 5.39225    ,  0.481167   ,  0.00114707 ,  3.5481e-16 ,  3.52121e-08])
9266    , -79089.4    , array([ 5.39764    ,  0.481167   ,  0.00114707 ,  3.5481e-16 ,  3.52121e-08])
9267    , -79089.4    , array([ 5.39225    ,  0.481649   ,  0.00114707 ,  3.5481e-16 ,  3.52121e-08])
9268    , -79089.4    , array([ 5.39225    ,  0.481167   ,  0.00114821 ,  3.5481e-16 ,  3.52121e-08])
9269    , -79089.4    , array([ 5.39225    ,  0.481167   ,  0.00114707 ,  3.55165e-16,  3.52121e-08])
9270    , -79089.4    , array([ 5.39225    ,  0.481167   ,  0.00114707 ,  3.5481e-16 ,  3.52473e-08])
9271    , -79089      , array([ 5.06749    ,  0.213929   ,  0.00114707 ,  3.5481e-16 ,  8.49495e-08])
9272    , -79089      , array([ 5.06749    ,  0.213929   ,  0.00114707 ,  3.5481e-16 ,  8.49495e-08])
9273    , -79089      , array([ 5.07256    ,  0.213929   ,  0.00114707 ,  3.5481e-16 ,  8.49495e-08])
9274    , -79089      , array([ 5.06749    ,  0.214143   ,  0.00114707 ,  3.5481e-16 ,  8.49495e-08])
9275    , -79089      , array([ 5.06749    ,  0.213929   ,  0.00114822 ,  3.5481e-16 ,  8.49495e-08])
9276    , -79089      , array([ 5.06749    ,  0.213929   ,  0.00114707 ,  3.55165e-16,  8.49495e-08])
9277    , -79089      , array([ 5.06749    ,  0.213929   ,  0.00114707 ,  3.5481e-16 ,  8.50345e-08])
9278    , -78685.7    , array([ 3.95262    ,  0.00835908 ,  0.00114708 ,  3.5481e-16 ,  2.87766e-06])
9279    , -78685.7    , array([ 3.95262    ,  0.00835908 ,  0.00114708 ,  3.5481e-16 ,  2.87766e-06])
9280    , -78685.7    , array([ 3.95657    ,  0.00835908 ,  0.00114708 ,  3.5481e-16 ,  2.87766e-06])
9281    , -78686.1    , array([ 3.95262    ,  0.00836744 ,  0.00114708 ,  3.5481e-16 ,  2.87766e-06])
