Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-394.0	796.0	598.56	23549.92	16.977,0.3159,3.9703,0.921
our_model	Round_1_Replicate_2	-398.73	805.46	607.62	7301.46	30.0,1.0115,7.4214,2.214
our_model	Round_1_Replicate_3	-398.98	805.96	608.06	18266.11	30.0,0.4042,2.0216,0.8765
our_model	Round_1_Replicate_4	-394.34	796.68	599.48	64149.27	0.7278,0.1158,0.1233,0.2723
our_model	Round_1_Replicate_5	-399.01	806.02	608.13	20599.1	30.0,0.3584,1.617,0.7705
our_model	Round_1_Replicate_6	-394.85	797.7	599.48	18877.24	6.0929,0.3947,4.6187,0.9889
our_model	Round_1_Replicate_7	-396.35	800.7	603.23	4198.75	30.0,1.7636,17.993,4.063
our_model	Round_1_Replicate_8	-393.26	794.52	597.43	7661.67	29.8967,0.971,30.0,3.2148
our_model	Round_1_Replicate_9	-397.53	803.06	605.41	10845.36	30.0,0.6818,4.9973,1.5689
our_model	Round_1_Replicate_10	-398.09	804.18	606.45	8864.05	30.0,0.8337,6.1355,1.873
our_model	Round_2_Replicate_1	-393.83	795.66	598.52	4835.66	30.0,1.5369,29.8289,4.3281
our_model	Round_2_Replicate_2	-393.21	794.42	597.34	11659.5	13.4097,0.6381,28.7994,2.0733
our_model	Round_2_Replicate_3	-394.01	796.02	598.16	7108.26	11.9379,1.0484,26.9732,2.7345
our_model	Round_2_Replicate_4	-394.37	796.74	598.84	4158.22	30.0,1.7912,28.5968,4.7089
our_model	Round_2_Replicate_5	-393.37	794.74	597.64	6754.82	30.0,1.1011,29.5616,3.4911
our_model	Round_2_Replicate_6	-395.1	798.2	600.91	5519.78	30.0,1.3438,15.9887,3.3911
our_model	Round_2_Replicate_7	-393.08	794.16	597.09	11378.15	29.9744,0.654,29.7631,2.4332
our_model	Round_2_Replicate_8	-393.95	795.9	598.75	4613.83	28.4933,1.6105,29.9941,4.418
our_model	Round_2_Replicate_9	-394.14	796.28	599.11	4237.99	30.0,1.7528,29.9991,4.6877
our_model	Round_2_Replicate_10	-396.7	801.4	603.88	9229.14	4.7171,0.802,30.0,1.5583
our_model	Round_2_Replicate_11	-397.17	802.34	604.75	2791.09	30.0,2.6504,27.1697,5.6497
our_model	Round_2_Replicate_12	-395.88	799.76	602.38	5980.26	8.2188,1.239,30.0,2.5567
our_model	Round_2_Replicate_13	-395.46	798.92	601.59	3137.81	29.9994,2.3626,29.9999,5.517
our_model	Round_2_Replicate_14	-397.53	803.06	605.42	2700.25	30.0,2.7385,27.312,5.739
our_model	Round_2_Replicate_15	-397.76	803.52	605.83	3130.24	30.0,2.3617,22.1394,5.0044
our_model	Round_2_Replicate_16	-396.13	800.26	602.83	8800.35	5.2604,0.8417,30.0,1.6969
our_model	Round_2_Replicate_17	-397.51	803.02	605.38	2522.76	30.0,2.9312,29.9881,6.091
our_model	Round_2_Replicate_18	-393.99	795.98	598.83	4775.65	23.7792,1.5558,29.9996,4.1788
our_model	Round_2_Replicate_19	-394.82	797.64	600.37	4874.32	29.9999,1.5224,19.8754,3.8828
our_model	Round_2_Replicate_20	-394.94	797.88	600.61	5431.79	11.1621,1.3659,30.0,3.0906
