152907  , -73052.5    , array([ 0.373983   ,  0.0199222  ,  8.2097e-70 ,  2.95267e-49,  0.000104208])
152908  , -73052.7    , array([ 0.374357   ,  0.0199222  ,  8.2097e-70 ,  2.95267e-49,  0.000104208])
152909  , -73058      , array([ 0.373983   ,  0.0199422  ,  8.2097e-70 ,  2.95267e-49,  0.000104208])
152910  , -73052.5    , array([ 0.373983   ,  0.0199222  ,  8.21792e-70,  2.95267e-49,  0.000104208])
152911  , -73052.5    , array([ 0.373983   ,  0.0199222  ,  8.2097e-70 ,  2.95562e-49,  0.000104208])
152912  , -73046.8    , array([ 0.373983   ,  0.0199222  ,  8.2097e-70 ,  2.95267e-49,  0.000104312])
152913  , -73052.5    , array([ 0.373983   ,  0.0199222  ,  8.2097e-70 ,  2.95267e-49,  0.000104208])
152914  , -57804.8    , array([ 0.364741   ,  0.00988415 ,  8.2097e-70 ,  2.95267e-49,  0.000215545])
152915  , -57804.8    , array([ 0.364741   ,  0.00988415 ,  8.2097e-70 ,  2.95267e-49,  0.000215545])
152916  , -57805.1    , array([ 0.365106   ,  0.00988415 ,  8.2097e-70 ,  2.95267e-49,  0.000215545])
152917  , -57821.9    , array([ 0.364741   ,  0.00989404 ,  8.2097e-70 ,  2.95267e-49,  0.000215545])
152918  , -57804.8    , array([ 0.364741   ,  0.00988415 ,  8.21792e-70,  2.95267e-49,  0.000215545])
152919  , -57804.8    , array([ 0.364741   ,  0.00988415 ,  8.2097e-70 ,  2.95562e-49,  0.000215545])
152920  , -57787.5    , array([ 0.364741   ,  0.00988415 ,  8.2097e-70 ,  2.95267e-49,  0.00021576 ])
152928  , -57788.8    , array([ 0.364735   ,  0.00987962 ,  8.2097e-70 ,  2.95267e-49,  0.000215647])
152929  , -57788.8    , array([ 0.364735   ,  0.00987962 ,  8.2097e-70 ,  2.95267e-49,  0.000215647])
152930  , -57789.1    , array([ 0.3651     ,  0.00987962 ,  8.2097e-70 ,  2.95267e-49,  0.000215647])
152931  , -57805.8    , array([ 0.364735   ,  0.00988951 ,  8.2097e-70 ,  2.95267e-49,  0.000215647])
152932  , -57788.8    , array([ 0.364735   ,  0.00987962 ,  8.21792e-70,  2.95267e-49,  0.000215647])
152933  , -57788.8    , array([ 0.364735   ,  0.00987962 ,  8.2097e-70 ,  2.95562e-49,  0.000215647])
152934  , -57771.4    , array([ 0.364735   ,  0.00987962 ,  8.2097e-70 ,  2.95267e-49,  0.000215863])
152935  , -57772.7    , array([ 0.364729   ,  0.00987509 ,  8.2097e-70 ,  2.95267e-49,  0.00021575 ])
152936  , -57772.7    , array([ 0.364729   ,  0.00987509 ,  8.2097e-70 ,  2.95267e-49,  0.00021575 ])
152937  , -57773      , array([ 0.365094   ,  0.00987509 ,  8.2097e-70 ,  2.95267e-49,  0.00021575 ])
152938  , -57789.7    , array([ 0.364729   ,  0.00988497 ,  8.2097e-70 ,  2.95267e-49,  0.00021575 ])
152939  , -57772.7    , array([ 0.364729   ,  0.00987509 ,  8.21792e-70,  2.95267e-49,  0.00021575 ])
152940  , -57772.7    , array([ 0.364729   ,  0.00987509 ,  8.2097e-70 ,  2.95562e-49,  0.00021575 ])
152941  , -57755.4    , array([ 0.364729   ,  0.00987509 ,  8.2097e-70 ,  2.95267e-49,  0.000215966])
