Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-397.63	803.26	605.59	3280.0	30.0,2.2542,21.1377,4.8222
our_model	Round_1_Replicate_2	-396.86	801.72	604.17	20475.06	2.0908,0.3614,30.0,0.6954
our_model	Round_1_Replicate_3	-395.44	798.88	601.55	9642.75	30.0,0.7688,7.6936,1.9544
our_model	Round_1_Replicate_4	-396.24	800.48	603.04	8861.28	30.0,0.8357,7.4877,2.0245
our_model	Round_1_Replicate_5	-394.49	796.98	599.77	61006.51	1.3908,0.1217,0.0356,0.2866
our_model	Round_1_Replicate_6	-395.33	798.66	600.62	14927.44	3.7208,0.4983,10.5822,1.091
our_model	Round_1_Replicate_7	-394.5	797.0	599.04	18806.35	3.8208,0.396,7.8723,0.9598
our_model	Round_1_Replicate_8	-393.85	795.7	598.55	93450.81	0.5974,0.0795,0.6022,0.1983
our_model	Round_1_Replicate_9	-393.76	795.52	598.38	4998.15	29.9784,1.4871,30.0,4.2461
our_model	Round_1_Replicate_10	-398.9	805.8	607.92	18229.28	30.0,0.4051,2.0439,0.8807
our_model	Round_2_Replicate_1	-394.58	797.16	599.3	4013.99	24.031,1.8543,29.9994,4.6407
our_model	Round_2_Replicate_2	-396.78	801.56	604.04	4095.59	11.7411,1.8071,30.0,3.5697
our_model	Round_2_Replicate_3	-399.83	807.66	609.61	2199.33	30.0,3.3548,30.0,6.4105
our_model	Round_2_Replicate_4	-399.71	807.42	609.4	2211.3	30.0,3.337,30.0,6.3988
our_model	Round_2_Replicate_5	-394.72	797.44	599.4	6752.91	16.706,1.1028,15.6997,2.7861
our_model	Round_2_Replicate_6	-393.56	795.12	598.02	5704.21	30.0,1.3035,29.4636,3.8944
our_model	Round_2_Replicate_7	-393.47	794.94	597.84	6058.63	29.9622,1.2274,29.9996,3.7591
our_model	Round_2_Replicate_8	-395.61	799.22	601.86	3070.48	30.0,2.4139,30.0,5.5763
our_model	Round_2_Replicate_9	-400.13	808.26	610.16	2169.34	30.0,3.4003,30.0,6.4395
our_model	Round_2_Replicate_10	-399.93	807.86	609.79	2189.37	30.0,3.3698,30.0,6.4201
our_model	Round_3_Replicate_1	-396.18	800.36	602.92	6132.95	7.6759,1.2077,30.0,2.4374
our_model	Round_3_Replicate_2	-393.76	795.52	598.39	7575.55	30.0,0.9812,17.7765,2.8977
our_model	Round_3_Replicate_3	-393.81	795.62	598.49	7866.25	12.4054,0.9448,23.1056,2.5495
our_model	Round_3_Replicate_4	-396.46	800.92	603.45	7280.82	6.1668,1.0169,30.0,2.0078
our_model	Round_3_Replicate_5	-394.39	796.78	599.57	4501.93	19.4647,1.6494,30.0,4.118
our_model	Round_3_Replicate_6	-397.89	803.78	606.07	2453.6	30.0,3.0126,30.0,6.16
our_model	Round_3_Replicate_7	-396.58	801.16	603.66	6343.72	7.0543,1.167,30.0,2.291
our_model	Round_3_Replicate_8	-393.51	795.02	597.92	10202.44	15.1515,0.7288,17.4881,2.1769
our_model	Round_3_Replicate_9	-393.53	795.06	597.96	7209.13	30.0,1.0314,22.4653,3.1619
our_model	Round_3_Replicate_10	-396.45	800.9	603.42	5937.2	7.701,1.2471,30.0,2.4724
our_model	Round_3_Replicate_11	-394.67	797.34	600.1	3645.65	30.0,2.0359,30.0,5.1024
our_model	Round_3_Replicate_12	-396.41	800.82	603.35	6842.98	6.6245,1.082,30.0,2.1454
our_model	Round_3_Replicate_13	-398.65	805.3	607.46	2338.29	30.0,3.1588,30.0,6.274
our_model	Round_3_Replicate_14	-393.31	794.62	597.53	7169.37	30.0,1.0376,29.8399,3.3609
our_model	Round_3_Replicate_15	-395.71	799.42	602.04	3028.32	30.0,2.4472,30.0,5.6139
our_model	Round_3_Replicate_16	-394.33	796.66	598.87	4420.26	22.027,1.6843,29.9956,4.3109
our_model	Round_3_Replicate_17	-394.14	796.28	599.11	8318.08	11.5022,0.893,16.949,2.31
our_model	Round_3_Replicate_18	-395.42	798.84	601.17	3510.94	21.3597,2.1147,30.0,4.8118
our_model	Round_3_Replicate_19	-394.41	796.82	599.63	5734.92	12.3032,1.2947,30.0,3.1259
our_model	Round_3_Replicate_20	-393.37	794.74	597.65	6675.38	30.0,1.1142,29.8097,3.5241
