1227    , -54353.9    , array([ 0.00654335 ,  0.531002   ,  0.00299508 ,  0.031041   ])
1228    , -54354.9    , array([ 0.0065499  ,  0.531002   ,  0.00299508 ,  0.031041   ])
1229    , -54353.4    , array([ 0.00654335 ,  0.531533   ,  0.00299508 ,  0.031041   ])
1230    , -54352.9    , array([ 0.00654335 ,  0.531002   ,  0.00299807 ,  0.031041   ])
1231    , -54354.1    , array([ 0.00654335 ,  0.531002   ,  0.00299508 ,  0.0310721  ])
1232    , -54353.9    , array([ 0.00654335 ,  0.531002   ,  0.00299508 ,  0.031041   ])
1233    , -55652.9    , array([ 0.00332471 ,  0.740196   ,  0.00579005 ,  0.0272623  ])
1234    , -55652.9    , array([ 0.00332471 ,  0.740196   ,  0.00579005 ,  0.0272623  ])
1235    , -55645.4    , array([ 0.00332804 ,  0.740196   ,  0.00579005 ,  0.0272623  ])
1236    , -55652.9    , array([ 0.00332471 ,  0.740937   ,  0.00579005 ,  0.0272623  ])
1237    , -55660.5    , array([ 0.00332471 ,  0.740196   ,  0.00579584 ,  0.0272623  ])
1238    , -55657.2    , array([ 0.00332471 ,  0.740196   ,  0.00579005 ,  0.0272896  ])
1239    , -53981      , array([ 0.00502927 ,  0.60418    ,  0.00386974 ,  0.0295137  ])
1240    , -53981      , array([ 0.00502927 ,  0.60418    ,  0.00386974 ,  0.0295137  ])
1241    , -53981      , array([ 0.0050343  ,  0.60418    ,  0.00386974 ,  0.0295137  ])
1242    , -53980.4    , array([ 0.00502927 ,  0.604784   ,  0.00386974 ,  0.0295137  ])
1243    , -53981      , array([ 0.00502927 ,  0.60418    ,  0.00387361 ,  0.0295137  ])
1244    , -53981.6    , array([ 0.00502927 ,  0.60418    ,  0.00386974 ,  0.0295432  ])
1245    , -53691.1    , array([ 0.00430693 ,  1.17648    ,  0.00436895 ,  0.0160493  ])
1246    , -53691.1    , array([ 0.00430693 ,  1.17648    ,  0.00436895 ,  0.0160493  ])
1247    , -53691.5    , array([ 0.00431124 ,  1.17648    ,  0.00436895 ,  0.0160493  ])
1248    , -53690.9    , array([ 0.00430693 ,  1.17765    ,  0.00436895 ,  0.0160493  ])
1249    , -53690.8    , array([ 0.00430693 ,  1.17648    ,  0.00437333 ,  0.0160493  ])
1250    , -53690.5    , array([ 0.00430693 ,  1.17648    ,  0.00436895 ,  0.0160653  ])
1251    , -53448.5    , array([ 0.00422415 ,  4.7428     ,  0.0040914  ,  0.0246156  ])
1252    , -53448.5    , array([ 0.00422415 ,  4.7428     ,  0.0040914  ,  0.0246156  ])
1253    , -53447.8    , array([ 0.00422838 ,  4.7428     ,  0.0040914  ,  0.0246156  ])
1254    , -53448.4    , array([ 0.00422415 ,  4.74754    ,  0.0040914  ,  0.0246156  ])
1255    , -53449.2    , array([ 0.00422415 ,  4.7428     ,  0.00409549 ,  0.0246156  ])
1256    , -53449      , array([ 0.00422415 ,  4.7428     ,  0.0040914  ,  0.0246403  ])
1263    , -53448.5    , array([ 0.00422411 ,  4.7428     ,  0.00409136 ,  0.0246156  ])
1264    , -53448.5    , array([ 0.00422411 ,  4.7428     ,  0.00409136 ,  0.0246156  ])
1265    , -53447.8    , array([ 0.00422834 ,  4.7428     ,  0.00409136 ,  0.0246156  ])
1266    , -53448.4    , array([ 0.00422411 ,  4.74754    ,  0.00409136 ,  0.0246156  ])
1267    , -53449.2    , array([ 0.00422411 ,  4.7428     ,  0.00409545 ,  0.0246156  ])
1268    , -53449      , array([ 0.00422411 ,  4.7428     ,  0.00409136 ,  0.0246403  ])
1269    , -53421.8    , array([ 0.00127502 ,  4.95351    ,  0.00121207 ,  0.0251901  ])
1270    , -53421.8    , array([ 0.00127502 ,  4.95351    ,  0.00121207 ,  0.0251901  ])
1271    , -53421.1    , array([ 0.00127629 ,  4.95351    ,  0.00121207 ,  0.0251901  ])
1272    , -53421.7    , array([ 0.00127502 ,  4.95847    ,  0.00121207 ,  0.0251901  ])
1273    , -53422.5    , array([ 0.00127502 ,  4.95351    ,  0.00121329 ,  0.0251901  ])
1274    , -53422.3    , array([ 0.00127502 ,  4.95351    ,  0.00121207 ,  0.0252153  ])
1275    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939533,  0.0256208  ])
1276    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939533,  0.0256208  ])
1277    , -53378.4    , array([ 0.00107077 ,  5.46813    ,  0.000939533,  0.0256208  ])
1278    , -53378.7    , array([ 0.0010697  ,  5.4736     ,  0.000939533,  0.0256208  ])
1279    , -53379.2    , array([ 0.0010697  ,  5.46813    ,  0.000940473,  0.0256208  ])
1280    , -53379.2    , array([ 0.0010697  ,  5.46813    ,  0.000939533,  0.0256464  ])
1287    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256208  ])
1288    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256208  ])
1289    , -53378.4    , array([ 0.00107077 ,  5.46813    ,  0.000939532,  0.0256208  ])
1290    , -53378.7    , array([ 0.0010697  ,  5.4736     ,  0.000939532,  0.0256208  ])
1291    , -53379.2    , array([ 0.0010697  ,  5.46813    ,  0.000940472,  0.0256208  ])
1292    , -53379.2    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256464  ])
1299    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256208  ])
1300    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256208  ])
1301    , -53378.4    , array([ 0.00107077 ,  5.46813    ,  0.000939532,  0.0256208  ])
1302    , -53378.7    , array([ 0.0010697  ,  5.4736     ,  0.000939532,  0.0256208  ])
1303    , -53379.2    , array([ 0.0010697  ,  5.46813    ,  0.000940472,  0.0256208  ])
1304    , -53379.2    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256464  ])
1311    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256208  ])
1312    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256208  ])
1313    , -53378.4    , array([ 0.00107077 ,  5.46813    ,  0.000939532,  0.0256208  ])
1314    , -53378.7    , array([ 0.0010697  ,  5.4736     ,  0.000939532,  0.0256208  ])
1315    , -53379.2    , array([ 0.0010697  ,  5.46813    ,  0.000940472,  0.0256208  ])
1316    , -53379.2    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256464  ])
1323    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256208  ])
1324    , -53378.8    , array([ 0.0010697  ,  5.46813    ,  0.000939532,  0.0256208  ])
1325    , -53378.4    , array([ 0.00107077 ,  5.46813    ,  0.000939532,  0.0256208  ])
1326    , -53378.7    , array([ 0.0010697  ,  5.4736     ,  0.000939532,  0.0256208  ])
