313998  , -75442.7    , array([ 2.52389    ,  14.5223    ,  7.81239e-62,  4.7355e-18 ,  0.00953279 ])
313999  , -75445.5    , array([ 2.52642    ,  14.5223    ,  7.81239e-62,  4.7355e-18 ,  0.00953279 ])
314000  , -75443.4    , array([ 2.52389    ,  14.5368    ,  7.81239e-62,  4.7355e-18 ,  0.00953279 ])
314001  , -75442.7    , array([ 2.52389    ,  14.5223    ,  7.8202e-62 ,  4.7355e-18 ,  0.00953279 ])
314002  , -75442.7    , array([ 2.52389    ,  14.5223    ,  7.81239e-62,  4.74024e-18,  0.00953279 ])
314003  , -75439.3    , array([ 2.52389    ,  14.5223    ,  7.81239e-62,  4.7355e-18 ,  0.00954232 ])
314004  , -75442.7    , array([ 2.52389    ,  14.5223    ,  7.81239e-62,  4.7355e-18 ,  0.00953279 ])
314005  , -67175.6    , array([ 1.33673    ,  12.3358    ,  7.81239e-62,  4.7355e-18 ,  0.0205433  ])
314006  , -67175.6    , array([ 1.33673    ,  12.3358    ,  7.81239e-62,  4.7355e-18 ,  0.0205433  ])
314007  , -67184.1    , array([ 1.33807    ,  12.3358    ,  7.81239e-62,  4.7355e-18 ,  0.0205433  ])
314008  , -67177.1    , array([ 1.33673    ,  12.3481    ,  7.81239e-62,  4.7355e-18 ,  0.0205433  ])
314009  , -67175.6    , array([ 1.33673    ,  12.3358    ,  7.8202e-62 ,  4.7355e-18 ,  0.0205433  ])
314010  , -67175.6    , array([ 1.33673    ,  12.3358    ,  7.81239e-62,  4.74024e-18,  0.0205433  ])
314011  , -67165.9    , array([ 1.33673    ,  12.3358    ,  7.81239e-62,  4.7355e-18 ,  0.0205639  ])
314012  , -257345     , array([ 0.105181   ,  6.42229    ,  7.81239e-62,  4.7355e-18 ,  0.443073   ])
314013  , -257345     , array([ 0.105181   ,  6.42229    ,  7.81239e-62,  4.7355e-18 ,  0.443073   ])
314014  , -257154     , array([ 0.105286   ,  6.42229    ,  7.81239e-62,  4.7355e-18 ,  0.443073   ])
314015  , -257358     , array([ 0.105181   ,  6.42872    ,  7.81239e-62,  4.7355e-18 ,  0.443073   ])
314016  , -257345     , array([ 0.105181   ,  6.42229    ,  7.8202e-62 ,  4.7355e-18 ,  0.443073   ])
314017  , -257345     , array([ 0.105181   ,  6.42229    ,  7.81239e-62,  4.74024e-18,  0.443073   ])
314018  , -257530     , array([ 0.105181   ,  6.42229    ,  7.81239e-62,  4.7355e-18 ,  0.443517   ])
314019  , -47727.4    , array([ 0.645492   ,  10.2328    ,  7.81239e-62,  4.7355e-18 ,  0.0494991  ])
314020  , -47727.4    , array([ 0.645492   ,  10.2328    ,  7.81239e-62,  4.7355e-18 ,  0.0494991  ])
314021  , -47736.2    , array([ 0.646138   ,  10.2328    ,  7.81239e-62,  4.7355e-18 ,  0.0494991  ])
314022  , -47730      , array([ 0.645492   ,  10.243     ,  7.81239e-62,  4.7355e-18 ,  0.0494991  ])
314023  , -47727.4    , array([ 0.645492   ,  10.2328    ,  7.8202e-62 ,  4.7355e-18 ,  0.0494991  ])
314024  , -47727.4    , array([ 0.645492   ,  10.2328    ,  7.81239e-62,  4.74024e-18,  0.0494991  ])
314025  , -47715.6    , array([ 0.645492   ,  10.2328    ,  7.81239e-62,  4.7355e-18 ,  0.0495486  ])
314026  , -46056.6    , array([ 0.398638   ,  9.0418     ,  7.81239e-62,  4.7355e-18 ,  0.0886041  ])
314027  , -46056.6    , array([ 0.398638   ,  9.0418     ,  7.81239e-62,  4.7355e-18 ,  0.0886041  ])
314028  , -46042.2    , array([ 0.399037   ,  9.0418     ,  7.81239e-62,  4.7355e-18 ,  0.0886041  ])
314029  , -46059.8    , array([ 0.398638   ,  9.05084    ,  7.81239e-62,  4.7355e-18 ,  0.0886041  ])
314030  , -46056.6    , array([ 0.398638   ,  9.0418     ,  7.8202e-62 ,  4.7355e-18 ,  0.0886041  ])
314031  , -46056.6    , array([ 0.398638   ,  9.0418     ,  7.81239e-62,  4.74024e-18,  0.0886041  ])
314032  , -46065.5    , array([ 0.398638   ,  9.0418     ,  7.81239e-62,  4.7355e-18 ,  0.0886927  ])
314033  , -43983.2    , array([ 0.508872   ,  9.6267     ,  7.81239e-62,  4.7355e-18 ,  0.065973   ])
314034  , -43983.2    , array([ 0.508872   ,  9.6267     ,  7.81239e-62,  4.7355e-18 ,  0.065973   ])
314035  , -43983.2    , array([ 0.509381   ,  9.6267     ,  7.81239e-62,  4.7355e-18 ,  0.065973   ])
314036  , -43986      , array([ 0.508872   ,  9.63633    ,  7.81239e-62,  4.7355e-18 ,  0.065973   ])
314037  , -43983.2    , array([ 0.508872   ,  9.6267     ,  7.8202e-62 ,  4.7355e-18 ,  0.065973   ])
314038  , -43983.2    , array([ 0.508872   ,  9.6267     ,  7.81239e-62,  4.74024e-18,  0.065973   ])
314039  , -43979      , array([ 0.508872   ,  9.6267     ,  7.81239e-62,  4.7355e-18 ,  0.066039   ])
314047  , -43976.5    , array([ 0.508509   ,  9.62207    ,  7.81239e-62,  4.7355e-18 ,  0.0660588  ])
314048  , -43976.5    , array([ 0.508509   ,  9.62207    ,  7.81239e-62,  4.7355e-18 ,  0.0660588  ])
314049  , -43976.4    , array([ 0.509018   ,  9.62207    ,  7.81239e-62,  4.7355e-18 ,  0.0660588  ])
314050  , -43979.3    , array([ 0.508509   ,  9.63169    ,  7.81239e-62,  4.7355e-18 ,  0.0660588  ])
314051  , -43976.5    , array([ 0.508509   ,  9.62207    ,  7.8202e-62 ,  4.7355e-18 ,  0.0660588  ])
314052  , -43976.5    , array([ 0.508509   ,  9.62207    ,  7.81239e-62,  4.74024e-18,  0.0660588  ])
