90196   , -79089.4    , array([ 0.317192   ,  0.576753   ,  1.06851e-05,  0.17259    ,  2.02804e-09])
90197   , -79089.4    , array([ 0.317509   ,  0.576753   ,  1.06851e-05,  0.17259    ,  2.02804e-09])
90198   , -79089.4    , array([ 0.317192   ,  0.57733    ,  1.06851e-05,  0.17259    ,  2.02804e-09])
90199   , -79089.4    , array([ 0.317192   ,  0.576753   ,  1.06958e-05,  0.17259    ,  2.02804e-09])
90200   , -79089.4    , array([ 0.317192   ,  0.576753   ,  1.06851e-05,  0.172763   ,  2.02804e-09])
90201   , -79089.4    , array([ 0.317192   ,  0.576753   ,  1.06851e-05,  0.17259    ,  2.03006e-09])
90202   , -79089.4    , array([ 0.317192   ,  0.576753   ,  1.06851e-05,  0.17259    ,  2.02804e-09])
90203   , -79089.4    , array([ 0.315577   ,  0.574376   ,  1.06851e-05,  0.17259    ,  2.04693e-09])
90204   , -79089.4    , array([ 0.315577   ,  0.574376   ,  1.06851e-05,  0.17259    ,  2.04693e-09])
90205   , -79089.4    , array([ 0.315893   ,  0.574376   ,  1.06851e-05,  0.17259    ,  2.04693e-09])
90206   , -79089.4    , array([ 0.315577   ,  0.574951   ,  1.06851e-05,  0.17259    ,  2.04693e-09])
90207   , -79089.4    , array([ 0.315577   ,  0.574376   ,  1.06958e-05,  0.17259    ,  2.04693e-09])
90208   , -79089.4    , array([ 0.315577   ,  0.574376   ,  1.06851e-05,  0.172763   ,  2.04693e-09])
90209   , -79089.4    , array([ 0.315577   ,  0.574376   ,  1.06851e-05,  0.17259    ,  2.04898e-09])
90210   , -79089.4    , array([ 0.3092     ,  0.564967   ,  1.06851e-05,  0.17259    ,  2.12431e-09])
90211   , -79089.4    , array([ 0.3092     ,  0.564967   ,  1.06851e-05,  0.17259    ,  2.12431e-09])
90212   , -79089.4    , array([ 0.309509   ,  0.564967   ,  1.06851e-05,  0.17259    ,  2.12431e-09])
90213   , -79089.4    , array([ 0.3092     ,  0.565532   ,  1.06851e-05,  0.17259    ,  2.12431e-09])
90214   , -79089.4    , array([ 0.3092     ,  0.564967   ,  1.06958e-05,  0.17259    ,  2.12431e-09])
90215   , -79089.4    , array([ 0.3092     ,  0.564967   ,  1.06851e-05,  0.172763   ,  2.12431e-09])
90216   , -79089.4    , array([ 0.3092     ,  0.564967   ,  1.06851e-05,  0.17259    ,  2.12644e-09])
