1408    , -2110.47    , array([ 0.306787   ,  0.0502066  ,  1.00415e-05,  0.0128111  ])
1409    , -2110.47    , array([ 0.307094   ,  0.0502066  ,  1.00415e-05,  0.0128111  ])
1410    , -2109.14    , array([ 0.306787   ,  0.0502569  ,  1.00415e-05,  0.0128111  ])
1411    , -2110.47    , array([ 0.306787   ,  0.0502066  ,  1.00516e-05,  0.0128111  ])
1412    , -2111.38    , array([ 0.306787   ,  0.0502066  ,  1.00415e-05,  0.0128239  ])
1413    , -2110.47    , array([ 0.306787   ,  0.0502066  ,  1.00415e-05,  0.0128111  ])
1414    , -1779.87    , array([ 0.306811   ,  0.115538   ,  1.0041e-05 ,  0.00724148 ])
1415    , -1779.87    , array([ 0.306811   ,  0.115538   ,  1.0041e-05 ,  0.00724148 ])
1416    , -1779.87    , array([ 0.307118   ,  0.115538   ,  1.0041e-05 ,  0.00724148 ])
1417    , -1780.12    , array([ 0.306811   ,  0.115654   ,  1.0041e-05 ,  0.00724148 ])
1418    , -1779.87    , array([ 0.306811   ,  0.115538   ,  1.00511e-05,  0.00724148 ])
1419    , -1779.61    , array([ 0.306811   ,  0.115538   ,  1.0041e-05 ,  0.00724872 ])
1426    , -1779.87    , array([ 0.306811   ,  0.115539   ,  1.0041e-05 ,  0.00724155 ])
1427    , -1779.87    , array([ 0.306811   ,  0.115539   ,  1.0041e-05 ,  0.00724155 ])
1428    , -1779.87    , array([ 0.307118   ,  0.115539   ,  1.0041e-05 ,  0.00724155 ])
1429    , -1780.12    , array([ 0.306811   ,  0.115655   ,  1.0041e-05 ,  0.00724155 ])
1430    , -1779.87    , array([ 0.306811   ,  0.115539   ,  1.00511e-05,  0.00724155 ])
1431    , -1779.61    , array([ 0.306811   ,  0.115539   ,  1.0041e-05 ,  0.00724879 ])
1432    , -1779.87    , array([ 0.306811   ,  0.11554    ,  1.0041e-05 ,  0.00724161 ])
1433    , -1779.87    , array([ 0.306811   ,  0.11554    ,  1.0041e-05 ,  0.00724161 ])
1434    , -1779.87    , array([ 0.307118   ,  0.11554    ,  1.0041e-05 ,  0.00724161 ])
1435    , -1780.12    , array([ 0.306811   ,  0.115656   ,  1.0041e-05 ,  0.00724161 ])
1436    , -1779.87    , array([ 0.306811   ,  0.11554    ,  1.00511e-05,  0.00724161 ])
1437    , -1779.61    , array([ 0.306811   ,  0.11554    ,  1.0041e-05 ,  0.00724886 ])
1438    , -6871.79    , array([ 0.304166   ,  2.5244     ,  1.01015e-05,  0.469102   ])
1439    , -6871.79    , array([ 0.304166   ,  2.5244     ,  1.01015e-05,  0.469102   ])
1440    , -6871.79    , array([ 0.304471   ,  2.5244     ,  1.01015e-05,  0.469102   ])
1441    , -6877.38    , array([ 0.304166   ,  2.52692    ,  1.01015e-05,  0.469102   ])
1442    , -6871.79    , array([ 0.304166   ,  2.5244     ,  1.01116e-05,  0.469102   ])
1443    , -6873.61    , array([ 0.304166   ,  2.5244     ,  1.01015e-05,  0.469571   ])
1444    , -1689.01    , array([ 0.306195   ,  0.236206   ,  1.0055e-05 ,  0.0190473  ])
