73059   , -79088.1    , array([ 0.850225   ,  0.286402   ,  1.0229e-91 ,  0.000273656,  2.72255e-07])
73060   , -79088.1    , array([ 0.851075   ,  0.286402   ,  1.0229e-91 ,  0.000273656,  2.72255e-07])
73061   , -79088.1    , array([ 0.850225   ,  0.286689   ,  1.0229e-91 ,  0.000273656,  2.72255e-07])
73062   , -79088.1    , array([ 0.850225   ,  0.286402   ,  1.02392e-91,  0.000273656,  2.72255e-07])
73063   , -79088.1    , array([ 0.850225   ,  0.286402   ,  1.0229e-91 ,  0.00027393 ,  2.72255e-07])
73064   , -79088.1    , array([ 0.850225   ,  0.286402   ,  1.0229e-91 ,  0.000273656,  2.72527e-07])
73065   , -79088.1    , array([ 0.850225   ,  0.286402   ,  1.0229e-91 ,  0.000273656,  2.72255e-07])
73066   , -79084.2    , array([ 0.736135   ,  0.15264    ,  1.0229e-91 ,  0.000273656,  5.91975e-07])
73067   , -79084.2    , array([ 0.736135   ,  0.15264    ,  1.0229e-91 ,  0.000273656,  5.91975e-07])
73068   , -79084.2    , array([ 0.736872   ,  0.15264    ,  1.0229e-91 ,  0.000273656,  5.91975e-07])
73069   , -79084.2    , array([ 0.736135   ,  0.152793   ,  1.0229e-91 ,  0.000273656,  5.91975e-07])
73070   , -79084.2    , array([ 0.736135   ,  0.15264    ,  1.02392e-91,  0.000273656,  5.91975e-07])
73071   , -79084.2    , array([ 0.736135   ,  0.15264    ,  1.0229e-91 ,  0.00027393 ,  5.91975e-07])
73072   , -79084.2    , array([ 0.736135   ,  0.15264    ,  1.0229e-91 ,  0.000273656,  5.92567e-07])
73073   , -77815.4    , array([ 0.413669   ,  0.012315   ,  1.0229e-91 ,  0.000273656,  1.32316e-05])
73074   , -77815.4    , array([ 0.413669   ,  0.012315   ,  1.0229e-91 ,  0.000273656,  1.32316e-05])
73075   , -77815.5    , array([ 0.414083   ,  0.012315   ,  1.0229e-91 ,  0.000273656,  1.32316e-05])
73076   , -77816.7    , array([ 0.413669   ,  0.0123273  ,  1.0229e-91 ,  0.000273656,  1.32316e-05])
73077   , -77815.4    , array([ 0.413669   ,  0.012315   ,  1.02392e-91,  0.000273656,  1.32316e-05])
73078   , -77815.4    , array([ 0.413669   ,  0.012315   ,  1.0229e-91 ,  0.00027393 ,  1.32316e-05])
73079   , -77814.2    , array([ 0.413669   ,  0.012315   ,  1.0229e-91 ,  0.000273656,  1.32448e-05])
73087   , -77814.1    , array([ 0.413624   ,  0.0123092  ,  1.0229e-91 ,  0.000273656,  1.32393e-05])
73088   , -77814.1    , array([ 0.413624   ,  0.0123092  ,  1.0229e-91 ,  0.000273656,  1.32393e-05])
73089   , -77814.1    , array([ 0.414038   ,  0.0123092  ,  1.0229e-91 ,  0.000273656,  1.32393e-05])
73090   , -77815.3    , array([ 0.413624   ,  0.0123215  ,  1.0229e-91 ,  0.000273656,  1.32393e-05])
73091   , -77814.1    , array([ 0.413624   ,  0.0123092  ,  1.02392e-91,  0.000273656,  1.32393e-05])
73092   , -77814.1    , array([ 0.413624   ,  0.0123092  ,  1.0229e-91 ,  0.00027393 ,  1.32393e-05])
73093   , -77812.8    , array([ 0.413624   ,  0.0123092  ,  1.0229e-91 ,  0.000273656,  1.32525e-05])
73094   , -77812.8    , array([ 0.41358    ,  0.0123034  ,  1.0229e-91 ,  0.000273656,  1.3247e-05 ])
73095   , -77812.8    , array([ 0.41358    ,  0.0123034  ,  1.0229e-91 ,  0.000273656,  1.3247e-05 ])
73096   , -77812.8    , array([ 0.413993   ,  0.0123034  ,  1.0229e-91 ,  0.000273656,  1.3247e-05 ])
73097   , -77814      , array([ 0.41358    ,  0.0123157  ,  1.0229e-91 ,  0.000273656,  1.3247e-05 ])
73098   , -77812.8    , array([ 0.41358    ,  0.0123034  ,  1.02392e-91,  0.000273656,  1.3247e-05 ])
73099   , -77812.8    , array([ 0.41358    ,  0.0123034  ,  1.0229e-91 ,  0.00027393 ,  1.3247e-05 ])
73100   , -77811.5    , array([ 0.41358    ,  0.0123034  ,  1.0229e-91 ,  0.000273656,  1.32603e-05])
73108   , -77812.5    , array([ 0.413568   ,  0.0123019  ,  1.0229e-91 ,  0.000273656,  1.3249e-05 ])
73109   , -77812.5    , array([ 0.413568   ,  0.0123019  ,  1.0229e-91 ,  0.000273656,  1.3249e-05 ])
73110   , -77812.5    , array([ 0.413982   ,  0.0123019  ,  1.0229e-91 ,  0.000273656,  1.3249e-05 ])
73111   , -77813.7    , array([ 0.413568   ,  0.0123142  ,  1.0229e-91 ,  0.000273656,  1.3249e-05 ])
73112   , -77812.5    , array([ 0.413568   ,  0.0123019  ,  1.02392e-91,  0.000273656,  1.3249e-05 ])
73113   , -77812.5    , array([ 0.413568   ,  0.0123019  ,  1.0229e-91 ,  0.00027393 ,  1.3249e-05 ])
73114   , -77811.2    , array([ 0.413568   ,  0.0123019  ,  1.0229e-91 ,  0.000273656,  1.32622e-05])
73115   , -77812.1    , array([ 0.413557   ,  0.0123005  ,  1.0229e-91 ,  0.000273656,  1.32509e-05])
73116   , -77812.1    , array([ 0.413557   ,  0.0123005  ,  1.0229e-91 ,  0.000273656,  1.32509e-05])
73117   , -77812.1    , array([ 0.413971   ,  0.0123005  ,  1.0229e-91 ,  0.000273656,  1.32509e-05])
73118   , -77813.4    , array([ 0.413557   ,  0.0123128  ,  1.0229e-91 ,  0.000273656,  1.32509e-05])
73119   , -77812.1    , array([ 0.413557   ,  0.0123005  ,  1.02392e-91,  0.000273656,  1.32509e-05])
73120   , -77812.1    , array([ 0.413557   ,  0.0123005  ,  1.0229e-91 ,  0.00027393 ,  1.32509e-05])
73121   , -77810.9    , array([ 0.413557   ,  0.0123005  ,  1.0229e-91 ,  0.000273656,  1.32642e-05])
73129   , -77812      , array([ 0.413554   ,  0.0123001  ,  1.0229e-91 ,  0.000273656,  1.32514e-05])
73130   , -77812      , array([ 0.413554   ,  0.0123001  ,  1.0229e-91 ,  0.000273656,  1.32514e-05])
73131   , -77812.1    , array([ 0.413968   ,  0.0123001  ,  1.0229e-91 ,  0.000273656,  1.32514e-05])
73132   , -77813.3    , array([ 0.413554   ,  0.0123124  ,  1.0229e-91 ,  0.000273656,  1.32514e-05])
73133   , -77812      , array([ 0.413554   ,  0.0123001  ,  1.02392e-91,  0.000273656,  1.32514e-05])
73134   , -77812      , array([ 0.413554   ,  0.0123001  ,  1.0229e-91 ,  0.00027393 ,  1.32514e-05])
73135   , -77810.8    , array([ 0.413554   ,  0.0123001  ,  1.0229e-91 ,  0.000273656,  1.32646e-05])
73136   , -77812      , array([ 0.413551   ,  0.0122997  ,  1.0229e-91 ,  0.000273656,  1.32519e-05])
73137   , -77812      , array([ 0.413551   ,  0.0122997  ,  1.0229e-91 ,  0.000273656,  1.32519e-05])
73138   , -77812      , array([ 0.413965   ,  0.0122997  ,  1.0229e-91 ,  0.000273656,  1.32519e-05])
73139   , -77813.2    , array([ 0.413551   ,  0.012312   ,  1.0229e-91 ,  0.000273656,  1.32519e-05])
73140   , -77812      , array([ 0.413551   ,  0.0122997  ,  1.02392e-91,  0.000273656,  1.32519e-05])
73141   , -77812      , array([ 0.413551   ,  0.0122997  ,  1.0229e-91 ,  0.00027393 ,  1.32519e-05])
