70721   , -54479.1    , array([ 0.022953   ,  3.86507    ,  5.31032e-19,  2.84578e-15,  0.00280297 ])
70722   , -54473      , array([ 0.0229759  ,  3.86507    ,  5.31032e-19,  2.84578e-15,  0.00280297 ])
70723   , -54479.4    , array([ 0.022953   ,  3.86893    ,  5.31032e-19,  2.84578e-15,  0.00280297 ])
70724   , -54479.1    , array([ 0.022953   ,  3.86507    ,  5.31563e-19,  2.84578e-15,  0.00280297 ])
70725   , -54479.1    , array([ 0.022953   ,  3.86507    ,  5.31032e-19,  2.84863e-15,  0.00280297 ])
70726   , -54483.8    , array([ 0.022953   ,  3.86507    ,  5.31032e-19,  2.84578e-15,  0.00280577 ])
70727   , -54479.1    , array([ 0.022953   ,  3.86507    ,  5.31032e-19,  2.84578e-15,  0.00280297 ])
70728   , -62775.8    , array([ 0.0508235  ,  3.67658    ,  5.31032e-19,  2.84578e-15,  0.00150624 ])
70729   , -62775.8    , array([ 0.0508235  ,  3.67658    ,  5.31032e-19,  2.84578e-15,  0.00150624 ])
70730   , -62785.7    , array([ 0.0508743  ,  3.67658    ,  5.31032e-19,  2.84578e-15,  0.00150624 ])
70731   , -62776.1    , array([ 0.0508235  ,  3.68026    ,  5.31032e-19,  2.84578e-15,  0.00150624 ])
70732   , -62775.8    , array([ 0.0508235  ,  3.67658    ,  5.31563e-19,  2.84578e-15,  0.00150624 ])
70733   , -62775.8    , array([ 0.0508235  ,  3.67658    ,  5.31032e-19,  2.84863e-15,  0.00150624 ])
70734   , -62765.3    , array([ 0.0508235  ,  3.67658    ,  5.31032e-19,  2.84578e-15,  0.00150775 ])
70735   , -53888.6    , array([ 0.0261724  ,  3.83329    ,  5.31032e-19,  2.84578e-15,  0.00252977 ])
70736   , -53888.6    , array([ 0.0261724  ,  3.83329    ,  5.31032e-19,  2.84578e-15,  0.00252977 ])
70737   , -53888.4    , array([ 0.0261986  ,  3.83329    ,  5.31032e-19,  2.84578e-15,  0.00252977 ])
70738   , -53889      , array([ 0.0261724  ,  3.83712    ,  5.31032e-19,  2.84578e-15,  0.00252977 ])
70739   , -53888.6    , array([ 0.0261724  ,  3.83329    ,  5.31563e-19,  2.84578e-15,  0.00252977 ])
70740   , -53888.6    , array([ 0.0261724  ,  3.83329    ,  5.31032e-19,  2.84863e-15,  0.00252977 ])
70741   , -53887.7    , array([ 0.0261724  ,  3.83329    ,  5.31032e-19,  2.84578e-15,  0.0025323  ])
70742   , -51650.8    , array([ 0.0620816  ,  2.10375    ,  5.31032e-19,  2.84578e-15,  0.00623635 ])
70743   , -51650.8    , array([ 0.0620816  ,  2.10375    ,  5.31032e-19,  2.84578e-15,  0.00623635 ])
70744   , -51650.1    , array([ 0.0621437  ,  2.10375    ,  5.31032e-19,  2.84578e-15,  0.00623635 ])
70745   , -51652.3    , array([ 0.0620816  ,  2.10586    ,  5.31032e-19,  2.84578e-15,  0.00623635 ])
70746   , -51650.8    , array([ 0.0620816  ,  2.10375    ,  5.31563e-19,  2.84578e-15,  0.00623635 ])
70747   , -51650.8    , array([ 0.0620816  ,  2.10375    ,  5.31032e-19,  2.84863e-15,  0.00623635 ])
70748   , -51648.3    , array([ 0.0620816  ,  2.10375    ,  5.31032e-19,  2.84578e-15,  0.00624259 ])
70749   , -32050.2    , array([ 1.96535    ,  0.190848   ,  5.31032e-19,  2.84578e-15,  0.230319   ])
70750   , -32050.2    , array([ 1.96535    ,  0.190848   ,  5.31032e-19,  2.84578e-15,  0.230319   ])
70751   , -32048.7    , array([ 1.96732    ,  0.190848   ,  5.31032e-19,  2.84578e-15,  0.230319   ])
70752   , -32011.1    , array([ 1.96535    ,  0.191039   ,  5.31032e-19,  2.84578e-15,  0.230319   ])
70753   , -32050.2    , array([ 1.96535    ,  0.190848   ,  5.31563e-19,  2.84578e-15,  0.230319   ])
70754   , -32050.2    , array([ 1.96535    ,  0.190848   ,  5.31032e-19,  2.84863e-15,  0.230319   ])
70755   , -32099.7    , array([ 1.96535    ,  0.190848   ,  5.31032e-19,  2.84578e-15,  0.23055    ])
70756   , -50764.5    , array([ 0.0744563  ,  1.85421    ,  5.31032e-19,  2.84578e-15,  0.00754032 ])
