2778    , -2338.12    , array([ 0.224284   ,  1.34472    ,  7.49118e-13,  0.000266922])
2779    , -2338.12    , array([ 0.224508   ,  1.34472    ,  7.49118e-13,  0.000266922])
2780    , -2338.12    , array([ 0.224284   ,  1.34606    ,  7.49118e-13,  0.000266922])
2781    , -2338.12    , array([ 0.224284   ,  1.34472    ,  7.49867e-13,  0.000266922])
2782    , -2338.12    , array([ 0.224284   ,  1.34472    ,  7.49118e-13,  0.000267189])
2783    , -2338.12    , array([ 0.224284   ,  1.34472    ,  7.49118e-13,  0.000266922])
2784    , -2333.38    , array([ 0.224284   ,  0.517599   ,  7.49118e-13,  0.000191991])
2785    , -2333.38    , array([ 0.224284   ,  0.517599   ,  7.49118e-13,  0.000191991])
2786    , -2333.38    , array([ 0.224508   ,  0.517599   ,  7.49118e-13,  0.000191991])
2787    , -2333.38    , array([ 0.224284   ,  0.518117   ,  7.49118e-13,  0.000191991])
2788    , -2333.38    , array([ 0.224284   ,  0.517599   ,  7.49867e-13,  0.000191991])
2789    , -2333.37    , array([ 0.224284   ,  0.517599   ,  7.49118e-13,  0.000192183])
2790    , -2256.51    , array([ 0.224284   ,  0.0113617  ,  7.49118e-13,  5.1389e-05 ])
2791    , -2256.51    , array([ 0.224284   ,  0.0113617  ,  7.49118e-13,  5.1389e-05 ])
2792    , -2256.51    , array([ 0.224508   ,  0.0113617  ,  7.49118e-13,  5.1389e-05 ])
2793    , -2256.59    , array([ 0.224284   ,  0.011373   ,  7.49118e-13,  5.1389e-05 ])
2794    , -2256.51    , array([ 0.224284   ,  0.0113617  ,  7.49867e-13,  5.1389e-05 ])
2795    , -2256.44    , array([ 0.224284   ,  0.0113617  ,  7.49118e-13,  5.14404e-05])
2802    , -2256.51    , array([ 0.224284   ,  0.0113615  ,  7.49118e-13,  5.13887e-05])
2803    , -2256.51    , array([ 0.224284   ,  0.0113615  ,  7.49118e-13,  5.13887e-05])
2804    , -2256.51    , array([ 0.224508   ,  0.0113615  ,  7.49118e-13,  5.13887e-05])
2805    , -2256.59    , array([ 0.224284   ,  0.0113728  ,  7.49118e-13,  5.13887e-05])
2806    , -2256.51    , array([ 0.224284   ,  0.0113615  ,  7.49867e-13,  5.13887e-05])
2807    , -2256.44    , array([ 0.224284   ,  0.0113615  ,  7.49118e-13,  5.14401e-05])
2808    , -2256.51    , array([ 0.224284   ,  0.0113612  ,  7.49118e-13,  5.13883e-05])
2809    , -2256.51    , array([ 0.224284   ,  0.0113612  ,  7.49118e-13,  5.13883e-05])
2810    , -2256.51    , array([ 0.224508   ,  0.0113612  ,  7.49118e-13,  5.13883e-05])
2811    , -2256.59    , array([ 0.224284   ,  0.0113726  ,  7.49118e-13,  5.13883e-05])
2812    , -2256.51    , array([ 0.224284   ,  0.0113612  ,  7.49867e-13,  5.13883e-05])
2813    , -2256.43    , array([ 0.224284   ,  0.0113612  ,  7.49118e-13,  5.14397e-05])
2820    , -2256.51    , array([ 0.224284   ,  0.0113612  ,  7.49118e-13,  5.13882e-05])
2821    , -2256.51    , array([ 0.224284   ,  0.0113612  ,  7.49118e-13,  5.13882e-05])
2822    , -2256.51    , array([ 0.224508   ,  0.0113612  ,  7.49118e-13,  5.13882e-05])
2823    , -2256.58    , array([ 0.224284   ,  0.0113725  ,  7.49118e-13,  5.13882e-05])
2824    , -2256.51    , array([ 0.224284   ,  0.0113612  ,  7.49867e-13,  5.13882e-05])
2825    , -2256.43    , array([ 0.224284   ,  0.0113612  ,  7.49118e-13,  5.14396e-05])
2826    , -2256.51    , array([ 0.224284   ,  0.0113611  ,  7.49118e-13,  5.13881e-05])
2827    , -2256.51    , array([ 0.224284   ,  0.0113611  ,  7.49118e-13,  5.13881e-05])
2828    , -2256.51    , array([ 0.224508   ,  0.0113611  ,  7.49118e-13,  5.13881e-05])
2829    , -2256.58    , array([ 0.224284   ,  0.0113725  ,  7.49118e-13,  5.13881e-05])
2830    , -2256.51    , array([ 0.224284   ,  0.0113611  ,  7.49867e-13,  5.13881e-05])
2831    , -2256.43    , array([ 0.224284   ,  0.0113611  ,  7.49118e-13,  5.14396e-05])
2838    , -2256.51    , array([ 0.224284   ,  0.0113611  ,  7.49118e-13,  5.13881e-05])
2839    , -2256.51    , array([ 0.224284   ,  0.0113611  ,  7.49118e-13,  5.13881e-05])
2840    , -2256.51    , array([ 0.224508   ,  0.0113611  ,  7.49118e-13,  5.13881e-05])
2841    , -2256.58    , array([ 0.224284   ,  0.0113725  ,  7.49118e-13,  5.13881e-05])
2842    , -2256.51    , array([ 0.224284   ,  0.0113611  ,  7.49867e-13,  5.13881e-05])
2843    , -2256.43    , array([ 0.224284   ,  0.0113611  ,  7.49118e-13,  5.14395e-05])
2844    , -2256.51    , array([ 0.224284   ,  0.0113611  ,  7.49118e-13,  5.13881e-05])
2845    , -2256.51    , array([ 0.224284   ,  0.0113611  ,  7.49118e-13,  5.13881e-05])
2846    , -2256.51    , array([ 0.224508   ,  0.0113611  ,  7.49118e-13,  5.13881e-05])
2847    , -2256.58    , array([ 0.224284   ,  0.0113725  ,  7.49118e-13,  5.13881e-05])
2848    , -2256.51    , array([ 0.224284   ,  0.0113611  ,  7.49867e-13,  5.13881e-05])
2849    , -2256.43    , array([ 0.224284   ,  0.0113611  ,  7.49118e-13,  5.14395e-05])
2850    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2851    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2852    , -2095.87    , array([ 0.224508   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2853    , -2096.06    , array([ 0.224284   ,  0.00168493 ,  7.49118e-13,  2.65863e-05])
2854    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49867e-13,  2.65863e-05])
2855    , -2095.68    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.66129e-05])
2856    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2857    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2858    , -2095.87    , array([ 0.224508   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2859    , -2096.06    , array([ 0.224284   ,  0.00168493 ,  7.49118e-13,  2.65863e-05])
2860    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49867e-13,  2.65863e-05])
2861    , -2095.68    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.66129e-05])
2862    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2863    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2864    , -2095.87    , array([ 0.224508   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2865    , -2096.06    , array([ 0.224284   ,  0.00168493 ,  7.49118e-13,  2.65863e-05])
2866    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49867e-13,  2.65863e-05])
2867    , -2095.68    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.66129e-05])
2874    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2875    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2876    , -2095.87    , array([ 0.224508   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2877    , -2096.06    , array([ 0.224284   ,  0.00168493 ,  7.49118e-13,  2.65863e-05])
2878    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49867e-13,  2.65863e-05])
2879    , -2095.68    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.66129e-05])
2880    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2881    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2882    , -2095.87    , array([ 0.224508   ,  0.00168325 ,  7.49118e-13,  2.65863e-05])
2883    , -2096.06    , array([ 0.224284   ,  0.00168493 ,  7.49118e-13,  2.65863e-05])
2884    , -2095.87    , array([ 0.224284   ,  0.00168325 ,  7.49867e-13,  2.65863e-05])
2885    , -2095.68    , array([ 0.224284   ,  0.00168325 ,  7.49118e-13,  2.66129e-05])
2886    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2887    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2888    , -2032.23    , array([ 0.224508   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2889    , -2032.44    , array([ 0.224284   ,  0.00104536 ,  7.49118e-13,  2.2548e-05 ])
2890    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49867e-13,  2.2548e-05 ])
2891    , -2032.01    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.25705e-05])
2892    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2893    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2894    , -2032.23    , array([ 0.224508   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2895    , -2032.44    , array([ 0.224284   ,  0.00104536 ,  7.49118e-13,  2.2548e-05 ])
2896    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49867e-13,  2.2548e-05 ])
2897    , -2032.01    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.25705e-05])
2898    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2899    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2900    , -2032.23    , array([ 0.224508   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2901    , -2032.44    , array([ 0.224284   ,  0.00104536 ,  7.49118e-13,  2.2548e-05 ])
2902    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49867e-13,  2.2548e-05 ])
2903    , -2032.01    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.25705e-05])
2910    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2911    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2912    , -2032.23    , array([ 0.224508   ,  0.00104431 ,  7.49118e-13,  2.2548e-05 ])
2913    , -2032.44    , array([ 0.224284   ,  0.00104536 ,  7.49118e-13,  2.2548e-05 ])
2914    , -2032.23    , array([ 0.224284   ,  0.00104431 ,  7.49867e-13,  2.2548e-05 ])
2915    , -2032.01    , array([ 0.224284   ,  0.00104431 ,  7.49118e-13,  2.25705e-05])
