263126  , -80960      , array([ 0.0113302  ,  0.887056   ,  6.16081e-62,  2.95159e-42,  0.00428153 ])
263127  , -80912      , array([ 0.0113415  ,  0.887056   ,  6.16081e-62,  2.95159e-42,  0.00428153 ])
263128  , -80962.1    , array([ 0.0113302  ,  0.887944   ,  6.16081e-62,  2.95159e-42,  0.00428153 ])
263129  , -80960      , array([ 0.0113302  ,  0.887056   ,  6.16698e-62,  2.95159e-42,  0.00428153 ])
263130  , -80960      , array([ 0.0113302  ,  0.887056   ,  6.16081e-62,  2.95454e-42,  0.00428153 ])
263131  , -81002.7    , array([ 0.0113302  ,  0.887056   ,  6.16081e-62,  2.95159e-42,  0.00428581 ])
263132  , -80960      , array([ 0.0113302  ,  0.887056   ,  6.16081e-62,  2.95159e-42,  0.00428153 ])
263133  , -52935.4    , array([ 0.024099   ,  0.859038   ,  6.16081e-62,  2.95159e-42,  0.00218992 ])
263134  , -52935.4    , array([ 0.024099   ,  0.859038   ,  6.16081e-62,  2.95159e-42,  0.00218992 ])
263135  , -52936.1    , array([ 0.0241231  ,  0.859038   ,  6.16081e-62,  2.95159e-42,  0.00218992 ])
263136  , -52936.8    , array([ 0.024099   ,  0.859897   ,  6.16081e-62,  2.95159e-42,  0.00218992 ])
263137  , -52935.4    , array([ 0.024099   ,  0.859038   ,  6.16698e-62,  2.95159e-42,  0.00218992 ])
263138  , -52935.4    , array([ 0.024099   ,  0.859038   ,  6.16081e-62,  2.95454e-42,  0.00218992 ])
263139  , -52932.7    , array([ 0.024099   ,  0.859038   ,  6.16081e-62,  2.95159e-42,  0.00219211 ])
263147  , -52930      , array([ 0.024129   ,  0.857517   ,  6.16081e-62,  2.95159e-42,  0.00219289 ])
263148  , -52930      , array([ 0.024129   ,  0.857517   ,  6.16081e-62,  2.95159e-42,  0.00219289 ])
263149  , -52930.7    , array([ 0.0241531  ,  0.857517   ,  6.16081e-62,  2.95159e-42,  0.00219289 ])
263150  , -52931.5    , array([ 0.024129   ,  0.858375   ,  6.16081e-62,  2.95159e-42,  0.00219289 ])
263151  , -52930      , array([ 0.024129   ,  0.857517   ,  6.16698e-62,  2.95159e-42,  0.00219289 ])
263152  , -52930      , array([ 0.024129   ,  0.857517   ,  6.16081e-62,  2.95454e-42,  0.00219289 ])
263153  , -52927.3    , array([ 0.024129   ,  0.857517   ,  6.16081e-62,  2.95159e-42,  0.00219509 ])
263154  , -52924.6    , array([ 0.024159   ,  0.855995   ,  6.16081e-62,  2.95159e-42,  0.00219588 ])
263155  , -52924.6    , array([ 0.024159   ,  0.855995   ,  6.16081e-62,  2.95159e-42,  0.00219588 ])
263156  , -52925.3    , array([ 0.0241832  ,  0.855995   ,  6.16081e-62,  2.95159e-42,  0.00219588 ])
263157  , -52926.1    , array([ 0.024159   ,  0.856851   ,  6.16081e-62,  2.95159e-42,  0.00219588 ])
263158  , -52924.6    , array([ 0.024159   ,  0.855995   ,  6.16698e-62,  2.95159e-42,  0.00219588 ])
263159  , -52924.6    , array([ 0.024159   ,  0.855995   ,  6.16081e-62,  2.95454e-42,  0.00219588 ])
263160  , -52921.9    , array([ 0.024159   ,  0.855995   ,  6.16081e-62,  2.95159e-42,  0.00219808 ])
263168  , -52923.3    , array([ 0.0241666  ,  0.855614   ,  6.16081e-62,  2.95159e-42,  0.00219663 ])
263169  , -52923.3    , array([ 0.0241666  ,  0.855614   ,  6.16081e-62,  2.95159e-42,  0.00219663 ])
263170  , -52924      , array([ 0.0241907  ,  0.855614   ,  6.16081e-62,  2.95159e-42,  0.00219663 ])
263171  , -52924.7    , array([ 0.0241666  ,  0.85647    ,  6.16081e-62,  2.95159e-42,  0.00219663 ])
263172  , -52923.3    , array([ 0.0241666  ,  0.855614   ,  6.16698e-62,  2.95159e-42,  0.00219663 ])
263173  , -52923.3    , array([ 0.0241666  ,  0.855614   ,  6.16081e-62,  2.95454e-42,  0.00219663 ])
263174  , -52920.6    , array([ 0.0241666  ,  0.855614   ,  6.16081e-62,  2.95159e-42,  0.00219883 ])
263175  , -52921.9    , array([ 0.0241741  ,  0.855233   ,  6.16081e-62,  2.95159e-42,  0.00219738 ])
263176  , -52921.9    , array([ 0.0241741  ,  0.855233   ,  6.16081e-62,  2.95159e-42,  0.00219738 ])
263177  , -52922.6    , array([ 0.0241983  ,  0.855233   ,  6.16081e-62,  2.95159e-42,  0.00219738 ])
263178  , -52923.4    , array([ 0.0241741  ,  0.856088   ,  6.16081e-62,  2.95159e-42,  0.00219738 ])
263179  , -52921.9    , array([ 0.0241741  ,  0.855233   ,  6.16698e-62,  2.95159e-42,  0.00219738 ])
263180  , -52921.9    , array([ 0.0241741  ,  0.855233   ,  6.16081e-62,  2.95454e-42,  0.00219738 ])
263181  , -52919.2    , array([ 0.0241741  ,  0.855233   ,  6.16081e-62,  2.95159e-42,  0.00219958 ])
263182  , -348045     , array([ 0.648763   ,  0.00783186 ,  6.16081e-62,  2.95159e-42,  0.0801419  ])
263183  , -348045     , array([ 0.648763   ,  0.00783186 ,  6.16081e-62,  2.95159e-42,  0.0801419  ])
263184  , -348042     , array([ 0.649412   ,  0.00783186 ,  6.16081e-62,  2.95159e-42,  0.0801419  ])
263185  , -347687     , array([ 0.648763   ,  0.00783969 ,  6.16081e-62,  2.95159e-42,  0.0801419  ])
263186  , -348045     , array([ 0.648763   ,  0.00783186 ,  6.16698e-62,  2.95159e-42,  0.0801419  ])
263187  , -348045     , array([ 0.648763   ,  0.00783186 ,  6.16081e-62,  2.95454e-42,  0.0801419  ])
263188  , -348403     , array([ 0.648763   ,  0.00783186 ,  6.16081e-62,  2.95159e-42,  0.0802221  ])
263189  , -38911      , array([ 0.0654462  ,  0.206555   ,  6.16081e-62,  2.95159e-42,  0.00652784 ])
263190  , -38911      , array([ 0.0654462  ,  0.206555   ,  6.16081e-62,  2.95159e-42,  0.00652784 ])
263191  , -38906.9    , array([ 0.0655117  ,  0.206555   ,  6.16081e-62,  2.95159e-42,  0.00652784 ])
263192  , -38922.6    , array([ 0.0654462  ,  0.206762   ,  6.16081e-62,  2.95159e-42,  0.00652784 ])
263193  , -38911      , array([ 0.0654462  ,  0.206555   ,  6.16698e-62,  2.95159e-42,  0.00652784 ])
263194  , -38911      , array([ 0.0654462  ,  0.206555   ,  6.16081e-62,  2.95454e-42,  0.00652784 ])
263195  , -38902.2    , array([ 0.0654462  ,  0.206555   ,  6.16081e-62,  2.95159e-42,  0.00653437 ])
263196  , -10757.3    , array([ 0.213602   ,  0.0382091  ,  6.16081e-62,  2.95159e-42,  0.0237898  ])
263197  , -10757.3    , array([ 0.213602   ,  0.0382091  ,  6.16081e-62,  2.95159e-42,  0.0237898  ])
263198  , -10749.7    , array([ 0.213816   ,  0.0382091  ,  6.16081e-62,  2.95159e-42,  0.0237898  ])
263199  , -10741      , array([ 0.213602   ,  0.0382473  ,  6.16081e-62,  2.95159e-42,  0.0237898  ])
263200  , -10757.3    , array([ 0.213602   ,  0.0382091  ,  6.16698e-62,  2.95159e-42,  0.0237898  ])
263201  , -10757.3    , array([ 0.213602   ,  0.0382091  ,  6.16081e-62,  2.95454e-42,  0.0237898  ])
263202  , -10779.5    , array([ 0.213602   ,  0.0382091  ,  6.16081e-62,  2.95159e-42,  0.0238136  ])
263203  , -19065.1    , array([ 0.108905   ,  0.0998909  ,  6.16081e-62,  2.95159e-42,  0.0113908  ])
263204  , -19065.1    , array([ 0.108905   ,  0.0998909  ,  6.16081e-62,  2.95159e-42,  0.0113908  ])
263205  , -19056.6    , array([ 0.109014   ,  0.0998909  ,  6.16081e-62,  2.95159e-42,  0.0113908  ])
263206  , -19081.7    , array([ 0.108905   ,  0.0999908  ,  6.16081e-62,  2.95159e-42,  0.0113908  ])
263207  , -19065.1    , array([ 0.108905   ,  0.0998909  ,  6.16698e-62,  2.95159e-42,  0.0113908  ])
263208  , -19065.1    , array([ 0.108905   ,  0.0998909  ,  6.16081e-62,  2.95454e-42,  0.0113908  ])
263209  , -19055.8    , array([ 0.108905   ,  0.0998909  ,  6.16081e-62,  2.95159e-42,  0.0114022  ])
263210  , -6697.5     , array([ 0.173168   ,  0.0515445  ,  6.16081e-62,  2.95159e-42,  0.0189128  ])
263211  , -6697.5     , array([ 0.173168   ,  0.0515445  ,  6.16081e-62,  2.95159e-42,  0.0189128  ])
263212  , -6688.54    , array([ 0.173341   ,  0.0515445  ,  6.16081e-62,  2.95159e-42,  0.0189128  ])
263213  , -6697.1     , array([ 0.173168   ,  0.0515961  ,  6.16081e-62,  2.95159e-42,  0.0189128  ])
263214  , -6697.5     , array([ 0.173168   ,  0.0515445  ,  6.16698e-62,  2.95159e-42,  0.0189128  ])
263215  , -6697.5     , array([ 0.173168   ,  0.0515445  ,  6.16081e-62,  2.95454e-42,  0.0189128  ])
263216  , -6705.56    , array([ 0.173168   ,  0.0515445  ,  6.16081e-62,  2.95159e-42,  0.0189317  ])
263224  , -6682.28    , array([ 0.176354   ,  0.0524591  ,  6.16081e-62,  2.95159e-42,  0.0192818  ])
