160196  , -1.31698e+06, array([ 0.714217   ,  0.0119461  ,  1.69873e-27,  5.12621e-45,  0.449156   ])
160197  , -1.31696e+06, array([ 0.714932   ,  0.0119461  ,  1.69873e-27,  5.12621e-45,  0.449156   ])
160198  , -1.31567e+06, array([ 0.714217   ,  0.0119581  ,  1.69873e-27,  5.12621e-45,  0.449156   ])
160199  , -1.31698e+06, array([ 0.714217   ,  0.0119461  ,  1.70043e-27,  5.12621e-45,  0.449156   ])
160200  , -1.31698e+06, array([ 0.714217   ,  0.0119461  ,  1.69873e-27,  5.13134e-45,  0.449156   ])
160201  , -1.31829e+06, array([ 0.714217   ,  0.0119461  ,  1.69873e-27,  5.12621e-45,  0.449605   ])
160202  , -1.31698e+06, array([ 0.714217   ,  0.0119461  ,  1.69873e-27,  5.12621e-45,  0.449156   ])
160203  , -308992     , array([ 0.722538   ,  0.0244578  ,  1.69873e-27,  5.12621e-45,  0.220447   ])
160204  , -308992     , array([ 0.722538   ,  0.0244578  ,  1.69873e-27,  5.12621e-45,  0.220447   ])
160205  , -308983     , array([ 0.72326    ,  0.0244578  ,  1.69873e-27,  5.12621e-45,  0.220447   ])
160206  , -308674     , array([ 0.722538   ,  0.0244823  ,  1.69873e-27,  5.12621e-45,  0.220447   ])
160207  , -308992     , array([ 0.722538   ,  0.0244578  ,  1.70043e-27,  5.12621e-45,  0.220447   ])
160208  , -308992     , array([ 0.722538   ,  0.0244578  ,  1.69873e-27,  5.13134e-45,  0.220447   ])
160209  , -309321     , array([ 0.722538   ,  0.0244578  ,  1.69873e-27,  5.12621e-45,  0.220668   ])
160217  , -303925     , array([ 0.886208   ,  0.0178376  ,  1.69873e-27,  5.12621e-45,  0.160121   ])
160218  , -303925     , array([ 0.886208   ,  0.0178376  ,  1.69873e-27,  5.12621e-45,  0.160121   ])
160219  , -303921     , array([ 0.887094   ,  0.0178376  ,  1.69873e-27,  5.12621e-45,  0.160121   ])
160220  , -303608     , array([ 0.886208   ,  0.0178555  ,  1.69873e-27,  5.12621e-45,  0.160121   ])
160221  , -303925     , array([ 0.886208   ,  0.0178376  ,  1.70043e-27,  5.12621e-45,  0.160121   ])
160222  , -303925     , array([ 0.886208   ,  0.0178376  ,  1.69873e-27,  5.13134e-45,  0.160121   ])
160223  , -304247     , array([ 0.886208   ,  0.0178376  ,  1.69873e-27,  5.12621e-45,  0.160281   ])
160224  , -298210     , array([ 0.27711    ,  0.0070612  ,  1.69873e-27,  5.12621e-45,  0.0613181  ])
160225  , -298210     , array([ 0.27711    ,  0.0070612  ,  1.69873e-27,  5.12621e-45,  0.0613181  ])
160226  , -298201     , array([ 0.277387   ,  0.0070612  ,  1.69873e-27,  5.12621e-45,  0.0613181  ])
160227  , -297903     , array([ 0.27711    ,  0.00706826 ,  1.69873e-27,  5.12621e-45,  0.0613181  ])
160228  , -298210     , array([ 0.27711    ,  0.0070612  ,  1.70043e-27,  5.12621e-45,  0.0613181  ])
160229  , -298210     , array([ 0.27711    ,  0.0070612  ,  1.69873e-27,  5.13134e-45,  0.0613181  ])
160230  , -298521     , array([ 0.27711    ,  0.0070612  ,  1.69873e-27,  5.12621e-45,  0.0613795  ])
160231  , -286890     , array([ 0.284764   ,  0.00707003 ,  1.69873e-27,  5.12621e-45,  0.0592069  ])
160232  , -286890     , array([ 0.284764   ,  0.00707003 ,  1.69873e-27,  5.12621e-45,  0.0592069  ])
160233  , -286881     , array([ 0.285049   ,  0.00707003 ,  1.69873e-27,  5.12621e-45,  0.0592069  ])
160234  , -286593     , array([ 0.284764   ,  0.0070771  ,  1.69873e-27,  5.12621e-45,  0.0592069  ])
160235  , -286890     , array([ 0.284764   ,  0.00707003 ,  1.70043e-27,  5.12621e-45,  0.0592069  ])
160236  , -286890     , array([ 0.284764   ,  0.00707003 ,  1.69873e-27,  5.13134e-45,  0.0592069  ])
160237  , -287189     , array([ 0.284764   ,  0.00707003 ,  1.69873e-27,  5.12621e-45,  0.0592662  ])
160238  , -245696     , array([ 0.317552   ,  0.00710548 ,  1.69873e-27,  5.12621e-45,  0.0514644  ])
160239  , -245696     , array([ 0.317552   ,  0.00710548 ,  1.69873e-27,  5.12621e-45,  0.0514644  ])
160240  , -245689     , array([ 0.31787    ,  0.00710548 ,  1.69873e-27,  5.12621e-45,  0.0514644  ])
160241  , -245439     , array([ 0.317552   ,  0.00711259 ,  1.69873e-27,  5.12621e-45,  0.0514644  ])
160242  , -245696     , array([ 0.317552   ,  0.00710548 ,  1.70043e-27,  5.12621e-45,  0.0514644  ])
160243  , -245696     , array([ 0.317552   ,  0.00710548 ,  1.69873e-27,  5.13134e-45,  0.0514644  ])
160244  , -245954     , array([ 0.317552   ,  0.00710548 ,  1.69873e-27,  5.12621e-45,  0.0515159  ])
160245  , -158126     , array([ 0.452616   ,  0.0110383  ,  1.69873e-27,  5.12621e-45,  0.0533544  ])
160246  , -158126     , array([ 0.452616   ,  0.0110383  ,  1.69873e-27,  5.12621e-45,  0.0533544  ])
160247  , -158122     , array([ 0.453069   ,  0.0110383  ,  1.69873e-27,  5.12621e-45,  0.0533544  ])
160248  , -157953     , array([ 0.452616   ,  0.0110494  ,  1.69873e-27,  5.12621e-45,  0.0533544  ])
160249  , -158126     , array([ 0.452616   ,  0.0110383  ,  1.70043e-27,  5.12621e-45,  0.0533544  ])
160250  , -158126     , array([ 0.452616   ,  0.0110383  ,  1.69873e-27,  5.13134e-45,  0.0533544  ])
160251  , -158299     , array([ 0.452616   ,  0.0110383  ,  1.69873e-27,  5.12621e-45,  0.0534078  ])
160252  , -58464.4    , array([ 1.12876    ,  0.0404601  ,  1.69873e-27,  5.12621e-45,  0.0852567  ])
160253  , -58464.4    , array([ 1.12876    ,  0.0404601  ,  1.69873e-27,  5.12621e-45,  0.0852567  ])
160254  , -58463.5    , array([ 1.12989    ,  0.0404601  ,  1.69873e-27,  5.12621e-45,  0.0852567  ])
160255  , -58389.6    , array([ 1.12876    ,  0.0405006  ,  1.69873e-27,  5.12621e-45,  0.0852567  ])
160256  , -58464.4    , array([ 1.12876    ,  0.0404601  ,  1.70043e-27,  5.12621e-45,  0.0852567  ])
160257  , -58464.4    , array([ 1.12876    ,  0.0404601  ,  1.69873e-27,  5.13134e-45,  0.0852567  ])
160258  , -58540.2    , array([ 1.12876    ,  0.0404601  ,  1.69873e-27,  5.12621e-45,  0.085342   ])
160259  , -23145.9    , array([ 1.28425    ,  0.0615288  ,  1.69873e-27,  5.12621e-45,  0.0687258  ])
160260  , -23145.9    , array([ 1.28425    ,  0.0615288  ,  1.69873e-27,  5.12621e-45,  0.0687258  ])
160261  , -23145.3    , array([ 1.28553    ,  0.0615288  ,  1.69873e-27,  5.12621e-45,  0.0687258  ])
160262  , -23107      , array([ 1.28425    ,  0.0615904  ,  1.69873e-27,  5.12621e-45,  0.0687258  ])
160263  , -23145.9    , array([ 1.28425    ,  0.0615288  ,  1.70043e-27,  5.12621e-45,  0.0687258  ])
160264  , -23145.9    , array([ 1.28425    ,  0.0615288  ,  1.69873e-27,  5.13134e-45,  0.0687258  ])
160265  , -23186.1    , array([ 1.28425    ,  0.0615288  ,  1.69873e-27,  5.12621e-45,  0.0687946  ])
160266  , -4745.43    , array([ 1.27683    ,  0.0783423  ,  1.69873e-27,  5.12621e-45,  0.043429   ])
160267  , -4745.43    , array([ 1.27683    ,  0.0783423  ,  1.69873e-27,  5.12621e-45,  0.043429   ])
160268  , -4744.9     , array([ 1.27811    ,  0.0783423  ,  1.69873e-27,  5.12621e-45,  0.043429   ])
160269  , -4732.1     , array([ 1.27683    ,  0.0784207  ,  1.69873e-27,  5.12621e-45,  0.043429   ])
160270  , -4745.43    , array([ 1.27683    ,  0.0783423  ,  1.70043e-27,  5.12621e-45,  0.043429   ])
160271  , -4745.43    , array([ 1.27683    ,  0.0783423  ,  1.69873e-27,  5.13134e-45,  0.043429   ])
160272  , -4759.66    , array([ 1.27683    ,  0.0783423  ,  1.69873e-27,  5.12621e-45,  0.0434724  ])
160273  , -1752.95    , array([ 1.2628     ,  0.0844635  ,  1.69873e-27,  5.12621e-45,  0.0321181  ])
160274  , -1752.95    , array([ 1.2628     ,  0.0844635  ,  1.69873e-27,  5.12621e-45,  0.0321181  ])
160275  , -1752.69    , array([ 1.26406    ,  0.0844635  ,  1.69873e-27,  5.12621e-45,  0.0321181  ])
160276  , -1751.3     , array([ 1.2628     ,  0.084548   ,  1.69873e-27,  5.12621e-45,  0.0321181  ])
160277  , -1752.95    , array([ 1.2628     ,  0.0844635  ,  1.70043e-27,  5.12621e-45,  0.0321181  ])
160278  , -1752.95    , array([ 1.2628     ,  0.0844635  ,  1.69873e-27,  5.13134e-45,  0.0321181  ])
160279  , -1755.11    , array([ 1.2628     ,  0.0844635  ,  1.69873e-27,  5.12621e-45,  0.0321502  ])
160280  , -1670.61    , array([ 1.23366    ,  0.0815401  ,  1.69873e-27,  5.12621e-45,  0.0290995  ])
160281  , -1670.61    , array([ 1.23366    ,  0.0815401  ,  1.69873e-27,  5.12621e-45,  0.0290995  ])
160282  , -1670.41    , array([ 1.2349     ,  0.0815401  ,  1.69873e-27,  5.12621e-45,  0.0290995  ])
160283  , -1670.77    , array([ 1.23366    ,  0.0816217  ,  1.69873e-27,  5.12621e-45,  0.0290995  ])
160284  , -1670.61    , array([ 1.23366    ,  0.0815401  ,  1.70043e-27,  5.12621e-45,  0.0290995  ])
160285  , -1670.61    , array([ 1.23366    ,  0.0815401  ,  1.69873e-27,  5.13134e-45,  0.0290995  ])
160286  , -1670.81    , array([ 1.23366    ,  0.0815401  ,  1.69873e-27,  5.12621e-45,  0.0291286  ])
160287  , -1661.25    , array([ 1.21368    ,  0.0781653  ,  1.69873e-27,  5.12621e-45,  0.0276801  ])
160288  , -1661.25    , array([ 1.21368    ,  0.0781653  ,  1.69873e-27,  5.12621e-45,  0.0276801  ])
160289  , -1661.06    , array([ 1.21489    ,  0.0781653  ,  1.69873e-27,  5.12621e-45,  0.0276801  ])
160290  , -1661.6     , array([ 1.21368    ,  0.0782435  ,  1.69873e-27,  5.12621e-45,  0.0276801  ])
160291  , -1661.25    , array([ 1.21368    ,  0.0781653  ,  1.70043e-27,  5.12621e-45,  0.0276801  ])
160292  , -1661.25    , array([ 1.21368    ,  0.0781653  ,  1.69873e-27,  5.13134e-45,  0.0276801  ])
160293  , -1661.18    , array([ 1.21368    ,  0.0781653  ,  1.69873e-27,  5.12621e-45,  0.0277078  ])
160294  , -1650.16    , array([ 1.18689    ,  0.0719241  ,  1.69873e-27,  5.12621e-45,  0.0254241  ])
160295  , -1650.16    , array([ 1.18689    ,  0.0719241  ,  1.69873e-27,  5.12621e-45,  0.0254241  ])
160296  , -1650       , array([ 1.18808    ,  0.0719241  ,  1.69873e-27,  5.12621e-45,  0.0254241  ])
160297  , -1650.51    , array([ 1.18689    ,  0.0719961  ,  1.69873e-27,  5.12621e-45,  0.0254241  ])
160298  , -1650.16    , array([ 1.18689    ,  0.0719241  ,  1.70043e-27,  5.12621e-45,  0.0254241  ])
160299  , -1650.16    , array([ 1.18689    ,  0.0719241  ,  1.69873e-27,  5.13134e-45,  0.0254241  ])
160300  , -1649.96    , array([ 1.18689    ,  0.0719241  ,  1.69873e-27,  5.12621e-45,  0.0254495  ])
160301  , -1644.9     , array([ 1.18244    ,  0.0669333  ,  1.69873e-27,  5.12621e-45,  0.02378    ])
160302  , -1644.9     , array([ 1.18244    ,  0.0669333  ,  1.69873e-27,  5.12621e-45,  0.02378    ])
160303  , -1644.77    , array([ 1.18363    ,  0.0669333  ,  1.69873e-27,  5.12621e-45,  0.02378    ])
160304  , -1645.05    , array([ 1.18244    ,  0.0670003  ,  1.69873e-27,  5.12621e-45,  0.02378    ])
160305  , -1644.9     , array([ 1.18244    ,  0.0669333  ,  1.70043e-27,  5.12621e-45,  0.02378    ])
160306  , -1644.9     , array([ 1.18244    ,  0.0669333  ,  1.69873e-27,  5.13134e-45,  0.02378    ])
160307  , -1644.79    , array([ 1.18244    ,  0.0669333  ,  1.69873e-27,  5.12621e-45,  0.0238038  ])
160308  , -1642.47    , array([ 1.20428    ,  0.0651427  ,  1.69873e-27,  5.12621e-45,  0.0232463  ])
160309  , -1642.47    , array([ 1.20428    ,  0.0651427  ,  1.69873e-27,  5.12621e-45,  0.0232463  ])
160310  , -1642.36    , array([ 1.20548    ,  0.0651427  ,  1.69873e-27,  5.12621e-45,  0.0232463  ])
160311  , -1642.49    , array([ 1.20428    ,  0.0652079  ,  1.69873e-27,  5.12621e-45,  0.0232463  ])
160312  , -1642.47    , array([ 1.20428    ,  0.0651427  ,  1.70043e-27,  5.12621e-45,  0.0232463  ])
