158306  , -52661.8    , array([ 0.0182484  ,  0.55394    ,  2.31976e-15,  6.63786e-10,  0.00189684 ])
158307  , -52659.3    , array([ 0.0182666  ,  0.55394    ,  2.31976e-15,  6.63786e-10,  0.00189684 ])
158308  , -52663.6    , array([ 0.0182484  ,  0.554494   ,  2.31976e-15,  6.63786e-10,  0.00189684 ])
158309  , -52661.8    , array([ 0.0182484  ,  0.55394    ,  2.32208e-15,  6.63786e-10,  0.00189684 ])
158310  , -52661.8    , array([ 0.0182484  ,  0.55394    ,  2.31976e-15,  6.6445e-10 ,  0.00189684 ])
158311  , -52661.9    , array([ 0.0182484  ,  0.55394    ,  2.31976e-15,  6.63786e-10,  0.00189874 ])
158312  , -52661.8    , array([ 0.0182484  ,  0.55394    ,  2.31976e-15,  6.63786e-10,  0.00189684 ])
158313  , -54894.2    , array([ 0.0412856  ,  0.306079   ,  2.31976e-15,  6.63786e-10,  0.00182185 ])
158314  , -54894.2    , array([ 0.0412856  ,  0.306079   ,  2.31976e-15,  6.63786e-10,  0.00182185 ])
158315  , -54902.5    , array([ 0.0413269  ,  0.306079   ,  2.31976e-15,  6.63786e-10,  0.00182185 ])
158316  , -54898.1    , array([ 0.0412856  ,  0.306386   ,  2.31976e-15,  6.63786e-10,  0.00182185 ])
158317  , -54894.2    , array([ 0.0412856  ,  0.306079   ,  2.32208e-15,  6.63786e-10,  0.00182185 ])
158318  , -54894.2    , array([ 0.0412856  ,  0.306079   ,  2.31976e-15,  6.6445e-10 ,  0.00182185 ])
158319  , -54881.5    , array([ 0.0412856  ,  0.306079   ,  2.31976e-15,  6.63786e-10,  0.00182367 ])
158320  , -52337.1    , array([ 0.0218276  ,  0.486348   ,  2.31976e-15,  6.63786e-10,  0.00188013 ])
158321  , -52337.1    , array([ 0.0218276  ,  0.486348   ,  2.31976e-15,  6.63786e-10,  0.00188013 ])
158322  , -52338.5    , array([ 0.0218494  ,  0.486348   ,  2.31976e-15,  6.63786e-10,  0.00188013 ])
158323  , -52339.3    , array([ 0.0218276  ,  0.486835   ,  2.31976e-15,  6.63786e-10,  0.00188013 ])
158324  , -52337.1    , array([ 0.0218276  ,  0.486348   ,  2.32208e-15,  6.63786e-10,  0.00188013 ])
158325  , -52337.1    , array([ 0.0218276  ,  0.486348   ,  2.31976e-15,  6.6445e-10 ,  0.00188013 ])
158326  , -52333      , array([ 0.0218276  ,  0.486348   ,  2.31976e-15,  6.63786e-10,  0.00188201 ])
158327  , -51580.6    , array([ 0.0248806  ,  0.403549   ,  2.31976e-15,  6.63786e-10,  0.0020942  ])
158328  , -51580.6    , array([ 0.0248806  ,  0.403549   ,  2.31976e-15,  6.63786e-10,  0.0020942  ])
158329  , -51582.3    , array([ 0.0249055  ,  0.403549   ,  2.31976e-15,  6.63786e-10,  0.0020942  ])
158330  , -51583.5    , array([ 0.0248806  ,  0.403953   ,  2.31976e-15,  6.63786e-10,  0.0020942  ])
158331  , -51580.6    , array([ 0.0248806  ,  0.403549   ,  2.32208e-15,  6.63786e-10,  0.0020942  ])
158332  , -51580.6    , array([ 0.0248806  ,  0.403549   ,  2.31976e-15,  6.6445e-10 ,  0.0020942  ])
158333  , -51575.6    , array([ 0.0248806  ,  0.403549   ,  2.31976e-15,  6.63786e-10,  0.00209629 ])
158334  , -45447.1    , array([ 0.042003   ,  0.19129    ,  2.31976e-15,  6.63786e-10,  0.00322356 ])
158335  , -45447.1    , array([ 0.042003   ,  0.19129    ,  2.31976e-15,  6.63786e-10,  0.00322356 ])
158336  , -45448.6    , array([ 0.042045   ,  0.19129    ,  2.31976e-15,  6.63786e-10,  0.00322356 ])
158337  , -45455.2    , array([ 0.042003   ,  0.191481   ,  2.31976e-15,  6.63786e-10,  0.00322356 ])
158338  , -45447.1    , array([ 0.042003   ,  0.19129    ,  2.32208e-15,  6.63786e-10,  0.00322356 ])
158339  , -45447.1    , array([ 0.042003   ,  0.19129    ,  2.31976e-15,  6.6445e-10 ,  0.00322356 ])
158340  , -45436.7    , array([ 0.042003   ,  0.19129    ,  2.31976e-15,  6.63786e-10,  0.00322679 ])
158341  , -52749      , array([ 0.34116    ,  0.00965766 ,  2.31976e-15,  6.63786e-10,  0.0180971  ])
158342  , -52749      , array([ 0.34116    ,  0.00965766 ,  2.31976e-15,  6.63786e-10,  0.0180971  ])
158343  , -52747.9    , array([ 0.341502   ,  0.00965766 ,  2.31976e-15,  6.63786e-10,  0.0180971  ])
158344  , -52679.6    , array([ 0.34116    ,  0.00966732 ,  2.31976e-15,  6.63786e-10,  0.0180971  ])
158345  , -52749      , array([ 0.34116    ,  0.00965766 ,  2.32208e-15,  6.63786e-10,  0.0180971  ])
158346  , -52749      , array([ 0.34116    ,  0.00965766 ,  2.31976e-15,  6.6445e-10 ,  0.0180971  ])
158347  , -52816.9    , array([ 0.34116    ,  0.00965766 ,  2.31976e-15,  6.63786e-10,  0.0181152  ])
158348  , -7803.68    , array([ 0.126096   ,  0.0399106  ,  2.31976e-15,  6.63786e-10,  0.0079721  ])
158349  , -7803.68    , array([ 0.126096   ,  0.0399106  ,  2.31976e-15,  6.63786e-10,  0.0079721  ])
158350  , -7799.66    , array([ 0.126222   ,  0.0399106  ,  2.31976e-15,  6.63786e-10,  0.0079721  ])
158351  , -7816.14    , array([ 0.126096   ,  0.0399505  ,  2.31976e-15,  6.63786e-10,  0.0079721  ])
158352  , -7803.68    , array([ 0.126096   ,  0.0399106  ,  2.32208e-15,  6.63786e-10,  0.0079721  ])
158353  , -7803.68    , array([ 0.126096   ,  0.0399106  ,  2.31976e-15,  6.6445e-10 ,  0.0079721  ])
158354  , -7794.69    , array([ 0.126096   ,  0.0399106  ,  2.31976e-15,  6.63786e-10,  0.00798008 ])
158355  , -3735.44    , array([ 0.165      ,  0.0272023  ,  2.31976e-15,  6.63786e-10,  0.00994862 ])
158356  , -3735.44    , array([ 0.165      ,  0.0272023  ,  2.31976e-15,  6.63786e-10,  0.00994862 ])
158357  , -3731.68    , array([ 0.165165   ,  0.0272023  ,  2.31976e-15,  6.63786e-10,  0.00994862 ])
158358  , -3734.15    , array([ 0.165      ,  0.0272295  ,  2.31976e-15,  6.63786e-10,  0.00994862 ])
