11667   , -11513.5    , array([ 0.00608237 ,  8.76286    ,  8.21853e-13,  0.362222   ])
11668   , -11513.5    , array([ 0.00608846 ,  8.76286    ,  8.21853e-13,  0.362222   ])
11669   , -11516.8    , array([ 0.00608237 ,  8.77163    ,  8.21853e-13,  0.362222   ])
11670   , -11513.5    , array([ 0.00608237 ,  8.76286    ,  8.22675e-13,  0.362222   ])
11671   , -11520.3    , array([ 0.00608237 ,  8.76286    ,  8.21853e-13,  0.362584   ])
11672   , -11513.5    , array([ 0.00608237 ,  8.76286    ,  8.21853e-13,  0.362222   ])
11673   , -5878.59    , array([ 0.00608237 ,  5.63929    ,  8.21853e-13,  0.145986   ])
11674   , -5878.59    , array([ 0.00608237 ,  5.63929    ,  8.21853e-13,  0.145986   ])
11675   , -5878.59    , array([ 0.00608846 ,  5.63929    ,  8.21853e-13,  0.145986   ])
11676   , -5880.03    , array([ 0.00608237 ,  5.64493    ,  8.21853e-13,  0.145986   ])
11677   , -5878.59    , array([ 0.00608237 ,  5.63929    ,  8.22675e-13,  0.145986   ])
11678   , -5882.06    , array([ 0.00608237 ,  5.63929    ,  8.21853e-13,  0.146132   ])
11685   , -5878.38    , array([ 0.00608237 ,  5.64169    ,  8.21853e-13,  0.145951   ])
11686   , -5878.38    , array([ 0.00608237 ,  5.64169    ,  8.21853e-13,  0.145951   ])
11687   , -5878.38    , array([ 0.00608846 ,  5.64169    ,  8.21853e-13,  0.145951   ])
11688   , -5879.82    , array([ 0.00608237 ,  5.64733    ,  8.21853e-13,  0.145951   ])
11689   , -5878.38    , array([ 0.00608237 ,  5.64169    ,  8.22675e-13,  0.145951   ])
11690   , -5881.85    , array([ 0.00608237 ,  5.64169    ,  8.21853e-13,  0.146097   ])
11691   , -5878.16    , array([ 0.00608237 ,  5.64409    ,  8.21853e-13,  0.145916   ])
11692   , -5878.16    , array([ 0.00608237 ,  5.64409    ,  8.21853e-13,  0.145916   ])
11693   , -5878.16    , array([ 0.00608846 ,  5.64409    ,  8.21853e-13,  0.145916   ])
11694   , -5879.6     , array([ 0.00608237 ,  5.64974    ,  8.21853e-13,  0.145916   ])
11695   , -5878.16    , array([ 0.00608237 ,  5.64409    ,  8.22675e-13,  0.145916   ])
11696   , -5881.63    , array([ 0.00608237 ,  5.64409    ,  8.21853e-13,  0.146062   ])
11703   , -5878.11    , array([ 0.00608237 ,  5.64469    ,  8.21853e-13,  0.145907   ])
11704   , -5878.11    , array([ 0.00608237 ,  5.64469    ,  8.21853e-13,  0.145907   ])
11705   , -5878.11    , array([ 0.00608846 ,  5.64469    ,  8.21853e-13,  0.145907   ])
11706   , -5879.55    , array([ 0.00608237 ,  5.65034    ,  8.21853e-13,  0.145907   ])
11707   , -5878.11    , array([ 0.00608237 ,  5.64469    ,  8.22675e-13,  0.145907   ])
11708   , -5881.58    , array([ 0.00608237 ,  5.64469    ,  8.21853e-13,  0.146053   ])
11709   , -5878.05    , array([ 0.00608237 ,  5.64529    ,  8.21853e-13,  0.145898   ])
11710   , -5878.05    , array([ 0.00608237 ,  5.64529    ,  8.21853e-13,  0.145898   ])
11711   , -5878.05    , array([ 0.00608846 ,  5.64529    ,  8.21853e-13,  0.145898   ])
11712   , -5879.49    , array([ 0.00608237 ,  5.65094    ,  8.21853e-13,  0.145898   ])
11713   , -5878.05    , array([ 0.00608237 ,  5.64529    ,  8.22675e-13,  0.145898   ])
11714   , -5881.52    , array([ 0.00608237 ,  5.64529    ,  8.21853e-13,  0.146044   ])
11721   , -5878.04    , array([ 0.00608237 ,  5.64544    ,  8.21853e-13,  0.145896   ])
11722   , -5878.04    , array([ 0.00608237 ,  5.64544    ,  8.21853e-13,  0.145896   ])
11723   , -5878.04    , array([ 0.00608846 ,  5.64544    ,  8.21853e-13,  0.145896   ])
11724   , -5879.48    , array([ 0.00608237 ,  5.65109    ,  8.21853e-13,  0.145896   ])
11725   , -5878.04    , array([ 0.00608237 ,  5.64544    ,  8.22675e-13,  0.145896   ])
11726   , -5881.51    , array([ 0.00608237 ,  5.64544    ,  8.21853e-13,  0.146042   ])
11727   , -5878.02    , array([ 0.00608237 ,  5.6456     ,  8.21853e-13,  0.145894   ])
11728   , -5878.02    , array([ 0.00608237 ,  5.6456     ,  8.21853e-13,  0.145894   ])
11729   , -5878.02    , array([ 0.00608846 ,  5.6456     ,  8.21853e-13,  0.145894   ])
11730   , -5879.46    , array([ 0.00608237 ,  5.65124    ,  8.21853e-13,  0.145894   ])
11731   , -5878.02    , array([ 0.00608237 ,  5.6456     ,  8.22675e-13,  0.145894   ])
11732   , -5881.49    , array([ 0.00608237 ,  5.6456     ,  8.21853e-13,  0.14604    ])
11733   , -3127.61    , array([ 0.00608237 ,  93.0355    ,  8.21853e-13,  0.030238   ])
11734   , -3127.61    , array([ 0.00608237 ,  93.0355    ,  8.21853e-13,  0.030238   ])
11735   , -3127.61    , array([ 0.00608846 ,  93.0355    ,  8.21853e-13,  0.030238   ])
