1       , -1538.95    , array([ 0.028128   ,  0.312074   ,  0.00339215 ,  0.00682257 ])
594     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
595     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
596     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
597     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
598     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
599     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
600     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
601     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
602     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
603     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
604     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
605     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
606     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
607     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
608     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
609     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
610     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
611     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
612     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
613     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
614     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
615     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
616     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
617     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
618     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
619     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
620     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
621     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
622     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
623     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
624     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
625     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
626     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
627     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
628     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
629     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
630     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
631     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
632     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
633     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
634     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
635     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
636     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
637     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
638     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
639     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
640     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
641     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
642     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
643     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
644     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
645     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
646     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
647     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
648     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
649     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
650     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
651     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
652     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
653     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
654     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
655     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
656     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
657     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
658     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
659     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
660     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
661     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
662     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
663     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
664     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
665     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
666     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
667     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
668     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
669     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
670     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
671     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
672     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
673     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
674     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
675     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
676     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
677     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
678     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
679     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
680     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
681     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
682     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
683     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
684     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
685     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
686     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
687     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
688     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
689     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
690     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
691     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
692     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
693     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
694     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
695     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
696     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
697     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
698     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
699     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
700     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
701     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
702     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
703     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
704     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
705     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
706     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
707     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
708     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
709     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
710     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
711     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
712     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
713     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
714     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
715     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
716     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
717     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
718     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
719     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
720     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
721     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
722     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
723     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
724     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
725     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
726     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
727     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
728     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
729     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
730     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
731     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
732     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
733     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
734     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
735     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
736     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
737     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
738     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
739     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
740     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
741     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
742     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
743     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
744     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
745     , -88.6759    , array([ 0.018516   ,  0.991515   ,  0.00941018 ,  0.0495783  ])
746     , -88.6752    , array([ 0.0186251  ,  0.991678   ,  0.00946786 ,  0.0495598  ])
747     , -88.6748    , array([ 0.0186832  ,  0.991764   ,  0.00949856 ,  0.04955    ])
748     , -88.6747    , array([ 0.0187055  ,  0.991797   ,  0.00951033 ,  0.0495463  ])
749     , -88.6746    , array([ 0.0187145  ,  0.99181    ,  0.00951511 ,  0.0495448  ])
750     , -88.6746    , array([ 0.0187182  ,  0.991816   ,  0.00951704 ,  0.0495441  ])
751     , -88.6746    , array([ 0.0187196  ,  0.991818   ,  0.00951781 ,  0.0495439  ])
752     , -88.6746    , array([ 0.0187202  ,  0.991819   ,  0.00951813 ,  0.0495438  ])
753     , -88.6746    , array([ 0.0187204  ,  0.991819   ,  0.00951825 ,  0.0495438  ])
754     , -88.6746    , array([ 0.0187205  ,  0.991819   ,  0.0095183  ,  0.0495437  ])
755     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951832 ,  0.0495437  ])
756     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951833 ,  0.0495437  ])
